"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
16,17,38:14.24,Vasiliy MIZINOV,29 DEC 1997,ANA,1.0,"Olympic Stadium, Cheboksary (RUS)",02 AUG 2022,1205
17,18,38:15.86,Koki IKEDA,03 MAY 1998,JPN,1.0,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2022,1204
18,19,38:18.55,Gabriel BORDIER,08 OCT 1997,FRA,1.0,"Stade Helitas, Caen (FRA)",26 JUN 2022,1202
19,20,38:20.0h,Moacir ZIMMERMANN,30 DEC 1983,BRA,1.0,Blumenau (BRA),07 JUN 2008,1200
20,21,38:20.9h,David SMITH,24 JUL 1955,AUS,1.0,Sydney (AUS),15 SEP 1985,1200
21,22,38:21.88,Eiki TAKAHASHI,19 NOV 1992,JPN,1.0,Kitakami (JPN),09 OCT 2016,1199
22,23,38:23.73,Zhen WANG,24 AUG 1991,CHN,1.0,Genova (ITA),08 FEB 2015,1198
23,24,38:23.95,Masatora KAWANO,23 OCT 1998,JPN,4.0,"Juntendo University Stadium, Inzai (JPN)",14 NOV 2020,1198
24,25,38:24.31,Hatem GHOULA,07 JUN 1973,TUN,,Tunis (TUN),30 MAY 1998,1197
25,26,38:26.4h,Daniel GARCÍA CORDOVA,28 OCT 1971,MEX,1.0,Sønder Omme (DEN),17 MAY 1997,1196
26,27,38:26.53,Robert KORZENIOWSKI,30 JUL 1968,POL,1.0,Riga (LAT),31 MAY 2002,1196
27,28,38:27.09,Yusuke SUZUKI,02 JAN 1988,JPN,1.0,Yamaguchi (JPN),11 OCT 2014,1195
28,29,38:27.57,Robert HEFFERNAN,28 FEB 1978,IRL,1.0,Dublin (IRL),19 JUL 2008,1195
29,30,38:28.05,Massimo STANO,27 FEB 1992,ITA,1.0,Roma (ITA),28 APR 2019,1195
30,31,38:28.19,Eiki TAKAHASHI,19 NOV 1992,JPN,1.0,"Municipal Stadium, Sasebo (JPN)",08 DEC 2019,1194
31,32,38:30.38,Zhen WANG,24 AUG 1991,CHN,1.0,Tianjin (CHN),16 SEP 2012,1193
32,33,38:30.61,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Sydney (AUS),05 APR 2019,1193
33,34,38:32.0h,Erik TYSSE,04 DEC 1980,NOR,1.0,Bergen (NOR),13 JUN 2008,1192
34,35,38:33.10,Anton KURBATOV,10 FEB 2001,RUS,2.0,"Olympic Stadium, Cheboksary (RUS)",02 AUG 2022,1191
35,36,38:34.23,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Sydney (AUS),31 MAR 2017,1190
36,37,38:35.43,Perseus KARLSTRÖM,02 MAY 1990,SWE,2.0,"AIS Athletics Track, Canberra (AUS)",02 FEB 2023,1189
37,38,38:36.37,Evan DUNFEE,28 SEP 1990,CAN,1.0,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1188
38,39,38:37.02,Kevin CAMPION,23 MAY 1988,FRA,1.0,Paris (FRA),13 JUL 2013,1188
39,40,38:37.6h,Jefferson PÉREZ,01 JUL 1974,ECU,1.0,Bergen (NOR),09 MAY 1998,1187
40,41,38:37.90,Walter ARENA,30 MAY 1964,ITA,1.0,Catania (ITA),13 APR 1990,1187
41,42,38:39.28,Perseus KARLSTRÖM,02 MAY 1990,SWE,1.0,Tampere (FIN),01 SEP 2018,1186
42,43,38:39.72,Evan DUNFEE,28 SEP 1990,CAN,1.0,"Swangard Stadium, Burnaby (CAN)",12 JUN 2021,1186
43,44,38:40.04,Koki IKEDA,03 MAY 1998,JPN,2.0,Kitami (JPN),07 JUL 2018,1186
44,45,38:40.18,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,1.0,Cesenatico (ITA),01 JUL 1995,1186
45,46,38:40.22,Daisuke MATSUNAGA,24 MAR 1995,JPN,2.0,Kitakami (JPN),09 OCT 2016,1186
46,47,38:40.25,Christopher LINKE,24 OCT 1988,GER,1.0,Bühlertal (GER),11 JUN 2016,1186
47,48,38:40.92,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1.0,Cartagena (ESP),17 APR 2021,1185
48,49,38:41.17,Andriy YURIN,20 JAN 1984,UKR,1.0,Kyiv (UKR),21 JUN 2005,1185
49,50,38:41.45,Koki IKEDA,03 MAY 1998,JPN,1.0,"Denka Big Swan Stadium, Niigata (JPN)",12 SEP 2020,1185
50,51,38:42.33,Declan TINGAY,06 FEB 1999,AUS,2.0,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1184
51,52,38:42.38,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1.0,Torremolinos (ESP),11 JUL 1999,1184
52,53,38:44.13,Veli-Matti PARTANEN,28 OCT 1991,FIN,2.0,Tampere (FIN),01 SEP 2018,1183
53,54,38:44.61,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,"SOPAC, Sydney (AUS)",01 APR 2016,1182
54,55,38:44.66,David HURTADO,21 APR 1999,ECU,1.0,Guayaquil (ECU),18 APR 2021,1182
55,56,38:44.87,Nathan DEAKES,17 AUG 1977,AUS,1.0,Canberra (AUS),08 FEB 2002,1182
56,57,38:44.97,Yohann DINIZ,01 JAN 1978,FRA,1.0,Albi (FRA),29 JUL 2011,1182
57,58,38:46.4h,Viktor BURAYEV,23 AUG 1982,RUS,1.0,Moskva (RUS),20 MAY 2000,1181
58,59,38:46.74,Declan TINGAY,06 FEB 1999,AUS,1.0,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",31 MAR 2023,1181
59,60,38:47.13,David SMITH,24 JUL 1955,AUS,1.0,Dubbo (AUS),30 DEC 1984,1180
60,61,38:47.54,Roman MRÁZEK,21 JAN 1962,TCH,1.0,Bratislava (TCH),12 JUN 1987,1180
61,62,38:48.01,Michele DIDONI,07 MAR 1974,ITA,2.0,Cesenatico (ITA),01 JUL 1995,1180
62,63,38:49.21,Sandeep KUMAR,01 MAY 1986,IND,3.0,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1179
63,64,38:50.28,Alex SCHWAZER,26 NOV 1984,ITA,1.0,Pergine Valsugana (ITA),23 JUL 2011,1178
64,65,38:50.37,Masatora KAWANO,23 OCT 1998,JPN,3.0,Kitami (JPN),07 JUL 2018,1178
65,66,38:50.9h,Perseus KARLSTRÖM,02 MAY 1990,SWE,1.0,Melbourne (AUS),12 JAN 2020,1178
66,67,38:51.51,Andreas ERM,12 MAR 1976,GER,1.0,Braunschweig (GER),10 JUL 2004,1177
67,68,38:52.76,Perseus KARLSTRÖM,02 MAY 1990,SWE,1.0,Canberra (AUS),09 JAN 2019,1176
68,69,38:53.11,Zhen WANG,24 AUG 1991,CHN,1.0,Asti (ITA),21 MAY 2016,1176
69,70,38:53.42,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1.0,Cartagena (ESP),29 APR 2015,1176
70,71,38:54.20,Evan DUNFEE,28 SEP 1990,CAN,1.0,Kamloops (CAN),07 JUL 2019,1175
71,72,38:54.30,Roland WIESER,06 MAY 1956,GDR,1.0,Potsdam (GDR),13 JUL 1980,1175
72,73,38:54.75,Ralf KOWALSKY,22 MAR 1962,GDR,1.0,Cottbus (GER),24 JUN 1981,1175
73,74,38:54.87,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1.0,Alcobendas (ESP),27 JUL 2014,1175
74,75,38:55.00,Jozef PRIBILINEC,06 JUL 1960,TCH,1.0,Hildesheim (GER),06 SEP 1986,1175
75,76,38:55.40,David SMITH,24 JUL 1955,AUS,2.0,Hildesheim (GER),06 SEP 1986,1174
76,77,38:55.49,Eiki TAKAHASHI,19 NOV 1992,JPN,2.0,Abashiri (JPN),16 JUL 2015,1174
77,78,38:56.3h,Ingus JANEVIČS,29 APR 1986,LAT,1.0,Valga (EST),26 APR 2008,1174
78,79,38:57.16,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,"Albert Park, Melbourne (AUS)",04 APR 2014,1173
79,80,38:57.45,Perseus KARLSTRÖM,02 MAY 1990,SWE,1.0,Stockholm (SWE),02 SEP 2017,1173
80,81,38:57.94,Christopher LINKE,24 OCT 1988,GER,1.0,Beeskow (GER),17 AUG 2019,1173
81,82,38:58.21,Vasiliy MIZINOV,29 DEC 1997,RUS,1.0,Cheboksary (RUS),25 JUN 2016,1172
82,83,38:59.60,Werner HEYER,14 NOV 1956,GDR,2.0,Potsdam (GDR),13 JUL 1980,1171
83,84,38:59.98,Zelin CAI,11 APR 1991,CHN,2.0,Tianjin (CHN),16 SEP 2012,1171
84,85,39:00.00,Robert HEFFERNAN,28 FEB 1978,IRL,1.0,Santry (IRL),24 JUL 2004,1171
85,86,39:00.14,Robert KORZENIOWSKI,30 JUL 1968,POL,1.0,Sopot (POL),23 JUL 1994,1171
86,87,39:00.79,Francesco FORTUNATO,13 DEC 1994,ITA,1.0,Firenze (ITA),15 JUN 2019,1170
87,88,39:01.20,Fumitaka OIKAWA,05 APR 1995,JPN,4.0,Kitami (JPN),07 JUL 2018,1170
88,89,39:01.3h,Declan TINGAY,06 FEB 1999,AUS,1.0,"AIS Athletics Track, Canberra (AUS)",22 JAN 2022,1170
89,90,39:01.35,Hatem GHOULA,07 JUN 1973,TUN,1.0,Tunis (TUN),01 MAY 1995,1170
90,91,39:02.10,Stefan JOHANSSON,11 APR 1967,SWE,2.0,Örnsköldsvik (SWE),08 JUL 1995,1170
91,92,39:02.14,Roman MRÁZEK,21 JAN 1962,TCH,2.0,Banská Bystrica (TCH),30 AUG 1985,1170
92,93,39:04.82,Christopher LINKE,24 OCT 1988,GER,1.0,Düsseldorf (GER),13 JUN 2015,1168
93,94,39:05.05,Byeongkwang CHOE,07 APR 1991,KOR,1.0,Yeosu (KOR),30 MAR 2022,1167
94,95,39:05.19,Yusuke SUZUKI,02 JAN 1988,JPN,1.0,Osaka (JPN),22 SEP 2018,1167
95,96,39:05.44,Koki IKEDA,03 MAY 1998,JPN,1.0,Fukui (JPN),07 OCT 2018,1167
96,97,39:05.73,Satoshi MARUO,28 NOV 1991,JPN,2.0,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2022,1167
97,98,39:05.80,Maurizio DAMILANO,06 APR 1957,ITA,1.0,Limbiate (ITA),25 OCT 1988,1167
98,99,39:05.85,Callum WILKINSON,14 MAR 1997,GBR,1.0,"Newport Stadium, Newport (GBR)",06 MAR 2021,1167
99,100,39:06.28,Callum WILKINSON,14 MAR 1997,GBR,4.0,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1166
0,101,39:06.43,Yusuke SUZUKI,02 JAN 1988,JPN,1,Nagasaki (JPN),21 OCT 2014,1166
1,102,39:07.08,Tomohiro NODA,24 JAN 1996,JPN,3,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2022,1166
2,103,39:07.21,Robert HEFFERNAN,28 FEB 1978,IRL,1,Dublin (IRL),11 JUL 2010,1166
3,104,39:07.38,Axel NOACK,23 SEP 1961,GDR,1,Neubrandenburg (GDR),10 JUL 1988,1166
4,105,39:07.58,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Alcobendas (ESP),28 JUL 2013,1166
5,106,39:07.84,Koichiro MORIOKA,02 APR 1985,JPN,1,Niigata (JPN),26 SEP 2010,1165
6,107,39:07.97,Michele DIDONI,07 MAR 1974,ITA,1,Roma (ITA),09 JUL 1998,1165
7,108,39:08.23,Daisuke MATSUNAGA,24 MAR 1995,JPN,1,Tokyo (JPN),14 DEC 2013,1165
8,109,39:08.33,Brian Daniel PINTADO,29 JUL 1995,ECU,2,Guayaquil (ECU),18 APR 2021,1165
9,110,39:08.50,Nikolay POLOZOV,10 OCT 1951,URS,1,Leningrad (URS),23 FEB 1986,1165
10,111,39:08.6h,David KIMUTAI,19 AUG 1969,KEN,1,Nyeri (KEN),21 MAR 2009,1165
11,112,39:10.10,Nick A'HERN,06 JAN 1969,AUS,1,Sydney (AUS),13 JAN 1991,1164
12,113,39:10.15,Marco GIUNGI,30 OCT 1974,ITA,1,Pescara (ITA),14 SEP 2002,1164
13,114,39:10.35,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,1,Pescara (ITA),12 SEP 1990,1164
14,115,39:10.61,Nils BREMBACH,23 FEB 1993,GER,2,Düsseldorf (GER),13 JUN 2015,1163
15,116,39:11.20,Salvatore CACIA,22 JUL 1967,ITA,2,Catania (ITA),13 APR 1990,1163
16,117,39:11.65,Byeongkwang CHOE,07 APR 1991,KOR,1,Yecheon (KOR),21 APR 2021,1163
17,118,39:11.7h,Arturo DI MEZZA,16 JUL 1969,ITA,1,Milano (ITA),09 JUN 1998,1163
18,119,39:11.72,Robert HEFFERNAN,28 FEB 1978,IRL,1,Dublin (IRL),02 AUG 2009,1163
19,120,39:11.95,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Gifu (JPN),26 SEP 2015,1162
20,121,39:12.00,Robert HEFFERNAN,28 FEB 1978,IRL,1,Dublin (IRL),22 JUL 2007,1162
21,122,39:12.33,Ivano BRUGNETTI,01 SEP 1976,ITA,1,Cagliari (ITA),19 JUL 2008,1162
22,123,39:13.00,Jozef PRIBILINEC,06 JUL 1960,TCH,1,Lomello (ITA),18 JUN 1988,1162
23,124,39:13.38,Christopher LINKE,24 OCT 1988,GER,1,Jüterbog (GER),22 JUN 2013,1161
24,125,39:13.43,Diego GARCÍA CARRERA,19 JAN 1996,ESP,1,"Pistas Universad de León, León (ESP)",22 APR 2023,1161
25,126,39:13.60,Ilya MARKOV,19 JUN 1972,RUS,1,Riga (LAT),28 MAY 2004,1161
26,127,39:13.80,Andrea COSI,30 APR 2001,ITA,1,"Campo Comunale, Brescia (ITA)",17 SEP 2022,1161
27,128,39:13.90,Walter ARENA,30 MAY 1964,ITA,1,Ostia (ITA),09 MAY 1987,1161
28,129,39:14.0h,Sergey KHRIPUNOV,15 SEP 1976,RUS,1,Magnitogorsk (RUS),23 SEP 2000,1161
29,130,39:14.44,Sergey KOZHEVNIKOV,09 MAY 2001,RUS,3,"Olympic Stadium, Cheboksary (RUS)",02 AUG 2022,1161
30,131,39:14.6h,Rhydian COWLEY,04 JAN 1991,AUS,1,"George Knott Track, Collingwood, Melbourne (AUS)",31 JAN 2021,1160
31,132,39:15.0h,Isamu FUJISAWA,12 OCT 1987,JPN,1,Tokyo (JPN),17 MAY 2009,1160
32,133,39:15.1h,Ihor HLAVAN,25 SEP 1990,UKR,1,Mukachevo (UKR),01 NOV 2014,1160
33,134,39:15.49,Walter ARENA,30 MAY 1964,ITA,1,Roma (ITA),12 MAY 1990,1160
34,135,39:15.60,Robert KORZENIOWSKI,30 JUL 1968,POL,1,"Marietta, GA (USA)",02 SEP 1995,1160
35,136,39:15.61,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Castellón (ESP),02 AUG 2015,1160
36,136,39:15.61,Tomohiro NODA,24 JAN 1996,JPN,2,"Municipal Stadium, Sasebo (JPN)",08 DEC 2019,1160
37,138,39:15.91,Zelin CAI,11 APR 1991,CHN,2,Genova (ITA),08 FEB 2015,1159
38,139,39:16.06,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Nagasaki (JPN),11 DEC 2016,1159
39,140,39:16.68,Vladimir STANKIN,02 JAN 1974,RUS,2,Riga (LAT),28 MAY 2004,1159
40,141,39:17.4h,Declan TINGAY,06 FEB 1999,AUS,2,"George Knott Track, Collingwood, Melbourne (AUS)",31 JAN 2021,1158
41,142,39:17.66,Hirooki ARAI,18 MAY 1988,JPN,2,Yamaguchi (JPN),11 OCT 2014,1158
42,143,39:17.8h,Aigars FADEJEVS,27 DEC 1975,LAT,1,Valmiera (LAT),18 JUL 1998,1158
43,144,39:18.00,Valdas KAZLAUSKAS,23 FEB 1958,URS,1,Moskva (URS),18 SEP 1983,1158
44,144,39:18.0h,Artur SHUMAK,19 OCT 1963,BLR,1,Minsk (BLR),12 MAY 1992,1158
45,144,39:18.0h,Vitaliy SHVETSOV,20 FEB 1973,RUS,2,Magnitogorsk (RUS),23 SEP 2000,1158
46,147,39:18.03,Koki IKEDA,03 MAY 1998,JPN,1,Sagamihara (JPN),25 MAY 2019,1158
47,148,39:18.04,Daisuke MATSUNAGA,24 MAR 1995,JPN,1,Osaka (JPN),13 SEP 2015,1158
48,149,39:18.09,Zelin CAI,11 APR 1991,CHN,2,Asti (ITA),21 MAY 2016,1158
49,150,39:18.60,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,Helsinki (FIN),30 AUG 2014,1158
50,151,39:18.63,Hiroto JUSHO,11 JAN 2000,JPN,3,"Municipal Stadium, Sasebo (JPN)",08 DEC 2019,1158
51,152,39:18.71,Daisuke MATSUNAGA,24 MAR 1995,JPN,1,Saitama (JPN),17 MAY 2014,1157
52,153,39:18.74,Kyle SWAN,28 MAR 1999,AUS,2,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",31 MAR 2023,1157
53,154,39:19.32,Anatoliy SOLOMIN,02 JUL 1952,URS,1,Roma (ITA),23 MAY 1981,1157
54,155,39:19.5h,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,Göteborg (SWE),08 AUG 2015,1157
55,156,39:19.53,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Matsuyama (JPN),08 OCT 2017,1157
56,157,39:19.64,Alessandro GANDELLINI,30 APR 1973,ITA,2,Pescara (ITA),14 SEP 2002,1157
57,158,39:19.88,Jamie COSTIN,01 JUN 1977,IRL,2,Santry (IRL),24 JUL 2004,1157
58,159,39:20.0h,Moacir ZIMMERMANN,30 DEC 1983,BRA,1,Blumenau (BRA),23 MAY 2009,1157
59,160,39:20.52,David HURTADO,21 APR 1999,ECU,1,"Estadio Alberto Spencer Herrera, Guayaquil (ECU)",16 APR 2022,1156
60,161,39:20.81,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,Canberra (AUS),28 JAN 2019,1156
61,162,39:21.0h,Vladimir ANDREYEV,07 SEP 1966,RUS,1,Moskva (RUS),21 JAN 1997,1156
62,163,39:21.02,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,1,Bari (ITA),11 JUL 1990,1156
63,164,39:21.13,Eduard ZABUZHENKO,18 APR 1998,UKR,1,Ivano-Frankivsk (UKR),30 MAY 2021,1156
64,165,39:21.30,Evan DUNFEE,28 SEP 1990,CAN,1,Coquitlam (CAN),11 JUN 2016,1156
65,166,39:21.51,Il-yong SHIN,17 FEB 1979,KOR,1,Andong (KOR),22 MAY 2007,1155
66,167,39:21.80,Walter ARENA,30 MAY 1964,ITA,1,Catania (ITA),24 SEP 1988,1155
67,168,39:21.92,Maurizio DAMILANO,06 APR 1957,ITA,2,Roma (ITA),23 MAY 1980,1155
68,169,39:22.0h,Kyle SWAN,28 MAR 1999,AUS,2,"AIS Athletics Track, Canberra (AUS)",22 JAN 2022,1155
69,170,39:22.11,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Osaka (JPN),24 SEP 2016,1155
70,171,39:22.20,Salvatore CACIA,22 JUL 1967,ITA,2,Catania (ITA),24 SEP 1988,1155
71,172,39:22.41,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,Canberra (AUS),14 JAN 2018,1155
72,173,39:22.47,Yafei CHU,09 MAY 1988,CHN,3,Tianjin (CHN),16 SEP 2012,1155
73,174,39:23.00,Francesco FORTUNATO,13 DEC 1994,ITA,1,"Campo Mauro Ferrari, Prato (ITA)",16 APR 2023,1154
74,175,39:23.14,Samuel Kireri GATHIMBA,26 OCT 1987,KEN,5,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1154
75,176,39:23.20,Walter ARENA,30 MAY 1964,ITA,2,Bari (ITA),11 JUL 1990,1154
76,177,39:23.23,Daisuke MATSUNAGA,24 MAR 1995,JPN,2,Osaka (JPN),22 SEP 2018,1154
77,178,39:23.3h,Modris LIEPIŅŠ,03 AUG 1966,LAT,1,Valmiera (LAT),26 JUL 1998,1154
78,179,39:23.38,Walter ARENA,30 MAY 1964,ITA,2,Pescara (ITA),12 SEP 1990,1154
79,179,39:23.38,Álvaro MARTÍN,18 JUN 1994,ESP,2,"Pistas Universad de León, León (ESP)",22 APR 2023,1154
80,181,39:23.44,Valentin KONONEN,07 MAR 1969,FIN,1,Helsinki (FIN),26 AUG 1995,1154
81,182,39:23.51,Álvaro MARTÍN,18 JUN 1994,ESP,2,Gijón (ESP),24 JUL 2016,1154
82,183,39:23.58,Takumi SAITO,23 MAR 1993,JPN,2,Saitama (JPN),17 MAY 2014,1154
83,184,39:23.71,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Cartagena (ESP),25 APR 2014,1154
84,185,39:23.88,Benjamín SÁNCHEZ,10 MAR 1985,ESP,2,Santa Cruz de Tenerife (ESP),27 JUL 2008,1154
85,186,39:23.98,Declan TINGAY,06 FEB 1999,AUS,1,"AIS Athletics Track, Canberra (AUS)",06 JAN 2023,1154
86,187,39:24.00,Walter ARENA,30 MAY 1964,ITA,1,Roma (ITA),11 MAY 1986,1154
87,188,39:24.20,Álvaro MARTÍN,18 JUN 1994,ESP,1,La Nucia (ESP),21 MAY 2022,1153
88,189,39:24.3h,Sergey SERGACHEV,10 JUL 1987,RUS,1,Buy (RUS),21 SEP 2008,1153
89,190,39:24.42,Eiki TAKAHASHI,19 NOV 1992,JPN,2,Nagasaki (JPN),21 OCT 2014,1153
90,191,39:24.49,Toshikazu YAMANISHI,15 FEB 1996,JPN,1,Osaka (JPN),13 MAY 2017,1153
91,191,39:24.49,Yusuke SUZUKI,02 JAN 1988,JPN,5,Kitami (JPN),07 JUL 2018,1153
92,193,39:24.64,Yutaro MURAYAMA,29 SEP 1998,JPN,4,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2022,1153
93,194,39:24.8h,Matej TÓTH,10 FEB 1983,SVK,1,Banská Bystrica (SVK),29 APR 2011,1153
94,195,39:24.9h,André HÖHNE,10 MAR 1978,GER,1,Halle (GER),26 MAY 2004,1153
95,196,39:25.49,Yusuke SUZUKI,02 JAN 1988,JPN,2,Fukui (JPN),07 OCT 2018,1153
96,197,39:25.58,Chilsung PARK,08 JUL 1982,KOR,2,Andong (KOR),22 MAY 2007,1152
97,198,39:25.70,Isamu FUJISAWA,12 OCT 1987,JPN,3,Yamaguchi (JPN),11 OCT 2014,1152
98,199,39:26.02,Guillaume LEBLANC,14 APR 1962,CAN,1,Gateshead (GBR),23 JUN 1990,1152
99,200,39:26.1h,Declan TINGAY,06 FEB 1999,AUS,1,"AIS Athletics Track, Canberra (AUS)",15 JAN 2022,1152
0,201,39:26.3h,Aleksandr YARGUNKIN,06 JAN 1981,RUS,1,Saransk (RUS),19 JUN 2005,1152
1,202,39:26.92,Salih KORKMAZ,01 JAN 1997,TUR,1,"Ekrem Koçak Atletizm Pisti, Istanbul (TUR)",05 SEP 2020,1152
2,203,39:27.00,Guillaume LEBLANC,14 APR 1962,CAN,3,Hildesheim (GER),06 SEP 1986,1151
3,203,39:27.00,Roman MRÁZEK,21 JAN 1962,TCH,4,Hildesheim (GER),06 SEP 1986,1151
4,203,39:27.0h,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Biala Podlaska (POL),30 MAY 2009,1151
5,206,39:27.04,Toshikazu YAMANISHI,15 FEB 1996,JPN,3,Osaka (JPN),22 SEP 2018,1151
6,207,39:27.19,Daisuke MATSUNAGA,24 MAR 1995,JPN,1,"Hayward Field, Eugene, OR (USA)",25 JUL 2014,1151
7,208,39:27.3h,Igor YEROKHIN,04 SEP 1985,RUS,2,Saransk (RUS),19 JUN 2005,1151
8,209,39:27.59,Mikhail SHCHENNIKOV,24 DEC 1967,URS,1,Portsmouth (GBR),19 JUN 1988,1151
9,210,39:27.63,Yohann DINIZ,01 JAN 1978,FRA,2,Paris (FRA),13 JUL 2013,1151
10,211,39:27.89,Takeaki AKATSUMA,27 NOV 1981,JPN,1,Sendai (JPN),17 MAY 2002,1151
11,212,39:27.90,Kai KOBAYASHI,28 FEB 1993,JPN,3,Saitama (JPN),17 MAY 2014,1151
12,213,39:28.20,Costică BĂLAN,25 AUG 1964,ROU,1,Bucureşti (ROU),31 JUL 1993,1151
13,214,39:28.45,Andrey RUZAVIN,28 MAR 1986,RUS,1,Kaunas (LTU),23 JUL 2005,1150
14,215,39:28.54,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,"Olympiastadion, Helsinki (FIN)",04 SEP 2022,1150
15,216,39:28.56,Aurélien QUINION,27 JAN 1993,FRA,2,"Stade Helitas, Caen (FRA)",26 JUN 2022,1150
16,217,39:28.63,Toshikazu YAMANISHI,15 FEB 1996,JPN,2,Osaka (JPN),13 SEP 2015,1150
17,218,39:28.68,Kai KOBAYASHI,28 FEB 1993,JPN,3,Abashiri (JPN),16 JUL 2015,1150
18,219,39:28.97,Jacek MÜLLER,03 NOV 1973,POL,1,Sopot (POL),20 JUN 1993,1150
19,220,39:29.00,Yuki YAMAZAKI,16 JAN 1984,JPN,1,Yamagata (JPN),27 SEP 2008,1150
20,220,39:29.00,Alberto AMEZCUA,10 MAY 1992,ESP,3,Gijón (ESP),24 JUL 2016,1150
21,222,39:29.30,Andrew JACHNO,13 APR 1962,AUS,1,Melbourne (AUS),06 JAN 1991,1150
22,223,39:29.36,Isamu FUJISAWA,12 OCT 1987,JPN,2,Niigata (JPN),26 SEP 2010,1150
23,224,39:29.45,Alessandro GANDELLINI,30 APR 1973,ITA,1,Catania (ITA),06 DEC 2003,1150
24,225,39:29.54,Zhen WANG,24 AUG 1991,CHN,1,Torino (ITA),09 MAY 2015,1150
25,226,39:29.63,Rhydian COWLEY,04 JAN 1991,AUS,1,"SOPAC, Sydney (AUS)",16 APR 2021,1150
