"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
26,227,39:29.72,Axel NOACK,23 SEP 1961,GDR,1,Potsdam (GDR),21 AUG 1987,1149
27,228,39:29.73,Sergio SPAGNULIO,07 OCT 1962,ITA,3,Pescara (ITA),12 SEP 1990,1149
28,229,39:29.93,Hagen POHLE,05 MAR 1992,GER,1,"Stadion An der Lindenstraße, Neukieritzsch (GER)",10 SEP 2022,1149
29,230,39:30.14,Hatem GHOULA,07 JUN 1973,TUN,1,Tunis (TUN),12 APR 2003,1149
30,231,39:30.36,Juan Manuel MOLINA,15 MAR 1979,ESP,3,Riga (LAT),28 MAY 2004,1149
31,232,39:30.48,Yuta KOGA,15 JUL 1999,JPN,5,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2022,1149
32,233,39:30.56,Hyunsub KIM,31 MAY 1985,KOR,1,Goseong (KOR),30 JUN 2009,1149
33,234,39:30.8h,Rhydian COWLEY,04 JAN 1991,AUS,1,"University Athletics Track, Parkville, Melbourne (AUS)",27 JAN 2020,1149
34,235,39:31.20,Ralf KOWALSKY,22 MAR 1962,GDR,1,Lille (FRA),21 JUN 1980,1148
35,235,39:31.20,Ralf KOWALSKY,22 MAR 1962,GDR,1,Villeneuve d'Ascq (FRA),31 MAY 1981,1148
36,237,39:31.40,Gérard LELIÈVRE,13 NOV 1949,FRA,1,Sotteville-lès-Rouen (FRA),21 JUL 1984,1148
37,238,39:31.50,Daniel BAUTISTA,04 AUG 1952,MEX,1,Grudziadz (POL),30 MAY 1979,1148
38,239,39:31.51,Hyunsub KIM,31 MAY 1985,KOR,3,Andong (KOR),22 MAY 2007,1148
39,240,39:31.61,Gabriel BORDIER,08 OCT 1997,FRA,1,"Stade Josette et Roger Mikulak, Angers (FRA)",27 JUN 2021,1148
40,241,39:31.72,Álvaro MARTÍN,18 JUN 1994,ESP,1,Getafe (ESP),22 JUL 2018,1148
41,242,39:31.81,Valentín MASSANA,05 JUL 1970,ESP,1,Tarragona (ESP),24 JUN 1997,1148
42,243,39:31.90,Erling ANDERSEN,22 SEP 1960,NOR,1,Fana (NOR),02 JUN 1987,1148
43,244,39:31.96,Salih KORKMAZ,01 JAN 1997,TUR,1,Bursa (TUR),04 AUG 2019,1148
44,245,39:31.99,Gianluca PICCHIOTTINO,22 AUG 1996,ITA,2,"Campo Mauro Ferrari, Prato (ITA)",16 APR 2023,1148
45,246,39:32.0h,Aleksey KRONIN,23 OCT 1970,RUS,2,Moskva (RUS),21 JAN 1997,1148
46,247,39:32.08,Koichiro MORIOKA,02 APR 1985,JPN,1,Shibetsu (JPN),08 JUN 2008,1148
47,247,39:32.08,Andreas GUSTAFSSON,10 AUG 1981,SWE,2,Helsinki (FIN),30 AUG 2014,1148
48,249,39:32.52,Łukasz NIEDZIAŁEK,15 MAR 2000,POL,1,"Golęcin Stadion, Poznan (POL)",25 JUN 2021,1147
49,250,39:32.63,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,"Olympiastadion, Stockholm (SWE)",04 SEP 2021,1147
50,251,39:33.12,Giovanni PERRICELLI,25 AUG 1967,ITA,1,Formia (ITA),04 JUN 1994,1147
51,252,39:33.16,Ilya MARKOV,19 JUN 1972,RUS,2,Catania (ITA),06 DEC 2003,1147
52,252,39:33.16,Daisuke MATSUNAGA,24 MAR 1995,JPN,1,Yokohama (JPN),16 MAY 2015,1147
53,254,39:33.18,Zewen LI,05 DEC 1973,CHN,1f1,Chengdu (CHN),08 SEP 2000,1147
54,255,39:33.30,Satoshi MARUO,28 NOV 1991,JPN,4,Abashiri (JPN),16 JUL 2015,1147
55,256,39:33.38,Álvaro MARTÍN,18 JUN 1994,ESP,1,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",31 AUG 2019,1147
56,257,39:33.7h,Moacir ZIMMERMANN,30 DEC 1983,BRA,1,Blumenau (BRA),18 AUG 2018,1147
57,258,39:34.20,Ernesto CANTO,18 OCT 1959,MEX,1,København (DEN),13 MAY 1984,1146
58,259,39:34.40,Álvaro MARTÍN,18 JUN 1994,ESP,1,Castellón (ESP),04 MAY 2019,1146
59,260,39:34.97,Iván LÓPEZ,29 MAR 1997,ESP,2,Cartagena (ESP),17 APR 2021,1146
60,261,39:34.99,Ivan TROTSKI,27 MAY 1976,BLR,3,Catania (ITA),06 DEC 2003,1146
61,262,39:35.01,Stanislav YEMELYANOV,23 OCT 1990,RUS,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",11 JUL 2008,1146
62,263,39:35.03,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,2,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",31 AUG 2019,1146
63,264,39:35.11,Álvaro MARTÍN,18 JUN 1994,ESP,1,Murcia (ESP),07 MAY 2022,1146
64,265,39:35.29,Jordy Rafael JIMÉNEZ ARROBO,11 FEB 1994,ECU,3,Guayaquil (ECU),18 APR 2021,1145
65,266,39:35.58,Álvaro MARTÍN,18 JUN 1994,ESP,1,"Polideportivo Juan de la Cierva, Getafe (ESP)",27 JUN 2021,1145
66,267,39:35.6h,Sergey SAFAROV,26 JAN 1983,RUS,2,Buy (RUS),21 SEP 2008,1145
67,268,39:35.62,Kai KOBAYASHI,28 FEB 1993,JPN,2,Osaka (JPN),24 SEP 2016,1145
68,269,39:35.87,Marco GIUNGI,30 OCT 1974,ITA,1,Milano (ITA),06 SEP 2000,1145
69,270,39:36.0h,Moacir ZIMMERMANN,30 DEC 1983,BRA,1,Timbó (BRA),21 MAR 2009,1145
70,271,39:36.18,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,1,Livorno (ITA),17 JUN 1995,1145
71,272,39:36.41,Ronald WEIGEL,08 AUG 1959,GDR,2,Gateshead (GBR),23 JUN 1990,1145
72,273,39:36.48,Andrea COSI,30 APR 2001,ITA,1,"Pista Pietro Mennea, Agropoli (ITA)",17 JUN 2023,1145
73,274,39:36.58,Thierry TOUTAIN,14 FEB 1962,FRA,1,Dreux (FRA),19 JUN 1992,1145
74,275,39:36.95,Akinori MATSUZAKI,30 DEC 1981,JPN,1,Tokyo (JPN),11 MAY 2003,1144
75,276,39:37.10,Diego GARCÍA CARRERA,19 JAN 1996,ESP,2,Castellón (ESP),04 MAY 2019,1144
76,277,39:37.4h,Vitaliy SHVETSOV,20 FEB 1973,RUS,1,Cheboksary (RUS),08 OCT 2000,1144
77,278,39:37.59,Hagen POHLE,05 MAR 1992,GER,2,Beeskow (GER),17 AUG 2019,1144
78,279,39:37.65,Eleftherios THANOPOULOS,22 FEB 1975,GRE,1,Patra (GRE),27 APR 2002,1144
79,280,39:37.96,Hedi TERRAOUI,10 NOV 1989,TUN,3,Paris (FRA),13 JUL 2013,1144
80,281,39:38.27,Gianluca PICCHIOTTINO,22 AUG 1996,ITA,1,Livorno (ITA),22 APR 2018,1143
81,282,39:38.8h,Yusuke SUZUKI,02 JAN 1988,JPN,2,Tokyo (JPN),17 MAY 2009,1143
82,283,39:38.81,Chilsung PARK,08 JUL 1982,KOR,2,Goseong (KOR),30 JUN 2009,1143
83,284,39:38.88,Ivano BRUGNETTI,01 SEP 1976,ITA,1,Firenze (ITA),05 JUN 2010,1143
84,285,39:39.20,Roland WIESER,06 MAY 1956,GDR,2,København (DEN),13 MAY 1984,1143
85,286,39:39.35,Kai KOBAYASHI,28 FEB 1993,JPN,1,Wakayama (JPN),04 OCT 2015,1143
86,287,39:39.45,Hagen POHLE,05 MAR 1992,GER,1,Diez (GER),16 SEP 2017,1142
87,287,39:39.45,Vasiliy MIZINOV,29 DEC 1997,ANA,1,"Olympic Stadium, Cheboksary (RUS)",21 JUL 2022,1142
88,289,39:39.50,Ralf KOWALSKY,22 MAR 1962,GDR,1,Halle (GER),21 JUN 1980,1142
89,290,39:39.8h,Nikolay MATVEYEV,15 JAN 1955,URS,1,Kislovodsk (URS),28 FEB 1983,1142
90,291,39:39.90,Daniel BAUTISTA,04 AUG 1952,MEX,1,Grudziadz (POL),30 MAY 1978,1142
91,292,39:40.17,Cristian David BERDEJA,21 JUN 1981,MEX,1,Monterrey (MEX),04 JUL 2004,1142
92,293,39:40.24,Declan TINGAY,06 FEB 1999,AUS,2,"SOPAC, Sydney (AUS)",16 APR 2021,1142
93,294,39:40.70,Kevin CAMPION,23 MAY 1988,FRA,2,"Stade Josette et Roger Mikulak, Angers (FRA)",27 JUN 2021,1142
94,295,39:40.74,Kai KOBAYASHI,28 FEB 1993,JPN,3,Nagasaki (JPN),21 OCT 2014,1142
95,296,39:40.8h,Andrey PERLOV,12 DEC 1961,URS,2,Kislovodsk (URS),28 FEB 1983,1141
96,297,39:40.93,Giovanni PERRICELLI,25 AUG 1967,ITA,2,Livorno (ITA),17 JUN 1995,1141
97,298,39:41.07,Aliaksandr LIAKHOVICH,04 JUL 1989,BLR,1,"Dinamo National Olympic Stadium, Minsk (BLR)",31 JUL 2020,1141
98,299,39:41.40,Maurizio DAMILANO,06 APR 1957,ITA,1,Torino (ITA),23 MAY 1992,1141
99,299,39:41.40,Giovanni PERRICELLI,25 AUG 1967,ITA,1,Voghera (ITA),13 APR 1995,1141
0,299,39:41.40,Arturo DI MEZZA,16 JUL 1969,ITA,2,Voghera (ITA),13 APR 1995,1141
1,302,39:41.55,André HÖHNE,10 MAR 1978,GER,2,Braunschweig (GER),10 JUL 2004,1141
2,303,39:41.69,Isamu FUJISAWA,12 OCT 1987,JPN,4,Nagasaki (JPN),21 OCT 2014,1141
3,304,39:41.70,David SMITH,24 JUL 1955,AUS,1,"Collingwood, Melbourne (AUS)",15 FEB 1984,1141
4,305,39:41.95,Maurizio DAMILANO,06 APR 1957,ITA,1,Roma (ITA),10 JUL 1985,1141
5,306,39:42.12,Christopher LINKE,24 OCT 1988,GER,1,Bühlertal (GER),21 JUN 2014,1141
6,307,39:42.38,Takaki MATSUZAKI,12 AUG 1992,JPN,2f1,Tama (JPN),14 DEC 2013,1140
7,308,39:42.54,Zdzisław SZLAPKIN,18 JAN 1961,POL,1,Stargard (POL),10 SEP 1988,1140
8,309,39:42.7h,Sergey PROTISHIN,17 APR 1959,URS,3,Kislovodsk (URS),28 FEB 1983,1140
9,309,39:42.7h,Francesco FORTUNATO,13 DEC 1994,ITA,,"Stadio N.Martellini Caracalla, Roma (ITA)",18 APR 2021,1140
10,311,39:43.05,Hirofumi SAKAI,10 FEB 1965,JPN,1,Fukuoka (JPN),25 OCT 1990,1140
11,312,39:43.11,Jamie COSTIN,01 JUN 1977,IRL,2,Dublin (IRL),11 JUL 2010,1140
12,313,39:43.14,Maurizio DAMILANO,06 APR 1957,ITA,1,Grosseto (ITA),11 AUG 1991,1140
13,314,39:43.20,Giorgio RUBINO,15 APR 1986,ITA,1,Firenze (ITA),04 JUN 2011,1140
14,315,39:43.56,Manuel BERMÚDEZ,12 DEC 1997,ESP,1,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",25 JUN 2022,1139
15,316,39:43.72,Satoshi MARUO,28 NOV 1991,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",21 SEP 2019,1139
16,317,39:43.85,Tim SEAMAN,14 MAY 1972,USA,1,"Philadelphia, PA (USA)",24 APR 1999,1139
17,318,39:43.91,Maurizio DAMILANO,06 APR 1957,ITA,1,Torino (ITA),02 JUN 1984,1139
18,319,39:44.00,Valdas KAZLAUSKAS,23 FEB 1958,URS,1,Kaunas (LTU),07 JUL 1985,1139
19,320,39:44.10,Evan DUNFEE,28 SEP 1990,CAN,3,"AIS Athletics Track, Canberra (AUS)",02 FEB 2023,1139
20,321,39:44.14,Francesco FORTUNATO,13 DEC 1994,ITA,1,Orvieto (ITA),23 APR 2017,1139
21,322,39:44.21,Yuta KOGA,15 JUL 1999,JPN,1,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",08 OCT 2019,1139
22,323,39:44.40,Koichiro MORIOKA,02 APR 1985,JPN,2,Yamagata (JPN),27 SEP 2008,1139
23,324,39:44.5h,Frants KOSTYUKEVICH,04 APR 1963,URS,1,Alushta (URS),23 FEB 1985,1139
24,325,39:44.70,Jean Jacques NKOULOUKIDI,15 APR 1982,ITA,1,Torino (ITA),25 JUN 2011,1139
25,326,39:44.71,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,1,Birmingham (GBR),07 AUG 1987,1139
26,327,39:44.78,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kumagaya (JPN),07 SEP 2014,1139
27,328,39:44.86,Evan DUNFEE,28 SEP 1990,CAN,1,Coquitlam (CAN),09 JUN 2019,1139
28,329,39:44.87,Jean-Claude CORRE,14 SEP 1961,FRA,2,Dreux (FRA),19 JUN 1992,1139
29,330,39:44.91,João VIEIRA,20 FEB 1976,POR,1,Lisboa (POR),30 JUL 2011,1139
30,331,39:45.20,Andriy KOVENKO,25 NOV 1973,UKR,1,Yalta (UKR),29 MAY 2010,1138
31,332,39:45.25,Aliaksandr LIAKHOVICH,04 JUL 1989,BLR,1,Minsk (BLR),10 JUL 2015,1138
32,333,39:45.87,Danila MARTYNOV,01 MAY 2004,RUS,4,"Olympic Stadium, Cheboksary (RUS)",02 AUG 2022,1138
33,334,39:45.92,Toshikazu YAMANISHI,15 FEB 1996,JPN,3,Fukui (JPN),07 OCT 2018,1138
34,335,39:46.00,Aivars RUMBENIEKS,10 MAY 1951,URS,1,Riga (LAT),16 JUN 1984,1138
35,336,39:46.10,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,1,Besancon (FRA),18 JUL 1987,1138
36,336,39:46.1h,Vladimir POTEMIN,24 JAN 1980,RUS,3,Saransk (RUS),19 JUN 2005,1138
37,338,39:46.14,Moussa AOUANOUK,02 AUG 1972,ALG,1,Tunis (TUN),03 JUN 2000,1138
38,339,39:46.15,Rhydian COWLEY,04 JAN 1991,AUS,2,"AIS Athletics Track, Canberra (AUS)",06 JAN 2023,1138
39,340,39:46.25,Francesco FORTUNATO,13 DEC 1994,ITA,1,Tunis (TUN),04 JUN 2016,1138
40,341,39:46.60,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Abashiri (JPN),13 JUL 2017,1137
41,342,39:46.68,Il-yong SHIN,17 FEB 1979,KOR,3,Goseong (KOR),30 JUN 2009,1137
42,343,39:46.74,Yohann DINIZ,01 JAN 1978,FRA,1,Angers (FRA),16 JUN 2012,1137
43,344,39:46.79,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,2,Roma (ITA),09 JUL 1998,1137
44,345,39:46.83,Eder SÁNCHEZ,21 MAY 1986,MEX,1,Ciudad de México (MEX),26 JUN 2011,1137
45,346,39:46.84,Maurizio DAMILANO,06 APR 1957,ITA,2,Neubrandenburg (GDR),10 JUL 1988,1137
46,347,39:46.88,Rhydian COWLEY,04 JAN 1991,AUS,3,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",31 MAR 2023,1137
47,348,39:46.89,Hyunmyeong JOO,31 MAY 1997,KOR,1,"Iksan Stadium, Iksan (KOR)",29 MAR 2023,1137
48,349,39:46.90,Nazar KOVALENKO,09 FEB 1987,UKR,1,Yalta (UKR),15 OCT 2010,1137
49,350,39:47.00,Karl-Heinz STADTMÜLLER,30 JAN 1953,GDR,3,Potsdam (GDR),13 JUL 1980,1137
50,350,39:47.0h,Anton KUČMÍN,07 JUN 1984,SVK,2,Banská Bystrica (SVK),29 APR 2011,1137
51,350,39:47.0h,Matteo GIUPPONI,08 OCT 1988,ITA,1,Brusaporto (ITA),26 MAY 2013,1137
52,353,39:47.17,Álvaro MARTÍN,18 JUN 1994,ESP,1,Barcelona (ESP),23 JUL 2017,1137
53,354,39:47.2h,Aleksandr BORYASHINOV,20 JUN 1963,URS,2,Alushta (URS),23 FEB 1985,1137
54,354,39:47.20,Ding CHEN,05 AUG 1992,CHN,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",11 JUL 2008,1137
55,356,39:47.60,Lorenzo CIVALLERO,08 AUG 1975,ITA,3,Pescara (ITA),14 SEP 2002,1137
56,357,39:47.77,Diego GARCÍA CARRERA,19 JAN 1996,ESP,1,Torrent (ESP),01 JUL 2017,1136
57,358,39:48.14,Federico TONTODONATI,30 OCT 1989,ITA,1,"Campo Sportivo Putti, Bergamo (ITA)",10 SEP 2020,1136
58,359,39:48.43,Kai KOBAYASHI,28 FEB 1993,JPN,2,Gifu (JPN),26 SEP 2015,1136
59,360,39:48.52,Ivano BRUGNETTI,01 SEP 1976,ITA,1,Torino (ITA),07 JUL 2006,1136
60,360,39:48.52,Yuki YAMAZAKI,16 JAN 1984,JPN,2,Shibetsu (JPN),08 JUN 2008,1136
61,362,39:48.54,Zdzisław SZLAPKIN,18 JAN 1961,POL,1,Lublin (POL),06 AUG 1988,1136
62,363,39:48.56,Mingyu KIM,28 FEB 1999,KOR,2,"Iksan Stadium, Iksan (KOR)",29 MAR 2023,1136
63,364,39:48.6h,Salavat ILKAYEV,14 SEP 2000,RUS,1,Cheboksary (RUS),16 JUN 2019,1136
64,365,39:48.63,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Bedford (GBR),22 JUN 2014,1136
65,366,39:48.65,Eric GUEVARA,25 AUG 1980,MEX,2,Monterrey (MEX),04 JUL 2004,1136
66,367,39:48.70,Ralf KOWALSKY,22 MAR 1962,GDR,3,København (DEN),13 MAY 1984,1136
67,368,39:48.8h,Ivan TROTSKI,27 MAY 1976,BLR,1,Minsk (BLR),18 JUL 2012,1136
68,369,39:48.94,Jan ALBRECHT,23 JUL 1981,GER,1,"Wattenscheid, Bochum (GER)",02 JUL 2005,1136
69,370,39:49.00,Martín BERMÚDEZ,19 JUL 1958,MEX,5,Hildesheim (GER),06 SEP 1986,1136
70,371,39:49.1h,Perseus KARLSTRÖM,02 MAY 1990,SWE,2,"University Athletics Track, Parkville, Melbourne (AUS)",27 JAN 2020,1136
71,372,39:49.18,Kai KOBAYASHI,28 FEB 1993,JPN,3,Kitakami (JPN),09 OCT 2016,1135
72,373,39:49.22,Chuang PEI,05 DEC 1981,CHN,2f1,Chengdu (CHN),08 SEP 2000,1135
73,374,39:49.26,Wei YU,11 SEP 1987,CHN,3,Asti (ITA),21 MAY 2016,1135
74,374,39:49.26,Gianluca PICCHIOTTINO,22 AUG 1996,ITA,2,Orvieto (ITA),23 APR 2017,1135
75,376,39:49.44,Tianlei LI,23 SEP 1990,CHN,4,Tianjin (CHN),16 SEP 2012,1135
76,377,39:49.56,Lyubomir IVANOV,09 MAR 1960,BUL,1,Sofia (BUL),03 SEP 1988,1135
77,378,39:49.64,Pavol BLAŽEK,09 JUL 1958,TCH,3,Banská Bystrica (TCH),30 AUG 1985,1135
78,379,39:49.73,Valentin KONONEN,07 MAR 1969,FIN,1,Vantaa (FIN),05 SEP 1992,1135
79,380,39:50.03,Bertrand MOULINET,06 JAN 1987,FRA,4,Paris (FRA),13 JUL 2013,1135
80,381,39:50.04,Nils BREMBACH,23 FEB 1993,GER,3,Beeskow (GER),17 AUG 2019,1135
81,382,39:50.1h,Kyle SWAN,28 MAR 1999,AUS,2,"AIS Athletics Track, Canberra (AUS)",15 JAN 2022,1135
82,383,39:50.17,Giorgio RUBINO,15 APR 1986,ITA,1,Saluzzo (ITA),18 JUL 2012,1135
83,384,39:50.32,Ivan KAKAYEV,13 AUG 1997,RUS,2,Cheboksary (RUS),25 JUN 2016,1135
84,385,39:50.34,Álvaro MARTÍN,18 JUN 1994,ESP,1,Murcia (ESP),30 JAN 2021,1135
85,386,39:50.38,Paul MCGRATH,07 MAR 2002,ESP,1,Santander (ESP),10 JUL 2022,1135
86,387,39:50.40,Abdelwahib FERGUENE,18 NOV 1958,ALG,1,Algiers (ALG),02 JUL 1988,1135
87,387,39:50.40,Vyacheslav CHEREPANOV,02 NOV 1964,URS,1,Moskva (URS),10 JUN 1991,1135
88,387,39:50.4h,David RARUNGU,,KEN,2,Nyeri (KEN),21 MAR 2009,1135
89,390,39:50.44,Rui WANG,06 JAN 1996,CHN,,Torino (ITA),26 MAY 2018,1135
90,391,39:50.5h,Evan DUNFEE,28 SEP 1990,CAN,3,"University Athletics Track, Parkville, Melbourne (AUS)",27 JAN 2020,1135
91,392,39:50.53,Zhen WANG,24 AUG 1991,CHN,2,Saluzzo (ITA),18 JUL 2012,1134
92,393,39:50.73,Jefferson PÉREZ,01 JUL 1974,ECU,1,Winnipeg (CAN),16 JUL 1993,1134
93,394,39:50.85,Alberto AMEZCUA,10 MAY 1992,ESP,2,Getafe (ESP),22 JUL 2018,1134
94,395,39:50.88,Alberto AMEZCUA,10 MAY 1992,ESP,2,Barcelona (ESP),23 JUL 2017,1134
95,396,39:50.93,Gianluca PICCHIOTTINO,22 AUG 1996,ITA,2,Roma (ITA),28 APR 2019,1134
96,397,39:51.10,Miguel Ángel PRIETO,20 SEP 1964,ESP,1,Pontevedra (ESP),20 JUL 1986,1134
97,398,39:51.34,Gérard LELIÈVRE,13 NOV 1949,FRA,1,Hannover (GER),15 JUN 1984,1134
98,398,39:51.34,Yusuke SUZUKI,02 JAN 1988,JPN,1,Fukuoka (JPN),22 SEP 2012,1134
99,400,39:51.44,Yusuke SUZUKI,02 JAN 1988,JPN,1,Abashiri (JPN),22 JUN 2011,1134
0,401,39:51.5h,Moacir ZIMMERMANN,30 DEC 1983,BRA,1,Blumenau (BRA),17 JUN 2017,1134
1,402,39:51.54,Sergey KOZHEVNIKOV,09 MAY 2001,RUS,1,Cheboksary (RUS),03 AUG 2019,1134
2,403,39:51.59,Diego GARCÍA CARRERA,19 JAN 1996,ESP,2,"Hayward Field, Eugene, OR (USA)",25 JUL 2014,1134
3,404,39:51.6h,Vasiliy IVANOV,26 DEC 1976,RUS,4,Saransk (RUS),19 JUN 2005,1134
4,405,39:51.64,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Cartagena (ESP),06 MAY 2017,1134
5,406,39:52.0h,Anatoliy SOLOMIN,02 JUL 1952,URS,4,Kislovodsk (URS),28 FEB 1983,1133
6,406,39:52.00,Colin GRIFFIN,03 AUG 1982,IRL,2,Dublin (IRL),22 JUL 2007,1133
7,408,39:52.05,Callum WILKINSON,14 MAR 1997,GBR,,"Santry, Dublin (IRL)",29 AUG 2020,1133
8,409,39:52.20,Álvaro MARTÍN,18 JUN 1994,ESP,2,Alcobendas (ESP),28 JUL 2013,1133
9,409,39:52.2h,Massimo STANO,27 FEB 1992,ITA,,"Stadio N.Martellini Caracalla, Roma (ITA)",18 APR 2021,1133
10,411,39:52.25,Jozef PRIBILINEC,06 JUL 1960,TCH,1,Bratislava (TCH),08 JUN 1988,1133
11,412,39:52.33,Stefan JOHANSSON,11 APR 1967,SWE,1,Stockholm (SWE),28 AUG 1994,1133
12,413,39:52.40,Carlo MATTIOLI,23 OCT 1954,ITA,1,Modena (ITA),05 MAY 1985,1133
13,414,39:52.45,Sho SAKAZAKI,22 FEB 1999,JPN,1,Saitama (JPN),25 DEC 2017,1133
14,415,39:52.64,Alessandro GANDELLINI,30 APR 1973,ITA,3,Roma (ITA),09 JUL 1998,1133
15,416,39:52.75,Ihor LYASHCHENKO,24 AUG 1993,UKR,1,Yalta (UKR),17 MAY 2013,1133
16,417,39:52.86,Ryutaro YAMAMOTO,17 SEP 1998,JPN,1f1,"Gion Stadium, Sagamihara (JPN)",22 NOV 2020,1133
17,418,39:52.88,Maurizio DAMILANO,06 APR 1957,ITA,1,Helsinki (FIN),24 JUL 1985,1133
18,419,39:52.96,Christopher LINKE,24 OCT 1988,GER,1,Kassel (GER),24 JUL 2011,1133
19,420,39:52.99,Walter ARENA,30 MAY 1964,ITA,2,Roma (ITA),10 JUL 1985,1133
20,421,39:53.61,Hiroto JUSHO,11 JAN 2000,JPN,1,"Takebishi Stadium, Kyoto (JPN)",11 SEP 2022,1132
21,422,39:53.68,Diego GARCÍA CARRERA,19 JAN 1996,ESP,2,Murcia (ESP),07 MAY 2022,1132
22,423,39:53.85,Lorenzo CIVALLERO,08 AUG 1975,ITA,4,Riga (LAT),28 MAY 2004,1132
23,424,39:53.89,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Brisbane (AUS),27 MAR 2015,1132
24,425,39:53.90,Erling ANDERSEN,22 SEP 1960,NOR,1,Font-Romeu (FRA),17 JUL 1980,1132
25,425,39:53.9h,Semyon LOVKIN,14 JUL 1977,RUS,2,Cheboksary (RUS),08 OCT 2000,1132
26,427,39:53.99,Sergey KOREPANOV,09 MAY 1964,KAZ,1,Almaty (KAZ),23 MAY 1999,1132
27,428,39:54.00,Ernesto CANTO,18 OCT 1959,MEX,1,Arboga (SWE),23 MAY 1982,1132
28,429,39:54.04,Zdzisław SZLAPKIN,18 JAN 1961,POL,1,Bydgoszcz (POL),01 AUG 1987,1132
29,430,39:54.30,Kevin CAMPION,23 MAY 1988,FRA,3,"Stade Helitas, Caen (FRA)",26 JUN 2022,1132
30,431,39:54.33,Hagen POHLE,05 MAR 1992,GER,1,Jüterbog (GER),22 JUN 2013,1132
31,432,39:54.34,Nils Christopher GLOGER,06 AUG 1990,GER,2,Jüterbog (GER),22 JUN 2013,1132
32,433,39:54.90,Francesco FORTUNATO,13 DEC 1994,ITA,1,"Stadio delle Palme, Palermo (ITA)",10 JUN 2023,1131
33,434,39:54.91,Hayato KATSUKI,28 NOV 1990,JPN,6,"Nagaragawa Stadium, Gifu (JPN)",24 SEP 2022,1131
34,435,39:55.00,Francesco FORTUNATO,13 DEC 1994,ITA,2,"Campo Comunale, Brescia (ITA)",17 SEP 2022,1131
35,436,39:55.07,Daisuke IKESHIMA,30 JAN 1975,JPN,1,Tottori (JPN),10 JUN 2000,1131
36,437,39:55.09,Jarkko KINNUNEN,19 JAN 1984,FIN,1,Kauhava (FIN),08 JUL 2012,1131
37,438,39:55.1h,Jan STAAF,11 FEB 1962,SWE,1,Stockholm (SWE),16 MAY 1987,1131
38,439,39:55.17,Kyle SWAN,28 MAR 1999,AUS,1,"SOPAC, Sydney (AUS)",30 MAR 2022,1131
39,440,39:55.2h,Dmitriy YESIPCHUK,17 NOV 1974,RUS,3,Magnitogorsk (RUS),23 SEP 2000,1131
40,440,39:55.2h,Jarkko KINNUNEN,19 JAN 1984,FIN,1,Helsinki (FIN),09 SEP 2011,1131
41,440,39:55.2h,Yohann DINIZ,01 JAN 1978,FRA,,Bogny-sur-Meuse (FRA),25 MAY 2014,1131
42,443,39:55.52,Ilya MARKOV,19 JUN 1972,URS,1,"Deveti Septemvri Stadium, Plovdiv (BUL)",10 AUG 1990,1131
43,443,39:55.52,Evan DUNFEE,28 SEP 1990,CAN,1,Coquitlam (CAN),15 JUL 2012,1131
44,445,39:55.54,Nick A'HERN,06 JAN 1969,AUS,1,Sydney (AUS),12 JAN 1992,1131
45,446,39:55.56,Koichiro MORIOKA,02 APR 1985,JPN,1,Chiba (JPN),03 OCT 2010,1131
46,447,39:55.69,Juan Manuel MOLINA,15 MAR 1979,ESP,3,Santa Cruz de Tenerife (ESP),27 JUL 2008,1131
47,447,39:55.69,Callum WILKINSON,14 MAR 1997,GBR,,"Morton Stadium, Dublin (IRL)",26 JUN 2022,1131
48,449,39:55.80,Toshikazu YAMANISHI,15 FEB 1996,JPN,4,Kitakami (JPN),09 OCT 2016,1131
49,450,39:55.86,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,2,"Polideportivo Juan de la Cierva, Getafe (ESP)",27 JUN 2021,1131
50,451,39:56.0h,Viktor MOSTOVIK,07 JAN 1963,URS,3,Alushta (URS),23 FEB 1985,1131
51,451,39:56.00,Tomasz LIPIEC,10 MAY 1971,POL,1,Spala (POL),07 MAY 2000,1131
52,451,39:56.0h,Nazar KOVALENKO,09 FEB 1987,UKR,1,Mukachevo (UKR),31 OCT 2009,1131
