"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
70,2066,13:13.03,Edward Zakayo PINGUA,25 NOV 2001,KEN,1,"Manchester Regional Arena, Manchester (GBR)",03 JUN 2022,1162
71,2072,13:13.04,Sileshi SIHINE,29 JAN 1983,ETH,3h2,"Olympiastadion, Helsinki (FIN)",11 AUG 2005,1162
72,2072,13:13.04,Getaneh MOLLA,10 JAN 1994,ETH,3f1,Carquefou (FRA),20 JUN 2014,1162
73,2074,13:13.06,Kamiel MAASE,20 OCT 1971,NED,10,"Olympiastadion, Berlin (GER)",06 SEP 2002,1162
74,2074,13:13.06,Gideon NGATUNYI,10 OCT 1986,KEN,1,Yokohama (JPN),15 APR 2007,1162
75,2074,13:13.06,Edward Zakayo PINGUA,25 NOV 2001,KEN,1,Abidjan (CIV),19 APR 2019,1162
76,2074,13:13.06,Mike FOPPEN,29 NOV 1996,NED,4,"Stade Louis II, Monaco (MON)",14 AUG 2020,1162
77,2078,13:13.07,Victor Kimutai CHUMO,19 MAR 1987,KEN,2,Bellinzona (SUI),06 JUN 2016,1162
78,2079,13:13.08,Aloys NIZIGAMA,18 JUN 1966,BDI,5,Paris (FRA),28 JUN 1996,1162
79,2079,13:13.08,Ali ABDOSH,25 AUG 1987,ETH,12,Ostrava (CZE),27 JUN 2007,1162
80,2079,13:13.08,Yenew ALAMIREW,27 MAY 1990,ETH,6,"Letzigrund, Zürich (SUI)",24 AUG 2017,1162
81,2082,13:13.09,Mark Kosgei KIPTOO,21 JUN 1976,KEN,7,"Letzigrund, Zürich (SUI)",29 AUG 2008,1162
82,2083,13:13.10,Dick QUAX,1948,NZL,1,Stockholm (SWE),05 JUL 1976,1162
83,2084,13:13.12,Micah Kemboi KOGO,30 JUN 1986,KEN,6,"Olympiastadion, Berlin (GER)",01 JUN 2008,1162
84,2084,13:13.12,Joshua CHEPTEGEI,12 SEP 1996,UGA,9,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1162
85,2086,13:13.13,Saïd AOUITA,02 NOV 1959,MAR,1,"Stadio Olimpico, Roma (ITA)",10 SEP 1986,1162
86,2086,13:13.13,Yobes ONDIEKI,21 FEB 1961,KEN,3,Rieti (ITA),09 SEP 1990,1162
87,2086,13:13.13,Benjamin LIMO,23 AUG 1974,KEN,1,Villeneuve d'Ascq (FRA),13 JUN 1999,1162
88,2086,13:13.13,John KIPKOECH,29 DEC 1991,KEN,11,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1162
89,2090,13:13.14,Abderrahim GOUMRI,21 MAY 1976,MAR,7,Athina (GRE),11 JUN 2001,1162
90,2090,13:13.14,Joseph EBUYA,20 JUN 1987,KEN,11,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1162
91,2090,13:13.14,Ouassim OUMAIZ,30 MAR 1999,ESP,5,"Stade Louis II, Monaco (MON)",14 AUG 2020,1162
92,2090,13:13.14,Luis GRIJALVA,10 APR 1999,GUA,2,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1162
93,2094,13:13.15,Yevgeni IGNATOV,25 JUN 1959,BUL,4,"Neckarstadion, Stuttgart (GER)",31 AUG 1986,1162
94,2094,13:13.15,Wilbeforce TALEL KAPKENY,10 JAN 1980,KEN,14,Stockholm (SWE),01 AUG 2000,1162
95,2094,13:13.15,Alejandro SUÁREZ,30 NOV 1980,MEX,1,Monterrey (MEX),15 MAR 2003,1162
96,2094,13:13.15,Emmanuel BOR,14 APR 1988,USA,5,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1162
97,2098,13:13.16,Fita BAYISSA,15 DEC 1972,ETH,5,Paris (FRA),25 JUN 1997,1162
98,2098,13:13.16,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,4f1,Heusden-Zolder (BEL),19 JUL 2014,1162
99,2098,13:13.16,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f21,Tokyo (JPN),03 OCT 2015,1162
0,2098,13:13.16,Frederick Kipkosgei KIPTOO,13 NOV 1996,KEN,2f1,Oordegem (BEL),27 MAY 2017,1162
1,2102,13:13.17,António LEITÃO,22 JUL 1960,POR,1,Barcelona (ESP),08 JUL 1984,1162
2,2102,13:13.17,Stephane FRANKE,12 FEB 1964,GER,3,Bruxelles (BEL),03 SEP 1993,1162
3,2102,13:13.17,Kidane TADESSE,31 AUG 1987,ERI,3,Huelva (ESP),13 JUN 2008,1162
4,2102,13:13.17,Abadi HADIS,06 NOV 1997,ETH,13f1,Heusden-Zolder (BEL),18 JUL 2015,1162
5,2106,13:13.18,Daniel KOMEN,17 MAY 1976,KEN,6,Stockholm (SWE),17 JUL 2001,1162
6,2106,13:13.18,Assefa MEZGEBU,19 JUN 1978,ETH,9,"Stadio Olimpico, Roma (ITA)",12 JUL 2002,1162
7,2106,13:13.18,Sammy Alex MUTAHI,01 JUN 1989,KEN,1,Nobeoka (JPN),26 MAY 2007,1162
8,2106,13:13.18,Yigrem DEMELASH,26 JAN 1994,ETH,9,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1162
9,2110,13:13.19,Mourad MAROUFIT,26 JAN 1982,MAR,3,Rabat (MAR),23 MAY 2009,1162
10,2110,13:13.19,Hagos GEBRHIWET,11 MAY 1994,ETH,7,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1162
11,2112,13:13.20,Mohamed EZZHER,26 APR 1960,FRA,3,Villeneuve d'Ascq (FRA),17 JUN 1995,1162
12,2112,13:13.20,Tom NYARIKI,27 SEP 1971,KEN,1,Sevilla (ESP),08 JUN 2001,1162
13,2112,13:13.20,Takayuki MATSUMIYA,21 FEB 1980,JPN,5,Heusden-Zolder (BEL),28 JUL 2007,1162
14,2112,13:13.20,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,5,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1162
15,2116,13:13.21,Chesari Kirui JACOB,06 APR 1984,KEN,1,Tanger (MAR),12 JUL 2009,1162
16,2117,13:13.22,Stewart MCSWEYN,01 JUN 1995,AUS,6,"Stade Louis II, Monaco (MON)",14 AUG 2020,1162
17,2117,13:13.22,Vincent Kibet YEGON,05 DEC 2000,KEN,6f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1162
18,2119,13:13.23,Dieter BAUMANN,09 FEB 1965,GER,3,Nürnberg (GER),07 JUN 1996,1162
19,2119,13:13.23,Robert CHESERET,08 OCT 1983,KEN,8,Oslo (NOR),29 JUL 2005,1162
20,2119,13:13.23,Boniface Kiprotich SONGOK,25 DEC 1980,KEN,8,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1162
21,2119,13:13.23,Vincent Kiprop CHEPKOK,05 JUL 1988,KEN,4,"Shanghai Stadium, Shanghai (CHN)",19 MAY 2012,1162
22,2119,13:13.23,Betesfa GETAHUN,25 SEP 1998,ETH,6f1,Heusden-Zolder (BEL),22 JUL 2017,1162
23,2124,13:13.24,Emanuel Giniki GISAMODA,18 MAY 1988,TAN,7f1,Heusden-Zolder (BEL),22 JUL 2017,1162
24,2124,13:13.24,Richard YATOR,04 JUN 1998,KEN,10,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1162
25,2126,13:13.25,Conner MANTZ,08 DEC 1996,USA,8f1,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAY 2022,1161
26,2126,13:13.25,Richard YATOR,04 JUN 1998,KEN,7f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1161
27,2128,13:13.26,Brahim LAHLAFI,15 APR 1968,MAR,8,"Olympic Stadium, Atlanta, GA (USA)",03 AUG 1996,1161
28,2129,13:13.27,Brahim BOUTAYEB,15 AUG 1967,MAR,4,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992,1161
29,2129,13:13.27,Philip MOSIMA,02 JAN 1977,KEN,10,Stockholm (SWE),07 JUL 1997,1161
30,2129,13:13.27,Luke KIPKOSGEI,27 NOV 1975,KEN,1,"Eugene, OR (USA)",27 MAY 2001,1161
31,2129,13:13.27,Markos GENETI,07 JUN 1984,ETH,4,"Eugene, OR (USA)",24 MAY 2003,1161
32,2129,13:13.27,Josphat Muchiri NDAMBIRI,12 FEB 1985,KEN,3,Osaka (JPN),06 MAY 2006,1161
33,2134,13:13.28,Moses Ndiema MASAI,01 JUN 1986,KEN,10,"Olympiastadion, Berlin (GER)",03 SEP 2006,1161
34,2134,13:13.28,Geoffrey KAMWOROR,22 NOV 1992,KEN,1h2,Nairobi (KEN),09 JUL 2015,1161
35,2136,13:13.29,John NGUGI,10 MAY 1962,KEN,3,Zürich (SUI),19 AUG 1992,1161
36,2137,13:13.30,Ben TRUE,29 DEC 1985,USA,11,Paris (FRA),05 JUL 2014,1161
37,2137,13:13.30,Andrew BUTCHART,14 OCT 1991,GBR,9,"FBK Stadium, Hengelo (NED)",22 MAY 2016,1161
38,2137,13:13.30,Eric JENKINS,24 NOV 1991,USA,9,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1161
39,2137,13:13.30,Jacob KROP,04 JUN 2001,KEN,1h2,"Hayward Field, Eugene, OR (USA)",21 JUL 2022,1161
40,2141,13:13.31,Aron KIFLE,20 FEB 1998,ERI,10,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1161
41,2142,13:13.32,Markus RYFFEL,05 FEB 1955,SUI,2,Stockholm (SWE),18 JUN 1979,1161
42,2142,13:13.32,Pablo OLMEDO,08 MAY 1975,MEX,10,"Olympiastadion, Berlin (GER)",01 SEP 1998,1161
43,2142,13:13.32,James Kwalia C'KURUI,12 JUN 1984,KEN,2,San Sebastián (ESP),03 JUL 2004,1161
44,2142,13:13.32,Abdi ABDIRAHMAN,01 JAN 1977,USA,4,"Crystal Palace, London (GBR)",22 JUL 2005,1161
45,2142,13:13.32,Jesús ESPAÑA,21 AUG 1978,ESP,4,Huelva (ESP),13 JUN 2008,1161
46,2147,13:13.33,Abdellah BÉHAR,05 JUL 1963,FRA,4,Hechtel (BEL),01 AUG 1998,1161
47,2147,13:13.33,Kenenisa BEKELE,13 JUN 1982,ETH,2,Sevilla (ESP),08 JUN 2001,1161
48,2147,13:13.33,Ben TRUE,29 DEC 1985,USA,8,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1161
49,2150,13:13.35,Abiyote ABATE,20 NOV 1980,ETH,3,Sevilla (ESP),08 JUN 2001,1161
50,2150,13:13.35,Douglas KIPSEREM,20 NOV 1988,KEN,1,Durban (RSA),26 JUN 2016,1161
51,2152,13:13.36,James Kimutai KOSKEI,23 NOV 1968,KEN,7,"Crystal Palace, London (GBR)",05 AUG 2000,1161
52,2152,13:13.36,Yeneblo BIYAZEN,29 JAN 2000,ETH,1f1,Carquefou (FRA),16 JUN 2018,1161
53,2154,13:13.38,Mathew Kipkoech KISORIO,16 MAY 1989,KEN,2,"Stadio Quercia, Rovereto (ITA)",01 SEP 2009,1161
54,2154,13:13.38,Benard KIBET,25 NOV 1999,KEN,4f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2022,1161
55,2156,13:13.39,Dieter BAUMANN,09 FEB 1965,GER,11,"Olympiastadion, Berlin (GER)",06 SEP 2002,1161
56,2156,13:13.39,Aron KIFLE,20 FEB 1998,ERI,3,Huelva (ESP),03 JUN 2016,1161
57,2158,13:13.40,Toshinari TAKAOKA,24 SEP 1970,JPN,5,Hechtel (BEL),01 AUG 1998,1161
58,2158,13:13.40,Abebe DINKESA,06 MAR 1984,ETH,6,"New York, NY (USA)",03 JUN 2006,1161
59,2158,13:13.40,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,2,Nobeoka (JPN),26 MAY 2007,1161
60,2161,13:13.41,Daniel GACHARA,19 DEC 1972,KEN,4,Milano (ITA),09 JUN 1999,1161
61,2162,13:13.43,Assefa MEZGEBU,19 JUN 1978,ETH,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1161
62,2162,13:13.43,Tariku BEKELE,28 FEB 1987,ETH,3,Algiers (ALG),22 JUL 2007,1161
63,2162,13:13.43,Arne GABIUS,22 MAR 1981,GER,14,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1161
64,2162,13:13.43,Stanley Waithaka MBURU,09 APR 2000,KEN,8f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1161
65,2162,13:13.43,Emil DANIELSSON,05 SEP 1997,SWE,1,"Slottsskogsvallen, Göteborg (SWE)",18 JUN 2023,1161
66,2167,13:13.44,Fita BAYISSA,15 DEC 1972,ETH,1,Helsinki (FIN),30 JUN 1992,1161
67,2167,13:13.44,Kenenisa BEKELE,13 JUN 1982,ETH,6,St-Denis (FRA),06 JUL 2001,1161
68,2167,13:13.44,Günther WEIDLINGER,05 APR 1978,AUT,5,"Crystal Palace, London (GBR)",22 JUL 2005,1161
69,2167,13:13.44,Patrick TIERNAN,11 SEP 1994,AUS,11,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1161
70,2171,13:13.45,Djamal Abdi DIREH,01 JAN 1997,DJI,8f1,Heusden-Zolder (BEL),22 JUL 2017,1161
71,2171,13:13.45,Daniel MATEIKO,04 AUG 1998,KEN,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",07 MAY 2022,1161
72,2173,13:13.46,Richard RINGER,27 FEB 1989,GER,5,"Olympiastadion, Berlin (GER)",27 AUG 2017,1161
73,2174,13:13.47,Thomas WESSINGHAGE,22 FEB 1952,FRG,4,Rieti (ITA),09 SEP 1981,1161
74,2174,13:13.47,Ismail SGHYR,16 MAR 1972,MAR,4,"Olympiastadion, Berlin (GER)",30 AUG 1994,1161
75,2174,13:13.47,Assefa MEZGEBU,19 JUN 1978,ETH,2,Nürnberg (GER),17 JUN 2001,1161
76,2174,13:13.47,Athanas KIOKO,1995,KEN,3,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1161
77,2178,13:13.48,Benard KIBET,25 NOV 1999,KEN,2f4,Nobeoka (JPN),04 MAY 2019,1161
78,2179,13:13.49,Bruce BICKFORD,12 MAR 1957,USA,2,Oslo (NOR),27 JUN 1985,1161
79,2179,13:13.49,Mohammed MOURHIT,10 OCT 1970,BEL,4,Fukuoka (JPN),13 SEP 1997,1161
80,2179,13:13.49,Mark Kipkinyor BETT,22 DEC 1976,KEN,1,Sotteville-lès-Rouen (FRA),03 JUL 2000,1161
81,2182,13:13.50,Ali SAIDI-SIEF,15 MAR 1978,ALG,4h2,"Olympiastadion, Helsinki (FIN)",11 AUG 2005,1161
82,2182,13:13.50,Markos GENETI,07 JUN 1984,ETH,13,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1161
83,2184,13:13.51,Sammy KIPKETER,29 SEP 1981,KEN,1,Manchester (GBR),31 JUL 2002,1161
84,2184,13:13.51,Shadrack KOSGEI,24 NOV 1984,KEN,2,Melbourne (AUS),21 FEB 2008,1161
85,2186,13:13.52,Arturo BARRIOS,12 DEC 1963,MEX,4,Oslo (NOR),04 JUL 1987,1161
86,2186,13:13.52,Ahmed Ibrahim WARSAMA,04 FEB 1966,QAT,3,Hechtel (BEL),05 AUG 2000,1161
87,2186,13:13.52,Edwin Cheruiyot SOI,03 MAR 1986,KEN,3,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1161
88,2189,13:13.53,Abraham CHEBII,23 DEC 1979,KEN,1,"Hayward Field, Eugene, OR (USA)",26 MAY 2002,1160
89,2189,13:13.53,Micah Kemboi KOGO,30 JUN 1986,KEN,2,"Icahn Stadium, New York, NY (USA)",02 JUN 2007,1160
90,2189,13:13.53,Edwin Cheruiyot SOI,03 MAR 1986,KEN,7,"Olympiastadion, Berlin (GER)",01 JUN 2008,1160
91,2192,13:13.54,Juan Luis BARRIOS,24 JUN 1983,MEX,2,"Los Angeles, CA (USA)",18 MAY 2012,1160
92,2193,13:13.55,Enrique MOLINA,25 FEB 1968,ESP,9,Stockholm (SWE),10 JUL 1995,1160
93,2193,13:13.55,Davis KIPLANGAT,10 JUL 1998,KEN,8,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1160
94,2195,13:13.57,Benjamin LIMO,23 AUG 1974,KEN,2,Manchester (GBR),31 JUL 2002,1160
95,2195,13:13.57,José Manuel MARTÍNEZ,22 OCT 1971,ESP,12,Zürich (SUI),16 AUG 2002,1160
96,2195,13:13.57,Davis KIPLANGAT,10 JUL 1998,KEN,10,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1160
97,2198,13:13.59,Dionisio CASTRO,22 NOV 1963,POR,4,Zürich (SUI),15 AUG 1990,1160
98,2199,13:13.60,Yuki SATO,26 NOV 1986,JPN,8f1,Heusden-Zolder (BEL),13 JUL 2013,1160
99,2200,13:13.61,Tariku BEKELE,28 FEB 1987,ETH,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1160
0,2201,13:13.62,Mathias NTAWULIKURA,14 JUL 1964,RWA,3,Oslo (NOR),04 JUL 1992,1160
1,2201,13:13.62,Brahim BOUTAYEB,15 AUG 1967,MAR,1,Rieti (ITA),06 SEP 1992,1160
2,2203,13:13.64,Jacob KIPLIMO,14 NOV 2000,UGA,12,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1160
3,2204,13:13.66,Salvatore ANTIBO,07 FEB 1962,ITA,1,Stockholm (SWE),03 JUL 1991,1160
4,2204,13:13.66,David Kiprotich BETT,18 OCT 1992,KEN,2f1,Heusden-Zolder (BEL),16 JUL 2011,1160
5,2204,13:13.66,Hiran NGATIA,1992,KEN,1f5,Kumamoto (JPN),04 APR 2015,1160
6,2207,13:13.67,Andrew BUMBALOUGH,14 MAR 1987,USA,9,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1160
7,2207,13:13.67,Morgan MCDONALD,23 APR 1996,AUS,1,"Parc des Sports C. Ehrmann, Nice (FRA)",12 JUN 2021,1160
8,2209,13:13.68,Sahle WARGA,30 JAN 1984,ETH,5,Villeneuve d'Ascq (FRA),08 JUN 2007,1160
9,2209,13:13.68,Aziz LAHBABI,03 FEB 1991,MAR,2,Rabat (MAR),05 JUN 2011,1160
10,2209,13:13.68,Soufiyan BOUQANTAR,30 AUG 1993,MAR,11,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1160
11,2212,13:13.69,Klaus-Peter HILDENBRAND,11 SEP 1952,FRG,2,Stockholm (SWE),05 JUL 1976,1160
12,2212,13:13.69,Million WOLDE,17 MAR 1979,ETH,2,Kerkrade (NED),24 MAY 1998,1160
13,2212,13:13.69,Mike FOPPEN,29 NOV 1996,NED,2,"Parc des Sports C. Ehrmann, Nice (FRA)",12 JUN 2021,1160
14,2215,13:13.71,Alberto COVA,01 DEC 1958,ITA,3,Rieti (ITA),16 SEP 1982,1160
15,2216,13:13.72,David CHELULE,07 JUL 1977,KEN,8,Bruxelles (BEL),25 AUG 2000,1160
16,2216,13:13.72,Othmane EL GOUMRI,28 MAY 1992,MAR,5,Rabat (MAR),09 JUN 2013,1160
17,2218,13:13.73,Ahmad Hassan ABDULLAH,04 APR 1981,QAT,13f1,Heusden-Zolder (BEL),20 JUL 2008,1160
18,2219,13:13.74,Philip MOSIMA,02 JAN 1977,KEN,5,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1160
19,2219,13:13.74,John Cheruiyot KORIR,13 DEC 1981,KEN,15,Stockholm (SWE),01 AUG 2000,1160
20,2219,13:13.74,Zersenay TADESE,01 JAN 1982,ERI,15,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1160
21,2219,13:13.74,Habtom SAMUEL,30 NOV 2003,ERI,2f1,"Putbosstadion, Oordegem (BEL)",28 MAY 2022,1160
22,2223,13:13.75,Abdi ABDIRAHMAN,01 JAN 1977,USA,9,Oslo (NOR),29 JUL 2005,1160
23,2224,13:13.76,William SIGEI,11 OCT 1969,KEN,7,Zürich (SUI),17 AUG 1994,1160
24,2225,13:13.77,Robert DENMARK,23 NOV 1968,GBR,1,Nürnberg (GER),15 JUN 1995,1160
25,2225,13:13.77,Assefa MEZGEBU,19 JUN 1978,ETH,5,Oslo (NOR),30 JUN 1999,1160
26,2225,13:13.77,Joseph Kitur KIPLIMO,20 JUL 1988,KEN,4,Montreuil-sous-Bois (FRA),07 JUN 2011,1160
27,2225,13:13.77,Mark Kosgei KIPTOO,21 JUN 1976,KEN,4,"Crystal Palace, London (GBR)",13 JUL 2012,1160
28,2229,13:13.79,Brahim LAHLAFI,15 APR 1968,MAR,9,Stockholm (SWE),08 JUL 1996,1160
29,2229,13:13.79,Isaac Kibet NDIEMA,05 FEB 1999,KEN,9f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1160
30,2231,13:13.80,Yobes ONDIEKI,21 FEB 1961,KEN,5,Villeneuve d'Ascq (FRA),08 JUL 1994,1160
31,2231,13:13.80,Paul BITOK,26 JUN 1970,KEN,1,Sevilla (ESP),05 JUN 2004,1160
32,2231,13:13.80,Edward WAWERU,03 OCT 1990,KEN,4,Fukuroi (JPN),03 MAY 2011,1160
33,2234,13:13.81,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,10,Oslo (NOR),29 JUL 2005,1159
34,2234,13:13.81,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,13,"Letzigrund, Zürich (SUI)",19 AUG 2010,1159
35,2236,13:13.82,Miruts YIFTER,15 MAY 1944,ETH,1,"Rheinstadion, Düsseldorf (GER)",04 SEP 1977,1159
36,2236,13:13.82,Martin Irungu MATHATHI,25 DEC 1985,KEN,1,Oita (JPN),01 OCT 2006,1159
37,2238,13:13.83,Worku BIKILA,06 MAY 1968,ETH,4,Villeneuve d'Ascq (FRA),17 JUN 1995,1159
38,2238,13:13.83,Zane ROBERTSON,14 NOV 1989,NZL,9f1,Heusden-Zolder (BEL),13 JUL 2013,1159
39,2238,13:13.83,Jonas RAESS,08 MAR 1994,SUI,6f1,Montesson (FRA),10 JUN 2023,1159
40,2241,13:13.84,Sydney MAREE,09 SEP 1956,USA,1,Bruxelles (BEL),25 AUG 1989,1159
41,2241,13:13.84,Wilson Nyakamba OMWOYO,25 NOV 1965,KEN,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,1159
42,2241,13:13.84,Levi Omari MATEBO,03 NOV 1989,KEN,12,"Bislett Stadion, Oslo (NOR)",03 JUL 2009,1159
43,2241,13:13.84,Julien WANDERS,18 MAR 1996,SUI,14,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1159
44,2245,13:13.85,Richard CHELIMO,21 APR 1972,KEN,1,København (DEN),25 JUL 1993,1159
45,2245,13:13.85,Aron KIFLE,20 FEB 1998,ERI,15,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1159
46,2247,13:13.86,Peter KOECH,18 FEB 1958,KEN,4,Zürich (SUI),18 AUG 1982,1159
47,2247,13:13.86,Fita BAYISSA,15 DEC 1972,ETH,6,"La Cartuja, Sevilla (ESP)",28 AUG 1999,1159
48,2247,13:13.86,Fabiano Joseph NAASI,24 DEC 1985,TAN,5,Milano (ITA),02 JUL 2008,1159
49,2250,13:13.87,Ibrahim KINUTHIA,22 MAY 1963,KEN,2,Stockholm (SWE),03 JUL 1991,1159
50,2250,13:13.87,Getnet WALE,16 JUL 2000,ETH,2f1,Carquefou (FRA),16 JUN 2018,1159
51,2252,13:13.88,Karl FLESCHEN,28 MAY 1955,FRG,2,Stockholm (SWE),05 JUL 1977,1159
52,2252,13:13.88,Edwin Cheruiyot SOI,03 MAR 1986,KEN,2,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1159
53,2252,13:13.88,Leul GEBRESILASE,20 SEP 1992,ETH,4,Huelva (ESP),03 JUN 2016,1159
54,2255,13:13.89,Kenenisa BEKELE,13 JUN 1982,ETH,5,"Shanghai Stadium, Shanghai (CHN)",19 MAY 2012,1159
55,2256,13:13.90,William KINCAID,21 SEP 1992,USA,12,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1159
56,2257,13:13.91,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,12,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1159
57,2258,13:13.92,Hayle IBRAHIMOV,18 JAN 1990,AZE,8,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1159
58,2258,13:13.92,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2h2,"Hayward Field, Eugene, OR (USA)",21 JUL 2022,1159
59,2260,13:13.93,Paul BITOK,26 JUN 1970,KEN,1,London (GBR),10 JUL 1992,1159
60,2260,13:13.93,Tim BROE,20 JUN 1977,USA,6,"Crystal Palace, London (GBR)",22 JUL 2005,1159
61,2260,13:13.93,James WANGARI,23 MAR 1994,KEN,1f4,Kumamoto (JPN),02 APR 2016,1159
62,2263,13:13.94,Féthi BACCOUCHE,16 NOV 1960,TUN,5,Oslo (NOR),04 JUL 1987,1159
63,2263,13:13.94,Mark CARROLL,15 JAN 1972,IRL,5,Villeneuve d'Ascq (FRA),17 JUN 1995,1159
64,2263,13:13.94,Mathias NTAWULIKURA,14 JUL 1964,RWA,6,Paris (FRA),28 JUN 1996,1159
65,2263,13:13.94,Paul CHELIMO,27 OCT 1990,USA,12,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1159
66,2267,13:13.95,Silas KIPRUTO,26 SEP 1984,KEN,6,Heusden-Zolder (BEL),28 JUL 2007,1159
67,2268,13:13.96,Jeff SCHIEBLER,01 JUN 1973,CAN,11,"Olympiastadion, Berlin (GER)",01 SEP 1998,1159
68,2268,13:13.96,James Mwangi MURIGI,15 JUL 1986,KEN,3,Yokohama (JPN),23 SEP 2004,1159
69,2268,13:13.96,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,11,Heusden-Zolder (BEL),23 JUL 2005,1159
70,2268,13:13.96,Albert ROP,17 JUL 1992,BRN,5f1,Heusden-Zolder (BEL),21 JUL 2018,1159
71,2272,13:13.97,Benjamin FLANAGAN,11 JAN 1995,CAN,3,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1159
72,2273,13:13.98,Markos GENETI,07 JUN 1984,ETH,11,Oslo (NOR),02 JUN 2006,1159
73,2273,13:13.98,Ben TRUE,29 DEC 1985,USA,8,"Stade Louis II, Monaco (MON)",19 JUL 2013,1159
74,2275,13:13.99,Haile GEBRSELASSIE,18 APR 1973,ETH,1,Tokyo (JPN),15 SEP 1995,1159
75,2275,13:13.99,Marius BAKKEN,27 MAR 1978,NOR,14,"Stadio Olimpico, Roma (ITA)",29 JUN 2001,1159
76,2275,13:13.99,Victor Kimutai CHUMO,19 MAR 1987,KEN,1f1,Carquefou (FRA),03 JUN 2016,1159
77,2275,13:13.99,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,3f1,"Putbosstadion, Oordegem (BEL)",27 MAY 2023,1159
78,2279,13:14.0h,Eliud KIPCHOGE,05 NOV 1984,KEN,1,Nairobi (KEN),26 JUN 2004,1159
79,2279,13:14.00,James Mwangi MACHARIA,23 JUN 1984,KEN,5,Hiroshima (JPN),29 APR 2005,1159
80,2279,13:14.00,Abrar OSMAN,01 JAN 1994,ERI,1,Bottrop (GER),21 JUN 2015,1159
81,2282,13:14.01,Paul CHELIMO,27 OCT 1990,USA,1,"Olympic Stadium, London (GBR)",21 JUL 2018,1159
82,2283,13:14.02,Shadrack KORIR,14 DEC 1978,KEN,1,Rovereto (ITA),28 AUG 2002,1159
83,2283,13:14.02,Geofrey KUSURO,12 FEB 1989,UGA,5,Montreuil-sous-Bois (FRA),07 JUN 2011,1159
84,2283,13:14.02,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,4,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1159
