"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
23,24,18:36.84,Jozef PRIBILINEC,06 JUL 1960,SVK,3,Villeneuve d'Ascq (FRA),02 JUL 1993,1170
24,25,18:37.17,Erik TYSSE,04 DEC 1980,NOR,1,Lillehammer (NOR),31 JUL 2009,1169
25,26,18:37.22,Yusuke SUZUKI,02 JAN 1988,JPN,1,Kitami (JPN),12 JUL 2015,1169
26,27,18:37.60,Eiki TAKAHASHI,19 NOV 1992,JPN,2,Kitami (JPN),12 JUL 2015,1169
27,28,18:37.84,Daisuke MATSUNAGA,24 MAR 1995,JPN,1,Abashiri (JPN),04 JUL 2018,1169
28,29,18:38.12,Yohann DINIZ,01 JAN 1978,FRA,1,Villeneuve d'Ascq (FRA),30 JUN 2009,1168
29,30,18:38.42,Yohann DINIZ,01 JAN 1978,FRA,1,Compiégne (FRA),08 MAY 2011,1168
30,31,18:38.45,Ivano BRUGNETTI,01 SEP 1976,ITA,1,Milano (ITA),25 JUN 2009,1168
31,32,18:38.97,Dane BIRD-SMITH,15 JUL 1992,AUS,1,"Albert Park, Melbourne (AUS)",05 MAR 2016,1167
32,33,18:39.08,Evan DUNFEE,28 SEP 1990,CAN,1,"Swangard Stadium, Burnaby (CAN)",18 JUN 2021,1167
33,34,18:39.10,Gabriel BORDIER,08 OCT 1997,FRA,1,"Complexe Sportif, Segre (FRA)",22 MAY 2022,1167
34,35,18:39.28,Ever Jair PALMA OLIVARES,18 MAR 1992,MEX,2,Katowice (POL),02 JUL 2014,1166
35,36,18:39.65,Álvaro MARTÍN,18 JUN 1994,ESP,1,Gijón (ESP),25 JUL 2015,1166
36,37,18:40.11,Eder SÁNCHEZ,21 MAY 1986,MEX,1,Sydney (AUS),28 FEB 2009,1165
37,38,18:40.50,Erik TYSSE,04 DEC 1980,NOR,1,Trondheim (NOR),19 JUL 2008,1165
38,39,18:40.62,Koki IKEDA,03 MAY 1998,JPN,1,"Honjo Athletic Stadium, Kitakyushu (JPN)",21 MAY 2022,1164
39,40,18:41.23,Callum WILKINSON,14 MAR 1997,GBR,1,"Alexander Stadium, Birmingham (GBR)",25 AUG 2019,1164
40,41,18:41.44,Ilya MARKOV,19 JUN 1972,RUS,1,Spala (POL),10 JUN 2000,1163
41,42,18:41.83,Jared TALLENT,17 OCT 1984,AUS,2,Sydney (AUS),28 FEB 2009,1163
42,43,18:42.0h,Jozef PRIBILINEC,06 JUL 1960,SVK,1,Banská Bystrica (TCH),30 AUG 1985,1162
43,44,18:42.50,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,1,Formia (ITA),08 JUL 1991,1162
44,45,18:42.66,Ralf KOWALSKY,22 MAR 1962,GDR,1,Berlin (GER),09 JUN 1984,1161
45,46,18:42.96,Yohann DINIZ,01 JAN 1978,FRA,1,"Stade Raymond Petit, Tomblaine (FRA)",14 JUN 2016,1161
46,47,18:43.17,Veli-Matti PARTANEN,28 OCT 1991,FIN,1,Espoo (FIN),13 JUN 2018,1161
47,48,18:43.28,Tom BOSWORTH,17 JAN 1990,GBR,1,Birmingham (GBR),02 JUL 2017,1160
48,49,18:44.35,Robert KORZENIOWSKI,30 JUL 1968,POL,1,Bydgoszcz (POL),15 JUN 2001,1159
49,50,18:44.79,Kevin CAMPION,23 MAY 1988,FRA,1,Reims (FRA),28 JUN 2013,1158
50,51,18:44.99,Walter ARENA,30 MAY 1964,ITA,2,Formia (ITA),08 JUL 1991,1158
51,52,18:45.19,Nathan DEAKES,17 AUG 1977,AUS,1,Melbourne (AUS),09 MAR 2006,1158
52,53,18:45.64,Inaki GOMEZ,16 JAN 1988,CAN,1f1,Sydney (AUS),18 FEB 2012,1157
53,54,18:45.98,Yohann DINIZ,01 JAN 1978,FRA,1,"Stade Raymond Petit, Tomblaine (FRA)",24 JUN 2011,1157
54,55,18:46.08,Jefferson PÉREZ,01 JUL 1974,ECU,1,Xalapa (MEX),05 MAY 2007,1156
55,56,18:46.47,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Brisbane (AUS),06 FEB 2016,1156
56,57,18:46.95,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Murcia (ESP),26 JUN 2016,1155
57,58,18:47.10,Jiří MALYSA,14 AUG 1966,CZE,2,Bydgoszcz (POL),15 JUN 2001,1155
58,59,18:47.45,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),04 JUL 2012,1154
59,60,18:47.53,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),14 JUL 2009,1154
60,61,18:47.77,Jared TALLENT,17 OCT 1984,AUS,2f1,Sydney (AUS),18 FEB 2012,1154
61,62,18:47.98,Roland WIESER,06 MAY 1956,GDR,2,Berlin (GER),09 JUN 1984,1154
62,63,18:48.30,Aigars FADEJEVS,27 DEC 1975,LAT,1,Lapinlahti (FIN),21 JUN 1998,1153
63,64,18:48.76,Juan Manuel MOLINA,15 MAR 1979,ESP,1,Cieza (ESP),09 FEB 2008,1152
64,65,18:49.10,Zhen WANG,24 AUG 1991,CHN,1,Fossano (ITA),13 SEP 2014,1152
65,66,18:49.66,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),30 JUN 2010,1151
66,67,18:49.86,Benjamin THORNE,19 MAR 1993,CAN,1,Burnaby (CAN),25 MAR 2017,1151
67,68,18:49.92,Declan TINGAY,06 FEB 1999,AUS,1,"WA Sports Centre, Perth (AUS)",17 DEC 2021,1151
68,69,18:50.20,Alberto AMEZCUA,10 MAY 1992,ESP,2,Gijón (ESP),25 JUL 2015,1150
69,70,18:50.27,Yohann DINIZ,01 JAN 1978,FRA,2,Villeneuve d'Ascq (FRA),08 JUN 2007,1150
70,71,18:51.25,Eiki TAKAHASHI,19 NOV 1992,JPN,2,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1149
71,72,18:51.39,Nick A'HERN,06 JAN 1969,AUS,1,North Shore City (NZL),20 FEB 1998,1149
72,72,18:51.39,Jared TALLENT,17 OCT 1984,AUS,1,Sydney (AUS),27 FEB 2010,1149
73,74,18:51.86,Masatora KAWANO,23 OCT 1998,JPN,2,Abashiri (JPN),04 JUL 2018,1148
74,75,18:51.93,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kumagaya (JPN),16 MAY 2015,1148
75,76,18:52.24,Valentin KONONEN,07 MAR 1969,FIN,1,Lapinlahti (FIN),25 JUN 1995,1147
76,77,18:53.06,Evan DUNFEE,28 SEP 1990,CAN,1,Vancouver (CAN),05 APR 2014,1146
77,78,18:53.19,Aliaksandr LIAKHOVICH,04 JUL 1989,BLR,1,"Dinamo National Olympic Stadium, Minsk (BLR)",01 AUG 2020,1146
78,79,18:53.33,Ronald WEIGEL,08 AUG 1959,GDR,3,Berlin (GER),09 JUN 1984,1146
79,80,18:53.91,Francesco FORTUNATO,13 DEC 1994,ITA,1,Modena (ITA),17 JUN 2016,1145
80,81,18:54.27,Álvaro MARTÍN,18 JUN 1994,ESP,1,Plasencia (ESP),28 JUN 2017,1144
81,82,18:54.39,Matej TÓTH,10 FEB 1983,SVK,1,Banská Bystrica (SVK),11 JUN 2011,1144
82,83,18:54.47,Igor KOLLÁR,26 JUN 1965,SVK,2,Sopot (POL),14 JUN 1997,1144
83,84,18:54.65,Adam RUTTER,24 DEC 1986,AUS,1f1,Brisbane (AUS),07 FEB 2009,1144
84,85,18:54.69,Omar SEGURA,24 MAR 1981,MEX,2,Xalapa (MEX),11 NOV 2001,1144
85,86,18:54.86,Yohann DINIZ,01 JAN 1978,FRA,1,Montreuil-sous-Bois (FRA),11 JUN 2009,1143
86,87,18:54.96,Kyle SWAN,28 MAR 1999,AUS,2,"Lakeside Stadium, Melbourne (AUS)",05 MAR 2023,1143
87,88,18:55.56,Yohann DINIZ,01 JAN 1978,FRA,1,Marseille (FRA),06 JUN 2015,1142
88,89,18:55.60,Lebogang SHANGE,01 AUG 1990,RSA,1,Budapest (HUN),30 JUN 2017,1142
89,90,18:55.61,Paul MCGRATH,07 MAR 2002,ESP,1,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",12 JUN 2022,1142
90,91,18:55.71,Yuta KOGA,15 JUL 1999,JPN,1,"Naruto Sports Park, Tokushima (JPN)",14 MAY 2023,1142
91,92,18:56.02,Álvaro MARTÍN,18 JUN 1994,ESP,1,"Estadio de Atletismo del Turia, Valencia (ESP)",06 MAY 2023,1142
92,93,18:56.67,Luke ADAMS,22 OCT 1976,AUS,2,Sydney (AUS),27 FEB 2010,1141
93,94,18:56.70,Akihiro SUGIMOTO,20 OCT 1981,JPN,1,Tendo (JPN),16 MAY 2009,1141
94,95,18:56.74,Robert KORZENIOWSKI,30 JUL 1968,POL,1,Grudziadz (POL),20 JUN 1998,1141
95,95,18:56.74,Álvaro MARTÍN,18 JUN 1994,ESP,1,Plasencia (ESP),24 JUN 2015,1141
96,97,18:56.77,Declan TINGAY,06 FEB 1999,AUS,1,"Lakeside Stadium, Melbourne (AUS)",27 FEB 2021,1141
97,98,18:56.84,Lebogang SHANGE,01 AUG 1990,RSA,1,Cork (IRL),07 JUL 2015,1141
98,99,18:56.96,Callum WILKINSON,14 MAR 1997,GBR,2,Birmingham (GBR),02 JUL 2017,1140
99,100,18:57.00,Jean-Claude CORRE,14 SEP 1961,FRA,4,Villeneuve d'Ascq (FRA),02 JUL 1993,1140
0,101,18:57.06,Evan DUNFEE,28 SEP 1990,CAN,1,Vancouver (CAN),28 MAR 2015,1140
1,102,18:57.14,Gianluca PICCHIOTTINO,22 AUG 1996,ITA,1,Livorno (ITA),29 JUN 2019,1140
2,103,18:57.20,Denis LANGLOIS,10 OCT 1968,FRA,5,Villeneuve d'Ascq (FRA),02 JUL 1993,1140
3,104,18:57.23,Bertrand MOULINET,06 JAN 1987,FRA,2,Reims (FRA),28 JUN 2013,1140
4,105,18:57.42,Kevin CAMPION,23 MAY 1988,FRA,1,Hérouville (FRA),18 JUN 2015,1140
5,106,18:57.58,Nick A'HERN,06 JAN 1969,AUS,1,Melbourne (AUS),20 FEB 1997,1140
6,107,18:58.19,Richard VARGAS,28 DEC 1994,VEN,2,Plasencia (ESP),24 JUN 2015,1139
7,108,18:58.63,Alberto AMEZCUA,10 MAY 1992,ESP,2,Cork (IRL),07 JUL 2015,1138
8,109,18:58.74,Perseus KARLSTRÖM,02 MAY 1990,SWE,3,"Lakeside Stadium, Melbourne (AUS)",05 MAR 2023,1138
9,110,18:59.09,Denis LANGLOIS,10 OCT 1968,FRA,1,Sotteville-lès-Rouen (FRA),14 JUN 1996,1137
10,111,18:59.17,Erik TYSSE,04 DEC 1980,NOR,1,Tønsberg (NOR),23 AUG 2013,1137
11,112,18:59.37,Robert HEFFERNAN,28 FEB 1978,IRL,2,Gavá (ESP),30 JUN 2007,1137
12,113,18:59.46,Kevin CAMPION,23 MAY 1988,FRA,1,Angers (FRA),26 JUN 2016,1137
13,114,18:59.51,Hedi TERRAOUI,10 NOV 1989,TUN,3,Reims (FRA),28 JUN 2013,1137
14,114,18:59.51,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Brisbane (AUS),29 MAR 2014,1137
15,116,18:59.83,Veli-Matti PARTANEN,28 OCT 1991,FIN,1,Lappeenranta (FIN),23 AUG 2018,1136
16,117,19:00.15,Alex WRIGHT,19 DEC 1990,IRL,3,Cork (IRL),07 JUL 2015,1136
17,118,19:00.73,Tom BOSWORTH,17 JAN 1990,GBR,1,Birmingham (GBR),05 JUL 2015,1135
18,119,19:00.91,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Brisbane (AUS),09 MAR 2014,1135
19,120,19:00.92,Benjamin THORNE,19 MAR 1993,CAN,2,Vancouver (CAN),05 APR 2014,1135
20,120,19:00.92,Benjamin THORNE,19 MAR 1993,CAN,2,Vancouver (CAN),15 APR 2014,1135
21,122,19:01.00,Jared TALLENT,17 OCT 1984,AUS,1,Sydney (AUS),19 MAR 2011,1135
22,123,19:01.20,Tom BOSWORTH,17 JAN 1990,GBR,1,Birmingham (GBR),01 JUL 2018,1134
23,124,19:01.27,Mikhail ORLOV,25 JUN 1967,RUS,6,Villeneuve d'Ascq (FRA),02 JUL 1993,1134
24,125,19:01.44,Rhydian COWLEY,04 JAN 1991,AUS,4,"Lakeside Stadium, Melbourne (AUS)",05 MAR 2023,1134
25,126,19:01.8h,Sérgio VIEIRA,20 FEB 1976,POR,1,Rio Maior (POR),20 MAY 1999,1133
26,127,19:01.92,Rogelio SÁNCHEZ,16 MAR 1974,MEX,3,Xalapa (MEX),11 NOV 2001,1133
27,128,19:02.44,Valdas KAZLAUSKAS,23 FEB 1958,URS,2,Bratislava (TCH),14 JUN 1989,1132
28,129,19:02.59,Dane BIRD-SMITH,15 JUL 1992,AUS,3f1,Sydney (AUS),18 FEB 2012,1132
29,130,19:02.77,Andrey MAKAROV,02 JAN 1971,BLR,7,Villeneuve d'Ascq (FRA),02 JUL 1993,1132
30,131,19:02.88,Robert KORZENIOWSKI,30 JUL 1968,POL,1,Warszawa (POL),24 JUN 2000,1132
31,132,19:02.91,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kumagaya (JPN),21 MAY 2016,1132
32,133,19:03.04,Gabriel BORDIER,08 OCT 1997,FRA,1,Nantes (FRA),19 MAY 2018,1132
33,134,19:03.16,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3,Plasencia (ESP),24 JUN 2015,1131
34,135,19:03.48,Luke ADAMS,22 OCT 1976,AUS,2,Reims (FRA),30 JUN 2010,1131
35,136,19:03.53,Inaki GOMEZ,16 JAN 1988,CAN,1,Vancouver (CAN),30 MAR 2014,1131
36,137,19:03.94,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Mielec (POL),06 JUN 2014,1130
37,138,19:04.02,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3,Gijón (ESP),25 JUL 2015,1130
38,139,19:04.38,Robert KORZENIOWSKI,30 JUL 1968,POL,1,Formia (ITA),18 MAY 1996,1130
39,140,19:04.52,Iván PAJUELO,27 AUG 1993,ESP,4,Plasencia (ESP),24 JUN 2015,1129
40,141,19:04.57,Alberto AMEZCUA,10 MAY 1992,ESP,1,Pamplona (ESP),27 JUL 2019,1129
41,142,19:04.60,Declan TINGAY,06 FEB 1999,AUS,1,"SOPAC, Sydney (AUS)",22 APR 2021,1129
42,143,19:04.68,Benjamín SÁNCHEZ,10 MAR 1985,ESP,1,Lorca (ESP),15 FEB 2009,1129
43,144,19:04.93,Álvaro MARTÍN,18 JUN 1994,ESP,1,Cáceres (ESP),29 JUN 2016,1129
44,145,19:05.10,Evan DUNFEE,28 SEP 1990,CAN,2,Vancouver (CAN),30 MAR 2014,1129
45,146,19:05.18,Kevin CAMPION,23 MAY 1988,FRA,2,Reims (FRA),04 JUL 2012,1128
46,147,19:05.46,Hirooki ARAI,18 MAY 1988,JPN,2,Kumagaya (JPN),21 MAY 2016,1128
47,148,19:05.73,Mikhail SHCHENNIKOV,24 DEC 1967,RUS,3,Sopot (POL),14 JUN 1997,1128
48,149,19:05.91,Alberto AMEZCUA,10 MAY 1992,ESP,1,Torremolinos (ESP),09 JUL 2016,1127
49,150,19:05.92,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),29 APR 2018,1127
50,151,19:05.97,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Akita (JPN),20 MAY 2017,1127
51,152,19:06.07,Grzegorz SUDOŁ,28 AUG 1978,POL,3,Reims (FRA),04 JUL 2012,1127
52,153,19:06.39,Artur MELESHKEVICH,11 APR 1975,BLR,2,Grudziadz (POL),20 JUN 1998,1127
53,154,19:06.68,Perseus KARLSTRÖM,02 MAY 1990,SWE,1,"Duncan Mackinnon Reserve, Murrumbeena, Melbourne (AUS)",07 MAR 2020,1126
54,155,19:06.69,Aurélien QUINION,27 JAN 1993,FRA,1,"Stade des Maradas, Cergy-Pontoise (FRA)",07 MAY 2023,1126
55,156,19:07.03,Iván PAJUELO,27 AUG 1993,ESP,2,Cáceres (ESP),29 JUN 2016,1126
56,157,19:07.42,Ivan TROTSKI,27 MAY 1976,BLR,2,Warszawa (POL),08 SEP 1998,1125
57,158,19:07.58,Takayuki TANII,14 FEB 1983,JPN,3,Kumagaya (JPN),21 MAY 2016,1125
58,159,19:07.59,Luke ADAMS,22 OCT 1976,AUS,2,Sydney (AUS),19 MAR 2011,1125
59,160,19:07.64,Yohann DINIZ,01 JAN 1978,FRA,1,Dijon (FRA),18 MAY 2014,1125
60,160,19:07.64,Federico TONTODONATI,30 OCT 1989,ITA,1,"Arena Civica, Milano (ITA)",24 APR 2021,1125
61,162,19:07.72,Ivano BRUGNETTI,01 SEP 1976,ITA,1,Milano (ITA),02 JUL 2008,1125
62,163,19:07.91,Luke ADAMS,22 OCT 1976,AUS,2,Reims (FRA),05 JUL 2011,1124
63,164,19:07.94,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Lorca (ESP),19 DEC 2021,1124
64,165,19:08.55,Yevgeniy MISYULYA,13 MAR 1964,BLR,3,Bydgoszcz (POL),15 JUN 2001,1124
65,166,19:08.76,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Birmingham (GBR),26 JUN 2016,1123
66,167,19:08.81,Jared TALLENT,17 OCT 1984,AUS,1,Canberra (AUS),30 JAN 2010,1123
67,168,19:08.83,Jared TALLENT,17 OCT 1984,AUS,1,Melbourne (AUS),14 APR 2012,1123
68,169,19:08.87,Evan DUNFEE,28 SEP 1990,CAN,4f1,Sydney (AUS),18 FEB 2012,1123
69,170,19:08.89,Erik TYSSE,04 DEC 1980,NOR,1,Kristiansand (NOR),24 AUG 2012,1123
70,171,19:09.02,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Katowice (POL),27 MAY 2011,1123
71,172,19:09.34,Yohann DINIZ,01 JAN 1978,FRA,1,Vénissieux (FRA),24 MAY 2015,1122
72,173,19:09.48,Rhydian COWLEY,04 JAN 1991,AUS,2,"Lakeside Stadium, Melbourne (AUS)",27 FEB 2021,1122
73,174,19:09.49,Matej TÓTH,10 FEB 1983,SVK,1,Vyškov (CZE),04 SEP 2010,1122
74,175,19:09.88,Yevgeniy MISYULYA,13 MAR 1964,BLR,8,Villeneuve d'Ascq (FRA),02 JUL 1993,1122
75,176,19:09.89,Tomohiro NODA,24 JAN 1996,JPN,3,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1122
76,177,19:09.90,Satoshi YANAGISAWA,19 JAN 1971,JPN,1,Toyama (JPN),30 SEP 1995,1122
77,178,19:10.14,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kumagaya (JPN),19 MAY 2018,1121
78,179,19:10.25,Takumi SAITO,23 MAR 1993,JPN,1,Tajimi (JPN),15 OCT 2016,1121
79,180,19:10.35,Jacek MÜLLER,03 NOV 1973,POL,5,Sopot (POL),14 JUN 1997,1121
80,181,19:10.4h,Modris LIEPIŅŠ,03 AUG 1966,LAT,1,Ventspils (LAT),16 AUG 1997,1121
81,182,19:10.97,Adam RUTTER,24 DEC 1986,AUS,5f1,Sydney (AUS),18 FEB 2012,1120
82,183,19:11.29,Yohann DINIZ,01 JAN 1978,FRA,1,Lille (FRA),09 JUN 2012,1120
83,184,19:11.45,Satoshi MARUO,28 NOV 1991,JPN,4,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1119
84,185,19:11.85,Tomasz LIPIEC,10 MAY 1971,POL,4,Bydgoszcz (POL),15 JUN 2001,1119
85,186,19:11.86,Pedro Daniel GÓMEZ,31 DEC 1990,MEX,3,Katowice (POL),02 JUL 2014,1119
86,187,19:11.87,Ihor HLAVAN,25 SEP 1990,UKR,1,Kyiv (UKR),03 JUN 2014,1119
87,188,19:11.94,Kai KOBAYASHI,28 FEB 1993,JPN,1,Abashiri (JPN),11 JUL 2016,1119
88,189,19:12.12,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),22 MAY 2016,1118
89,190,19:12.20,Rhydian COWLEY,04 JAN 1991,AUS,2,"Lakeside Stadium, Melbourne (AUS)",26 FEB 2022,1118
90,191,19:12.54,Yohann DINIZ,01 JAN 1978,FRA,1,Compiégne (FRA),04 MAY 2014,1118
91,192,19:12.63,Mikhail SHCHENNIKOV,24 DEC 1967,RUS,2,Formia (ITA),18 MAY 1996,1118
92,193,19:12.81,Jared TALLENT,17 OCT 1984,AUS,2f1,Brisbane (AUS),07 FEB 2009,1117
93,194,19:13.05,Adam RUTTER,24 DEC 1986,AUS,3,Sydney (AUS),27 FEB 2010,1117
94,195,19:13.40,Kevin CAMPION,23 MAY 1988,FRA,2,"Stade Raymond Petit, Tomblaine (FRA)",14 JUN 2016,1117
95,196,19:13.51,Benjamín SÁNCHEZ,10 MAR 1985,ESP,1,Avilés (ESP),15 JUN 2013,1116
96,197,19:13.56,Tom BOSWORTH,17 JAN 1990,GBR,2,Birmingham (GBR),26 JUN 2016,1116
97,198,19:13.70,Vitaliy STETSYSHYN,31 JUL 1976,UKR,3,Grosseto (ITA),11 SEP 1996,1116
98,199,19:13.77,Koichiro MORIOKA,02 APR 1985,JPN,2,Tendo (JPN),16 MAY 2009,1116
99,200,19:13.92,Yohann DINIZ,01 JAN 1978,FRA,1,Reims (FRA),01 MAY 2011,1116
0,201,19:14.00,Robert HEFFERNAN,28 FEB 1978,IRL,4,Cork (IRL),07 JUL 2015,1116
1,202,19:14.05,Pyotr TROFIMOV,18 DEC 1983,RUS,4,Reims (FRA),28 JUN 2013,1116
2,203,19:14.53,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Birmingham (GBR),29 JUN 2014,1115
3,204,19:14.78,Dominik ČERNÝ,01 NOV 1997,SVK,1,"Atletický štadión TU, Košice (SVK)",08 MAY 2023,1115
4,205,19:15.08,Álvaro MARTÍN,18 JUN 1994,ESP,1,Cáceres (ESP),02 JUL 2014,1114
5,206,19:15.09,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1,Murcia (ESP),06 JUN 2018,1114
6,207,19:15.33,Erik TYSSE,04 DEC 1980,NOR,1,Askoy (NOR),29 JUL 2016,1114
7,208,19:15.48,Jean-Olivier BROSSEAU,23 JUN 1967,FRA,9,Villeneuve d'Ascq (FRA),02 JUL 1993,1114
8,208,19:15.48,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Katowice (POL),15 MAY 2009,1114
9,210,19:15.94,Kirill FROLOV,29 SEP 1993,RUS,1,Moskva (RUS),18 JUL 2016,1113
10,211,19:16.14,Grzegorz SUDOŁ,28 AUG 1978,POL,1,Kraków (POL),05 SEP 2009,1113
11,212,19:16.16,Oleg TROSHIN,01 AUG 1964,RUS,10,Villeneuve d'Ascq (FRA),02 JUL 1993,1113
12,213,19:16.5h,Erling ANDERSEN,22 SEP 1960,NOR,1,Bergen (NOR),23 SEP 1982,1112
13,214,19:16.57,Iván PAJUELO,27 AUG 1993,ESP,2,Murcia (ESP),26 JUN 2016,1112
14,215,19:16.82,Tom BOSWORTH,17 JAN 1990,GBR,2,Birmingham (GBR),29 JUN 2014,1112
15,216,19:16.93,Dawid TOMALA,27 AUG 1989,POL,1,Gdansk (POL),01 JUN 2013,1111
16,217,19:16.98,Grzegorz SUDOŁ,28 AUG 1978,POL,3,Reims (FRA),30 JUN 2010,1111
17,218,19:17.41,Callum WILKINSON,14 MAR 1997,GBR,2,Birmingham (GBR),01 JUL 2018,1111
18,219,19:17.49,Antonin BOYEZ,09 NOV 1984,FRA,4,Reims (FRA),04 JUL 2012,1111
19,220,19:17.67,Álvaro MARTÍN,18 JUN 1994,ESP,1,Soria (ESP),15 JUN 2019,1110
20,221,19:17.77,Álvaro MARTÍN,18 JUN 1994,ESP,1,Zaragoza (ESP),13 JUN 2015,1110
21,222,19:17.78,Viktor SHUMIK,21 MAY 1998,UKR,1,Kropyvnytskiy (UKR),25 JUN 2018,1110
22,223,19:17.82,Dawid TOMALA,27 AUG 1989,POL,1,Gdansk (POL),26 MAY 2012,1110
23,224,19:17.85,Daisuke MATSUNAGA,24 MAR 1995,JPN,2,Kumagaya (JPN),19 MAY 2018,1110
24,225,19:18.1h,Quentin REW,16 JUL 1984,NZL,1,Melbourne (AUS),06 DEC 2014,1110
25,226,19:18.19,Hirooki ARAI,18 MAY 1988,JPN,2,Kumagaya (JPN),16 MAY 2015,1110
26,227,19:18.27,Isamu FUJISAWA,12 OCT 1987,JPN,1,Fukushima (JPN),17 MAY 2014,1110
27,228,19:18.32,Álvaro MARTÍN,18 JUN 1994,ESP,1,Plasencia (ESP),27 JUN 2018,1109
28,229,19:18.33,Matteo GIUPPONI,08 OCT 1988,ITA,1,"Campo XXV Aprile, Milano (ITA)",22 APR 2016,1109
29,230,19:18.35,Marc TUR,30 NOV 1994,ESP,2,Cáceres (ESP),02 JUL 2014,1109
30,231,19:18.68,Dane BIRD-SMITH,15 JUL 1992,AUS,1,Brisbane (AUS),28 MAR 2013,1109
