"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
28,29,43.73,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Stade Louis II, Monaco (MON)",21 JUL 2017,1270
29,30,43.74,Michael JOHNSON,13 SEP 1967,USA,1,"Eugene, OR (USA)",19 JUN 1993,1269
30,30,43.74,LaShawn MERRITT,27 JUN 1986,USA,1,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1269
31,30,43.74,Kirani JAMES,01 SEP 1992,GRN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,1269
32,33,43.75,Michael JOHNSON,13 SEP 1967,USA,1,"Waco, TX (USA)",19 APR 1997,1268
33,33,43.75,LaShawn MERRITT,27 JUN 1986,USA,1,"National Stadium, Beijing (CHN)",21 AUG 2008,1268
34,35,43.76,Michael JOHNSON,13 SEP 1967,USA,1,"New York, NY (USA)",21 JUL 1998,1267
35,35,43.76,Kirani JAMES,01 SEP 1992,GRN,2,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1267
36,37,43.78,Kirani JAMES,01 SEP 1992,GRN,3,"National Stadium, Beijing (CHN)",26 AUG 2015,1266
37,38,43.79,Michael NORMAN,03 DEC 1997,USA,2,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1265
38,39,43.81,Danny EVERETT,01 NOV 1966,USA,1,"New Orleans, LA (USA)",26 JUN 1992,1264
39,40,43.82,Jeremy WARINER,31 JAN 1984,USA,1,"Letzigrund, Zürich (SUI)",29 AUG 2008,1263
40,41,43.83,Quincy WATTS,19 JUN 1970,USA,1,Zürich (SUI),19 AUG 1992,1262
41,42,43.84,Michael JOHNSON,13 SEP 1967,USA,1,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,1262
42,42,43.84,Isaac MAKWALA,24 SEP 1985,BOT,2,"Stade Louis II, Monaco (MON)",21 JUL 2017,1262
43,44,43.85,LaShawn MERRITT,27 JUN 1986,USA,3,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1261
44,44,43.85,Randolph ROSS,01 JAN 2001,USA,1,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1261
45,44,43.85,Steven GARDINER,12 SEP 1995,BAH,1,"National Stadium, Tokyo (JPN)",05 AUG 2021,1261
46,47,43.86,Lee EVANS,25 FEB 1947,USA,1,"Estadio Olímpico, Ciudad de México (MEX)",18 OCT 1968,1260
47,47,43.86,Michael JOHNSON,13 SEP 1967,USA,1,Oslo (NOR),21 JUL 1995,1260
48,47,43.86,Jeremy WARINER,31 JAN 1984,USA,1,Paris (FRA),18 JUL 2008,1260
49,50,43.87,Steve LEWIS,16 MAY 1969,USA,1,"Olympic Stadium, Jamsil, Seoul (KOR)",28 SEP 1988,1260
50,50,43.87,Steven GARDINER,12 SEP 1995,BAH,1,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1260
51,52,43.88,Michael JOHNSON,13 SEP 1967,USA,1,Zürich (SUI),16 AUG 1995,1259
52,52,43.88,Kirani JAMES,01 SEP 1992,GRN,1sf1,"National Stadium, Tokyo (JPN)",02 AUG 2021,1259
53,54,43.89,Steven GARDINER,12 SEP 1995,BAH,1sf1,"Olympic Stadium, London (GBR)",06 AUG 2017,1258
54,55,43.9,Michael JOHNSON,13 SEP 1967,USA,1,Madrid (ESP),06 SEP 1994,1257
55,56,43.91,Butch REYNOLDS,08 JUN 1964,USA,2,"Atlanta, GA (USA)",19 JUN 1996,1257
56,56,43.91,Jeremy WARINER,31 JAN 1984,USA,1,Paris (FRA),08 JUL 2006,1257
57,56,43.91,Muzala SAMUKONGA,09 DEC 2002,ZAM,1f1,"National Stadium, Gaborone (BOT)",29 APR 2023,1257
58,59,43.92,Michael JOHNSON,13 SEP 1967,USA,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1256
59,59,43.92,Michael JOHNSON,13 SEP 1967,USA,1,"Eugene, OR (USA)",24 JUN 2000,1256
60,59,43.92,LaShawn MERRITT,27 JUN 1986,USA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,1256
61,59,43.92,Isaac MAKWALA,24 SEP 1985,BOT,1f1,"Moratalaz, Madrid (ESP)",14 JUL 2017,1256
62,63,43.93,Butch REYNOLDS,08 JUN 1964,USA,1,"Indianapolis, IN (USA)",20 JUL 1988,1255
63,63,43.93,Butch REYNOLDS,08 JUN 1964,USA,2,"Olympic Stadium, Jamsil, Seoul (KOR)",28 SEP 1988,1255
64,63,43.93,Jeremy WARINER,31 JAN 1984,USA,1,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,1255
65,63,43.93,Youssef Ahmed MASRAHI,31 DEC 1987,KSA,1h2,"National Stadium, Beijing (CHN)",23 AUG 2015,1255
66,63,43.93,Rusheen MCDONALD,17 AUG 1992,JAM,2h2,"National Stadium, Beijing (CHN)",23 AUG 2015,1255
67,63,43.93,Anthony José ZAMBRANO,17 JAN 1998,COL,2sf1,"National Stadium, Tokyo (JPN)",02 AUG 2021,1255
68,69,43.94,Michael JOHNSON,13 SEP 1967,USA,1,"Olympiastadion, Berlin (GER)",27 AUG 1993,1255
69,69,43.94,Kirani JAMES,01 SEP 1992,GRN,1,"Olympic Stadium, London (GBR)",06 AUG 2012,1255
70,69,43.94,Akeem BLOOMFIELD,10 NOV 1997,JAM,2,"Eugene, OR (USA)",08 JUN 2018,1255
71,72,43.95,Michael JOHNSON,13 SEP 1967,USA,1sf1,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1254
72,72,43.95,Kirani JAMES,01 SEP 1992,GRN,1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1254
73,72,43.95,Isaac MAKWALA,24 SEP 1985,BOT,1,"Letzigrund, Zürich (SUI)",24 AUG 2017,1254
74,75,43.96,Michael JOHNSON,13 SEP 1967,USA,1,"Stade Louis II, Monaco (MON)",08 AUG 1998,1253
75,75,43.96,LaShawn MERRITT,27 JUN 1986,USA,2,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1253
76,75,43.96,Kirani JAMES,01 SEP 1992,GRN,1,Paris (FRA),06 JUL 2013,1253
77,75,43.96,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,Paris (FRA),04 JUL 2015,1253
78,79,43.97,Larry JAMES,06 NOV 1947,USA,2,"Estadio Olímpico, Ciudad de México (MEX)",18 OCT 1968,1252
79,79,43.97,Quincy WATTS,19 JUN 1970,USA,1sf1,"New Orleans, LA (USA)",24 JUN 1992,1252
80,79,43.97,Kirani JAMES,01 SEP 1992,GRN,1,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1252
81,79,43.97,LaShawn MERRITT,27 JUN 1986,USA,2,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1252
82,79,43.97,LaShawn MERRITT,27 JUN 1986,USA,1,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1252
83,84,43.98,Danny EVERETT,01 NOV 1966,USA,2,"Indianapolis, IN (USA)",20 JUL 1988,1252
84,84,43.98,Michael JOHNSON,13 SEP 1967,USA,1f1,London (GBR),10 JUL 1992,1252
85,84,43.98,Jeremy WARINER,31 JAN 1984,USA,1f1,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1252
86,84,43.98,LaShawn MERRITT,27 JUN 1986,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 SEP 2008,1252
87,84,43.98,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Olympic Stadium, London (GBR)",08 AUG 2017,1252
88,89,43.99,Jeremy WARINER,31 JAN 1984,USA,1,"Crystal Palace, London (GBR)",28 JUL 2006,1251
89,89,43.99,Steven GARDINER,12 SEP 1995,BAH,1,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1251
90,91,44.0,Quincy WATTS,19 JUN 1970,USA,1,"Austin, TX (USA)",06 JUN 1992,1250
91,91,44.0,Jeremy WARINER,31 JAN 1984,USA,1,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1250
92,91,44.0,LaShawn MERRITT,27 JUN 1986,USA,1,"Eugene, OR (USA)",03 JUL 2008,1250
93,94,44.01,Isaac MAKWALA,24 SEP 1985,BOT,1f1,La Chaux-de-Fonds (SUI),06 JUL 2014,1250
94,94,44.01,Machel CEDENIO,06 SEP 1995,TTO,4,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1250
95,96,44.02,Jeremy WARINER,31 JAN 1984,USA,1f1,Stockholm (SWE),25 JUL 2006,1249
96,96,44.02,Jeremy WARINER,31 JAN 1984,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1249
97,96,44.02,Jeremy WARINER,31 JAN 1984,USA,1,Osaka (JPN),05 MAY 2007,1249
98,96,44.02,Jeremy WARINER,31 JAN 1984,USA,1,Shanghai (CHN),28 SEP 2007,1249
99,96,44.02,Kirani JAMES,01 SEP 1992,GRN,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2013,1249
0,96,44.02,Kirani JAMES,01 SEP 1992,GRN,1sf1,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1249
1,96,44.02,Baboloki THEBE,18 MAR 1997,BOT,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1249
2,96,44.02,Kirani JAMES,01 SEP 1992,GRN,2,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1249
3,104,44.03,LaShawn MERRITT,27 JUN 1986,USA,1,"Olympiastadion, Berlin (GER)",01 JUN 2008,1248
4,104,44.03,Fred KERLEY,07 MAY 1995,USA,1,"Sacramento, CA (USA)",24 JUN 2017,1248
5,104,44.03,Michael CHERRY,23 MAR 1995,USA,1,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1248
6,107,44.04,Michael JOHNSON,13 SEP 1967,USA,1,"Olympiastadion, Berlin (GER)",30 AUG 1994,1247
7,107,44.04,Michael NORMAN,03 DEC 1997,USA,1sf2,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019,1247
8,109,44.05,Angelo TAYLOR,29 DEC 1978,USA,1,"Indianapolis, IN (USA)",23 JUN 2007,1247
9,109,44.05,Jeremy WARINER,31 JAN 1984,USA,1,"Crystal Palace, London (GBR)",03 AUG 2007,1247
10,109,44.05,Jeremy WARINER,31 JAN 1984,USA,1,"Olympiastadion, Berlin (GER)",16 SEP 2007,1247
11,112,44.06,Danny EVERETT,01 NOV 1966,USA,1,Sevilla (ESP),30 MAY 1990,1246
12,112,44.06,Michael JOHNSON,13 SEP 1967,USA,1,Bruxelles (BEL),28 AUG 1998,1246
13,112,44.06,LaShawn MERRITT,27 JUN 1986,USA,2,"Indianapolis, IN (USA)",23 JUN 2007,1246
14,112,44.06,LaShawn MERRITT,27 JUN 1986,USA,1,"Olympiastadion, Berlin (GER)",21 AUG 2009,1246
15,116,44.07,Michael JOHNSON,13 SEP 1967,USA,1,Bruxelles (BEL),25 AUG 2000,1245
16,116,44.07,Jeremy WARINER,31 JAN 1984,USA,2,"Olympiastadion, Berlin (GER)",01 JUN 2008,1245
17,116,44.07,Abdalelah HAROUN,01 JAN 1997,QAT,1,"Olympic Stadium, London (GBR)",21 JUL 2018,1245
18,116,44.07,Michael NORMAN,03 DEC 1997,USA,1,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1245
19,120,44.08,Steve LEWIS,16 MAY 1969,USA,2,"New Orleans, LA (USA)",26 JUN 1992,1245
20,120,44.08,Butch REYNOLDS,08 JUN 1964,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1245
21,120,44.08,Kirani JAMES,01 SEP 1992,GRN,1,"Des Moines, IA (USA)",29 APR 2016,1245
22,120,44.08,Isaac MAKWALA,24 SEP 1985,BOT,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1245
23,120,44.08,Anthony José ZAMBRANO,17 JAN 1998,COL,2,"National Stadium, Tokyo (JPN)",05 AUG 2021,1245
24,125,44.09,Danny EVERETT,01 NOV 1966,USA,3,"Olympic Stadium, Jamsil, Seoul (KOR)",28 SEP 1988,1244
25,125,44.09,Alvin HARRISON,20 JAN 1974,USA,3,"Atlanta, GA (USA)",19 JUN 1996,1244
26,125,44.09,Jerome YOUNG,14 AUG 1976,USA,1,"New Orleans, LA (USA)",21 JUN 1998,1244
27,125,44.09,LaShawn MERRITT,27 JUN 1986,USA,2,Paris (FRA),06 JUL 2013,1244
28,125,44.09,Fred KERLEY,07 MAY 1995,USA,1h1,"Columbia, SC (USA)",12 MAY 2017,1244
29,125,44.09,Fred KERLEY,07 MAY 1995,USA,2sf2,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019,1244
30,131,44.1,Butch REYNOLDS,08 JUN 1964,USA,1,"Columbus, OH (USA)",03 MAY 1987,1243
31,131,44.1,Gary KIKAYA,04 FEB 1978,COD,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1243
32,131,44.1,Fred KERLEY,07 MAY 1995,USA,1,"Eugene, OR (USA)",09 JUN 2017,1243
33,134,44.11,Steve LEWIS,16 MAY 1969,USA,1sf2,"Indianapolis, IN (USA)",18 JUL 1988,1242
34,134,44.11,Isaac MAKWALA,24 SEP 1985,BOT,1sf2,"National Stadium, Beijing (CHN)",24 AUG 2015,1242
35,134,44.11,Luguelín SANTOS,12 NOV 1992,DOM,4,"National Stadium, Beijing (CHN)",26 AUG 2015,1242
36,134,44.11,Wayde VAN NIEKERK,15 JUL 1992,RSA,1h2,Bloemfontein (RSA),06 MAY 2016,1242
37,134,44.11,Fred KERLEY,07 MAY 1995,USA,1sf1,"Sacramento, CA (USA)",23 JUN 2017,1242
38,134,44.11,Michael NORMAN,03 DEC 1997,USA,1,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1242
39,140,44.12,Butch REYNOLDS,08 JUN 1964,USA,2,"Eugene, OR (USA)",19 JUN 1993,1242
40,140,44.12,Michael JOHNSON,13 SEP 1967,USA,1,"Olympic Stadium, Athina (GRE)",05 AUG 1997,1242
41,140,44.12,Jeremy WARINER,31 JAN 1984,USA,,"Waco, TX (USA)",22 APR 2006,1242
42,140,44.12,LaShawn MERRITT,27 JUN 1986,USA,1sf3,"National Stadium, Beijing (CHN)",19 AUG 2008,1242
43,140,44.12,LaShawn MERRITT,27 JUN 1986,USA,1,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1242
44,140,44.12,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Stade Louis II, Monaco (MON)",15 JUL 2016,1242
45,146,44.13,Butch REYNOLDS,08 JUN 1964,USA,1,"Baton Rouge, LA (USA)",06 JUN 1987,1241
46,146,44.13,Quincy WATTS,19 JUN 1970,USA,1,Sestriere (ITA),28 JUL 1993,1241
47,146,44.13,Butch REYNOLDS,08 JUN 1964,USA,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",17 AUG 1993,1241
48,146,44.13,Derek MILLS,09 JUL 1972,USA,1,"Eugene, OR (USA)",04 JUN 1995,1241
49,146,44.13,Jeremy WARINER,31 JAN 1984,USA,1,"Letzigrund, Zürich (SUI)",19 AUG 2010,1241
50,146,44.13,LaShawn MERRITT,27 JUN 1986,USA,1,"Letzigrund, Zürich (SUI)",29 AUG 2013,1241
51,146,44.13,Nathon ALLEN,28 OCT 1995,JAM,3,"Eugene, OR (USA)",08 JUN 2018,1241
52,146,44.13,Steven GARDINER,12 SEP 1995,BAH,1sf2,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019,1241
53,146,44.13,Randolph ROSS,01 JAN 2001,USA,1,"Hayward Field, Eugene, OR (USA)",10 JUN 2022,1241
54,155,44.14,Roberto HERNÁNDEZ,06 MAR 1967,CUB,2,Sevilla (ESP),30 MAY 1990,1240
55,155,44.14,LaShawn MERRITT,27 JUN 1986,USA,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1240
56,155,44.14,LaShawn MERRITT,27 JUN 1986,USA,1f2,Ponce (PUR),17 MAY 2014,1240
57,155,44.14,Steven GARDINER,12 SEP 1995,BAH,1,"Stadion Śląski, Chorzów (POL)",14 SEP 2019,1240
58,155,44.14,Steven GARDINER,12 SEP 1995,BAH,1sf3,"National Stadium, Tokyo (JPN)",02 AUG 2021,1240
59,160,44.15,Butch REYNOLDS,08 JUN 1964,USA,1,London (GBR),10 JUL 1987,1240
60,160,44.15,Anthuan MAYBANK,30 DEC 1969,USA,1f2,Lausanne (SUI),03 JUL 1996,1240
61,160,44.15,Jeremy WARINER,31 JAN 1984,USA,1sf1,"National Stadium, Beijing (CHN)",19 AUG 2008,1240
62,160,44.15,Kirani JAMES,01 SEP 1992,GRN,1,Baie Mahault (FRA),14 MAY 2016,1240
63,160,44.15,Anthony José ZAMBRANO,17 JAN 1998,COL,2,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1240
64,165,44.16,Otis HARRIS,30 JUN 1982,USA,2,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1239
65,165,44.16,LaShawn MERRITT,27 JUN 1986,USA,1,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1239
66,165,44.16,Kirani JAMES,01 SEP 1992,GRN,1sf1,"National Stadium, Beijing (CHN)",24 AUG 2015,1239
67,168,44.17,Innocent EGBUNIKE,30 NOV 1961,NGR,1f1,"Letzigrund, Zürich (SUI)",19 AUG 1987,1238
68,168,44.17,Michael JOHNSON,13 SEP 1967,USA,1f1,Lausanne (SUI),10 JUL 1991,1238
69,168,44.17,Kirani JAMES,01 SEP 1992,GRN,2,Paris (FRA),04 JUL 2015,1238
70,168,44.17,Fred KERLEY,07 MAY 1995,USA,3,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1238
71,168,44.17,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"McArthur Stadium, Potchefstroom (RSA)",01 APR 2023,1238
72,173,44.18,Samson KITUR,25 FEB 1966,KEN,2sf2,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,1237
73,173,44.18,Anthuan MAYBANK,30 DEC 1969,USA,1f1,Zürich (SUI),14 AUG 1996,1237
74,173,44.18,Alvin HARRISON,20 JAN 1974,USA,1,Brisbane (AUS),08 SEP 2000,1237
75,173,44.18,LaShawn MERRITT,27 JUN 1986,USA,1,"Letzigrund, Zürich (SUI)",03 SEP 2015,1237
76,177,44.19,Jerome YOUNG,14 AUG 1976,USA,1,"Edwardsville, IL (USA)",23 MAY 1998,1237
77,177,44.19,Alvin HARRISON,20 JAN 1974,USA,2f1,Zürich (SUI),12 AUG 1998,1237
78,177,44.19,LaShawn MERRITT,27 JUN 1986,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1237
79,177,44.19,LaShawn MERRITT,27 JUN 1986,USA,1f1,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1237
80,177,44.19,Isaac MAKWALA,24 SEP 1985,BOT,3h2,"National Stadium, Beijing (CHN)",23 AUG 2015,1237
81,177,44.19,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1237
82,177,44.19,Nathon ALLEN,28 OCT 1995,JAM,2sf1,"Olympic Stadium, London (GBR)",06 AUG 2017,1237
83,177,44.19,Kirani JAMES,01 SEP 1992,GRN,3,"National Stadium, Tokyo (JPN)",05 AUG 2021,1237
84,185,44.2,Danny EVERETT,01 NOV 1966,USA,2f1,"Letzigrund, Zürich (SUI)",17 AUG 1988,1236
85,185,44.2,Charles GITONGA,05 OCT 1971,KEN,1,Nairobi (KEN),28 JUN 1996,1236
86,185,44.2,Jeremy WARINER,31 JAN 1984,USA,1,"Carson, CA (USA)",25 JUN 2005,1236
87,185,44.2,Jeremy WARINER,31 JAN 1984,USA,1,Zürich (SUI),18 AUG 2006,1236
88,185,44.2,Jeremy WARINER,31 JAN 1984,USA,2,"Eugene, OR (USA)",03 JUL 2008,1236
89,190,44.21,Michael JOHNSON,13 SEP 1967,USA,1,Rieti (ITA),09 SEP 1990,1235
90,190,44.21,Ian MORRIS,30 NOV 1961,TTO,3sf2,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,1235
91,190,44.21,Steve LEWIS,16 MAY 1969,USA,2,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,1235
92,190,44.21,LaShawn MERRITT,27 JUN 1986,USA,1,"Letzigrund, Zürich (SUI)",28 AUG 2009,1235
93,190,44.21,LaShawn MERRITT,27 JUN 1986,USA,1,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2013,1235
94,190,44.21,LaShawn MERRITT,27 JUN 1986,USA,2sf1,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1235
95,190,44.21,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1,Nairobi (KEN),23 JUN 2018,1235
96,190,44.21,Michael CHERRY,23 MAR 1995,USA,4,"National Stadium, Tokyo (JPN)",05 AUG 2021,1235
97,190,44.21,Steven GARDINER,12 SEP 1995,BAH,1,"Stade Charléty, Paris (FRA)",18 JUN 2022,1235
98,190,44.21,Rai BENJAMIN,27 JUL 1997,USA,1f1,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",08 APR 2023,1235
99,190,44.21,Wayde VAN NIEKERK,15 JUL 1992,RSA,1f1,"National Stadium, Kingston (JAM)",03 JUN 2023,1235
0,201,44.22,Roberto HERNÁNDEZ,06 MAR 1967,CUB,1,Ciudad de México (MEX),22 MAY 1988,1235
1,201,44.22,Michael JOHNSON,13 SEP 1967,USA,1,Köln (GER),08 SEP 1991,1235
2,201,44.22,Quincy WATTS,19 JUN 1970,USA,3,"New Orleans, LA (USA)",26 JUN 1992,1235
3,201,44.22,Michael JOHNSON,13 SEP 1967,USA,1f1,Zürich (SUI),04 AUG 1993,1235
4,201,44.22,Butch REYNOLDS,08 JUN 1964,USA,2,"Ullevi Stadium, Göteborg (SWE)",09 AUG 1995,1235
5,201,44.22,Jeremy WARINER,31 JAN 1984,USA,1,"Poljud Stadion, Split (CRO)",04 SEP 2010,1235
6,201,44.22,Kirani JAMES,01 SEP 1992,GRN,1,"Des Moines, IA (USA)",24 APR 2015,1235
7,201,44.22,LaShawn MERRITT,27 JUN 1986,USA,2,"Des Moines, IA (USA)",29 APR 2016,1235
8,201,44.22,Baboloki THEBE,18 MAR 1997,BOT,1,Gaborone (BOT),21 MAY 2016,1235
9,201,44.22,Kirani JAMES,01 SEP 1992,GRN,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1235
10,201,44.22,Gil ROBERTS,15 MAR 1989,USA,2,"Sacramento, CA (USA)",24 JUN 2017,1235
11,201,44.22,Wayde VAN NIEKERK,15 JUL 1992,RSA,1sf2,"Olympic Stadium, London (GBR)",06 AUG 2017,1235
12,201,44.22,Steven GARDINER,12 SEP 1995,BAH,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",23 APR 2022,1235
13,214,44.23,Innocent EGBUNIKE,30 NOV 1961,NGR,1,Nairobi (KEN),09 AUG 1987,1234
14,214,44.23,Michael JOHNSON,13 SEP 1967,USA,1,"Norman, OK (USA)",11 APR 1992,1234
15,214,44.23,LaShawn MERRITT,27 JUN 1986,USA,2,"Crystal Palace, London (GBR)",03 AUG 2007,1234
16,214,44.23,Isaac MAKWALA,24 SEP 1985,BOT,1,"Le Grande Stade, Marrakesh (MAR)",12 AUG 2014,1234
17,214,44.23,Kirani JAMES,01 SEP 1992,GRN,1,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1234
18,214,44.23,Isaac MAKWALA,24 SEP 1985,BOT,2,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1234
19,214,44.23,Kahmari MONTGOMERY,16 AUG 1997,USA,1,"Austin, TX (USA)",07 JUN 2019,1234
20,214,44.23,Kirani JAMES,01 SEP 1992,GRN,2sf2,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019,1234
21,214,44.23,Randolph ROSS,01 JAN 2001,USA,1h3,"Billy Hayes T& F Complex, Bloomington, IN (USA)",27 MAY 2022,1234
