"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
72,2264,44.95,Bert CAMERON,16 NOV 1959,JAM,3,Sevilla (ESP),30 MAY 1990,1183
73,2264,44.95,Andrew VALMON,01 JAN 1965,USA,4,Sevilla (ESP),30 MAY 1990,1183
74,2264,44.95,Daniel CLARENCE,11 JUN 1961,USA,3,"Norwalk, CA (USA)",16 JUN 1990,1183
75,2264,44.95,Darnell HALL,26 SEP 1971,USA,3sf2,"New Orleans, LA (USA)",24 JUN 1992,1183
76,2264,44.95,Ibrahim Muftah ISMAIL FARAJ,10 MAY 1972,QAT,2qf3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,1183
77,2264,44.95,Danny MCCRAY,11 MAR 1974,USA,3,"Austin, TX (USA)",19 APR 1997,1183
78,2264,44.95,Tyree WASHINGTON,28 AUG 1976,USA,sf,"Indianapolis, IN (USA)",13 JUN 1997,1183
79,2264,44.95,Milton CAMPBELL,15 MAY 1976,USA,4,"Indianapolis, IN (USA)",14 JUN 1997,1183
80,2264,44.95,Jamie BAULCH,03 MAY 1973,GBR,1,Bellinzona (SUI),18 AUG 1997,1183
81,2264,44.95,Clement CHUKWU,07 JUL 1973,NGR,1,Malmö (SWE),03 AUG 1998,1183
82,2264,44.95,Iwan THOMAS,05 JAN 1974,GBR,3,Bruxelles (BEL),28 AUG 1998,1183
83,2264,44.95,Jerome DAVIS,20 AUG 1977,USA,1,"Tempe, AZ (USA)",22 MAY 1999,1183
84,2264,44.95,Jerome DAVIS,20 AUG 1977,USA,2,Malmö (SWE),02 AUG 1999,1183
85,2264,44.95,Ja'Warren HOOKER,24 SEP 1978,USA,1,"Flagstaff, AZ (USA)",06 JUL 2000,1183
86,2264,44.95,Marc RAQUIL,02 APR 1977,FRA,1,"Weserstadion, Bremen (GER)",23 JUN 2001,1183
87,2264,44.95,Hamdan Odha AL BISHI,05 MAY 1981,KSA,2,Busan (KOR),09 OCT 2002,1183
88,2264,44.95,Darold WILLIAMSON,19 FEB 1983,USA,2,"Lincoln, NE (USA)",31 MAY 2003,1183
89,2264,44.95,Andrew ROCK,23 JAN 1982,USA,5,"Sacramento, CA (USA)",15 JUL 2004,1183
90,2264,44.95,Michael BLACKWOOD,29 AUG 1976,JAM,1f2,Thessaloniki (GRE),19 JUL 2004,1183
91,2264,44.95,Michael BLACKWOOD,29 AUG 1976,JAM,1,"Stade Louis II, Monaco (MON)",18 SEP 2004,1183
92,2264,44.95,Marc RAQUIL,02 APR 1977,FRA,1sf1,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1183
93,2264,44.95,LaShawn MERRITT,27 JUN 1986,USA,1,"National Stadium, Kingston (JAM)",05 MAY 2007,1183
94,2264,44.95,Alleyne FRANCIQUE,07 JUN 1976,GRN,1h3,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1183
95,2264,44.95,John STEFFENSEN,30 AUG 1982,AUS,4sf3,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1183
96,2264,44.95,Leslie DJHONE,18 MAR 1981,FRA,3,"Stade Louis II, Monaco (MON)",29 JUL 2008,1183
97,2264,44.95,Christopher BROWN,15 OCT 1978,BAH,1sf3,"Olympiastadion, Berlin (GER)",19 AUG 2009,1183
98,2264,44.95,David GILLICK,09 JUL 1983,IRL,1f1,Barcelona (ESP),09 JUL 2010,1183
99,2264,44.95,William COLLAZO,31 AUG 1986,CUB,2f1,"Moratalaz, Madrid (ESP)",09 JUL 2011,1183
0,2264,44.95,Christopher BROWN,15 OCT 1978,BAH,2,"Crystal Palace, London (GBR)",14 JUL 2012,1183
1,2264,44.95,Anderson HENRIQUES,03 MAR 1992,BRA,3sf1,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013,1183
2,2264,44.95,LaShawn MERRITT,27 JUN 1986,USA,1h2,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1183
3,2264,44.95,Marcus CHAMBERS,03 NOV 1994,USA,4sf1,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1183
4,2264,44.95,Orukpe ERAYOKAN,20 DEC 1993,NGR,1sf2,Brazzaville (CGO),14 SEP 2015,1183
5,2264,44.95,Javon FRANCIS,14 DEC 1994,JAM,1,Kingston (JAM),03 JUL 2016,1183
6,2264,44.95,Akeem BLOOMFIELD,10 NOV 1997,JAM,1sf2,"Eugene, OR (USA)",07 JUN 2017,1183
7,2264,44.95,Baboloki THEBE,18 MAR 1997,BOT,1,"Bislett Stadion, Oslo (NOR)",15 JUN 2017,1183
8,2264,44.95,Kyle COLLINS,04 SEP 1994,USA,3h2,"Sacramento, CA (USA)",22 JUN 2017,1183
9,2264,44.95,Matthew HUDSON-SMITH,26 OCT 1994,GBR,3,"Letzigrund, Zürich (SUI)",30 AUG 2018,1183
10,2264,44.95,Steven GARDINER,12 SEP 1995,BAH,1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1183
11,2264,44.95,Liemarvin BONEVACIA,05 APR 1989,NED,1h6,"National Stadium, Tokyo (JPN)",01 AUG 2021,1183
12,2264,44.95,Luis AVILÉS FERREIRO,03 MAR 2002,MEX,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",21 AUG 2021,1183
13,2264,44.95,Tyler JOHNSON,11 FEB 1998,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",09 APR 2022,1183
14,2264,44.95,Randolph ROSS,01 JAN 2001,USA,1f3,"Drake Stadium, Des Moines, IA (USA)",29 APR 2022,1183
15,2264,44.95,Bryce DEADMON,26 MAR 1997,USA,2sf1,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1183
16,2264,44.95,Wayde VAN NIEKERK,15 JUL 1992,RSA,1sf2,"McArthur Stadium, Potchefstroom (RSA)",31 MAR 2023,1183
17,2318,44.96,Sunday UTI,23 OCT 1962,NGR,2,"Houston, TX (USA)",04 JUN 1983,1183
18,2318,44.96,Michael FRANKS,23 SEP 1963,USA,4,"Colorado Springs, CO (USA)",02 JUL 1983,1183
19,2318,44.96,Thomas SCHÖNLEBE,06 AUG 1965,GDR,1,Moskva (URS),17 AUG 1985,1183
20,2318,44.96,Darrell ROBINSON,23 DEC 1963,USA,1,Lausanne (SUI),02 SEP 1986,1183
21,2318,44.96,Roddie HALEY,06 DEC 1965,USA,1,"Lubbock, TX (USA)",17 MAY 1987,1183
22,2318,44.96,Thomas SCHÖNLEBE,06 AUG 1965,GDR,1,Praha (TCH),27 JUN 1987,1183
23,2318,44.96,Steve LEWIS,16 MAY 1969,USA,1h2,"Westwood, CA (USA)",21 MAY 1988,1183
24,2318,44.96,Darren CLARK,06 SEP 1965,AUS,2qf3,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988,1183
25,2318,44.96,Cayetano CORNET,22 AUG 1963,ESP,1,Barcelona (ESP),12 AUG 1989,1183
26,2318,44.96,Jens CARLOWITZ,08 AUG 1964,GDR,1,Tokyo (JPN),16 SEP 1989,1183
27,2318,44.96,Roger BLACK,31 MAR 1966,GBR,4,Sevilla (ESP),30 MAY 1991,1183
28,2318,44.96,Darnell HALL,26 SEP 1971,USA,2,"Austin, TX (USA)",09 MAY 1992,1183
29,2318,44.96,Andrew VALMON,01 JAN 1965,USA,4,"Indianapolis, IN (USA)",10 JUN 1992,1183
30,2318,44.96,Andrew VALMON,01 JAN 1965,USA,2,Sestriere (ITA),21 JUL 1992,1183
31,2318,44.96,Andrew VALMON,01 JAN 1965,USA,1,Linz (AUT),13 AUG 1992,1183
32,2318,44.96,Quincy WATTS,19 JUN 1970,USA,1,Sheffield (GBR),14 AUG 1992,1183
33,2318,44.96,Andrew VALMON,01 JAN 1965,USA,1sf2,"Eugene, OR (USA)",18 JUN 1993,1183
34,2318,44.96,Butch REYNOLDS,08 JUN 1964,USA,2,London (GBR),10 SEP 1993,1183
35,2318,44.96,Sunday Olarewaju BADA,22 JUN 1969,NGR,2,Madrid (ESP),06 SEP 1994,1183
36,2318,44.96,Marlon RAMSEY,11 SEP 1974,USA,1,Gateshead (GBR),21 AUG 1995,1183
37,2318,44.96,Derek MILLS,09 JUL 1972,USA,2,"Olympiastadion, Berlin (GER)",01 SEP 1995,1183
38,2318,44.96,Ibrahim Muftah ISMAIL FARAJ,10 MAY 1972,QAT,1,Jakarta (INA),23 SEP 1995,1183
39,2318,44.96,Quincy WATTS,19 JUN 1970,USA,4,"Walnut, CA (USA)",21 APR 1996,1183
40,2318,44.96,Jerome YOUNG,14 AUG 1976,USA,1,"Odessa, TX (USA)",17 MAY 1996,1183
41,2318,44.96,LaMont SMITH,11 DEC 1972,USA,3,"Eugene, OR (USA)",26 MAY 1996,1183
42,2318,44.96,Davian CLARKE,30 APR 1976,JAM,1,Kingston (JAM),29 JUN 1996,1183
43,2318,44.96,Ibrahim Muftah ISMAIL FARAJ,10 MAY 1972,QAT,2qf2,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,1183
44,2318,44.96,Davis KAMOGA,17 JUL 1968,UGA,4,Bruxelles (BEL),23 AUG 1996,1183
45,2318,44.96,Jerome YOUNG,14 AUG 1976,USA,2,Moskva (RUS),05 SEP 1998,1183
46,2318,44.96,Iwan THOMAS,05 JAN 1974,GBR,3,Moskva (RUS),05 SEP 1998,1183
47,2318,44.96,Jopie VAN OUDTSHOORN,05 FEB 1976,RSA,3,Roodeport (RSA),19 MAR 1999,1183
48,2318,44.96,Mark RICHARDSON,26 JUL 1972,GBR,1,Nürnberg (GER),13 JUN 1999,1183
49,2318,44.96,Mark RICHARDSON,26 JUL 1972,GBR,1,"Stade Charléty, Paris (FRA)",19 JUN 1999,1183
50,2318,44.96,Alvin HARRISON,20 JAN 1974,USA,1h6,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1183
51,2318,44.96,Eric MILAZAR,01 JUN 1975,MRI,2,Ottawa (CAN),21 JUL 2001,1183
52,2318,44.96,Jerry HARRIS,29 OCT 1981,USA,3,"Austin, TX (USA)",12 JUN 2004,1183
53,2318,44.96,Young Talkmore NYONGANI,02 SEP 1983,ZIM,1,Pretoria (RSA),18 MAR 2005,1183
54,2318,44.96,Derrick BREW,28 DEC 1977,USA,3,Monterrey (MEX),11 JUN 2005,1183
55,2318,44.96,Jeremy WARINER,31 JAN 1984,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1183
56,2318,44.96,Tyler CHRISTOPHER,03 OCT 1983,CAN,2,Zürich (SUI),19 AUG 2005,1183
57,2318,44.96,Xavier CARTER,08 DEC 1985,USA,1sf1,"Sacramento, CA (USA)",09 JUN 2006,1183
58,2318,44.96,Derrick BREW,28 DEC 1977,USA,1,Heusden-Zolder (BEL),22 JUL 2006,1183
59,2318,44.96,Ricardo CHAMBERS,07 OCT 1984,JAM,1f2,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1183
60,2318,44.96,LaShawn MERRITT,27 JUN 1986,USA,1h5,"National Stadium, Beijing (CHN)",18 AUG 2008,1183
61,2318,44.96,Calvin SMITH,10 DEC 1987,USA,1,"Gainesville, FL (USA)",17 MAY 2009,1183
62,2318,44.96,William COLLAZO,31 AUG 1986,CUB,1,La Habana (CUB),03 JUL 2009,1183
63,2318,44.96,Ricardo CHAMBERS,07 OCT 1984,JAM,4,"Letzigrund, Zürich (SUI)",19 AUG 2010,1183
64,2318,44.96,Jeremy WARINER,31 JAN 1984,USA,2,"Walnut, CA (USA)",21 APR 2012,1183
65,2318,44.96,Manteo MITCHELL,06 JUL 1987,USA,5,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1183
66,2318,44.96,Luguelín SANTOS,12 NOV 1992,DOM,2,"Alexander Stadium, Birmingham (GBR)",26 AUG 2012,1183
67,2318,44.96,LaShawn MERRITT,27 JUN 1986,USA,1,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1183
68,2318,44.96,Youssef Ahmed MASRAHI,31 DEC 1987,KSA,3f2,"National Stadium, Kingston (JAM)",03 MAY 2014,1183
69,2318,44.96,Gil ROBERTS,15 MAR 1989,USA,2,"Letzigrund, Zürich (SUI)",28 AUG 2014,1183
70,2318,44.96,Javon FRANCIS,14 DEC 1994,JAM,1,"Atlanta, GA (USA)",06 JUN 2015,1183
71,2318,44.96,Alphas Leken KISHOYIAN,01 JAN 1994,KEN,1,Eldoret (KEN),01 JUL 2016,1183
72,2318,44.96,Javon FRANCIS,14 DEC 1994,JAM,5sf1,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1183
73,2318,44.96,Obi IGBOKWE,28 JAN 1997,USA,4,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,1183
74,2318,44.96,Trevor STEWART,20 MAY 1997,USA,4,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1183
75,2318,44.96,Bryce DEADMON,26 MAR 1997,USA,7,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1183
76,2318,44.96,Bonface Ontuga MWERESA,13 NOV 1993,KEN,4,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1183
77,2318,44.96,Vernon NORWOOD,10 APR 1992,USA,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",08 AUG 2022,1183
78,2379,44.97,Lee EVANS,25 FEB 1947,USA,1qf1,Echo Summit (USA),13 SEP 1968,1182
79,2379,44.97,Walter MCCOY,15 NOV 1958,USA,2f2,Zürich (SUI),18 AUG 1982,1182
80,2379,44.97,Walter MCCOY,15 NOV 1958,USA,5,"Colorado Springs, CO (USA)",02 JUL 1983,1182
81,2379,44.97,Michael FRANKS,23 SEP 1963,USA,3sf1,San José (USA),26 JUN 1987,1182
82,2379,44.97,Darren CLARK,06 SEP 1965,AUS,3,London (GBR),10 JUL 1987,1182
83,2379,44.97,Jens CARLOWITZ,08 AUG 1964,GDR,5sf2,"Stadio Olimpico, Roma (ITA)",01 SEP 1987,1182
84,2379,44.97,Innocent EGBUNIKE,30 NOV 1961,NGR,6f1,"Letzigrund, Zürich (SUI)",17 AUG 1988,1182
85,2379,44.97,Gabriel TIACOH,10 SEP 1963,CIV,3,"Estadio Olímpico, Barcelona (ESP)",09 SEP 1989,1182
86,2379,44.97,Michael JOHNSON,13 SEP 1967,USA,1,Neubrandenburg (GER),21 JUN 1991,1182
87,2379,44.97,Danny EVERETT,01 NOV 1966,USA,3sf1,"National Stadium, Tokyo (JPN)",27 AUG 1991,1182
88,2379,44.97,Roger BLACK,31 MAR 1966,GBR,1,Barcelona (ESP),20 SEP 1991,1182
89,2379,44.97,Ian MORRIS,30 NOV 1961,TTO,1,"Modesto, CA (USA)",16 MAY 1992,1182
90,2379,44.97,Sunday Olarewaju BADA,22 JUN 1969,NGR,2,São Paulo (BRA),16 MAY 1993,1182
91,2379,44.97,Andrew VALMON,01 JAN 1965,USA,3,Rieti (ITA),28 AUG 1994,1182
92,2379,44.97,Abedenigo MATILU,21 NOV 1968,KEN,2qf1,"Ullevi Stadium, Göteborg (SWE)",06 AUG 1995,1182
93,2379,44.97,Leonard BYRD,17 MAR 1975,USA,5,"Walnut, CA (USA)",21 APR 1996,1182
94,2379,44.97,Mark RICHARDSON,26 JUL 1972,GBR,5f1,Zürich (SUI),14 AUG 1996,1182
95,2379,44.97,Jason ROUSER,22 MAR 1970,USA,sf,"Indianapolis, IN (USA)",13 JUN 1997,1182
96,2379,44.97,Alejandro Manuel CÁRDENAS,04 OCT 1974,MEX,1qf3,"La Cartuja, Sevilla (ESP)",23 AUG 1999,1182
97,2379,44.97,Alvin HARRISON,20 JAN 1974,USA,2f1,Zürich (SUI),11 AUG 2000,1182
98,2379,44.97,Calvin HARRISON,20 JAN 1974,USA,h,"Eugene, OR (USA)",21 JUN 2001,1182
99,2379,44.97,Ingo SCHULTZ,26 JUL 1975,GER,1,"Wattenscheid, Bochum (GER)",06 JUL 2002,1182
0,2379,44.97,Avard MONCUR,02 NOV 1978,BAH,4,"Stade Charléty, Paris (FRA)",14 SEP 2002,1182
1,2379,44.97,Tyree WASHINGTON,28 AUG 1976,USA,1,Osaka (JPN),10 MAY 2003,1182
2,2379,44.97,Andrew ROCK,23 JAN 1982,USA,2sf2,"Sacramento, CA (USA)",12 JUL 2004,1182
3,2379,44.97,Kelly WILLIE,07 SEP 1982,USA,6,"Sacramento, CA (USA)",15 JUL 2004,1182
4,2379,44.97,Brandon SIMPSON,06 SEP 1981,BRN,2sf3,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1182
5,2379,44.97,Brandon SIMPSON,06 SEP 1981,BRN,3,Rieti (ITA),05 SEP 2004,1182
6,2379,44.97,Derrick BREW,28 DEC 1977,USA,2,"Stade Louis II, Monaco (MON)",18 SEP 2004,1182
7,2379,44.97,Kelly WILLIE,07 SEP 1982,USA,1,"Tempe, AZ (USA)",16 APR 2005,1182
8,2379,44.97,Sanjay AYRE,19 JUN 1980,JAM,4,Kingston (JAM),26 JUN 2005,1182
9,2379,44.97,Christopher BROWN,15 OCT 1978,BAH,3,Zürich (SUI),19 AUG 2005,1182
10,2379,44.97,Andrew ROCK,23 JAN 1982,USA,5,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1182
11,2379,44.97,Darold WILLIAMSON,19 FEB 1983,USA,4,"Indianapolis, IN (USA)",23 JUN 2007,1182
12,2379,44.97,Jordan BOASE,10 OCT 1985,USA,2,"Tempe, AZ (USA)",17 MAY 2008,1182
13,2379,44.97,Tabarie HENRY,01 DEC 1987,ISV,2sf3,"Olympiastadion, Berlin (GER)",19 AUG 2009,1182
14,2379,44.97,Jonathan BORLÉE,22 FEB 1988,BEL,1h1,Bruxelles (BEL),23 JUL 2011,1182
15,2379,44.97,Kévin BORLÉE,22 FEB 1988,BEL,2,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1182
16,2379,44.97,Angelo TAYLOR,29 DEC 1978,USA,3,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1182
17,2379,44.97,Martyn ROONEY,03 APR 1987,GBR,2,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1182
18,2379,44.97,Steven SOLOMON,16 MAY 1993,AUS,3sf1,"Olympic Stadium, London (GBR)",05 AUG 2012,1182
19,2379,44.97,David VERBURG,14 MAY 1991,USA,4,Paris (FRA),06 JUL 2013,1182
20,2379,44.97,Youssef Ahmed MASRAHI,31 DEC 1987,KSA,6,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1182
21,2379,44.97,LaToy WILLIAMS,28 MAY 1988,BAH,1,Nassau (BAH),28 JUN 2014,1182
22,2379,44.97,Matthew HUDSON-SMITH,26 OCT 1994,GBR,3,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1182
23,2379,44.97,Luguelín SANTOS,12 NOV 1992,DOM,5,"Stade Louis II, Monaco (MON)",18 JUL 2014,1182
24,2379,44.97,Machel CEDENIO,06 SEP 1995,TTO,1f3,Ponce (PUR),23 MAY 2015,1182
25,2379,44.97,Machel CEDENIO,06 SEP 1995,TTO,1,"Olympiastadion, Stockholm (SWE)",30 JUL 2015,1182
26,2379,44.97,Lalonde GORDON,25 NOV 1988,TTO,3h4,"National Stadium, Beijing (CHN)",23 AUG 2015,1182
27,2379,44.97,Isaac MAKWALA,24 SEP 1985,BOT,2,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1182
28,2379,44.97,Michael NORMAN,03 DEC 1997,USA,2sf2,"Eugene, OR (USA)",07 JUN 2017,1182
29,2379,44.97,Michael CHERRY,23 MAR 1995,USA,4,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1182
30,2379,44.97,Rai BENJAMIN,27 JUL 1997,USA,2,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1182
31,2379,44.97,Jonathan JONES,06 FEB 1999,BAR,1sf1,"Hayward Field, Eugene, OR (USA)",08 JUN 2022,1182
32,2379,44.97,Christopher TAYLOR,01 OCT 1999,JAM,3sf1,"Hayward Field, Eugene, OR (USA)",20 JUL 2022,1182
33,2379,44.97,Wayde VAN NIEKERK,15 JUL 1992,RSA,5,"Hayward Field, Eugene, OR (USA)",22 JUL 2022,1182
34,2379,44.97,James BENSON,,USA,2h1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",12 MAY 2023,1182
35,2379,44.97,Ryan WILLIE,24 JUN 2002,USA,1sf1,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1182
36,2437,44.98,Alberto JUANTORENA,03 DEC 1950,CUB,1,Berlin (GER),16 JUN 1977,1181
37,2437,44.98,Harald SCHMID,29 SEP 1957,FRG,1,Ciudad de México (MEX),11 SEP 1979,1181
38,2437,44.98,Bert CAMERON,16 NOV 1959,JAM,1,Paris (FRA),24 JUN 1981,1181
39,2437,44.98,Charles PHILLIPS,18 AUG 1959,USA,1,"Arlington, TX (USA)",07 MAY 1983,1181
40,2437,44.98,Michael FRANKS,23 SEP 1963,USA,1,Köln (GER),25 AUG 1985,1181
41,2437,44.98,Félix STEVENS,08 MAR 1964,CUB,1,Santiago de Chile (CHI),02 JUL 1986,1181
42,2437,44.98,Antonio MCKAY,09 FEB 1964,USA,1f2,Moskva (URS),07 JUL 1986,1181
43,2437,44.98,Ralf LÜBKE,17 JUN 1965,FRG,1,Berlin (GER),12 JUL 1986,1181
44,2437,44.98,Ray ARMSTEAD,27 MAY 1960,USA,1f1,"Letzigrund, Zürich (SUI)",13 AUG 1986,1181
45,2437,44.98,Robert STONE,05 JAN 1965,AUS,1,Melbourne (AUS),06 MAR 1988,1181
46,2437,44.98,Jeff REYNOLDS,25 JAN 1966,USA,5qf1,"Indianapolis, IN (USA)",17 JUL 1988,1181
47,2437,44.98,Mohamed AL MALKY,01 DEC 1962,OMA,1,Essen (GER),02 SEP 1988,1181
48,2437,44.98,Butch REYNOLDS,08 JUN 1964,USA,1,Bruxelles (BEL),25 AUG 1989,1181
49,2437,44.98,Danny EVERETT,01 NOV 1966,USA,1,Vigo (ESP),05 JUL 1990,1181
50,2437,44.98,Roberto HERNÁNDEZ,06 MAR 1967,CUB,2,Granada (ESP),25 MAY 1991,1181
51,2437,44.98,Quincy WATTS,19 JUN 1970,USA,3,"New York, NY (USA)",15 JUN 1991,1181
52,2437,44.98,Andrew VALMON,01 JAN 1965,USA,1,Sestriere (ITA),31 JUL 1991,1181
53,2437,44.98,Andrew VALMON,01 JAN 1965,USA,1,Koblenz (GER),11 SEP 1991,1181
54,2437,44.98,Roger BLACK,31 MAR 1966,GBR,1,Sheffield (GBR),15 SEP 1991,1181
55,2437,44.98,Roberto HERNÁNDEZ,06 MAR 1967,CUB,1,Caserta (ITA),11 JUN 1992,1181
56,2437,44.98,Willie CALDWELL,25 SEP 1963,USA,3sf1,"New Orleans, LA (USA)",24 JUN 1992,1181
57,2437,44.98,Samson KITUR,25 FEB 1966,KEN,1,Nice (FRA),21 JUL 1993,1181
58,2437,44.98,Antonio PETTIGREW,03 NOV 1967,USA,3,Rieti (ITA),05 SEP 1993,1181
59,2437,44.98,Sunday Olarewaju BADA,22 JUN 1969,NGR,6,Zürich (SUI),16 AUG 1995,1181
60,2437,44.98,Iwan THOMAS,05 JAN 1974,GBR,1,Pretoria (RSA),08 APR 1996,1181
61,2437,44.98,Calvin HARRISON,20 JAN 1974,USA,7f1,Lausanne (SUI),03 JUL 1996,1181
62,2437,44.98,Davian CLARKE,30 APR 1976,JAM,2qf1,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,1181
63,2437,44.98,Butch REYNOLDS,08 JUN 1964,USA,5,"Indianapolis, IN (USA)",14 JUN 1997,1181
64,2437,44.98,Iwan THOMAS,05 JAN 1974,GBR,1qf1,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1181
65,2437,44.98,Jerome YOUNG,14 AUG 1976,USA,h,"New Orleans, LA (USA)",19 JUN 1998,1181
66,2437,44.98,Mark RICHARDSON,26 JUL 1972,GBR,1,Nice (FRA),17 JUL 1999,1181
67,2437,44.98,Alejandro Manuel CÁRDENAS,04 OCT 1974,MEX,sf,Winnipeg (CAN),24 JUL 1999,1181
68,2437,44.98,Mark RICHARDSON,26 JUL 1972,GBR,1,Stockholm (SWE),30 JUL 1999,1181
69,2437,44.98,Mark RICHARDSON,26 JUL 1972,GBR,2qf3,"La Cartuja, Sevilla (ESP)",23 AUG 1999,1181
70,2437,44.98,Alejandro Manuel CÁRDENAS,04 OCT 1974,MEX,2f2,Athina (GRE),28 JUN 2000,1181
71,2437,44.98,Gregory HAUGHTON,10 NOV 1973,JAM,1,Kingston (JAM),22 JUL 2000,1181
72,2437,44.98,Davian CLARKE,30 APR 1976,JAM,2,Jena (GER),02 JUN 2001,1181
73,2437,44.98,Michael MCDONALD,17 MAR 1975,JAM,2,"Indianapolis, IN (USA)",28 JUL 2001,1181
74,2437,44.98,Gregory HAUGHTON,10 NOV 1973,JAM,3,"Commonwealth Stadium, Edmonton (CAN)",06 AUG 2001,1181
75,2437,44.98,Daniel CAINES,15 MAY 1979,GBR,1sf2,Manchester (GBR),27 JUL 2002,1181
76,2437,44.98,Fawzi Dahash AL SHAMMARI,13 FEB 1979,KUW,2,"Olympiastadion, Berlin (GER)",06 SEP 2002,1181
77,2437,44.98,Michael BLACKWOOD,29 AUG 1976,JAM,2sf3,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1181
78,2437,44.98,Ezra SAMBU,04 SEP 1978,KEN,1,Abuja (NGR),13 OCT 2003,1181
79,2437,44.98,Leslie DJHONE,18 MAR 1981,FRA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1181
80,2437,44.98,California MOLEFE,12 MAR 1980,BOT,1,Gaborone (BOT),16 APR 2005,1181
81,2437,44.98,Jamel ASHLEY,17 APR 1979,USA,1sf2,"Sacramento, CA (USA)",10 JUN 2005,1181
82,2437,44.98,Brandon SIMPSON,06 SEP 1981,BRN,2h1,"Olympiastadion, Helsinki (FIN)",09 AUG 2005,1181
83,2437,44.98,Andrew ROCK,23 JAN 1982,USA,1h4,"Olympiastadion, Helsinki (FIN)",09 AUG 2005,1181
84,2437,44.98,Ricardo CHAMBERS,07 OCT 1984,JAM,1sf2,"Sacramento, CA (USA)",09 JUN 2006,1181
85,2437,44.98,Tyler CHRISTOPHER,03 OCT 1983,CAN,6f1,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1181
86,2437,44.98,Michael BLACKWOOD,29 AUG 1976,JAM,2,Heusden-Zolder (BEL),22 JUL 2006,1181
87,2437,44.98,Sanjay AYRE,19 JUN 1980,JAM,4f1,Stockholm (SWE),07 AUG 2007,1181
88,2437,44.98,Andrae WILLIAMS,12 JUL 1983,BAH,1f1,"Lubbock, TX (USA)",07 MAY 2009,1181
89,2437,44.98,Dwight MULLINGS,10 DEC 1986,JAM,2,"Gainesville, FL (USA)",17 MAY 2009,1181
90,2437,44.98,David GILLICK,09 JUL 1983,IRL,1f1,La Chaux-de-Fonds (SUI),04 JUL 2010,1181
91,2437,44.98,Ricardo CHAMBERS,07 OCT 1984,JAM,1,"International Stadium, Gateshead (GBR)",10 JUL 2010,1181
92,2437,44.98,Mohamed Ashour KHWAJA,11 JAN 1987,LBA,1,"Nyayo National Stadium, Nairobi (KEN)",30 JUL 2010,1181
93,2437,44.98,Jeremy WARINER,31 JAN 1984,USA,2,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1181
94,2437,44.98,Greg NIXON,12 SEP 1981,USA,3,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1181
95,2437,44.98,Demetrius PINDER,13 FEB 1989,BAH,7,"Olympic Stadium, London (GBR)",06 AUG 2012,1181
96,2437,44.98,Jarrin SOLOMON,11 JAN 1986,TTO,1,Heusden-Zolder (BEL),19 JUL 2014,1181
