"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
68,662,1:20:08,Ruslan DMYTRENKO,22 MAR 1986,UKR,1.0,Lugano (SUI),16 MAR 2014,1188
69,662,1:20:08,Tomohiro NODA,24 JAN 1996,JPN,7.0,Nomi (JPN),15 MAR 2015,1188
70,662,1:20:08,Eiki TAKAHASHI,19 NOV 1992,JPN,6.0,La Coruña (ESP),06 JUN 2015,1188
71,662,1:20:08,Benjamin THORNE,19 MAR 1993,CAN,3.0,Adelaide (AUS),21 FEB 2016,1188
72,662,1:20:08,Paramjeet Singh BISHT,03 MAR 2002,IND,8.0,Nomi (JPN),19 MAR 2023,1188
73,674,1:20:09,Maurizio DAMILANO,06 APR 1957,ITA,1.0,Piacenza (ITA),13 MAY 1984,1188
74,674,1:20:09,Jacek MÜLLER,03 NOV 1973,POL,4.0,Eschborn (GER),12 JUN 1993,1188
75,674,1:20:09,Igor KOLLÁR,26 JUN 1965,SVK,14.0,Poděbrady (CZE),19 APR 1997,1188
76,674,1:20:09,Chuang PEI,05 DEC 1981,CHN,5.0,Yangzhou (CHN),12 APR 2003,1188
77,674,1:20:09,João VIEIRA,20 FEB 1976,POR,3.0,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1188
78,674,1:20:09,Igor YEROKHIN,04 SEP 1985,RUS,3.0,Leamington (GBR),20 MAY 2007,1188
79,674,1:20:09,Gabriel BORDIER,08 OCT 1997,FRA,8.0,La Coruña (ESP),03 JUN 2023,1188
80,681,1:20:10,Maurizio DAMILANO,06 APR 1957,ITA,4.0,Bergen (NOR),24 SEP 1983,1187
81,681,1:20:10,Igor LYUBOMIROV,09 NOV 1961,URS,2.0,Leningrad (URS),11 JUN 1988,1187
82,681,1:20:10,Artur SHUMAK,19 OCT 1963,URS,2.0,Kiev (URS),11 JUL 1991,1187
83,681,1:20:10,Hongjun ZHU,18 AUG 1983,CHN,2.0,Guangzhou (CHN),20 MAR 2004,1187
84,681,1:20:10,Yunfeng LIU,03 AUG 1979,CHN,4.0,Rio Maior (POR),02 APR 2005,1187
85,681,1:20:10,Sergey BAKULIN,13 NOV 1986,RUS,6.0,La Coruña (ESP),13 MAY 2006,1187
86,681,1:20:10,Hao WANG,16 AUG 1989,CHN,4.0,Wuxi (CHN),18 APR 2009,1187
87,681,1:20:10,Hyunsub KIM,31 MAY 1985,KOR,5.0,Taicang (CHN),22 APR 2011,1187
88,681,1:20:10,Giorgio RUBINO,15 APR 1986,ITA,4.0,Taicang (CHN),30 MAR 2012,1187
89,681,1:20:10,Gabriel BORDIER,08 OCT 1997,FRA,6.0,Poděbrady (CZE),16 MAY 2021,1187
90,681,1:20:10,Salih KORKMAZ,01 JAN 1997,TUR,7.0,Poděbrady (CZE),16 MAY 2021,1187
91,681,1:20:10,Zhaozhao WANG,01 SEP 1999,CHN,1.0,Nanjing (CHN),22 JAN 2022,1187
92,693,1:20:11,Grigoriy KORNEV,14 MAR 1961,URS,2.0,Leningrad (URS),04 AUG 1989,1187
93,693,1:20:11,Siarhei CHARNOU,05 FEB 1979,BLR,2.0,Nesvizh (BLR),15 APR 2006,1187
94,693,1:20:11,Jared TALLENT,17 OCT 1984,AUS,1.0,Beijing (CHN),18 APR 2008,1187
95,693,1:20:11,Masatora KAWANO,23 OCT 1998,JPN,4.0,La Coruña (ESP),02 JUN 2018,1187
96,693,1:20:11,Suraj PANWAR,02 APR 2001,IND,2.0,Ranchi (IND),14 FEB 2023,1187
97,698,1:20:12,Aleksandr POTASHOV,12 MAR 1962,BLR,2.0,Novopolotsk (BLR),21 MAY 1994,1187
98,698,1:20:12,Ilya MARKOV,19 JUN 1972,RUS,1.0,Izhevsk (RUS),04 JUN 1995,1187
99,698,1:20:12,Noé HERNÁNDEZ,15 MAR 1979,MEX,1.0,Wajima (JPN),18 APR 1999,1187
0,698,1:20:12,Zhide CUI,11 JAN 1983,CHN,2,Kunshan (CHN),23 MAY 2004,1187
1,698,1:20:12,Viktor BURAYEV,23 AUG 1982,RUS,4,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1187
2,698,1:20:12,Andrey KRIVOV,14 NOV 1985,RUS,4,Cheboksary (RUS),17 JUN 2007,1187
3,698,1:20:12,Aleksey KONKIN,07 OCT 1988,RUS,5,"Adler, Sochi (RUS)",28 FEB 2009,1187
4,698,1:20:12,Isamu FUJISAWA,12 OCT 1987,JPN,2,Nomi (JPN),14 MAR 2010,1187
5,698,1:20:12,Bertrand MOULINET,06 JAN 1987,FRA,8,"Olympic Stadium, London (GBR)",04 AUG 2012,1187
6,698,1:20:12,Konstantin PUZANOV,19 MAY 1991,UKR,3,Alushta (UKR),28 FEB 2014,1187
7,698,1:20:12,Inaki GOMEZ,16 JAN 1988,CAN,7,Roma (ITA),07 MAY 2016,1187
8,698,1:20:12,Daisuke MATSUNAGA,24 MAR 1995,JPN,1,Tokyo (JPN),01 JAN 2018,1187
9,698,1:20:12,Federico TONTODONATI,30 OCT 1989,ITA,1,Grottaglie (ITA),07 MAR 2021,1187
10,698,1:20:12,Jun ZHANG,20 JUL 1998,CHN,1,Xi'an (CHN),20 SEP 2021,1187
11,698,1:20:12,Lihong CUI,13 MAY 1999,CHN,2,Nanjing (CHN),22 JAN 2022,1187
12,713,1:20:13,Aigars FADEJEVS,27 DEC 1975,LAT,15,Poděbrady (CZE),19 APR 1997,1186
13,713,1:20:13,Andreas ERM,12 MAR 1976,GER,1,Hildesheim (GER),06 JUN 2004,1186
14,713,1:20:13,Zhide CUI,11 JAN 1983,CHN,5,Nanjing (CHN),19 OCT 2005,1186
15,713,1:20:13,Ivan TROTSKI,27 MAY 1976,BLR,4,Leamington (GBR),20 MAY 2007,1186
16,713,1:20:13,Evan DUNFEE,28 SEP 1990,CAN,10,Taicang (CHN),04 MAY 2014,1186
17,713,1:20:13,Zelin CAI,11 APR 1991,CHN,2,Beijing (CHN),20 MAR 2015,1186
18,713,1:20:13,Tom BOSWORTH,17 JAN 1990,GBR,6,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016,1186
19,713,1:20:13,Chendong ZHU,16 SEP 1999,CHN,10,Huangshan (CHN),09 MAR 2019,1186
20,713,1:20:13,Zelin CAI,11 APR 1991,CHN,2,Taicang (CHN),11 MAY 2019,1186
21,713,1:20:13,Ning LU,12 FEB 1999,CHN,1,Huangshan (CHN),20 MAR 2021,1186
22,723,1:20:14,Grigoriy KORNEV,14 MAR 1961,URS,6,Kiev (URS),30 JUL 1988,1186
23,723,1:20:14,Maurizio DAMILANO,06 APR 1957,ITA,3,"Olympic Stadium, Jamsil, Seoul (KOR)",23 SEP 1988,1186
24,723,1:20:14,Ilya MARKOV,19 JUN 1972,RUS,8,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1186
25,723,1:20:14,Viktor BURAYEV,23 AUG 1982,RUS,7,Naumburg (GER),02 MAY 2004,1186
26,723,1:20:14,Koichiro MORIOKA,02 APR 1985,JPN,3,Kobe (JPN),17 FEB 2013,1186
27,723,1:20:14,Matej TÓTH,10 FEB 1983,SVK,3,Poděbrady (CZE),13 APR 2013,1186
28,723,1:20:14,Takumi SAITO,23 MAR 1993,JPN,4,Kobe (JPN),21 FEB 2016,1186
29,723,1:20:14,Satoshi MARUO,28 NOV 1991,JPN,5,Kobe (JPN),21 FEB 2016,1186
30,723,1:20:14,Vasiliy MIZINOV,29 DEC 1997,ANA,1,Poděbrady (CZE),06 APR 2019,1186
31,723,1:20:14,Hiroto JUSHO,11 JAN 2000,JPN,2,Kobe (JPN),20 FEB 2022,1186
32,723,1:20:14,Caio BONFIM,19 MAR 1991,BRA,3,La Coruña (ESP),28 MAY 2022,1186
33,723,1:20:14,Andres Eduardo OLIVAS NÚÑEZ,27 MAY 1998,MEX,9,La Coruña (ESP),03 JUN 2023,1186
34,735,1:20:15,Caio BONFIM,19 MAR 1991,BRA,1,"COTP Stadium, São Paulo (BRA)",12 JUN 2021,1185
35,736,1:20:15,Yevgeniy MISYULYA,13 MAR 1964,URS,9,Moskva (URS),26 MAY 1990,1185
36,736,1:20:15,José David DOMÍNGUEZ,29 JUL 1980,ESP,9,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1185
37,736,1:20:15,Hongguang LI,10 FEB 1980,CHN,20,Cixi City (CHN),23 APR 2005,1185
38,736,1:20:15,Chao SUN,08 JAN 1987,CHN,10,Yangzhou (CHN),22 APR 2006,1185
39,736,1:20:15,Robert HEFFERNAN,28 FEB 1978,IRL,5,Leamington (GBR),20 MAY 2007,1185
40,736,1:20:15,Isamu FUJISAWA,12 OCT 1987,JPN,4,Kobe (JPN),16 FEB 2020,1185
41,736,1:20:15,Brian Daniel PINTADO,29 JUL 1995,ECU,4,La Coruña (ESP),05 JUN 2021,1185
42,736,1:20:15,Haruki MANJU,10 APR 2001,JPN,9,Nomi (JPN),19 MAR 2023,1185
43,744,1:20:16,Ernesto CANTO,18 OCT 1959,MEX,1,Harridslev (DEN),11 JUN 1989,1185
44,744,1:20:16,Ilya MARKOV,19 JUN 1972,RUS,2,"Olympic Stadium, Atlanta, GA (USA)",26 JUL 1996,1185
45,744,1:20:16,Igor YEROKHIN,04 SEP 1985,RUS,7,Sochi (RUS),12 MAR 2005,1185
46,744,1:20:16,Ronghua LU,21 FEB 1983,CHN,4,Shenzhen (CHN),24 MAR 2007,1185
47,744,1:20:16,Dmitriy YESIPCHUK,17 NOV 1974,RUS,5,Cheboksary (RUS),17 JUN 2007,1185
48,744,1:20:16,Ding CHEN,05 AUG 1992,CHN,2,Zhengzhou (CHN),14 MAR 2008,1185
49,744,1:20:16,Andrey KRIVOV,14 NOV 1985,RUS,1,Sochi (RUS),26 FEB 2011,1185
50,744,1:20:16,Matej TÓTH,10 FEB 1983,SVK,2,Rio Maior (POR),09 APR 2011,1185
51,744,1:20:16,Sandeep KUMAR,01 MAY 1986,IND,1f1,Ranchi (IND),13 FEB 2021,1185
52,744,1:20:16,Anton KURBATOV,10 FEB 2001,RUS,1,Cheboksary (RUS),29 MAY 2021,1185
53,744,1:20:16,Vasiliy MIZINOV,29 DEC 1997,ANA,1,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",27 AUG 2022,1185
54,755,1:20:17,Pavol BLAŽEK,09 JUL 1958,TCH,1,L'Hospitalet (ESP),24 APR 1988,1185
55,755,1:20:17,Chilsung PARK,08 JUL 1982,KOR,2,Yeochun (KOR),13 OCT 2008,1185
56,755,1:20:17,Zhen WANG,24 AUG 1991,CHN,1,La Coruña (ESP),28 MAY 2016,1185
57,755,1:20:17,Xiaoqiang ZHU,21 APR 2000,CHN,11,Huangshan (CHN),09 MAR 2019,1185
58,755,1:20:17,Jun ZHANG,20 JUL 1998,CHN,6,Nomi (JPN),17 MAR 2019,1185
59,755,1:20:17,Wayne SNYMAN,08 MAR 1985,RSA,2,Poděbrady (CZE),06 APR 2019,1185
60,755,1:20:17,Hongliang ZHANG,16 JAN 1999,CHN,2,Huangshan (CHN),20 MAR 2021,1185
61,755,1:20:17,Xiaoqiang ZHU,21 APR 2000,CHN,9,Huangshan (CHN),20 MAR 2021,1185
62,755,1:20:17,Wenchao NIU,20 APR 1998,CHN,3,Nanjing (CHN),22 JAN 2022,1185
63,764,1:20:18,Alessandro PEZZATINI,25 AUG 1957,ITA,2,Piacenza (ITA),13 MAY 1984,1184
64,764,1:20:18,Grigoriy KORNEV,14 MAR 1961,RUS,6,"Adler, Sochi (RUS)",11 FEB 1995,1184
65,764,1:20:18,Aigars FADEJEVS,27 DEC 1975,LAT,6,Eisenhüttenstadt (GER),17 JUN 2000,1184
66,764,1:20:18,Jefferson PÉREZ,01 JUL 1974,ECU,4,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1184
67,764,1:20:18,Viktor BURAYEV,23 AUG 1982,RUS,7,La Coruña (ESP),13 MAY 2006,1184
68,764,1:20:18,Juan Manuel MOLINA,15 MAR 1979,ESP,3,Kraków (POL),24 MAY 2008,1184
69,764,1:20:18,Pyotr BOGATYREV,11 MAR 1991,RUS,2,Sochi (RUS),26 FEB 2011,1184
70,764,1:20:18,Robert HEFFERNAN,28 FEB 1978,IRL,9,"Olympic Stadium, London (GBR)",04 AUG 2012,1184
71,764,1:20:18,Zelin CAI,11 APR 1991,CHN,2,Shenyang (CHN),11 MAY 2013,1184
72,764,1:20:18,Rafał FEDACZYŃSKI,03 DEC 1980,POL,2,Poděbrady (CZE),12 APR 2014,1184
73,764,1:20:18,Inaki GOMEZ,16 JAN 1988,CAN,11,Taicang (CHN),04 MAY 2014,1184
74,764,1:20:18,Vasiliy MIZINOV,29 DEC 1997,ANA,2,Alytus (LTU),19 MAY 2019,1184
75,764,1:20:18,José MONTANA,21 MAR 1992,COL,12,La Coruña (ESP),08 JUN 2019,1184
76,764,1:20:18,Hao XU,06 FEB 1999,CHN,4,Nanjing (CHN),22 JAN 2022,1184
77,778,1:20:19,Querubin MORENO,29 DEC 1959,COL,4,"New York, NY (USA)",03 MAY 1987,1184
78,778,1:20:19,Vyacheslav SMIRNOV,14 MAY 1957,URS,3,Leningrad (URS),11 JUN 1988,1184
79,778,1:20:19,Ilya MARKOV,19 JUN 1972,RUS,5,"Adler, Sochi (RUS)",14 FEB 1993,1184
80,778,1:20:19,Hatem GHOULA,07 JUN 1973,TUN,5,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1184
81,778,1:20:19,André HÖHNE,10 MAR 1978,GER,3,Rio Maior (POR),05 APR 2008,1184
82,778,1:20:19,Denis STRELKOV,26 OCT 1990,RUS,2,Sochi (RUS),20 FEB 2010,1184
83,778,1:20:19,Jared TALLENT,17 OCT 1984,AUS,1,Hobart (AUS),19 FEB 2011,1184
84,778,1:20:19,Hassanine SEBEI,21 JAN 1984,TUN,4,Lugano (SUI),20 MAR 2011,1184
85,778,1:20:19,Eder SÁNCHEZ,21 MAY 1986,MEX,6,Taicang (CHN),22 APR 2011,1184
86,778,1:20:19,Benjamin THORNE,19 MAR 1993,CAN,12,Taicang (CHN),04 MAY 2014,1184
87,778,1:20:19,Álvaro MARTÍN,18 JUN 1994,ESP,2,Renteria (ESP),22 MAR 2015,1184
88,778,1:20:19,Rhydian COWLEY,04 JAN 1991,AUS,7,Nomi (JPN),17 MAR 2019,1184
89,778,1:20:19,Gabriel BORDIER,08 OCT 1997,FRA,3,Poděbrady (CZE),10 OCT 2020,1184
90,778,1:20:19,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Nomi (JPN),21 MAR 2021,1184
91,778,1:20:19,Álvaro MARTÍN,18 JUN 1994,ESP,7,"Autzen Complex, Eugene, OR (USA)",15 JUL 2022,1184
92,793,1:20:20,Bernardo SEGURA,11 FEB 1970,MEX,1,Mézidon-Canon (FRA),01 MAY 1999,1184
93,793,1:20:20,Yohann DINIZ,01 JAN 1978,FRA,1,Poděbrady (CZE),09 APR 2005,1184
94,793,1:20:20,Chengliang ZHAO,01 JUN 1984,CHN,6,Nanjing (CHN),19 OCT 2005,1184
95,793,1:20:20,Chilsung PARK,08 JUL 1982,KOR,1,Goyang (KOR),01 MAY 2007,1184
96,793,1:20:20,Andriy KOVENKO,25 NOV 1973,UKR,4,Alushta (UKR),28 FEB 2014,1184
97,793,1:20:20,Caio BONFIM,19 MAR 1991,BRA,8,Roma (ITA),07 MAY 2016,1184
98,793,1:20:20,Perseus KARLSTRÖM,02 MAY 1990,SWE,2,La Coruña (ESP),03 JUN 2017,1184
99,793,1:20:20,Zhaozhao WANG,01 SEP 1999,CHN,12,Huangshan (CHN),09 MAR 2019,1184
0,793,1:20:20,Yandong LI,02 FEB 1998,CHN,3,Huangshan (CHN),20 MAR 2021,1184
1,793,1:20:20,Declan TINGAY,06 FEB 1999,AUS,2,"Fawkner Park, Melbourne (AUS)",12 FEB 2023,1184
2,793,1:20:20,Haifeng QIAN,08 JUL 2000,CHN,3,Huangshan (CHN),05 MAR 2023,1184
3,804,1:20:21,Frants KOSTYUKEVICH,04 APR 1963,URS,1,L'Hospitalet (ESP),27 MAY 1989,1183
4,804,1:20:21,Roman MRÁZEK,21 JAN 1962,TCH,3,Hildesheim (GER),16 SEP 1990,1183
5,804,1:20:21,Guohui YU,30 APR 1977,CHN,2,Mézidon-Canon (FRA),01 MAY 1999,1183
6,804,1:20:21,Ivano BRUGNETTI,01 SEP 1976,ITA,1,Rio Maior (POR),14 APR 2007,1183
7,804,1:20:21,Irfan KOLOTHUM THODI,08 FEB 1990,IND,10,"Olympic Stadium, London (GBR)",04 AUG 2012,1183
8,804,1:20:21,Takumi SAITO,23 MAR 1993,JPN,4,Kobe (JPN),16 FEB 2014,1183
9,804,1:20:21,Matej TÓTH,10 FEB 1983,SVK,2,Murcia (ESP),17 MAY 2015,1183
10,804,1:20:21,Devender SINGH,05 DEC 1983,IND,5,Nomi (JPN),20 MAR 2016,1183
11,804,1:20:21,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,2,Poděbrady (CZE),21 MAY 2017,1183
12,804,1:20:21,Roman YEVSTIFEYEV,19 SEP 1992,RUS,4,Sochi (RUS),19 FEB 2018,1183
13,804,1:20:21,Georgiy SHEIKO,24 AUG 1989,KAZ,8,Nomi (JPN),17 MAR 2019,1183
14,815,1:20:22,Yevgeniy ZAIKIN,19 JUN 1957,URS,3,Leningrad (URS),04 AUG 1989,1183
15,815,1:20:22,Yevgeniy MISYULYA,13 MAR 1964,URS,3,"National Stadium, Tokyo (JPN)",24 AUG 1991,1183
16,815,1:20:22,Aleksandr YARGUNKIN,06 JAN 1981,RUS,4,Cheboksary (RUS),12 JUN 2004,1183
17,815,1:20:22,Dmitriy YESIPCHUK,17 NOV 1974,RUS,7,"Adler, Sochi (RUS)",23 FEB 2008,1183
18,815,1:20:22,Inaki GOMEZ,16 JAN 1988,CAN,4,Adelaide (AUS),21 FEB 2016,1183
19,815,1:20:22,Satoshi MARUO,28 NOV 1991,JPN,6,Nomi (JPN),20 MAR 2016,1183
20,815,1:20:22,Daisuke MATSUNAGA,24 MAR 1995,JPN,7,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016,1183
21,815,1:20:22,Subaru ISHIDA,04 JUN 1999,JPN,1,Tokyo (JPN),01 JAN 2022,1183
22,815,1:20:22,Danila MARTYNOV,01 MAY 2004,RUS,3,Saransk (RUS),20 MAY 2023,1183
23,824,1:20:23,David SMITH,24 JUL 1955,AUS,1,Melbourne (AUS),17 DEC 1983,1183
24,824,1:20:23,Valentín MASSANA,05 JUL 1970,ESP,2,"Ullevi Stadium, Göteborg (SWE)",06 AUG 1995,1183
25,824,1:20:23,Bernardo SEGURA,11 FEB 1970,MEX,3,"Olympic Stadium, Atlanta, GA (USA)",26 JUL 1996,1183
26,824,1:20:23,Dmitriy YESIPCHUK,17 NOV 1974,RUS,5,"Adler, Sochi (RUS)",19 FEB 2006,1183
27,824,1:20:23,Yohann DINIZ,01 JAN 1978,FRA,2,Rio Maior (POR),10 APR 2010,1183
28,824,1:20:23,Hassanine SEBEI,21 JAN 1984,TUN,2,Dublin (IRL),26 JUN 2011,1183
29,824,1:20:23,Isamu FUJISAWA,12 OCT 1987,JPN,,Nomi (JPN),16 MAR 2014,1183
30,824,1:20:23,Diego GARCÍA CARRERA,19 JAN 1996,ESP,3,Alytus (LTU),19 MAY 2019,1183
31,824,1:20:23,Noel CHAMA,15 SEP 1997,MEX,2,Dudince (SVK),20 MAR 2021,1183
32,833,1:20:24,Alejandro LÓPEZ,09 FEB 1975,MEX,10,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1182
33,833,1:20:24,Julio César SALAZAR,08 JUL 1993,MEX,8,Poděbrady (CZE),09 APR 2016,1182
34,833,1:20:24,Tomohiro NODA,24 JAN 1996,JPN,9,Kobe (JPN),18 FEB 2018,1182
35,833,1:20:24,Xiangqian JIN,18 MAR 1997,CHN,5,La Coruña (ESP),02 JUN 2018,1182
36,833,1:20:24,Yuta KOGA,15 JUL 1999,JPN,9,Nomi (JPN),17 MAR 2019,1182
37,833,1:20:24,Isamu FUJISAWA,12 OCT 1987,JPN,5,Nomi (JPN),15 MAR 2020,1182
38,833,1:20:24,Eider ARÉVALO,09 MAR 1993,COL,3,Dudince (SVK),20 MAR 2021,1182
39,833,1:20:24,Andres Eduardo OLIVAS NÚÑEZ,27 MAY 1998,MEX,5,La Coruña (ESP),05 JUN 2021,1182
40,833,1:20:24,Tomohiro NODA,24 JAN 1996,JPN,3,Kobe (JPN),20 FEB 2022,1182
41,833,1:20:24,Alberto AMEZCUA,10 MAY 1992,ESP,4,Poděbrady (CZE),21 MAY 2023,1182
42,843,1:20:25,Ernesto CANTO,18 OCT 1959,MEX,5,"New York, NY (USA)",03 MAY 1987,1182
43,843,1:20:25,Mikhayil KHMELNITSKIY,24 JUL 1969,BLR,2,Novopolotsk (BLR),08 MAY 1993,1182
44,843,1:20:25,Andreas ERM,12 MAR 1976,GER,5,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1182
45,843,1:20:25,Omar SEGURA,24 MAR 1981,MEX,21,Cixi City (CHN),23 APR 2005,1182
46,843,1:20:25,Vladimir STANKIN,02 JAN 1974,RUS,6,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1182
47,843,1:20:25,Hao WANG,16 AUG 1989,CHN,2,Beijing (CHN),18 APR 2008,1182
48,843,1:20:25,Matej TÓTH,10 FEB 1983,SVK,1,Rio Maior (POR),14 APR 2012,1182
49,843,1:20:25,Eiki TAKAHASHI,19 NOV 1992,JPN,4,Kobe (JPN),17 FEB 2013,1182
50,843,1:20:25,Érick Bernabé BARRONDO,14 JUN 1991,GUA,1,"St Anne's Park, Dublin (IRL)",29 JUN 2013,1182
51,843,1:20:25,Song SUN,15 DEC 1996,CHN,4,Huangshan (CHN),04 MAR 2017,1182
52,853,1:20:26,Maurizio DAMILANO,06 APR 1957,ITA,1,Piacenza (ITA),09 OCT 1988,1181
53,853,1:20:26,Mikhail SHCHENNIKOV,24 DEC 1967,RUS,1,Barcelona (ESP),10 APR 1994,1181
54,853,1:20:26,Luis Fernando LÓPEZ,03 JUN 1979,COL,2,Lima (PER),07 MAY 2005,1181
55,853,1:20:26,Eder SÁNCHEZ,21 MAY 1986,MEX,1,Kraków (POL),23 JUN 2007,1181
56,853,1:20:26,Faguang XU,17 MAY 1987,CHN,3,Zhengzhou (CHN),14 MAR 2008,1181
57,853,1:20:26,Andriy KOVENKO,25 NOV 1973,UKR,3,Poděbrady (CZE),12 APR 2014,1181
58,853,1:20:26,Manish Singh RAWAT,05 MAY 1991,IND,7,Nomi (JPN),20 MAR 2016,1181
59,853,1:20:26,Christopher LINKE,24 OCT 1988,GER,1,Naumburg (GER),23 APR 2017,1181
60,853,1:20:26,Tomohiro NODA,24 JAN 1996,JPN,5,Kobe (JPN),16 FEB 2020,1181
61,853,1:20:26,. RAHUL,05 JUL 1996,IND,2f1,Ranchi (IND),13 FEB 2021,1181
62,863,1:20:27,Aleksey PERSHIN,23 SEP 1962,URS,6,Sochi (URS),17 FEB 1991,1181
63,863,1:20:27,Daisuke IKESHIMA,30 JAN 1975,JPN,16,Poděbrady (CZE),19 APR 1997,1181
64,863,1:20:27,Aleksandr YARGUNKIN,06 JAN 1981,RUS,8,Sochi (RUS),12 MAR 2005,1181
65,863,1:20:27,Jared TALLENT,17 OCT 1984,AUS,5,"Olympiastadion, Berlin (GER)",15 AUG 2009,1181
66,863,1:20:27,Yafei CHU,09 MAY 1988,CHN,3,Jinan (CHN),22 OCT 2009,1181
67,863,1:20:27,Dane BIRD-SMITH,15 JUL 1992,AUS,13,Taicang (CHN),04 MAY 2014,1181
68,863,1:20:27,Matteo GIUPPONI,08 OCT 1988,ITA,8,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016,1181
69,870,1:20:28,Vyacheslav CHEREPANOV,02 NOV 1964,URS,1,Sochi (URS),21 JAN 1989,1181
70,870,1:20:28,Robert IHLY,05 MAY 1963,FRG,4,Hildesheim (GER),16 SEP 1990,1181
71,870,1:20:28,Andrey STADNICHUK,14 DEC 1973,RUS,2,"Adler, Sochi (RUS)",01 MAR 2003,1181
72,870,1:20:28,Konstantin GOLUBTSOV,01 JUN 1973,RUS,3,"Adler, Sochi (RUS)",01 MAR 2003,1181
73,870,1:20:28,Xingde XU,12 JUN 1984,CHN,6,Nanning (CHN),25 FEB 2005,1181
74,870,1:20:28,Wenjun LIU,08 JAN 1987,CHN,22,Cixi City (CHN),23 APR 2005,1181
75,870,1:20:28,Ilya MARKOV,19 JUN 1972,RUS,1,Sesto San Giovanni (ITA),01 MAY 2006,1181
76,870,1:20:28,Ding CHEN,05 AUG 1992,CHN,14,Taicang (CHN),04 MAY 2014,1181
77,870,1:20:28,Caio BONFIM,19 MAR 1991,BRA,15,Taicang (CHN),04 MAY 2014,1181
78,870,1:20:28,Kevin CAMPION,23 MAY 1988,FRA,2,Poděbrady (CZE),08 APR 2017,1181
79,870,1:20:28,Hiroto JUSHO,11 JAN 2000,JPN,4,"Rokko Island Konan Univ. West side, Kobe (JPN)",19 FEB 2023,1181
80,881,1:20:29,Giovanni DE BENEDICTIS,08 JAN 1968,ITA,4,"National Stadium, Tokyo (JPN)",24 AUG 1991,1180
81,881,1:20:29,Valentín MASSANA,05 JUL 1970,ESP,5,"National Stadium, Tokyo (JPN)",24 AUG 1991,1180
82,881,1:20:29,Vladimir ANDREYEV,07 SEP 1966,RUS,3,Mézidon-Canon (FRA),01 MAY 1999,1180
83,881,1:20:29,Juan Manuel MOLINA,15 MAR 1979,ESP,8,Naumburg (GER),02 MAY 2004,1180
84,881,1:20:29,Alex SCHWAZER,26 NOV 1984,ITA,1,Sesto San Giovanni (ITA),01 MAY 2010,1180
85,881,1:20:29,Ihor HLAVAN,25 SEP 1990,UKR,4,"National Stadium, Beijing (CHN)",23 AUG 2015,1180
86,881,1:20:29,Gurmeet SINGH,01 JUL 1985,IND,9,Nomi (JPN),20 MAR 2016,1180
87,881,1:20:29,Jianxing DAI,11 AUG 1996,CHN,13,Huangshan (CHN),09 MAR 2019,1180
88,881,1:20:29,Isamu FUJISAWA,12 OCT 1987,JPN,5,Kobe (JPN),21 FEB 2021,1180
89,881,1:20:29,Alberto AMEZCUA,10 MAY 1992,ESP,1,Pamplona (ESP),13 FEB 2022,1180
90,881,1:20:29,Byeongkwang CHOE,07 APR 1991,KOR,1,Daegu (KOR),19 APR 2022,1180
91,892,1:20:30,Yevgeniy YEVSYUKOV,02 JAN 1950,URS,5,Bergen (NOR),24 SEP 1983,1180
92,892,1:20:30,João VIEIRA,20 FEB 1976,POR,2,La Coruña (ESP),07 JUN 2003,1180
93,892,1:20:30,Luke ADAMS,22 OCT 1976,AUS,5,Shenzhen (CHN),24 MAR 2007,1180
94,892,1:20:30,Eder SÁNCHEZ,21 MAY 1986,MEX,3,La Coruña (ESP),20 JUN 2009,1180
95,892,1:20:30,Dawid TOMALA,27 AUG 1989,POL,1,Olomouc (CZE),30 MAR 2013,1180
96,892,1:20:30,Koichiro MORIOKA,02 APR 1985,JPN,5,Kobe (JPN),16 FEB 2014,1180
97,892,1:20:30,Perseus KARLSTRÖM,02 MAY 1990,SWE,,Adelaide (AUS),11 FEB 2018,1180
98,892,1:20:30,Wenchao NIU,20 APR 1998,CHN,14,Huangshan (CHN),09 MAR 2019,1180
99,892,1:20:30,Lihong CUI,13 MAY 1999,CHN,14,Huangshan (CHN),09 MAR 2019,1180
0,892,1:20:30,Andrés CHOCHO,04 NOV 1983,ECU,13.0,La Coruña (ESP),08 JUN 2019,1180
1,892,1:20:30,Lihong CUI,13 MAY 1999,CHN,1.0,Taicang (CHN),08 MAY 2021,1180
