"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
46,47,1:18:03,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kobe (JPN),15 FEB 2015,1233
47,48,1:18:04,Eiki TAKAHASHI,19 NOV 1992,JPN,2,Kobe (JPN),21 FEB 2021,1233
48,48,1:18:04,Shuai SUN,15 SEP 1999,CHN,5,Huangshan (CHN),20 MAR 2021,1233
49,50,1:18:06,Viktor BURAYEV,23 AUG 1982,RUS,1,"Adler, Sochi (RUS)",04 MAR 2001,1232
50,50,1:18:06,Vladimir PARVATKIN,10 OCT 1984,RUS,1,Sochi (RUS),12 MAR 2005,1232
51,52,1:18:07,Roman RASSKAZOV,28 APR 1979,RUS,3,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1232
52,52,1:18:07,Gaobo LI,23 JUL 1989,CHN,4,Cixi City (CHN),23 APR 2005,1232
53,52,1:18:07,Perseus KARLSTRÖM,02 MAY 1990,SWE,4,La Coruña (ESP),08 JUN 2019,1232
54,55,1:18:10,Toshikazu YAMANISHI,15 FEB 1996,JPN,3,Kobe (JPN),17 FEB 2019,1231
55,56,1:18:12,Artur MELESHKEVICH,11 APR 1975,BLR,1,Brest (BLR),10 MAR 2001,1230
56,57,1:18:13,Pavol BLAŽEK,09 JUL 1958,TCH,1,Bad Salzdefürth (GER),15 SEP 1990,1230
57,57,1:18:13,Pavol BLAŽEK,09 JUL 1958,TCH,1,Hildesheim (GER),16 SEP 1990,1230
58,57,1:18:13,Hao WANG,16 AUG 1989,CHN,1,Jinan (CHN),22 OCT 2009,1230
59,57,1:18:13,Yusuke SUZUKI,02 JAN 1988,JPN,2,Kobe (JPN),15 FEB 2015,1230
60,61,1:18:14,Mikhayil KHMELNITSKIY,24 JUL 1969,BLR,1,Salihorsk (BLR),12 MAY 2000,1229
61,61,1:18:14,Noé HERNÁNDEZ,15 MAR 1979,MEX,4,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1229
62,63,1:18:15,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,Cheboksary (RUS),10 MAY 2008,1229
63,64,1:18:17,Vladimir PARVATKIN,10 OCT 1984,RUS,1,"Adler, Sochi (RUS)",08 FEB 2004,1228
64,64,1:18:17,Ilya MARKOV,19 JUN 1972,RUS,2,Sochi (RUS),12 MAR 2005,1228
65,64,1:18:17,Gaobo LI,23 JUL 1989,CHN,1,Yangzhou (CHN),22 APR 2006,1228
66,64,1:18:17,Yusuke SUZUKI,02 JAN 1988,JPN,1,Kobe (JPN),16 FEB 2014,1228
67,68,1:18:18,Ilya MARKOV,19 JUN 1972,RUS,2,Yangzhou (CHN),22 APR 2006,1228
68,68,1:18:18,Sergey BAKULIN,13 NOV 1986,RUS,2,"Adler, Sochi (RUS)",23 FEB 2008,1228
69,68,1:18:18,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kobe (JPN),19 FEB 2017,1228
70,71,1:18:20,Andrey PERLOV,12 DEC 1961,URS,1,Moskva (URS),26 MAY 1990,1227
71,71,1:18:20,Denis NIZHEGORODOV,26 JUL 1980,RUS,2,"Adler, Sochi (RUS)",03 MAR 2001,1227
72,73,1:18:21,Valeriy BORCHIN,11 SEP 1986,RUS,2,Cheboksary (RUS),10 MAY 2008,1227
73,74,1:18:22,Robert KORZENIOWSKI,30 JUL 1968,POL,1,Hildesheim (GER),09 JUL 2000,1227
74,74,1:18:22,Vladimir STANKIN,02 JAN 1974,RUS,3,Sochi (RUS),12 MAR 2005,1227
75,74,1:18:22,Gaobo LI,23 JUL 1989,CHN,1,Nanjing (CHN),19 OCT 2005,1227
76,74,1:18:22,Koki IKEDA,03 MAY 1998,JPN,1,Nomi (JPN),15 MAR 2020,1227
77,78,1:18:23,Isamu FUJISAWA,12 OCT 1987,JPN,2,Kobe (JPN),19 FEB 2017,1226
78,78,1:18:23,Samuel Kireri GATHIMBA,26 OCT 1987,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 JUN 2021,1226
79,80,1:18:24,Jefferson PÉREZ,01 JUL 1974,ECU,1,Poděbrady (CZE),19 APR 1997,1226
80,80,1:18:24,Alex SCHWAZER,26 NOV 1984,ITA,1,Lugano (SUI),14 MAR 2010,1226
81,82,1:18:25,Érick Bernabé BARRONDO,14 JUN 1991,GUA,2,Lugano (SUI),18 MAR 2012,1225
82,83,1:18:26,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kobe (JPN),21 FEB 2016,1225
83,83,1:18:26,Sergey SHIROBOKOV,11 FEB 1999,RUS,1,Sochi (RUS),18 FEB 2017,1225
84,85,1:18:27,Daniel GARCÍA CORDOVA,28 OCT 1971,MEX,2,Poděbrady (CZE),19 APR 1997,1225
85,85,1:18:27,Shucai XING,04 AUG 1984,CHN,5,Cixi City (CHN),23 APR 2005,1225
86,87,1:18:28,Vladimir PARVATKIN,10 OCT 1984,RUS,1,Cheboksary (RUS),12 JUN 2004,1224
87,88,1:18:29,Robert KORZENIOWSKI,30 JUL 1968,POL,1,Eisenhüttenstadt (GER),17 JUN 2000,1224
88,88,1:18:29,Eiki TAKAHASHI,19 NOV 1992,JPN,2,Nomi (JPN),15 MAR 2020,1224
89,88,1:18:29,Caio BONFIM,19 MAR 1991,BRA,1,La Coruña (ESP),03 JUN 2023,1224
90,91,1:18:30,Ilya MARKOV,19 JUN 1972,RUS,3,Poděbrady (CZE),19 APR 1997,1224
91,91,1:18:30,Chaohong YU,03 NOV 1975,CHN,6,Cixi City (CHN),23 APR 2005,1224
92,91,1:18:30,Zhen WANG,24 AUG 1991,CHN,1,Taicang (CHN),22 APR 2011,1224
93,94,1:18:31,Yucheng HAN,16 DEC 1978,CHN,7,Cixi City (CHN),23 APR 2005,1223
94,94,1:18:31,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,La Coruña (ESP),13 MAY 2006,1223
95,96,1:18:32,Vladimir ANDREYEV,07 SEP 1966,RUS,1,"Adler, Sochi (RUS)",11 FEB 1995,1223
96,96,1:18:32,Zewen LI,05 DEC 1973,CHN,4,Poděbrady (CZE),19 APR 1997,1223
97,96,1:18:32,Vasiliy MIZINOV,29 DEC 1997,ANA,1,Sochi (RUS),18 FEB 2019,1223
98,99,1:18:33,Yunfeng LIU,03 AUG 1979,CHN,8,Cixi City (CHN),23 APR 2005,1222
99,99,1:18:33,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,3,Yangzhou (CHN),22 APR 2006,1222
0,101,1:18:34,Eder SÁNCHEZ,21 MAY 1986,MEX,3.0,Cheboksary (RUS),10 MAY 2008,1222
1,101,1:18:34,Yusuke SUZUKI,02 JAN 1988,JPN,1.0,Nomi (JPN),10 MAR 2013,1222
2,103,1:18:35,Roman RASSKAZOV,28 APR 1979,RUS,2.0,"Adler, Sochi (RUS)",08 FEB 2004,1222
3,103,1:18:35,Jefferson PÉREZ,01 JUL 1974,ECU,1.0,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1222
4,103,1:18:35,Yucheng HAN,16 DEC 1978,CHN,4.0,Yangzhou (CHN),22 APR 2006,1222
5,106,1:18:36,Yusuke SUZUKI,02 JAN 1988,JPN,3.0,Nomi (JPN),15 MAR 2020,1221
6,106,1:18:36,Sergey SHIROBOKOV,11 FEB 1999,RUS,2.0,Sochi (RUS),31 JAN 2022,1221
7,106,1:18:36,Koki IKEDA,03 MAY 1998,JPN,1.0,"Rokko Island Konan Univ. West side, Kobe (JPN)",19 FEB 2023,1221
8,109,1:18:37,Aleksandr PETRUNIN,29 JAN 1967,URS,2.0,Moskva (URS),26 MAY 1990,1221
9,109,1:18:37,Ruslan SHAFIKOV,27 JUN 1975,RUS,1.0,"Adler, Sochi (RUS)",11 FEB 1995,1221
10,109,1:18:37,Mikhail SHCHENNIKOV,24 DEC 1967,RUS,1.0,Eisenhüttenstadt (GER),14 MAY 1995,1221
11,109,1:18:37,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1.0,München (GER),06 AUG 2002,1221
12,109,1:18:37,Hongjun ZHU,18 AUG 1983,CHN,1.0,Dudince (SVK),26 MAR 2005,1221
13,109,1:18:37,Zhen WANG,24 AUG 1991,CHN,1.0,Lugano (SUI),20 MAR 2011,1221
14,109,1:18:37,Ruslan DMYTRENKO,22 MAR 1986,UKR,1.0,Taicang (CHN),04 MAY 2014,1221
15,116,1:18:38,Yafei CHU,09 MAY 1988,CHN,2.0,Lugano (SUI),20 MAR 2011,1221
16,117,1:18:39,Ronghua LU,21 FEB 1983,CHN,9.0,Cixi City (CHN),23 APR 2005,1220
17,118,1:18:41,Eiki TAKAHASHI,19 NOV 1992,JPN,2.0,Kobe (JPN),16 FEB 2014,1220
18,118,1:18:41,Vasiliy MIZINOV,29 DEC 1997,ANA,5.0,La Coruña (ESP),08 JUN 2019,1220
19,118,1:18:41,Vasiliy MIZINOV,29 DEC 1997,ANA,1.0,Cheboksary (RUS),21 MAY 2022,1220
20,121,1:18:42,Andreas ERM,12 MAR 1976,GER,2.0,Eisenhüttenstadt (GER),17 JUN 2000,1219
21,121,1:18:42,Jefferson PÉREZ,01 JUL 1974,ECU,1.0,Naumburg (GER),02 MAY 2004,1219
22,121,1:18:42,Sergey SHIROBOKOV,11 FEB 1999,RUS,2.0,Sochi (RUS),18 FEB 2019,1219
23,121,1:18:42,Christopher LINKE,24 OCT 1988,GER,6.0,La Coruña (ESP),08 JUN 2019,1219
24,121,1:18:42,Yuta KOGA,15 JUL 1999,JPN,4.0,Nomi (JPN),15 MAR 2020,1219
25,121,1:18:42,Salih KORKMAZ,01 JAN 1997,TUR,1.0,Antalya (TUR),06 MAR 2021,1219
26,127,1:18:43,Hongjun ZHU,18 AUG 1983,CHN,1.0,Yangzhou (CHN),12 APR 2003,1219
27,128,1:18:44,Vladimir ANDREYEV,07 SEP 1966,RUS,2.0,Cheboksary (RUS),12 JUN 2004,1218
28,128,1:18:44,Yafei CHU,09 MAY 1988,CHN,5.0,Yangzhou (CHN),22 APR 2006,1218
29,128,1:18:44,Ding CHEN,05 AUG 1992,CHN,2.0,La Coruña (ESP),06 JUN 2015,1218
30,128,1:18:44,Hao XU,06 FEB 1999,CHN,6.0,Huangshan (CHN),20 MAR 2021,1218
31,132,1:18:45,Mikhail SHCHENNIKOV,24 DEC 1967,RUS,1.0,"Olympiastadion, Helsinki (FIN)",08 AUG 1994,1218
32,132,1:18:45,Stepan YUDIN,03 APR 1980,RUS,4.0,Sochi (RUS),12 MAR 2005,1218
33,132,1:18:45,Jimin DONG,10 OCT 1985,CHN,6.0,Yangzhou (CHN),22 APR 2006,1218
34,132,1:18:45,Yafei CHU,09 MAY 1988,CHN,2.0,Taicang (CHN),22 APR 2011,1218
35,132,1:18:45,Isamu FUJISAWA,12 OCT 1987,JPN,2.0,Kobe (JPN),21 FEB 2016,1218
36,132,1:18:45,Vasiliy MIZINOV,29 DEC 1997,RUS,1.0,Sochi (RUS),19 FEB 2021,1218
37,132,1:18:45,Koki IKEDA,03 MAY 1998,JPN,3.0,Kobe (JPN),21 FEB 2021,1218
38,132,1:18:45,Perseus KARLSTRÖM,02 MAY 1990,SWE,,Murcia (ESP),14 MAR 2021,1218
39,132,1:18:45,David HURTADO,21 APR 1999,ECU,2.0,Taicang (CHN),08 APR 2023,1218
40,141,1:18:46,Mingjun TAN,17 JUL 1970,CHN,2.0,Beijing (CHN),07 APR 1994,1218
41,141,1:18:46,Ding CHEN,05 AUG 1992,CHN,1.0,"Olympic Stadium, London (GBR)",04 AUG 2012,1218
42,141,1:18:46,Anton KURBATOV,10 FEB 2001,RUS,2.0,Cheboksary (RUS),21 MAY 2022,1218
43,141,1:18:46,Declan TINGAY,06 FEB 1999,AUS,1.0,Nomi (JPN),19 MAR 2023,1218
44,145,1:18:47,Zelin CAI,11 APR 1991,CHN,3.0,Taicang (CHN),30 MAR 2012,1217
45,145,1:18:47,Caio BONFIM,19 MAR 1991,BRA,7.0,La Coruña (ESP),08 JUN 2019,1217
46,147,1:18:48,Viktor BURAYEV,23 AUG 1982,RUS,5.0,Sochi (RUS),12 MAR 2005,1217
47,148,1:18:49,Álvaro MARTÍN,18 JUN 1994,ESP,2.0,La Coruña (ESP),03 JUN 2023,1217
48,149,1:18:50,Ronghua LU,21 FEB 1983,CHN,2.0,Dudince (SVK),26 MAR 2005,1216
49,149,1:18:50,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1.0,La Coruña (ESP),02 JUN 2007,1216
50,149,1:18:50,Danila MARTYNOV,01 MAY 2004,RUS,3.0,Cheboksary (RUS),21 MAY 2022,1216
51,152,1:18:51,Frants KOSTYUKEVICH,04 APR 1963,URS,3.0,Moskva (URS),26 MAY 1990,1216
52,152,1:18:51,Julio MARTÍNEZ,27 SEP 1973,GUA,5.0,Poděbrady (CZE),19 APR 1997,1216
53,152,1:18:51,Noé HERNÁNDEZ,15 MAR 1979,MEX,10.0,Cixi City (CHN),23 APR 2005,1216
54,152,1:18:51,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1.0,Shenzhen (CHN),24 MAR 2007,1216
55,152,1:18:51,Sergey BAKULIN,13 NOV 1986,RUS,2.0,Sochi (RUS),18 FEB 2017,1216
56,157,1:18:52,Ding CHEN,05 AUG 1992,CHN,3.0,Taicang (CHN),22 APR 2011,1216
57,157,1:18:52,Jianbo LI,14 NOV 1986,CHN,1.0,Taicang (CHN),01 MAR 2013,1216
58,157,1:18:52,Zelin CAI,11 APR 1991,CHN,2.0,Taicang (CHN),04 MAY 2014,1216
59,160,1:18:53,Ilya MARKOV,19 JUN 1972,RUS,2.0,"Adler, Sochi (RUS)",11 FEB 1995,1215
60,160,1:18:53,Daisuke MATSUNAGA,24 MAR 1995,JPN,1.0,Nomi (JPN),20 MAR 2016,1215
61,160,1:18:53,Eider ARÉVALO,09 MAR 1993,COL,1.0,"Olympic Stadium, London (GBR)",13 AUG 2017,1215
62,160,1:18:53,Sergey SHIROBOKOV,11 FEB 1999,RUS,1.0,Sochi (RUS),19 FEB 2018,1215
63,160,1:18:53,Isamu FUJISAWA,12 OCT 1987,JPN,4.0,Kobe (JPN),17 FEB 2019,1215
64,160,1:18:53,Koki IKEDA,03 MAY 1998,JPN,1.0,Wajima (JPN),17 APR 2022,1215
65,166,1:18:54,Yevgeniy MISYULYA,13 MAR 1964,URS,1.0,Sochi (URS),19 FEB 1989,1215
66,166,1:18:54,Maurizio DAMILANO,06 APR 1957,ITA,1.0,La Coruña (ESP),06 JUN 1992,1215
67,166,1:18:54,Vasiliy MIZINOV,29 DEC 1997,RUS,2.0,Sochi (RUS),19 FEB 2018,1215
68,166,1:18:54,Perseus KARLSTRÖM,02 MAY 1990,SWE,1.0,Poděbrady (CZE),16 MAY 2021,1215
69,166,1:18:54,Caio BONFIM,19 MAR 1991,BRA,1.0,Poděbrady (CZE),02 APR 2022,1215
70,171,1:18:55,Yevgeniy MISYULYA,13 MAR 1964,BLR,6.0,Poděbrady (CZE),19 APR 1997,1214
71,171,1:18:55,Zelin CAI,11 APR 1991,CHN,2.0,Taicang (CHN),01 MAR 2013,1214
72,171,1:18:55,Sergey SHIROBOKOV,11 FEB 1999,ANA,2.0,"Olympic Stadium, London (GBR)",13 AUG 2017,1214
73,174,1:18:56,Grigoriy KORNEV,14 MAR 1961,URS,4.0,Moskva (URS),26 MAY 1990,1214
74,174,1:18:56,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,3.0,Eisenhüttenstadt (GER),17 JUN 2000,1214
75,174,1:18:56,Chaohong YU,03 NOV 1975,CHN,2.0,Yangzhou (CHN),12 APR 2003,1214
76,174,1:18:56,Valeriy BORCHIN,11 SEP 1986,RUS,1.0,"Adler, Sochi (RUS)",17 FEB 2007,1214
77,174,1:18:56,Ilya MARKOV,19 JUN 1972,RUS,2.0,Cheboksary (RUS),17 JUN 2007,1214
78,179,1:18:57,Xuejin BAI,06 JUN 1987,CHN,7.0,Yangzhou (CHN),22 APR 2006,1214
79,179,1:18:57,Érick Bernabé BARRONDO,14 JUN 1991,GUA,2.0,"Olympic Stadium, London (GBR)",04 AUG 2012,1214
80,181,1:18:58,Aleksandr PETRUNIN,29 JAN 1967,URS,1.0,Sochi (URS),17 FEB 1991,1213
81,181,1:18:58,Yohann DINIZ,01 JAN 1978,FRA,1.0,Leamington (GBR),20 MAY 2007,1213
82,181,1:18:58,Diego GARCÍA CARRERA,19 JAN 1996,ESP,8.0,La Coruña (ESP),08 JUN 2019,1213
83,184,1:18:59,Daniel GARCÍA CORDOVA,28 OCT 1971,MEX,1.0,Eisenhüttenstadt (GER),10 MAY 1997,1213
84,184,1:18:59,Robert KORZENIOWSKI,30 JUL 1968,POL,1.0,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1213
85,184,1:18:59,Andrey RUZAVIN,28 MAR 1986,RUS,3.0,Taicang (CHN),04 MAY 2014,1213
86,184,1:18:59,Christopher LINKE,24 OCT 1988,GER,1.0,Poděbrady (CZE),08 APR 2017,1213
87,184,1:18:59,Yao ZHANG,11 JAN 2000,CHN,7.0,Huangshan (CHN),20 MAR 2021,1213
88,184,1:18:59,Francesco FORTUNATO,13 DEC 1994,ITA,1.0,Poděbrady (CZE),21 MAY 2023,1213
89,190,1:19:00,Joel SÁNCHEZ,15 SEP 1966,MEX,3.0,Eisenhüttenstadt (GER),08 MAY 1999,1213
90,190,1:19:00,Hongjun ZHU,18 AUG 1983,CHN,2.0,Nanjing (CHN),19 OCT 2005,1213
91,190,1:19:00,Tomohiro NODA,24 JAN 1996,JPN,5.0,Kobe (JPN),17 FEB 2019,1213
92,190,1:19:00,Hirooki ARAI,18 MAY 1988,JPN,6.0,Kobe (JPN),17 FEB 2019,1213
93,194,1:19:01,Valeriy BORCHIN,11 SEP 1986,RUS,1.0,"National Stadium, Beijing (CHN)",16 AUG 2008,1212
94,194,1:19:01,Kaihua WANG,16 FEB 1994,CHN,1.0,Huangshan (CHN),10 MAR 2019,1212
95,196,1:19:02,Hatem GHOULA,07 JUN 1973,TUN,2.0,Eisenhüttenstadt (GER),10 MAY 1997,1212
96,196,1:19:02,Robert KORZENIOWSKI,30 JUL 1968,POL,2.0,Naumburg (GER),02 MAY 2004,1212
97,196,1:19:02,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1.0,Rio Maior (POR),02 APR 2005,1212
98,196,1:19:02,Eder SÁNCHEZ,21 MAY 1986,MEX,11.0,Cixi City (CHN),23 APR 2005,1212
99,196,1:19:02,Pyotr TROFIMOV,18 DEC 1983,RUS,2.0,"Adler, Sochi (RUS)",28 FEB 2009,1212
0,196,1:19:02,Yusuke SUZUKI,02 JAN 1988,JPN,1,Kobe (JPN),17 FEB 2013,1212
1,196,1:19:02,Vasiliy MIZINOV,29 DEC 1997,RUS,1,Saransk (RUS),20 MAY 2023,1212
2,203,1:19:03,Yevgeniy MISYULYA,13 MAR 1964,BLR,1,Sochi (RUS),22 FEB 1992,1212
3,203,1:19:03,Noé HERNÁNDEZ,15 MAR 1979,MEX,2,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1212
4,203,1:19:03,Gaobo LI,23 JUL 1989,CHN,2,Shenzhen (CHN),24 MAR 2007,1212
5,203,1:19:03,Toshikazu YAMANISHI,15 FEB 1996,JPN,3,Kobe (JPN),19 FEB 2017,1212
6,207,1:19:04,Ilya MARKOV,19 JUN 1972,RUS,4,Cheboksary (RUS),10 MAY 2008,1211
7,207,1:19:04,Caio BONFIM,19 MAR 1991,BRA,3,"Olympic Stadium, London (GBR)",13 AUG 2017,1211
8,207,1:19:04,Samuel Kireri GATHIMBA,26 OCT 1987,KEN,1,Nairobi (KEN),17 FEB 2018,1211
9,207,1:19:04,Eiki TAKAHASHI,19 NOV 1992,JPN,1,Kobe (JPN),20 FEB 2022,1211
10,211,1:19:05,Frants KOSTYUKEVICH,04 APR 1963,URS,2,Sochi (URS),17 FEB 1991,1211
11,211,1:19:05,Daniel GARCÍA CORDOVA,28 OCT 1971,MEX,4,Eisenhüttenstadt (GER),08 MAY 1999,1211
12,211,1:19:05,Brian Daniel PINTADO,29 JUL 1995,ECU,1,Rio Maior (POR),06 MAY 2023,1211
13,214,1:19:06,Bernardo SEGURA,11 FEB 1970,MEX,1,Tijuana (MEX),09 MAR 2003,1210
14,214,1:19:06,Andrey KRIVOV,14 NOV 1985,RUS,3,"Adler, Sochi (RUS)",23 FEB 2008,1210
15,214,1:19:06,Hao WANG,16 AUG 1989,CHN,1,"Olympiastadion, Berlin (GER)",15 AUG 2009,1210
16,214,1:19:06,Andrey RUZAVIN,28 MAR 1986,RUS,1,Sochi (RUS),23 FEB 2013,1210
17,214,1:19:06,Simon WACHIRA,06 MAY 1984,KEN,2,Nairobi (KEN),17 FEB 2018,1210
18,219,1:19:07,Mikhail SHCHENNIKOV,24 DEC 1967,URS,5,Moskva (URS),26 MAY 1990,1210
19,219,1:19:07,Nathan DEAKES,17 AUG 1977,AUS,8,Yangzhou (CHN),22 APR 2006,1210
20,219,1:19:07,Wei YU,11 SEP 1987,CHN,1,Taicang (CHN),01 MAR 2013,1210
21,219,1:19:07,Koki IKEDA,03 MAY 1998,JPN,2,Kobe (JPN),16 FEB 2020,1210
22,219,1:19:07,Toshikazu YAMANISHI,15 FEB 1996,JPN,1,"Autzen Complex, Eugene, OR (USA)",15 JUL 2022,1210
23,219,1:19:07,Eiki TAKAHASHI,19 NOV 1992,JPN,2,"Rokko Island Konan Univ. West side, Kobe (JPN)",19 FEB 2023,1210
24,225,1:19:08,Mikhail SHCHENNIKOV,24 DEC 1967,URS,1,Kiev (URS),30 JUL 1988,1210
25,225,1:19:08,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,2,Tijuana (MEX),09 MAR 2003,1210
26,225,1:19:08,Chaohong YU,03 NOV 1975,CHN,1,Nanning (CHN),25 FEB 2005,1210
27,225,1:19:08,Pengfei FANG,16 FEB 1983,CHN,12,Cixi City (CHN),23 APR 2005,1210
28,225,1:19:08,Chaohong YU,03 NOV 1975,CHN,3,Nanjing (CHN),19 OCT 2005,1210
29,225,1:19:08,Jefferson PÉREZ,01 JUL 1974,ECU,2,La Coruña (ESP),13 MAY 2006,1210
30,225,1:19:08,Zhen WANG,24 AUG 1991,CHN,1,Lugano (SUI),17 MAR 2013,1210
