"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
5,506,7:36.58,Daniel KOMEN,17 MAY 1976,KEN,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 1998,1198
6,506,7:36.58,Abraham CHEBII,23 DEC 1979,KEN,2.0,Bruxelles (BEL),30 AUG 2002,1198
7,508,7:36.59,Ben TRUE,29 DEC 1985,USA,2.0,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1198
8,509,7:36.60,Paul BITOK,26 JUN 1970,KEN,2.0,"Olympiastadion, München (GER)",11 SEP 1999,1198
9,510,7:36.61,Abderrahim GOUMRI,21 MAY 1976,MAR,6.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1197
10,511,7:36.62,Julius KIPTOO,04 SEP 1977,KEN,7.0,Bruxelles (BEL),22 AUG 1997,1197
11,511,7:36.62,Brahim LAHLAFI,15 APR 1968,MAR,2.0,"FBK Stadium, Hengelo (NED)",01 JUN 1998,1197
12,513,7:36.63,Tariku BEKELE,28 FEB 1987,ETH,2.0,Shanghai (CHN),17 SEP 2005,1197
13,514,7:36.64,Tom NYARIKI,27 SEP 1971,KEN,8.0,Paris (FRA),29 JUL 1998,1197
14,515,7:36.66,Mark Kipkinyor BETT,22 DEC 1976,KEN,1.0,Rieti (ITA),02 SEP 2001,1197
15,515,7:36.66,Luke KIPKOSGEI,27 NOV 1975,KEN,5.0,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1197
16,517,7:36.68,Paul TERGAT,17 JUN 1969,KEN,5.0,"Stade Louis II, Monaco (MON)",25 JUL 1995,1197
17,517,7:36.68,El Hassan LAHSSINI,01 JAN 1975,MAR,9.0,Paris (FRA),29 JUL 1998,1197
18,517,7:36.68,Paul BITOK,26 JUN 1970,KEN,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002,1197
19,517,7:36.68,Bernard LAGAT,12 DEC 1974,USA,2.0,"International Stadium, Gateshead (GBR)",31 AUG 2009,1197
20,521,7:36.69,Steve SCOTT,05 MAY 1956,USA,1.0,Ingelheim (FRG),01 SEP 1981,1197
21,521,7:36.69,Paul KOECH,25 JUN 1969,KEN,10.0,Paris (FRA),29 JUL 1998,1197
22,521,7:36.69,Paul BITOK,26 JUN 1970,KEN,3.0,Nice (FRA),17 JUL 1999,1197
23,524,7:36.70,Abderrahim GOUMRI,21 MAY 1976,MAR,5.0,Nice (FRA),09 JUL 2001,1197
24,524,7:36.70,Ali MAATAOUI,11 DEC 1980,MAR,5.0,Stockholm (SWE),07 AUG 2007,1197
25,526,7:36.71,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1.0,Paris (FRA),18 JUL 2008,1197
26,527,7:36.72,Yobes ONDIEKI,21 FEB 1961,KEN,1.0,London (GBR),28 JUL 1989,1197
27,527,7:36.72,Timothy CHERUIYOT,20 NOV 1995,KEN,5.0,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1197
28,529,7:36.73,Mohammed MOURHIT,10 OCT 1970,BEL,3.0,"Olympiastadion, München (GER)",11 SEP 1999,1197
29,530,7:36.74,Luke KIPKOSGEI,27 NOV 1975,KEN,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1197
30,530,7:36.74,Abraham CHEBII,23 DEC 1979,KEN,4.0,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007,1197
31,532,7:36.75,Thomas WESSINGHAGE,22 FEB 1952,FRG,2.0,Ingelheim (FRG),01 SEP 1981,1197
32,533,7:36.76,Khalid SKAH,29 JAN 1967,MAR,3.0,Köln (GER),21 AUG 1994,1197
33,533,7:36.76,Richard LIMO,18 NOV 1980,KEN,10.0,"Stade Louis II, Monaco (MON)",08 AUG 1998,1197
34,533,7:36.76,Luke KIPKOSGEI,27 NOV 1975,KEN,4.0,"Olympiastadion, Berlin (GER)",01 SEP 2000,1197
35,536,7:36.78,Joseph EBUYA,20 JUN 1987,KEN,4.0,"International Stadium, Gateshead (GBR)",11 JUN 2006,1196
36,537,7:36.79,Bernard BARMASAI,06 MAY 1974,KEN,4.0,Athina (GRE),28 JUN 2000,1196
37,537,7:36.79,Benjamin LIMO,23 AUG 1974,KEN,2.0,Stockholm (SWE),26 JUL 2005,1196
38,539,7:36.80,Mustapha ESSAÏD,20 JAN 1970,FRA,9.0,Bruxelles (BEL),03 SEP 1999,1196
39,540,7:36.81,Noureddine MORCELI,28 FEB 1970,ALG,6.0,Bruxelles (BEL),23 AUG 1996,1196
40,540,7:36.81,Wilson Boit KIPKETER,06 OCT 1973,KEN,5.0,Lille (FRA),11 JUL 1998,1196
41,540,7:36.81,Ryan HILL,31 JAN 1990,USA,7.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1196
42,540,7:36.81,Getnet WALE,16 JUL 2000,ETH,6.0,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1196
43,544,7:36.82,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1.0,Rieti (ITA),05 SEP 2004,1196
44,545,7:36.83,Ismail SGHYR,16 MAR 1972,MAR,4.0,Köln (GER),24 AUG 1997,1196
45,545,7:36.83,Sammy Alex MUTAHI,01 JUN 1989,KEN,5.0,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1196
46,547,7:36.84,Joseph EBUYA,20 JUN 1987,KEN,2.0,Paris (FRA),18 JUL 2008,1196
47,547,7:36.84,Yusuf Kibet BIWOTT,12 NOV 1986,KEN,14.0,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2011,1196
48,549,7:36.85,Mo FARAH,23 MAR 1983,GBR,1.0,"Olympic Stadium, London (GBR)",27 JUL 2013,1196
49,549,7:36.85,Abdelaati IGUIDER,25 MAR 1987,MAR,1.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1196
50,549,7:36.85,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,4.0,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1196
51,552,7:36.87,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,2.0,"Eugene, OR (USA)",07 JUN 2009,1196
52,553,7:36.88,Moses MOSOP,07 JUL 1985,KEN,7.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1196
53,554,7:36.89,Paul TERGAT,17 JUN 1969,KEN,3.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1196
54,554,7:36.89,Mohammed MOURHIT,10 OCT 1970,BEL,8.0,"Stade de France, Paris-St-Denis (FRA)",21 JUL 1999,1196
55,556,7:36.90,Chris SOLINSKY,05 DEC 1984,USA,3.0,"EIS Don Valley Stadium, Sheffield (GBR)",15 JUL 2007,1196
56,557,7:36.91,Nick WILLIS,25 APR 1983,NZL,3.0,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1196
57,558,7:36.94,Birhanu BALEW,27 FEB 1996,BRN,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1195
58,559,7:36.95,Boniface KIPROP,12 OCT 1985,UGA,1.0,"Crystal Palace, London (GBR)",26 JUL 2008,1195
59,560,7:36.96,Bouabdellah TAHRI,20 DEC 1978,FRA,3.0,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1195
60,561,7:36.97,Salah HISSOU,16 JAN 1972,MAR,1.0,Sevilla (ESP),30 MAY 1998,1195
61,561,7:36.97,Ali SAIDI-SIEF,15 MAR 1978,ALG,3.0,Rieti (ITA),05 SEP 1999,1195
62,563,7:36.98,Benjamin MAIYO,06 OCT 1978,KEN,9.0,"Stade Louis II, Monaco (MON)",19 JUL 2002,1195
63,563,7:36.98,Kenenisa BEKELE,13 JUN 1982,ETH,1.0,"Stade Louis II, Monaco (MON)",13 SEP 2003,1195
64,563,7:36.98,Ali SAIDI-SIEF,15 MAR 1978,ALG,4.0,Rethymno (GRE),21 JUL 2006,1195
65,566,7:37.00,Remmy Limo NDIWA,03 FEB 1988,KEN,3.0,Rieti (ITA),07 SEP 2008,1195
66,567,7:37.01,Paul BITOK,26 JUN 1970,KEN,6.0,"Stade Louis II, Monaco (MON)",09 SEP 1995,1195
67,568,7:37.02,Fermín CACHO,16 FEB 1969,ESP,1.0,Sevilla (ESP),28 MAY 1999,1195
68,569,7:37.04,Jim SPIVEY,07 MAR 1960,USA,3.0,Köln (GER),01 AUG 1993,1195
69,570,7:37.05,Paul BITOK,26 JUN 1970,KEN,3.0,Bruxelles (BEL),30 AUG 2002,1195
70,570,7:37.05,Chris SOLINSKY,05 DEC 1984,USA,3.0,"Eugene, OR (USA)",07 JUN 2009,1195
71,570,7:37.05,Emmanuel KIPSANG,13 JUN 1991,KEN,2.0,"Olympic Stadium, London (GBR)",24 JUL 2015,1195
72,570,7:37.05,Andreas ALMGREN,12 JUN 1995,SWE,7.0,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1195
73,574,7:37.08,Tariku BEKELE,28 FEB 1987,ETH,4.0,Doha (QAT),12 MAY 2006,1195
74,575,7:37.09,Khalid SKAH,29 JAN 1967,MAR,1.0,Köln (GER),19 AUG 1990,1194
75,576,7:37.12,Richard LIMO,18 NOV 1980,KEN,9.0,"Stade Louis II, Monaco (MON)",18 AUG 2000,1194
76,576,7:37.12,Luke KIPKOSGEI,27 NOV 1975,KEN,4.0,Bruxelles (BEL),30 AUG 2002,1194
77,578,7:37.14,Mohammed MOURHIT,10 OCT 1970,BEL,12.0,"Bislett Stadion, Oslo (NOR)",09 JUL 1998,1194
78,578,7:37.14,Isiah Kiplangat KOECH,19 DEC 1993,KEN,1.0,"Mestský Stadion, Ostrava (CZE)",25 MAY 2012,1194
79,580,7:37.15,Bethwell BIRGEN,06 AUG 1988,KEN,4.0,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1194
80,581,7:37.16,Salah HISSOU,16 JAN 1972,MAR,5.0,"Olympiastadion, Berlin (GER)",01 SEP 2000,1194
81,581,7:37.16,Isiah Kiplangat KOECH,19 DEC 1993,KEN,3.0,"Stade Louis II, Monaco (MON)",17 JUL 2015,1194
82,583,7:37.18,Richard LIMO,18 NOV 1980,KEN,4.0,"Olympiastadion, München (GER)",11 SEP 1999,1194
83,583,7:37.18,James Kwalia C'KURUI,12 JUN 1984,KEN,10.0,"Stade Louis II, Monaco (MON)",19 JUL 2002,1194
84,583,7:37.18,Soufiane EL BAKKALI,07 JAN 1996,MAR,2.0,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1194
85,586,7:37.19,Sammy Alex MUTAHI,01 JUN 1989,KEN,3.0,"International Stadium, Gateshead (GBR)",31 AUG 2009,1194
86,587,7:37.21,Grant FISHER,22 APR 1997,USA,2.0,"Brophy College Preparatory - Sports Campus, Phoenix, AZ (USA)",06 FEB 2021,1194
87,588,7:37.23,John Kemboi KIBOWEN,21 APR 1969,KEN,3.0,Doha (QAT),14 MAY 2004,1194
88,588,7:37.23,Hais WELDAY,24 OCT 1989,ERI,15.0,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2011,1194
89,590,7:37.24,Augustine Kiprono CHOGE,21 JAN 1987,KEN,3.0,Stockholm (SWE),26 JUL 2005,1194
90,591,7:37.27,William KALYA,04 AUG 1974,KEN,6.0,"Stade Louis II, Monaco (MON)",25 JUL 1995,1193
91,592,7:37.30,Craig MOTTRAM,18 JUN 1980,AUS,11.0,"Stade Louis II, Monaco (MON)",19 JUL 2002,1193
92,593,7:37.31,Matt TEGENKAMP,19 JAN 1982,USA,6.0,"Stade Louis II, Monaco (MON)",25 JUL 2007,1193
93,594,7:37.32,James Kwalia C'KURUI,12 JUN 1984,KEN,5.0,Bruxelles (BEL),30 AUG 2002,1193
94,594,7:37.32,Joseph EBUYA,20 JUN 1987,KEN,6.0,Rieti (ITA),27 AUG 2006,1193
95,594,7:37.32,Matt TEGENKAMP,19 JAN 1982,USA,4.0,"Eugene, OR (USA)",07 JUN 2009,1193
96,597,7:37.33,Lucas Kimeli ROTICH,16 APR 1990,KEN,6.0,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1193
97,598,7:37.34,Noureddine MORCELI,28 FEB 1970,ALG,1.0,Nice (FRA),15 JUL 1991,1193
98,599,7:37.35,Philip MOSIMA,02 JAN 1977,KEN,5.0,Lausanne (SUI),03 JUL 1996,1193
99,600,7:37.36,David CHELULE,07 JUL 1977,KEN,9.0,"Stade de France, Paris-St-Denis (FRA)",21 JUL 1999,1193
0,601,7:37.37,Birhanu BALEW,27 FEB 1996,BRN,5.0,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1193
1,602,7:37.38,Alberto GARCÍA,22 FEB 1971,ESP,2.0,Rieti (ITA),02 SEP 2001,1193
2,603,7:37.39,John KOSGEI,15 JUL 1973,KEN,8.0,Köln (GER),16 AUG 1996,1193
3,603,7:37.39,Patrick DEVER,05 SEP 1996,GBR,6.0,"International Stadium, Gateshead (GBR)",13 JUL 2021,1193
4,605,7:37.40,Boniface Kiprotich SONGOK,25 DEC 1980,KEN,6.0,Doha (QAT),09 MAY 2008,1193
5,605,7:37.40,Vincent Kiprop CHEPKOK,05 JUL 1988,KEN,1.0,Torino (ITA),04 JUN 2009,1193
6,605,7:37.40,John KIPKOECH,29 DEC 1991,KEN,5.0,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1193
7,608,7:37.41,Sammy KIPKETER,29 SEP 1981,KEN,5.0,"Olympiastadion, München (GER)",11 SEP 1999,1192
8,608,7:37.41,Boniface Kiprotich SONGOK,25 DEC 1980,KEN,5.0,"Stade Louis II, Monaco (MON)",29 JUL 2008,1192
9,610,7:37.42,James Kwalia C'KURUI,12 JUN 1984,KEN,1.0,San Sebastián (ESP),20 AUG 2002,1192
10,611,7:37.43,Bob KENNEDY,18 AUG 1970,USA,4.0,Köln (GER),21 AUG 1994,1192
11,611,7:37.43,Enrique MOLINA,25 FEB 1968,ESP,8.0,Bruxelles (BEL),22 AUG 1997,1192
12,613,7:37.44,Boniface Kiprotich SONGOK,25 DEC 1980,KEN,5.0,"International Stadium, Gateshead (GBR)",11 JUN 2006,1192
13,613,7:37.44,Mark Kosgei KIPTOO,21 JUN 1976,KEN,4.0,"International Stadium, Gateshead (GBR)",31 AUG 2009,1192
14,615,7:37.46,Shem KORORIA,25 SEP 1972,KEN,3.0,Oslo (NOR),05 JUL 1996,1192
15,616,7:37.47,Sean MCGORTY,08 MAR 1995,USA,3.0,"Brophy College Preparatory - Sports Campus, Phoenix, AZ (USA)",06 FEB 2021,1192
16,617,7:37.48,Gert-Jan LIEFERS,26 SEP 1978,NED,4.0,"FBK Stadium, Hengelo (NED)",29 MAY 2005,1192
17,617,7:37.48,Tadese WORKU,20 JAN 2002,ETH,7.0,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1192
18,619,7:37.49,John WALKER,12 JAN 1952,NZL,3.0,London (GBR),17 JUL 1982,1192
19,619,7:37.49,Haile GEBRSELASSIE,18 APR 1973,ETH,2.0,"Stade Louis II, Monaco (MON)",02 AUG 1994,1192
20,619,7:37.49,William KALYA,04 AUG 1974,KEN,1.0,Bellinzona (SUI),18 AUG 1997,1192
21,619,7:37.49,Mushir Salim JAWHER,13 JUN 1978,BRN,1.0,Madrid (ESP),17 JUL 2004,1192
22,623,7:37.50,Shadrack KORIR,14 DEC 1978,KEN,1.0,Zagreb (CRO),31 AUG 2006,1192
23,623,7:37.50,Morhad AMDOUNI,21 JUN 1988,FRA,3.0,Paris-St-Denis (FRA),17 JUL 2009,1192
24,623,7:37.50,Kuma GIRMA,24 NOV 2005,ETH,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1192
25,626,7:37.51,Abraham CHEBII,23 DEC 1979,KEN,3.0,Paris (FRA),18 JUL 2008,1192
26,626,7:37.51,David Kiprotich BETT,18 OCT 1992,KEN,8.0,"Olympiastadion, Berlin (GER)",22 AUG 2010,1192
27,628,7:37.52,James Kwalia C'KURUI,12 JUN 1984,QAT,16.0,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2011,1192
28,629,7:37.53,Paul BITOK,26 JUN 1970,KEN,1.0,Doha (QAT),15 MAY 2002,1192
29,629,7:37.53,Selemon BAREGA,20 JAN 2000,ETH,1.0,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,1192
30,631,7:37.56,Ali SAIDI-SIEF,15 MAR 1978,ALG,2.0,Zürich (SUI),19 AUG 2005,1192
31,631,7:37.56,Andrew BUTCHART,14 OCT 1991,GBR,3.0,"Olympic Stadium, London (GBR)",09 JUL 2017,1192
32,631,7:37.56,Mohamed Amin JHINAOUI,02 APR 1997,TUN,8.0,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1192
33,634,7:37.57,Said Mohamed EL WARDI,19 APR 1972,MAR,3.0,Sevilla (ESP),09 JUN 2000,1191
34,634,7:37.57,Cyrus RUTTO,21 APR 1992,KEN,3.0,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1191
35,636,7:37.58,Philip MOSIMA,02 JAN 1977,KEN,7.0,"Stade Louis II, Monaco (MON)",25 JUL 1995,1191
36,637,7:37.6h,Emiel PUTTEMANS,08 OCT 1947,BEL,1.0,Århus (DEN),14 SEP 1972,1191
37,637,7:37.60,Eamonn COGHLAN,21 NOV 1952,IRL,1.0,Oslo (NOR),01 JUL 1980,1191
38,639,7:37.62,Deresse MEKONNEN,20 OCT 1987,ETH,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 2009,1191
39,639,7:37.62,Selemon BAREGA,20 JAN 2000,ETH,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1191
40,641,7:37.63,Joseph EBUYA,20 JUN 1987,KEN,11.0,Rieti (ITA),06 SEP 2009,1191
41,642,7:37.64,Daniel KOMEN,17 MAY 1976,KEN,1.0,Moskva (RUS),08 JUN 1997,1191
42,642,7:37.64,Luke KIPKOSGEI,27 NOV 1975,KEN,6.0,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1191
43,642,7:37.64,Juan Luis BARRIOS,24 JUN 1983,MEX,7.0,Rieti (ITA),27 AUG 2006,1191
44,645,7:37.65,Joseph EBUYA,20 JUN 1987,KEN,2.0,Zagreb (CRO),31 AUG 2006,1191
45,645,7:37.65,Silas KIPRUTO,26 SEP 1984,KEN,5.0,"International Stadium, Gateshead (GBR)",31 AUG 2009,1191
46,647,7:37.66,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,2.0,"Crystal Palace, London (GBR)",26 JUL 2008,1191
47,648,7:37.68,Eliud BARNGETUNY,20 MAY 1973,KEN,4.0,Oslo (NOR),21 JUL 1995,1191
48,648,7:37.68,Paul TERGAT,17 JUN 1969,KEN,7.0,Oslo (NOR),04 JUL 1997,1191
49,648,7:37.68,Bedan KAROKI,21 AUG 1990,KEN,6.0,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1191
50,651,7:37.69,Bob KENNEDY,18 AUG 1970,USA,2.0,Nice (FRA),12 JUL 1995,1191
51,651,7:37.69,Leonard Patrick KOMON,10 JAN 1988,KEN,6.0,"Stade Louis II, Monaco (MON)",20 AUG 2006,1191
52,651,7:37.69,Bernard Kipchirchir KIPLAGAT,10 AUG 1988,KEN,6.0,Doha (QAT),11 MAY 2007,1191
53,654,7:37.70,Rudy CHAPA,07 NOV 1957,USA,1.0,"Eugene, OR (USA)",10 MAY 1979,1191
54,654,7:37.70,John Kemboi KIBOWEN,21 APR 1969,KEN,6.0,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1191
55,654,7:37.70,Boniface Kiprotich SONGOK,25 DEC 1980,KEN,3.0,Shanghai (CHN),17 SEP 2005,1191
56,654,7:37.70,Augustine Kiprono CHOGE,21 JAN 1987,KEN,7.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1191
57,658,7:37.72,Pablo OLMEDO,08 MAY 1975,MEX,10.0,Bruxelles (BEL),03 SEP 1999,1191
58,658,7:37.72,Chris SOLINSKY,05 DEC 1984,USA,4.0,Paris-St-Denis (FRA),17 JUL 2009,1191
59,660,7:37.73,William SIGEI,11 OCT 1969,KEN,3.0,"Stade Louis II, Monaco (MON)",07 AUG 1993,1190
60,660,7:37.73,Dieter BAUMANN,09 FEB 1965,GER,3.0,Köln (GER),08 AUG 1999,1190
61,660,7:37.73,Benjamin LIMO,23 AUG 1974,KEN,1.0,Nice (FRA),08 JUL 2000,1190
62,660,7:37.73,Craig MOTTRAM,18 JUN 1980,AUS,1.0,Stockholm (SWE),22 JUL 2008,1190
63,664,7:37.74,Cyrille LAVENTURE,29 MAR 1964,FRA,2.0,Köln (GER),19 AUG 1990,1190
64,664,7:37.74,Benjamin LIMO,23 AUG 1974,KEN,7.0,Paris (FRA),23 JUN 2000,1190
65,666,7:37.76,Serhiy LEBID,15 JUL 1975,UKR,4.0,Rieti (ITA),05 SEP 1999,1190
66,666,7:37.76,Hayle IBRAHIMOV,18 JAN 1990,AZE,2.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1190
67,666,7:37.76,Patrick TIERNAN,11 SEP 1994,AUS,4.0,"Olympic Stadium, London (GBR)",09 JUL 2017,1190
68,669,7:37.77,Khalid EL AMRI,20 MAR 1977,MAR,7.0,Doha (QAT),11 MAY 2007,1190
69,669,7:37.77,Collis BIRMINGHAM,27 DEC 1984,AUS,1.0,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2012,1190
70,671,7:37.79,Shem KORORIA,25 SEP 1972,KEN,6.0,Lausanne (SUI),03 JUL 1996,1190
71,672,7:37.80,El Hassan LAHSSINI,01 JAN 1975,MAR,9.0,Bruxelles (BEL),22 AUG 1997,1190
72,672,7:37.80,Michael KIBET,03 SEP 1999,KEN,7.0,"International Stadium, Gateshead (GBR)",13 JUL 2021,1190
73,674,7:37.82,Abdelaati IGUIDER,25 MAR 1987,MAR,1.0,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,1190
74,675,7:37.84,Alistair Ian CRAGG,13 JUN 1980,IRL,5.0,"Eugene, OR (USA)",07 JUN 2009,1190
75,676,7:37.85,Salah EL GHAZI,02 NOV 1975,MAR,3.0,Rieti (ITA),02 SEP 2001,1190
76,676,7:37.85,Edwin Cheruiyot SOI,03 MAR 1986,KEN,4.0,"Stade Louis II, Monaco (MON)",17 JUL 2015,1190
77,678,7:37.86,Hicham BELLANI,15 SEP 1979,MAR,7.0,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1190
78,679,7:37.89,Fita BAYISSA,15 DEC 1972,ETH,8.0,"Stade Louis II, Monaco (MON)",16 AUG 1997,1189
79,680,7:37.90,Yemaneberhan CRIPPA,15 OCT 1996,ITA,8.0,"International Stadium, Gateshead (GBR)",13 JUL 2021,1189
80,681,7:37.91,Ismail SGHYR,16 MAR 1972,MAR,2.0,Nice (FRA),08 JUL 2000,1189
81,682,7:37.93,Hicham BELLANI,15 SEP 1979,MAR,7.0,"Stade Louis II, Monaco (MON)",25 JUL 2007,1189
82,682,7:37.93,Reyes ESTÉVEZ,02 AUG 1976,ESP,12.0,Rieti (ITA),06 SEP 2009,1189
83,684,7:37.94,Mustapha ESSAÏD,20 JAN 1970,FRA,12.0,"Stade Louis II, Monaco (MON)",19 JUL 2002,1189
84,685,7:37.95,James GETANDA,05 JUL 1983,KEN,2.0,Doha (QAT),15 MAY 2002,1189
85,685,7:37.95,Eliud KIPCHOGE,05 NOV 1984,KEN,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 2009,1189
86,687,7:37.97,William KALYA,04 AUG 1974,KEN,6.0,Lille (FRA),11 JUL 1998,1189
87,687,7:37.97,Mulugeta WENDIMU,07 JAN 1985,ETH,5.0,"FBK Stadium, Hengelo (NED)",29 MAY 2005,1189
88,687,7:37.97,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,6.0,"Stade Louis II, Monaco (MON)",29 JUL 2008,1189
89,687,7:37.97,Garrett HEATH,03 NOV 1985,USA,5.0,"Stade Louis II, Monaco (MON)",17 JUL 2015,1189
90,691,7:37.98,Paul CHELIMO,27 OCT 1990,USA,8.0,Paris (FRA),27 AUG 2016,1189
91,692,7:37.99,Ismail SGHYR,16 MAR 1972,MAR,6.0,"Olympiastadion, Berlin (GER)",01 SEP 2000,1189
92,693,7:38.00,Bernard LAGAT,12 DEC 1974,USA,1.0,"Stade Louis II, Monaco (MON)",09 SEP 2005,1189
93,694,7:38.01,Alberto GARCÍA,22 FEB 1971,ESP,8.0,Bruxelles (BEL),28 AUG 1998,1189
94,695,7:38.03,Marc DAVIS,17 DEC 1969,USA,4.0,"Stade Louis II, Monaco (MON)",07 AUG 1993,1189
95,695,7:38.03,Mustapha ESSAÏD,20 JAN 1970,FRA,3.0,Nice (FRA),08 JUL 2000,1189
96,695,7:38.03,Craig MOTTRAM,18 JUN 1980,AUS,3.0,Zürich (SUI),19 AUG 2005,1189
97,698,7:38.06,David CHELULE,07 JUL 1977,KEN,10.0,Nice (FRA),16 JUL 1997,1188
98,698,7:38.06,Sammy KIPKETER,29 SEP 1981,KEN,8.0,Paris (FRA),23 JUN 2000,1188
99,698,7:38.06,Ishmael Rokitto KIPKURUI,10 FEB 2005,KEN,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1188
0,701,7:38.07,Bob KENNEDY,18 AUG 1970,USA,13.0,"Bislett Stadion, Oslo (NOR)",09 JUL 1998,1188
1,702,7:38.08,Hagos GEBRHIWET,11 MAY 1994,ETH,1.0,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1188
2,702,7:38.08,Ben BLANKENSHIP,15 DEC 1988,USA,6.0,"Stade Louis II, Monaco (MON)",17 JUL 2015,1188
3,704,7:38.09,Daniel KOMEN,17 MAY 1976,KEN,7.0,"Stade Louis II, Monaco (MON)",09 SEP 1995,1188
4,704,7:38.09,Fita BAYISSA,15 DEC 1972,ETH,7.0,Bruxelles (BEL),23 AUG 1996,1188
5,706,7:38.10,Dieter BAUMANN,09 FEB 1965,GER,4.0,Köln (GER),16 AUG 1992,1188
6,706,7:38.10,Isaac Kiprono SONGOK,25 APR 1984,KEN,8.0,Doha (QAT),11 MAY 2007,1188
7,708,7:38.11,Markos GENETI,07 JUN 1984,ETH,1.0,"Carson, CA (USA)",22 MAY 2005,1188
8,709,7:38.12,Salah HISSOU,16 JAN 1972,MAR,5.0,Oslo (NOR),21 JUL 1995,1188
9,709,7:38.12,Joseph EBUYA,20 JUN 1987,KEN,2.0,Ostrava (CZE),30 MAY 2006,1188
10,711,7:38.14,Salah HISSOU,16 JAN 1972,MAR,5.0,Köln (GER),21 AUG 1994,1188
11,712,7:38.15,Yobes ONDIEKI,21 FEB 1961,KEN,3.0,Köln (GER),19 AUG 1990,1188
12,712,7:38.15,Craig MOTTRAM,18 JUN 1980,AUS,1.0,Cork (IRL),02 JUL 2005,1188
13,712,7:38.15,Mo FARAH,23 MAR 1983,GBR,3.0,Zagreb (CRO),31 AUG 2006,1188
14,712,7:38.15,Isaac Kiprono SONGOK,25 APR 1984,KEN,2.0,"International Stadium, Gateshead (GBR)",31 AUG 2008,1188
15,716,7:38.16,Domnic Lokinyomo LOBALU,16 AUG 1998,SSD,1.0,"Stadio Comunale, Bellinzona (SUI)",12 SEP 2022,1188
16,717,7:38.18,Enrique MOLINA,25 FEB 1968,ESP,9.0,Monaco (MON),10 AUG 1996,1188
17,717,7:38.18,Brahim BOULAMI,20 APR 1972,MAR,5.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002,1188
