"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
3,104,1:26:52,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1.0,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1193
4,105,1:26:53,Anežka DRAHOTOVÁ,22 JUL 1995,CZE,4.0,Murcia (ESP),17 MAY 2015,1192
5,106,1:26:54,Olimpiada IVANOVA,29 AUG 1970,RUS,1.0,Cheboksary (RUS),12 JUN 2004,1192
6,107,1:26:57,Lyudmila YEFIMKINA,22 AUG 1981,RUS,3.0,"Adler, Sochi (RUS)",19 FEB 2006,1191
7,108,1:26:58,Hong LIU,12 MAY 1987,CHN,2.0,Taicang (CHN),03 MAY 2014,1191
8,108,1:26:58,Marina NOVIKOVA,01 MAR 1989,RUS,5.0,Murcia (ESP),17 MAY 2015,1191
9,108,1:26:58,Kimberly GARCÍA LEÓN,19 OCT 1993,PER,1.0,"Autzen Complex, Eugene, OR (USA)",15 JUL 2022,1191
10,111,1:26:59,Tatyana SIBILEVA,17 MAY 1980,RUS,3.0,Sochi (RUS),18 FEB 2012,1191
11,111,1:26:59,Erica SENA,03 MAY 1985,BRA,4.0,"Olympic Stadium, London (GBR)",13 AUG 2017,1191
12,111,1:26:59,Alegna GONZÁLEZ,02 JAN 1999,MEX,3.0,La Coruña (ESP),03 JUN 2023,1191
13,114,1:27:00,Irina YUMANOVA,09 APR 1990,RUS,2.0,Sochi (RUS),23 FEB 2013,1190
14,115,1:27:01,Xiuzhi LYU,26 OCT 1993,CHN,2.0,Taicang (CHN),30 MAR 2012,1190
15,116,1:27:02,Elmira ALEMBEKOVA,30 JUN 1990,RUS,3.0,Taicang (CHN),03 MAY 2014,1190
16,117,1:27:03,Vera SOKOLOVA,23 JUN 1987,RUS,4.0,Taicang (CHN),03 MAY 2014,1189
17,117,1:27:03,Anežka DRAHOTOVÁ,22 JUL 1995,CZE,2.0,"Olympiastadion, Berlin (GER)",11 AUG 2018,1189
18,119,1:27:04,Shijie QIEYANG,11 NOV 1990,CHN,3.0,Taicang (CHN),30 MAR 2012,1189
19,120,1:27:05,Margarita TURAVA,20 DEC 1980,BLR,2.0,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1189
20,120,1:27:05,Eleonora Anna GIORGI,14 SEP 1989,ITA,5.0,Taicang (CHN),03 MAY 2014,1189
21,120,1:27:05,Shijie QIEYANG,11 NOV 1990,CHN,4.0,La Coruña (ESP),08 JUN 2019,1189
22,123,1:27:06,Hong LIU,12 MAY 1987,CHN,1.0,Lugano (SUI),17 MAR 2013,1189
23,123,1:27:06,Shijie QIEYANG,11 NOV 1990,CHN,2.0,Taicang (CHN),05 MAY 2018,1189
24,125,1:27:07,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,2.0,"National Stadium, Beijing (CHN)",21 AUG 2008,1188
25,126,1:27:08,Margarita TURAVA,20 DEC 1980,BLR,1.0,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1188
26,126,1:27:08,Vera SOKOLOVA,23 JUN 1987,RUS,6.0,Murcia (ESP),17 MAY 2015,1188
27,128,1:27:09,Elisabetta PERRONE,09 JUL 1968,ITA,,Dudince (SVK),19 MAY 2001,1188
28,128,1:27:09,Lyudmila OLYANOVSKA,20 FEB 1993,UKR,7.0,Murcia (ESP),17 MAY 2015,1188
29,130,1:27:10,Margarita TURAVA,20 DEC 1980,BLR,1.0,Sesto San Giovanni (ITA),01 MAY 2007,1187
30,130,1:27:10,Xiuzhi LYU,26 OCT 1993,CHN,3.0,"Olympic Stadium, London (GBR)",11 AUG 2012,1187
31,132,1:27:11,Lyudmila ARKHIPOVA,12 SEP 1980,RUS,6.0,"Adler, Sochi (RUS)",28 FEB 2009,1187
32,133,1:27:12,Elisa RIGAUDO,17 JUN 1980,ITA,3.0,"National Stadium, Beijing (CHN)",21 AUG 2008,1187
33,134,1:27:13,Elvira KHASANOVA,10 JAN 2000,RUS,3.0,Sochi (RUS),19 FEB 2021,1186
34,135,1:27:14,Antonina PETROVA,01 MAY 1977,RUS,1.0,"Adler, Sochi (RUS)",01 MAR 2003,1186
35,135,1:27:14,Jiayu YANG,18 FEB 1996,CHN,1.0,Xi'an (CHN),24 SEP 2021,1186
36,135,1:27:14,Jiayu YANG,18 FEB 1996,CHN,1.0,Nanjing (CHN),22 JAN 2022,1186
37,138,1:27:15,Xiuzhi LYU,26 OCT 1993,CHN,6.0,Taicang (CHN),03 MAY 2014,1186
38,138,1:27:15,Liujing YANG,22 AUG 1998,CHN,2.0,Huangshan (CHN),10 MAR 2019,1186
39,138,1:27:15,Shijie QIEYANG,11 NOV 1990,CHN,4.0,La Coruña (ESP),03 JUN 2023,1186
40,141,1:27:16,Hongjuan SONG,04 JUL 1984,CHN,1.0,Yangzhou (CHN),14 APR 2003,1186
41,142,1:27:17,Hong LIU,12 MAY 1987,CHN,4.0,"National Stadium, Beijing (CHN)",21 AUG 2008,1185
42,142,1:27:17,Hong LIU,12 MAY 1987,CHN,1.0,Taicang (CHN),22 APR 2011,1185
43,144,1:27:18,Alena ZEMKOVA,1982,RUS,6.0,"Adler, Sochi (RUS)",23 FEB 2008,1185
44,144,1:27:18,Marina NOVIKOVA,01 MAR 1989,RUS,3.0,Sochi (RUS),27 FEB 2016,1185
45,144,1:27:18,Erica SENA,03 MAY 1985,BRA,3.0,Roma (ITA),07 MAY 2016,1185
46,147,1:27:19,Jing JIANG,23 OCT 1985,CHN,1.0,Nanning (CHN),25 FEB 2005,1185
47,147,1:27:19,Margarita TURAVA,20 DEC 1980,BLR,1.0,Rio Maior (POR),02 APR 2005,1185
48,147,1:27:19,Yelena LASHMANOVA,09 APR 1992,RUS,1.0,Cheboksary (RUS),15 JUN 2019,1185
49,147,1:27:19,María PÉREZ,29 APR 1996,ESP,5.0,La Coruña (ESP),03 JUN 2023,1185
50,151,1:27:22,Gillian O'SULLIVAN,21 AUG 1976,IRL,1.0,Sesto San Giovanni (ITA),01 MAY 2003,1184
51,151,1:27:22,Hong LIU,12 MAY 1987,CHN,1.0,Rio Maior (POR),18 APR 2015,1184
52,151,1:27:22,Jiayu YANG,18 FEB 1996,CHN,3.0,Taicang (CHN),05 MAY 2018,1184
53,154,1:27:23,Larisa YEMELYANOVA,06 JAN 1980,RUS,2.0,"Adler, Sochi (RUS)",01 MAR 2003,1183
54,154,1:27:23,Jing JIANG,23 OCT 1985,CHN,1.0,Xintai (CHN),24 OCT 2008,1183
55,156,1:27:24,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1.0,Naumburg (GER),02 MAY 2004,1183
56,156,1:27:24,Liping WANG,08 JUL 1976,CHN,2.0,Nanning (CHN),25 FEB 2005,1183
57,156,1:27:24,Quanming WU,16 NOV 2001,CHN,3.0,Huangshan (CHN),10 MAR 2019,1183
58,159,1:27:25,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1.0,La Coruña (ESP),07 JUN 2003,1183
59,159,1:27:25,María VASCO,26 DEC 1975,ESP,5.0,"National Stadium, Beijing (CHN)",21 AUG 2008,1183
60,159,1:27:25,Hong LIU,12 MAY 1987,CHN,1.0,Lugano (SUI),16 MAR 2014,1183
61,159,1:27:25,Anežka DRAHOTOVÁ,22 JUL 1995,CZE,1.0,"Kadrioru staadion, Tallinn (EST)",10 JUL 2015,1183
62,159,1:27:25,Marina NOVIKOVA,01 MAR 1989,RUS,3.0,Sochi (RUS),17 FEB 2020,1183
63,164,1:27:26,Olimpiada IVANOVA,29 AUG 1970,RUS,2.0,La Coruña (ESP),13 MAY 2006,1183
64,165,1:27:27,Vira ZOZULYA,31 AUG 1970,UKR,1.0,Sumy (UKR),07 JUN 2008,1182
65,165,1:27:27,Lyudmila OLYANOVSKA,20 FEB 1993,UKR,7.0,Taicang (CHN),03 MAY 2014,1182
66,165,1:27:27,Jemima MONTAG,15 FEB 1998,AUS,1.0,Adelaide (AUS),13 FEB 2022,1182
67,168,1:27:28,Elvira CHEPAREVA,10 JAN 2000,RUS,1.0,Saransk (RUS),20 MAY 2023,1182
68,169,1:27:29,Erica ALFRIDI,22 FEB 1968,ITA,4.0,Dudince (SVK),19 MAY 2001,1182
69,169,1:27:29,Eleonora Anna GIORGI,14 SEP 1989,ITA,2.0,Lugano (SUI),16 MAR 2014,1182
70,171,1:27:30,Hongyu LIU,11 JAN 1975,CHN,1.0,Beijing (CHN),01 MAY 1995,1181
71,171,1:27:30,Nadezhda RYASHKINA,22 JAN 1967,RUS,1.0,"Adler, Sochi (RUS)",07 FEB 1999,1181
72,171,1:27:30,Tatyana KOZLOVA,02 SEP 1983,RUS,2.0,Sochi (RUS),12 MAR 2005,1181
73,171,1:27:30,Antonella PALMISANO,06 AUG 1991,ITA,3.0,"Olympiastadion, Berlin (GER)",11 AUG 2018,1181
74,171,1:27:30,Darya GOLUBECHKOVA,10 SEP 2000,RUS,1.0,Sochi (RUS),19 FEB 2021,1181
75,176,1:27:31,Shijie QIEYANG,11 NOV 1990,CHN,2.0,Xi'an (CHN),24 SEP 2021,1181
76,176,1:27:31,Katarzyna ZDZIEBŁO,28 NOV 1996,POL,2.0,"Autzen Complex, Eugene, OR (USA)",15 JUL 2022,1181
77,178,1:27:32,Hongyu LIU,11 JAN 1975,CHN,1.0,Mézidon-Canon (FRA),02 MAY 1999,1181
78,178,1:27:32,Hong LIU,12 MAY 1987,CHN,1.0,La Coruña (ESP),09 JUN 2012,1181
79,178,1:27:32,Evelyn INGA,16 APR 1998,PER,6.0,La Coruña (ESP),03 JUN 2023,1181
80,181,1:27:33,Vera SOKOLOVA,23 JUN 1987,RUS,1.0,Cheboksary (RUS),13 JUN 2009,1180
81,182,1:27:34,Gillian O'SULLIVAN,21 AUG 1976,IRL,2.0,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1180
82,182,1:27:34,Jing JIANG,23 OCT 1985,CHN,2.0,Naumburg (GER),02 MAY 2004,1180
83,184,1:27:35,Natalya FEDOSKINA,25 JUN 1980,RUS,2.0,Mézidon-Canon (FRA),02 MAY 1999,1180
84,184,1:27:35,Tatyana KOROTKOVA,24 APR 1980,RUS,2.0,Cheboksary (RUS),12 JUN 2004,1180
85,184,1:27:35,Reykhan KAGRAMANOVA,01 JUN 1997,RUS,1.0,Cheboksary (RUS),21 MAY 2022,1180
86,184,1:27:35,Hong LIU,12 MAY 1987,CHN,3.0,Huangshan (CHN),05 MAR 2023,1180
87,188,1:27:36,María VASCO,26 DEC 1975,ESP,3.0,Naumburg (GER),02 MAY 2004,1180
88,188,1:27:36,Elisa RIGAUDO,17 JUN 1980,ITA,4.0,"Olympic Stadium, London (GBR)",11 AUG 2012,1180
89,188,1:27:36,Huanhuan SUN,15 MAR 1990,CHN,1.0,Taicang (CHN),01 MAR 2013,1180
90,188,1:27:36,Shijie QIEYANG,11 NOV 1990,CHN,1.0,Huangshan (CHN),03 MAR 2018,1180
91,188,1:27:36,Jiayu YANG,18 FEB 1996,CHN,2.0,Huangshan (CHN),03 MAR 2018,1180
92,193,1:27:37,Yanmin BAI,29 JUN 1987,CHN,1.0,Nanjing (CHN),20 OCT 2005,1179
93,194,1:27:38,Erica SENA,03 MAY 1985,BRA,5.0,La Coruña (ESP),08 JUN 2019,1179
94,195,1:27:39,Marina NOVIKOVA,01 MAR 1989,RUS,3.0,Sochi (RUS),23 FEB 2013,1179
95,195,1:27:39,Hong LIU,12 MAY 1987,CHN,1.0,La Coruña (ESP),31 MAY 2014,1179
96,195,1:27:39,Hong LIU,12 MAY 1987,CHN,2.0,Beijing (CHN),20 MAR 2015,1179
97,198,1:27:40,Yanfei LI,12 JAN 1990,CHN,1.0,Taicang (CHN),01 MAR 2013,1178
98,198,1:27:40,María PÉREZ,29 APR 1996,ESP,1.0,Pamplona (ESP),13 FEB 2022,1178
99,200,1:27:41,Claudia ŞTEF,25 FEB 1978,ROU,1.0,La Coruña (ESP),05 JUN 2004,1178
0,200,1:27:41,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,2,Sesto San Giovanni (ITA),01 MAY 2007,1178
1,200,1:27:41,Kumiko OKADA,17 OCT 1991,JPN,6,La Coruña (ESP),08 JUN 2019,1178
2,203,1:27:42,Elisabetta PERRONE,09 JUL 1968,ITA,2,Eisenhüttenstadt (GER),17 JUN 2000,1178
3,203,1:27:42,Qinqin HE,23 MAR 1992,CHN,2,Taicang (CHN),01 MAR 2013,1178
4,203,1:27:42,Sofiya BRODATSKAYA,24 OCT 1994,RUS,2,Cheboksary (RUS),09 JUN 2018,1178
5,203,1:27:42,Antonella PALMISANO,06 AUG 1991,ITA,1,Poděbrady (CZE),16 MAY 2021,1178
6,207,1:27:43,Yekaterina YEZHOVA,03 JUL 1982,RUS,7,"Adler, Sochi (RUS)",23 FEB 2008,1178
7,207,1:27:43,Yelena LASHMANOVA,09 APR 1992,RUS,1,Cheboksary (RUS),10 JUN 2017,1178
8,209,1:27:44,Jane SAVILLE,05 NOV 1974,AUS,4,Naumburg (GER),02 MAY 2004,1177
9,209,1:27:44,Beatriz PASCUAL,09 MAY 1982,ESP,6,"National Stadium, Beijing (CHN)",21 AUG 2008,1177
10,209,1:27:44,Shijie QIEYANG,11 NOV 1990,CHN,2,La Coruña (ESP),06 JUN 2015,1177
11,212,1:27:45,Olive LOUGHNANE,14 JAN 1976,IRL,7,"National Stadium, Beijing (CHN)",21 AUG 2008,1177
12,212,1:27:45,Hong LIU,12 MAY 1987,CHN,1,"National Stadium, Beijing (CHN)",28 AUG 2015,1177
13,212,1:27:45,Xiuzhi LYU,26 OCT 1993,CHN,2,"National Stadium, Beijing (CHN)",28 AUG 2015,1177
14,212,1:27:45,Elvira KHASANOVA,10 JAN 2000,RUS,1,Voronovo (RUS),05 SEP 2020,1177
15,212,1:27:45,Elvira CHEPAREVA,10 JAN 2000,RUS,1,"Slava Metreveli Stadium, Sochi (RUS)",13 FEB 2023,1177
16,217,1:27:46,Irina PETROVA,25 MAY 1985,RUS,3,La Coruña (ESP),13 MAY 2006,1177
17,217,1:27:46,Ana CABECINHA,29 APR 1984,POR,8,"National Stadium, Beijing (CHN)",21 AUG 2008,1177
18,217,1:27:46,María Guadalupe GONZÁLEZ ROMERO,09 JAN 1989,MEX,1,Monterrey (MEX),24 FEB 2018,1177
19,217,1:27:46,Eleonora Anna GIORGI,14 SEP 1989,ITA,1,Poděbrady (CZE),06 APR 2019,1177
20,217,1:27:46,Zhenxia MA,01 AUG 1998,CHN,6,Huangshan (CHN),20 MAR 2021,1177
21,222,1:27:47,Liujing YANG,22 AUG 1998,CHN,3,Xi'an (CHN),24 SEP 2021,1176
22,222,1:27:47,Klavdiya AFANASYEVA,15 JAN 1996,RUS,2,Sochi (RUS),31 JAN 2022,1176
23,224,1:27:48,Norica CÎMPEAN,22 MAR 1972,ROU,3,Mézidon-Canon (FRA),02 MAY 1999,1176
24,224,1:27:48,Olimpiada IVANOVA,29 AUG 1970,RUS,1,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001,1176
25,224,1:27:48,Hong LIU,12 MAY 1987,CHN,1,Taian (CHN),20 SEP 2020,1176
26,227,1:27:49,Elisa RIGAUDO,17 JUN 1980,ITA,5,Naumburg (GER),02 MAY 2004,1176
