"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
45,1840,1:31:30,Eleonora DOMINICI,22 FEB 1996,ITA,6,Alytus (LTU),19 MAY 2019,1111
46,1847,1:31:31,Gillian O'SULLIVAN,21 AUG 1976,IRL,14,Eisenhüttenstadt (GER),17 JUN 2000,1111
47,1847,1:31:31,Beatriz PASCUAL,09 MAY 1982,ESP,3,Ourense (ESP),16 FEB 2003,1111
48,1847,1:31:31,Svetlana SOLOVYEVA,06 NOV 1986,RUS,4,Cheboksary (RUS),17 JUN 2007,1111
49,1847,1:31:31,Yelena SHUMKINA,24 JAN 1988,RUS,,"Adler, Sochi (RUS)",23 FEB 2008,1111
50,1847,1:31:31,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,2,Murcia (ESP),21 SEP 2008,1111
51,1847,1:31:31,Viktória MADARÁSZ,12 MAY 1985,HUN,1,Békéscsaba (HUN),25 APR 2015,1111
52,1847,1:31:31,Mirna ORTÍZ,28 FEB 1987,GUA,3,Arica (CHI),09 MAY 2015,1111
53,1847,1:31:31,María Guadalupe SÁNCHEZ,04 AUG 1995,MEX,10,La Coruña (ESP),28 MAY 2016,1111
54,1847,1:31:31,Yalan WANG,19 FEB 1993,CHN,15,Huangshan (CHN),04 MAR 2017,1111
55,1847,1:31:31,Erica SENA,03 MAY 1985,BRA,4,Taicang (CHN),15 APR 2017,1111
56,1847,1:31:31,Maritza GUAMÁN,15 JAN 1988,ECU,2,Sucúa (ECU),15 APR 2017,1111
57,1858,1:31:32,Sabine ZIMMER-KRANTZ,06 FEB 1981,GER,14,Cheboksary (RUS),18 MAY 2003,1111
58,1858,1:31:32,Ying ZOU,20 AUG 1982,CHN,6,Guangzhou (CHN),22 MAR 2004,1111
59,1858,1:31:32,Qiuyan JIANG,14 MAR 1983,CHN,7,Beijing (CHN),18 APR 2008,1111
60,1858,1:31:32,Olga POVALYAYEVA,19 OCT 1984,RUS,2,Lugano (SUI),08 MAR 2009,1111
61,1858,1:31:32,Yanmin BO,29 JUN 1987,CHN,6f1,Beijing (CHN),19 SEP 2010,1111
62,1858,1:31:32,Júlia TAKÁCS,29 JUN 1989,ESP,2,Benicassim (ESP),06 MAR 2011,1111
63,1858,1:31:32,Lingling TONG,25 JAN 1992,CHN,6,Taicang (CHN),30 MAR 2012,1111
64,1858,1:31:32,Inês HENRIQUES,01 MAY 1980,POR,3,Rio Maior (POR),14 APR 2012,1111
65,1858,1:31:32,Olive LOUGHNANE,14 JAN 1976,IRL,5,Saransk (RUS),13 MAY 2012,1111
66,1858,1:31:32,Lorena LUACES,29 FEB 1984,ESP,3,Murcia (ESP),03 MAR 2013,1111
67,1858,1:31:32,Inês HENRIQUES,01 MAY 1980,POR,13,"Letzigrund, Zürich (SUI)",14 AUG 2014,1111
68,1858,1:31:32,Mirna ORTÍZ,28 FEB 1987,GUA,12,"National Stadium, Beijing (CHN)",28 AUG 2015,1111
69,1858,1:31:32,Lijuang XIE,14 MAY 1993,CHN,7,Changbaishan (CHN),06 SEP 2015,1111
70,1858,1:31:32,Nadiya BOROVSKA,25 FEB 1981,UKR,20,Roma (ITA),07 MAY 2016,1111
71,1858,1:31:32,Yiming MA,10 SEP 1997,CHN,16,Huangshan (CHN),04 MAR 2017,1111
72,1858,1:31:32,Brigita VIRBALYTĖ-DIMSIENĖ,01 FEB 1985,LTU,8,Poděbrady (CZE),21 MAY 2017,1111
73,1858,1:31:32,Alana BARBER,08 JUL 1987,NZL,23,Taicang (CHN),05 MAY 2018,1111
74,1858,1:31:32,Yehualeye BELETEW,31 JUL 1998,ETH,2,Alytus (LTU),11 JUN 2021,1111
75,1876,1:31:33,María SÁNCHEZ GÓMEZ,03 JAN 1977,MEX,5,"Olympic Stadium, Sydney (AUS)",28 SEP 2000,1110
76,1876,1:31:33,Johanna JACKSON,17 JAN 1985,GBR,21,"National Stadium, Beijing (CHN)",21 AUG 2008,1110
77,1876,1:31:33,Yevdokiya KOROTKOVA,28 FEB 1979,RUS,9,"Adler, Sochi (RUS)",28 FEB 2009,1110
78,1876,1:31:33,Li LI,18 JUN 1987,CHN,2,Lugano (SUI),14 MAR 2010,1110
79,1876,1:31:33,Dan HE,22 JUL 1984,CHN,5,Taicang (CHN),22 APR 2011,1110
80,1876,1:31:33,Olive LOUGHNANE,14 JAN 1976,IRL,2,Sesto San Giovanni (ITA),17 JUN 2012,1110
81,1876,1:31:33,Agnieszka SZWARNÓG,28 DEC 1986,POL,1,Dudince (SVK),23 MAR 2013,1110
82,1876,1:31:33,Júlia TAKÁCS,29 JUN 1989,ESP,1,Renteria (ESP),22 MAR 2015,1110
83,1876,1:31:33,Rachel TALLENT,20 FEB 1993,AUS,1,Adelaide (AUS),21 FEB 2016,1110
84,1876,1:31:33,Laura GARCÍA-CARO,16 APR 1995,ESP,2,Mérida (ESP),02 APR 2017,1110
85,1876,1:31:33,Anastasiya TAUSHKANOVA,25 MAR 1996,RUS,4,Cheboksary (RUS),15 JUN 2019,1110
86,1876,1:31:33,Haiying JI,25 FEB 2000,CHN,7,Xi'an (CHN),20 SEP 2021,1110
87,1876,1:31:33,Quanming WU,16 NOV 2001,CHN,2,Huangshan (CHN),23 APR 2022,1110
88,1889,1:31:34,Katarzyna RADTKE,31 AUG 1969,POL,5,"La Cartuja, Sevilla (ESP)",27 AUG 1999,1110
89,1889,1:31:34,Aihui XU,25 APR 1978,CHN,13,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003,1110
90,1889,1:31:34,Tatyana KOROTKOVA,24 APR 1980,RUS,5,"Adler, Sochi (RUS)",08 FEB 2004,1110
91,1889,1:31:34,Natalie SAVILLE,07 SEP 1978,AUS,25,Naumburg (GER),02 MAY 2004,1110
92,1889,1:31:34,Mayumi KAWASAKI,10 MAY 1980,JPN,5,La Coruña (ESP),20 JUN 2009,1110
93,1889,1:31:34,Brigita VIRBALYTĖ-DIMSIENĖ,01 FEB 1985,LTU,5,Alytus (LTU),10 JUN 2016,1110
94,1889,1:31:34,Angela Melania CASTRO CHIRIVECHZ,21 FEB 1993,BOL,23,"Olympic Stadium, London (GBR)",13 AUG 2017,1110
95,1889,1:31:34,Magaly BONILLA,08 FEB 1992,ECU,2,Macas (ECU),15 FEB 2020,1110
96,1889,1:31:34,Glenda MOREJÓN,30 MAY 2000,ECU,1,Asunción (PAR),12 OCT 2022,1110
97,1898,1:31:35,Tatyana METLEVSKAYA,14 SEP 1984,BLR,16,La Coruña (ESP),13 MAY 2006,1110
98,1898,1:31:35,Ana Maria GROZA,01 JUN 1976,ROU,11,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1110
99,1898,1:31:35,Susana FEITOR,28 JAN 1975,POR,1,Ferreira do Alentejo (POR),03 MAR 2007,1110
0,1898,1:31:35,Tatyana KOROTKOVA,24 APR 1980,RUS,10.0,"Adler, Sochi (RUS)",28 FEB 2009,1110
1,1898,1:31:35,Agnieszka SZWARNÓG,28 DEC 1986,POL,2.0,Zaniemsyl (POL),20 APR 2013,1110
2,1898,1:31:35,Viktória MADARÁSZ,12 MAY 1985,HUN,7.0,Dudince (SVK),21 MAR 2015,1110
3,1904,1:31:36,Jane SAVILLE,05 NOV 1974,AUS,1.0,Canberra (AUS),23 FEB 2003,1109
4,1904,1:31:36,Yelena GINKO,30 JUL 1976,BLR,13.0,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1109
5,1904,1:31:36,Masumi FUCHISE,02 SEP 1986,JPN,3.0,Kobe (JPN),27 JAN 2008,1109
6,1904,1:31:36,Ana CABECINHA,29 APR 1984,POR,5.0,"DS, Daegu (KOR)",31 AUG 2011,1109
7,1904,1:31:36,Li LI,18 JUN 1987,CHN,15.0,Taicang (CHN),01 MAR 2013,1109
8,1904,1:31:36,Vera SANTOS,03 DEC 1981,POR,15.0,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1109
9,1904,1:31:36,Agnieszka DYGACZ,18 JUL 1985,POL,14.0,"Letzigrund, Zürich (SUI)",14 AUG 2014,1109
10,1904,1:31:36,Yuanyuan NI,06 APR 1995,CHN,8.0,Changbaishan (CHN),06 SEP 2015,1109
11,1904,1:31:36,Faying MA,30 AUG 1993,CHN,17.0,Huangshan (CHN),04 MAR 2017,1109
12,1904,1:31:36,Yingliu WANG,01 MAY 1992,CHN,5.0,Rio Maior (POR),07 APR 2018,1109
13,1904,1:31:36,Valentina TRAPLETTI,12 JUL 1985,ITA,3.0,Poděbrady (CZE),07 APR 2018,1109
14,1904,1:31:36,Johana ORDÓŇEZ,12 DEC 1987,ECU,17.0,La Coruña (ESP),08 JUN 2019,1109
15,1904,1:31:36,. PRIYANKA,10 MAR 1996,IND,2.0,Ranchi (IND),15 FEB 2020,1109
16,1904,1:31:36,Olga SHARGINA,24 JUL 1996,RUS,7.0,Sochi (RUS),19 FEB 2021,1109
17,1904,1:31:36,Quzong DANZENG,10 SEP 2002,CHN,9.0,Xi'an (CHN),24 SEP 2021,1109
18,1919,1:31:37,Nadezhda RYASHKINA,22 JAN 1967,RUS,6.0,Sesto San Giovanni (ITA),01 MAY 2003,1109
19,1919,1:31:37,Xue CHAI,21 JAN 1988,CHN,10.0,Nanjing (CHN),20 OCT 2005,1109
20,1919,1:31:37,Anna SOROKINA,20 AUG 1988,RUS,,"Adler, Sochi (RUS)",23 FEB 2008,1109
21,1919,1:31:37,Ana Maria GROZA,01 JUN 1976,ROU,18.0,Cheboksary (RUS),11 MAY 2008,1109
22,1919,1:31:37,Mingxia YANG,13 JAN 1990,CHN,2.0,Xintai (CHN),24 OCT 2008,1109
23,1919,1:31:37,Susana FEITOR,28 JAN 1975,POR,2.0,Dublin (IRL),28 JUN 2009,1109
24,1919,1:31:37,Alejandra ORTEGA,08 JUL 1994,MEX,8.0,Dudince (SVK),19 MAR 2016,1109
25,1919,1:31:37,Yanxue MAO,15 FEB 1994,CHN,5.0,Huangshan (CHN),04 MAR 2017,1109
26,1919,1:31:37,Saskia FEIGE,13 AUG 1997,GER,1.0,Frankfurt (GER),10 APR 2021,1109
27,1928,1:31:38,Christina DESKOU,27 MAY 1973,GRE,1.0,Marathonas (GRE),18 MAR 2000,1109
28,1928,1:31:38,Eva PÉREZ,18 JUL 1975,ESP,10.0,München (GER),07 AUG 2002,1109
29,1928,1:31:38,Vira ZOZULYA,31 AUG 1970,UKR,1.0,Yevpatoriya (UKR),04 MAR 2005,1109
30,1928,1:31:38,Marina SMYSLOVA,05 JUN 1966,RUS,4.0,Chelyabinsk (RUS),02 SEP 2005,1109
31,1928,1:31:38,Sabine ZIMMER-KRANTZ,06 FEB 1981,GER,1.0,Naumburg (GER),01 JUN 2008,1109
32,1928,1:31:38,Huanhuan SUN,15 MAR 1990,CHN,5.0,Huai'an (CHN),11 FEB 2012,1109
33,1928,1:31:38,Alejandra ORTEGA,08 JUL 1994,MEX,4.0,Arica (CHI),09 MAY 2015,1109
34,1928,1:31:38,Emilie MENUET,27 SEP 1991,FRA,11.0,La Coruña (ESP),28 MAY 2016,1109
35,1928,1:31:38,Mirna ORTÍZ,28 FEB 1987,GUA,3.0,Poděbrady (CZE),06 APR 2019,1109
36,1928,1:31:38,Alegna GONZÁLEZ,02 JAN 1999,MEX,1.0,Coatzacoalcos (MEX),30 JAN 2022,1109
37,1938,1:31:39,Nadezhda RYASHKINA,22 JAN 1967,RUS,2.0,Tijuana (MEX),09 MAR 2003,1109
38,1938,1:31:39,Mi-jung KIM,10 JUN 1979,KOR,1.0,Ulsan (KOR),18 OCT 2005,1109
39,1938,1:31:39,Mayumi KAWASAKI,10 MAY 1980,JPN,1.0,Nomi (JPN),16 MAR 2008,1109
40,1938,1:31:39,Sonata MILUŠAUSKAITĖ,21 AUG 1973,LTU,8.0,Rio Maior (POR),05 APR 2008,1109
41,1938,1:31:39,Regan LAMBLE,14 OCT 1991,AUS,7.0,Taicang (CHN),22 APR 2011,1109
42,1938,1:31:39,Mayra PÉREZ,20 DEC 1988,GUA,6.0,La Coruña (ESP),31 MAY 2014,1109
43,1938,1:31:39,Rachel SEAMAN,14 JAN 1986,CAN,13.0,"National Stadium, Beijing (CHN)",28 AUG 2015,1109
44,1938,1:31:39,Yuanyuan NI,06 APR 1995,CHN,6.0,Huangshan (CHN),06 MAR 2016,1109
45,1938,1:31:39,Viktória MADARÁSZ,12 MAY 1985,HUN,1.0,Békéscsaba (HUN),30 APR 2017,1109
46,1938,1:31:39,Panagiota TSINOPOULOU,16 OCT 1990,GRE,6.0,Ivano-Frankivsk (UKR),14 MAR 2020,1109
47,1938,1:31:39,Erica SENA,03 MAY 1985,BRA,11.0,"Odori Park, Sapporo (JPN)",06 AUG 2021,1109
48,1949,1:31:40,Vira ZOZULYA,31 AUG 1970,UKR,15.0,Eisenhüttenstadt (GER),17 JUN 2000,1108
49,1949,1:31:40,Annarita SIDOTI,25 JUL 1969,ITA,8.0,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001,1108
50,1949,1:31:40,Yawei YANG,16 OCT 1983,CHN,9.0,Yangzhou (CHN),22 APR 2006,1108
51,1949,1:31:40,Susana FEITOR,28 JAN 1975,POR,9.0,Sesto San Giovanni (ITA),01 MAY 2007,1108
52,1949,1:31:40,Johanna JACKSON,17 JAN 1985,GBR,1.0,Melbourne (AUS),23 FEB 2008,1108
53,1949,1:31:40,Mingxia YANG,13 JAN 1990,CHN,1.0,Baoji (CHN),20 MAR 2009,1108
54,1949,1:31:40,Kristina SALTANOVIČ,20 FEB 1975,LTU,6.0,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1108
55,1949,1:31:40,Kristina SALTANOVIČ,20 FEB 1975,LTU,6.0,"DS, Daegu (KOR)",31 AUG 2011,1108
56,1949,1:31:40,Agnieszka DYGACZ,18 JUL 1985,POL,3.0,Zaniemsyl (POL),21 APR 2012,1108
57,1949,1:31:40,Rachel SEAMAN,14 JAN 1986,CAN,6.0,Lugano (SUI),16 MAR 2014,1108
58,1949,1:31:40,Khushbir KAUR,09 JUL 1993,IND,35.0,Taicang (CHN),03 MAY 2014,1108
59,1949,1:31:40,Živilė VAICIUKEVIČIŪTĖ,03 APR 1996,LTU,3.0,Poděbrady (CZE),08 APR 2017,1108
60,1949,1:31:40,Raquel GONZÁLEZ,16 NOV 1989,ESP,2.0,Oropesa del Mar (ESP),17 MAR 2019,1108
61,1949,1:31:40,Camille MOUTARD,11 JUL 2001,FRA,2.0,Aix-les-Bains (FRA),12 MAR 2023,1108
62,1963,1:31:41,Norica CÎMPEAN,22 MAR 1972,ROU,10.0,Torino (ITA),12 OCT 2002,1108
63,1963,1:31:41,Beatriz PASCUAL,09 MAY 1982,ESP,6.0,Rio Maior (POR),10 APR 2010,1108
64,1963,1:31:41,María VASCO,26 DEC 1975,ESP,3.0,Olhao (POR),21 MAY 2011,1108
65,1963,1:31:41,Sofia RAMOS RODRÍGUEZ,25 AUG 2002,MEX,9.0,Poděbrady (CZE),02 APR 2022,1108
66,1967,1:31:42,Kumi OTOSHI,29 JUL 1985,JPN,1.0,Nomi (JPN),15 MAR 2009,1108
67,1967,1:31:42,Masumi FUCHISE,02 SEP 1986,JPN,2.0,Beograd (SRB),10 JUL 2009,1108
68,1967,1:31:42,Larisa YEMELYANOVA,06 JAN 1980,RUS,7.0,Sochi (RUS),20 FEB 2010,1108
69,1967,1:31:42,Júlia TAKÁCS,29 JUN 1989,ESP,2.0,Santa Eulària des Riu (ESP),07 MAR 2010,1108
70,1967,1:31:42,Vera SANTOS,03 DEC 1981,POR,3.0,Sesto San Giovanni (ITA),01 MAY 2011,1108
71,1967,1:31:42,Tatyana MINEYEVA,10 AUG 1990,RUS,1.0,"Mestský Stadion, Ostrava (CZE)",17 JUL 2011,1108
72,1967,1:31:42,Ana CABECINHA,29 APR 1984,POR,6.0,Saransk (RUS),13 MAY 2012,1108
73,1967,1:31:42,Mária GÁLIKOVÁ,21 AUG 1980,SVK,8.0,Dudince (SVK),21 MAR 2015,1108
74,1967,1:31:42,Vera SANTOS,03 DEC 1981,POR,9.0,Rio Maior (POR),18 APR 2015,1108
75,1967,1:31:42,Miranda MELVILLE,20 MAR 1989,USA,7.0,Nomi (JPN),20 MAR 2016,1108
76,1967,1:31:42,Tatyana MINEYEVA,10 AUG 1990,RUS,1.0,Kostroma (RUS),03 SEP 2016,1108
77,1967,1:31:42,Hanna SHEVCHUK,18 JUL 1996,UKR,12.0,"Autzen Complex, Eugene, OR (USA)",15 JUL 2022,1108
78,1979,1:31:43,Lyudmila DOLGOPOLOVA,11 AUG 1969,BLR,15.0,Mézidon-Canon (FRA),02 MAY 1999,1107
79,1979,1:31:43,Cheryl WEBB,03 OCT 1976,AUS,26.0,Naumburg (GER),02 MAY 2004,1107
80,1979,1:31:43,Inês HENRIQUES,01 MAY 1980,POR,5.0,La Coruña (ESP),05 JUN 2004,1107
81,1979,1:31:43,Susana FEITOR,28 JAN 1975,POR,6.0,Rio Maior (POR),01 APR 2006,1107
82,1979,1:31:43,Ryoko SAKAKURA,09 MAY 1976,JPN,1.0,Takahata (JPN),05 NOV 2006,1107
83,1979,1:31:43,Inês HENRIQUES,01 MAY 1980,POR,7.0,Saransk (RUS),13 MAY 2012,1107
84,1979,1:31:43,Lorena LUACES,29 FEB 1984,ESP,16.0,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1107
85,1979,1:31:43,Haiying JI,25 FEB 2000,CHN,7.0,Huangshan (CHN),20 MAR 2021,1107
86,1979,1:31:43,Maocuo LI,20 OCT 1992,CHN,5.0,La Coruña (ESP),28 MAY 2022,1107
87,1988,1:31:44,Marina SMYSLOVA,05 JUN 1966,RUS,1.0,Ishevsk (RUS),25 SEP 2004,1107
88,1988,1:31:44,Yelena GINKO,30 JUL 1976,BLR,,Saransk (RUS),11 JUN 2005,1107
89,1988,1:31:44,Hongjuan SONG,04 JUL 1984,CHN,6.0,Shenzhen (CHN),24 MAR 2007,1107
90,1988,1:31:44,Claudia ŞTEF,25 FEB 1978,ROU,1.0,Bucureşti (ROU),27 JUL 2007,1107
91,1988,1:31:44,Irina LAZAREVA,02 MAR 1986,RUS,,"Adler, Sochi (RUS)",23 FEB 2008,1107
92,1988,1:31:44,Valentina TRAPLETTI,12 JUL 1985,ITA,5.0,La Coruña (ESP),06 JUN 2015,1107
93,1988,1:31:44,Gao NI,14 SEP 1991,CHN,18.0,Huangshan (CHN),04 MAR 2017,1107
94,1988,1:31:44,Nadiya BOROVSKA,25 FEB 1981,UKR,1.0,Ivano-Frankivsk (UKR),12 MAR 2017,1107
95,1988,1:31:44,Na WANG,29 MAY 1995,CHN,6.0,Xi'an (CHN),07 SEP 2018,1107
96,1988,1:31:44,Lorena ARENAS,17 SEP 1993,COL,3.0,Suzhou (CHN),24 SEP 2018,1107
97,1988,1:31:44,Rebecca HENDERSON,04 JUL 2001,AUS,2.0,Adelaide (AUS),13 FEB 2022,1107
98,1988,1:31:44,Quanming WU,16 NOV 2001,CHN,13.0,"Autzen Complex, Eugene, OR (USA)",15 JUL 2022,1107
99,1988,1:31:44,Eliška MARTÍNKOVÁ,27 JAN 2002,CZE,7.0,"Odeonplatz, München (GER)",20 AUG 2022,1107
0,1988,1:31:44,Wenxiu SU,28 JUN 1998,CHN,9,Huangshan (CHN),05 MAR 2023,1107
1,2002,1:31:45,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,16,Mézidon-Canon (FRA),02 MAY 1999,1107
2,2002,1:31:45,Beate GUMMELT,04 FEB 1968,GER,6,Naumburg (GER),30 APR 2000,1107
3,2002,1:31:45,Athina PAPAGIANNI,18 AUG 1980,GRE,11,München (GER),07 AUG 2002,1107
4,2002,1:31:45,Olga LUKYANCHUK,07 DEC 1976,UKR,4,Yevpatoriya (UKR),23 FEB 2003,1107
5,2002,1:31:45,María Teresa GARGALLO,15 OCT 1969,ESP,6,La Coruña (ESP),05 JUN 2004,1107
6,2002,1:31:45,Ying ZOU,20 AUG 1982,CHN,20,Cixi City (CHN),23 APR 2005,1107
7,2002,1:31:45,María VASCO,26 DEC 1975,ESP,1,Barcelona (ESP),04 FEB 2007,1107
8,2002,1:31:45,Natalya MAKAROVA,17 APR 1987,RUS,7,Saransk (RUS),08 JUN 2008,1107
9,2002,1:31:45,Federica FERRARO,18 AUG 1988,ITA,1,Chiasso (SUI),14 OCT 2012,1107
10,2002,1:31:45,Masumi FUCHISE,02 SEP 1986,JPN,8,Nomi (JPN),20 MAR 2016,1107
11,2002,1:31:45,Maocuo LI,20 OCT 1992,CHN,4,Taicang (CHN),08 MAY 2021,1107
12,2002,1:31:45,Johana ORDÓŇEZ,12 DEC 1987,ECU,9,Rio Maior (POR),06 MAY 2023,1107
13,2014,1:31:46,Svetlana TOLSTAYA,09 AUG 1971,KAZ,17,Mézidon-Canon (FRA),02 MAY 1999,1106
14,2014,1:31:46,Olga SURANOVA,07 DEC 1986,RUS,6,Saransk (RUS),29 SEP 2007,1106
15,2014,1:31:46,Beatriz PASCUAL,09 MAY 1982,ESP,7,"DS, Daegu (KOR)",31 AUG 2011,1106
16,2014,1:31:46,Claudia ŞTEF,25 FEB 1978,ROU,4,Rio Maior (POR),14 APR 2012,1106
17,2014,1:31:46,Alina MATVEYUK,29 JUL 1990,BLR,15,"Letzigrund, Zürich (SUI)",14 AUG 2014,1106
18,2014,1:31:46,María PÉREZ,29 APR 1996,ESP,3,Mérida (ESP),02 APR 2017,1106
19,2014,1:31:46,María PÉREZ,29 APR 1996,ESP,1,Castellón (ESP),18 MAR 2018,1106
20,2021,1:31:47,Jane SAVILLE,05 NOV 1974,AUS,1,Brisbane (AUS),06 APR 2003,1106
21,2021,1:31:47,Mingming HA,15 APR 1982,CHN,1,Manila (PHI),20 SEP 2003,1106
22,2021,1:31:47,María VASCO,26 DEC 1975,ESP,2,El Prat de Llobregat (ESP),27 JAN 2008,1106
23,2021,1:31:47,Brigita VIRBALYTĖ-DIMSIENĖ,01 FEB 1985,LTU,8,Lugano (SUI),17 MAR 2013,1106
24,2021,1:31:47,Paulina BUZIAK,16 DEC 1986,POL,7,Lugano (SUI),16 MAR 2014,1106
25,2021,1:31:47,Valentina TRAPLETTI,12 JUL 1985,ITA,12,La Coruña (ESP),28 MAY 2016,1106
26,2021,1:31:47,Ana CABECINHA,29 APR 1984,POR,3,Ciudad Juárez (MEX),12 MAR 2017,1106
27,2021,1:31:47,Yehualeye BELETEW,31 JUL 1998,ETH,1,"Stephen Keshi Stadium, Asaba (NGR)",05 AUG 2018,1106
28,2029,1:31:48,Yuxin LI,04 DEC 1974,CHN,16,Dandong (CHN),13 APR 2001,1106
29,2029,1:31:48,Ana Maria GROZA,01 JUN 1976,ROU,14,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1106
30,2029,1:31:48,Ana CABECINHA,29 APR 1984,POR,7,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010,1106
31,2029,1:31:48,Ana CABECINHA,29 APR 1984,POR,4,Dudince (SVK),19 MAY 2013,1106
32,2029,1:31:48,Rei INOUE,23 JUL 1991,JPN,1,Kobe (JPN),16 FEB 2014,1106
33,2029,1:31:48,Katarzyna BURGHARDT,29 JUN 1985,POL,4,Poděbrady (CZE),12 APR 2014,1106
34,2029,1:31:48,Valentina TRAPLETTI,12 JUL 1985,ITA,1,Cassino (ITA),29 MAR 2015,1106
35,2029,1:31:48,Nadezhda SERGEYEVA,12 MAR 1994,RUS,7,Sochi (RUS),18 FEB 2017,1106
36,2029,1:31:48,Valeria ORTUÑO,27 MAY 1998,MEX,4,Poděbrady (CZE),08 APR 2017,1106
37,2029,1:31:48,Yingliu WANG,01 MAY 1992,CHN,1,Taicang (CHN),15 APR 2017,1106
38,2029,1:31:48,Raquel GONZÁLEZ,16 NOV 1989,ESP,12,"Olympiastadion, Berlin (GER)",11 AUG 2018,1106
39,2029,1:31:48,Viktória MADARÁSZ,12 MAY 1985,HUN,18,La Coruña (ESP),08 JUN 2019,1106
40,2029,1:31:48,Zhenxia MA,01 AUG 1998,CHN,5,Leshan (CHN),06 SEP 2019,1106
41,2029,1:31:48,Barbara OLÁH,26 JUL 1993,HUN,1,Békéscsaba (HUN),20 MAR 2022,1106
42,2029,1:31:48,Cristina MONTESINOS,12 JUL 1994,ESP,4,Córdoba (ESP),26 MAR 2023,1106
43,2044,1:31:49,Natalya MISYULYA,14 APR 1966,BLR,3,Hildesheim (GER),05 JUN 2004,1106
44,2044,1:31:49,Valentina TSYBULSKAYA,19 FEB 1968,BLR,15,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1106
45,2044,1:31:49,Alena ZEMKOVA,1982,RUS,2,Ishevsk (RUS),25 SEP 2004,1106
46,2044,1:31:49,Kristina SALTANOVIČ,20 FEB 1975,LTU,5,La Coruña (ESP),04 JUN 2005,1106
47,2044,1:31:49,Tatyana SHEMYAKINA,03 SEP 1987,RUS,5,Cheboksary (RUS),17 JUN 2007,1106
48,2044,1:31:49,Yelena GINKO,30 JUL 1976,BLR,3,Kraków (POL),23 JUN 2007,1106
49,2044,1:31:49,Kang ZHOU,24 DEC 1989,CHN,6,Jinan (CHN),24 OCT 2009,1106
50,2044,1:31:49,María VASCO,26 DEC 1975,ESP,3,Benicassim (ESP),06 MAR 2011,1106
51,2044,1:31:49,Xingcai LUO,18 JUL 1994,CHN,1,Taicang (CHN),30 MAR 2012,1106
52,2044,1:31:49,Dan HE,22 JUL 1984,CHN,16,Taicang (CHN),01 MAR 2013,1106
53,2044,1:31:49,Beatriz PASCUAL,09 MAY 1982,ESP,5,Rio Maior (POR),06 APR 2013,1106
54,2044,1:31:49,María José POVES,16 MAR 1978,ESP,6,La Coruña (ESP),06 JUN 2015,1106
55,2044,1:31:49,Leilei LI,18 AUG 1989,CHN,9,Changbaishan (CHN),06 SEP 2015,1106
56,2044,1:31:49,Valentina TRAPLETTI,12 JUL 1985,ITA,5,Poděbrady (CZE),09 APR 2016,1106
57,2044,1:31:49,Mary Luz ANDIA,09 NOV 2000,PER,7,Dudince (SVK),20 MAR 2021,1106
58,2044,1:31:49,Olena SOBCHUK,23 NOV 1995,UKR,2,Lutsk (UKR),25 MAR 2023,1106
59,2060,1:31:50,Norica CÎMPEAN,22 MAR 1972,ROU,6,"Olympic Stadium, Sydney (AUS)",28 SEP 2000,1105
60,2060,1:31:50,Svetlana SOLOVYEVA,06 NOV 1986,RUS,8,"Adler, Sochi (RUS)",17 FEB 2007,1105
61,2060,1:31:50,Snezhana YURCHENKO,01 AUG 1984,BLR,1,Grodno (BLR),08 JUL 2008,1105
62,2060,1:31:50,Johanna JACKSON,17 JAN 1985,GBR,1,London (GBR),30 MAY 2011,1105
63,2060,1:31:50,Lorena LUACES,29 FEB 1984,ESP,4,Pontevedra (ESP),04 MAR 2012,1105
64,2060,1:31:50,Natalya SEREZHKINA,07 MAY 1992,RUS,3,"Ratinan Stadion, Tampere (FIN)",10 JUL 2013,1105
65,2060,1:31:50,Lijuang XIE,14 MAY 1993,CHN,11,Huangshan (CHN),27 FEB 2014,1105
66,2060,1:31:50,Amanda CANO,19 AUG 1994,ESP,4,Mérida (ESP),02 APR 2017,1105
67,2068,1:31:51,Michelle ROHL,12 NOV 1965,USA,1,"Kenosha, WI (USA)",13 MAY 2000,1105
68,2068,1:31:51,Jane SAVILLE,05 NOV 1974,AUS,6,Tijuana (MEX),20 MAR 2004,1105
69,2068,1:31:51,Mayumi KAWASAKI,10 MAY 1980,JPN,1,Kobe (JPN),30 JAN 2005,1105
70,2068,1:31:51,Larisa YEMELYANOVA,06 JAN 1980,RUS,12,"Adler, Sochi (RUS)",19 FEB 2006,1105
71,2068,1:31:51,Beatriz PASCUAL,09 MAY 1982,ESP,2,Igualada (ESP),07 FEB 2015,1105
