"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
70,671,6:37.44,Ronja FJELLNER,22 SEP 1989,SWE,2,Göteborg (SWE),28 JUL 2015,1039
71,672,6:37.46,Laurel FISHER,,USA,3,"National Training Center, Clermont, FL (USA)",22 JAN 2021,1038
72,672,6:37.46,Kim BÖDI,30 AUG 2001,GER,4f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1038
73,674,6:37.49,Emily STEWART,24 DEC 1991,GBR,2,London (GBR),05 MAY 2012,1038
74,674,6:37.49,Amelie SVENSSON,28 AUG 1996,SWE,3f1,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,1038
75,676,6:37.50,Melissa ROLLISON,13 APR 1983,AUS,1,Canberra (AUS),13 DEC 1998,1038
76,676,6:37.50,Kerry O’FLAHERTY,15 JUL 1981,IRL,1,Manchester (GBR),06 JUL 2013,1038
77,678,6:37.51,Lucinda CROUCH,29 JAN 2000,AUS,1,Brisbane (AUS),22 OCT 2016,1038
78,679,6:37.52,Moeno SHIMIZU,20 MAR 1997,JPN,2,Osaka (JPN),31 AUG 2014,1038
79,680,6:37.57,Klara BODINSSON,11 JUN 1990,SWE,1,Karlskrona (SWE),14 JUN 2009,1038
80,680,6:37.57,Beth CROFT,09 JUL 1997,AUS,1,Sydney (AUS),16 DEC 2017,1038
81,682,6:37.59,Türkan ERIŞMIŞ,05 JAN 1984,TUR,4h1,Tampere (FIN),25 JUL 2003,1038
82,682,6:37.59,Verena DREIER,15 JAN 1985,GER,1,Jena (GER),04 JUL 2004,1038
83,684,6:37.63,Melissa ROLLISON,13 APR 1983,AUS,1,Brisbane (AUS),23 OCT 1998,1038
84,685,6:37.64,Rimma ULYANOVA,10 JAN 1974,RUS,5,St. Petersburg (RUS),15 JUL 1994,1038
85,686,6:37.65,Zewdinesh Mamo TEKLEMAREAM,14 JAN 1997,ETH,2h,"Olympic Stadium, Nanjing (CHN)",21 AUG 2014,1038
86,687,6:37.69,Tara KRZYWICKI,09 MAR 1974,GBR,1,Gateshead (GBR),26 AUG 2000,1038
87,687,6:37.69,Hannah O'CONNOR,09 MAR 2001,NZL,2,Port Vila (VAN),10 MAY 2018,1038
88,689,6:37.7h,Claire ENTWISTLE,09 DEC 1976,GBR,1,Loughborough (GBR),17 JUL 2004,1037
89,689,6:37.70,Collier LAWRENCE,04 OCT 1986,USA,1,"Davis, CA (USA)",10 MAR 2012,1037
90,691,6:37.75,Agnieszka FULBISZEWSKA,09 MAR 1980,POL,3,Gdansk (POL),15 JUL 2006,1037
91,691,6:37.75,Holly PAGE,17 AUG 2000,GBR,5,"Chelmsford Sport And Athletics Centre Melbourne Park, Chelmsford (GBR)",02 MAY 2022,1037
92,693,6:37.76,Emily PIDGEON,01 JUN 1989,GBR,1,Potchefstroom (RSA),24 APR 2006,1037
93,694,6:37.78,Türkan ERIŞMIŞ,05 JAN 1984,TUR,6,Tampere (FIN),27 JUL 2003,1037
94,694,6:37.78,Mary GOLDKAMP,04 OCT 1988,USA,1,"Nashville, TN (USA)",24 MAR 2012,1037
95,696,6:37.79,Yekaterina BESPALOVA,26 OCT 1984,RUS,2,Kazan (RUS),03 JUL 2003,1037
96,696,6:37.79,Olivia GÜRTH,31 MAY 2002,GER,8f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1037
97,698,6:37.81,Olimpia POP,25 FEB 1976,ROU,1,Bucureşti (ROU),06 AUG 1994,1037
98,698,6:37.81,Tsehainesh TSALE,29 JAN 1993,ETH,2f2,Singapore (SGP),23 AUG 2010,1037
99,700,6:37.83,Yumi YOSHIKAWA,31 OCT 1990,JPN,4,"Universiade Commemorative Stadium, Kobe (JPN)",25 APR 2021,1037
0,701,6:37.84,Angela MARVIN,26 APR 1984,USA,,Bridgetown (BAR),20 JUL 2003,1037
1,702,6:37.85,Lucia Kamene MUANGI,26 JUN 1992,KEN,2h1,Bressanone (ITA),08 JUL 2009,1037
2,702,6:37.85,Nicole Svetlana REINA,25 SEP 1997,ITA,1f2,Rieti (ITA),20 JUN 2014,1037
3,704,6:37.86,Tegla CHEROTICH,21 NOV 1998,KEN,4,Nairobi (KEN),17 JUN 2015,1037
4,705,6:37.89,Charlotte PROUSE,09 FEB 1997,CAN,1,"Albuquerque, NM (USA)",07 APR 2018,1037
5,706,6:37.90,Verena DREIER,15 JAN 1985,GER,5h1,Tampere (FIN),25 JUL 2003,1037
6,706,6:37.90,Sarah CORNELSEN,07 JUL 1990,GER,8,Ostrava (CZE),14 JUL 2007,1037
7,706,6:37.9h,Parami Wasanthi MARISTELA,28 MAY 2001,SRI,1,Colombo (SRI),19 SEP 2018,1037
8,709,6:37.92,Astrid LEUTERT,12 SEP 1987,SUI,1,"Tallahassee, FL (USA)",09 APR 2011,1037
9,710,6:37.93,Alondra NEGRON,31 MAY 1998,PUR,1,Ciudad Real (ESP),28 JUN 2015,1037
10,710,6:37.93,Claudia PRISECARU,02 SEP 1997,ROU,,"Stadionul Nicolae Dobrin, Pitesti (ROU)",22 MAY 2021,1037
11,712,6:37.94,Ronja BÖHRER,05 MAR 1995,GER,2,Pliezhausen (GER),18 MAY 2014,1037
12,712,6:37.94,Matea PARLOV KOŠTRO,02 JUN 1992,CRO,2,Novo Mesto (SLO),18 SEP 2015,1037
13,714,6:37.96,Poļina JEĻIZAROVA,01 MAY 1989,LAT,1,Riga (LAT),07 AUG 2004,1036
14,715,6:37.99,Katarzyna KOWALSKA,07 APR 1985,POL,1,Białystok (POL),27 JUN 2004,1036
15,715,6:37.99,Jessica GILFILLAN,10 FEB 1992,AUS,1,Gold Coast (AUS),03 JUL 2009,1036
16,717,6:38.00,Valeriya MARA,22 FEB 1983,UKR,2,Belaya Tserkva (UKR),17 MAY 2002,1036
17,717,6:38.00,Jessica GILFILLAN,10 FEB 1992,AUS,1,Gold Coast (AUS),06 OCT 2006,1036
18,717,6:38.00,Almaz GELAYE,,ETH,5,Assela (ETH),13 MAY 2015,1036
19,720,6:38.10,Tara KRZYWICKI,09 MAR 1974,GBR,1,Loughborough (GBR),08 AUG 1999,1036
20,721,6:38.12,Lucca FULKERSON,,USA,3,"Weaver Stadium, Princeton, NJ (USA)",02 APR 2022,1036
21,722,6:38.13,Jessica GILFILLAN,10 FEB 1992,AUS,1,Brisbane (AUS),04 SEP 2009,1036
22,723,6:38.17,Maja PERYT,07 MAY 2004,POL,1,"Stadion im. Marszałka Józefa Piłsudskiego, Radom (POL)",08 JUL 2022,1036
23,724,6:38.18,Laura RICHES,07 AUG 1993,GBR,1,Hendon (GBR),06 AUG 2016,1036
24,724,6:38.18,Amelie SVENSSON,28 AUG 1996,SWE,9f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1036
25,726,6:38.2h,Judith KIRUI,1998,KEN,2,Mombasa (KEN),09 JUN 2017,1036
26,727,6:38.24,Irina MOZHAROVA,19 JUL 1958,URS,5,Kiev (URS),02 AUG 1988,1035
27,727,6:38.24,Sofia ÖBERG,30 MAY 1990,SWE,2,Karlskrona (SWE),14 JUN 2009,1035
28,729,6:38.26,Floriane QUESADA,12 DEC 2000,FRA,1,"Stade Colette Besson, Dijon (FRA)",09 JUN 2023,1035
29,730,6:38.27,Brianna NERUD,16 SEP 1994,USA,2,"Caledonia, NY (USA)",10 JUN 2011,1035
30,731,6:38.28,Pierangela BARONCHELLI,08 NOV 1972,ITA,1,Ancona (ITA),15 JUL 2001,1035
31,732,6:38.31,Valentina SUKHANOVA,1976,RUS,6,St. Petersburg (RUS),15 JUL 1994,1035
32,733,6:38.32,Louise MORCH,02 MAY 1982,DEN,1,Göteborg (SWE),02 JUL 2004,1035
33,734,6:38.38,Wiktoria KLĘBOWSKA,20 JAN 2000,POL,1,Racibórz (POL),04 JUL 2019,1035
34,735,6:38.40,Emily MOYES,14 JUN 1998,GBR,2,Bedford (GBR),06 MAY 2019,1035
35,736,6:38.44,Nicole ROBERTS,30 JAN 1992,GBR,1,Southampton (GBR),04 AUG 2018,1035
36,737,6:38.47,Danelle WOODS,19 MAR 1989,CAN,1,Ottawa (CAN),01 JUL 2007,1035
37,738,6:38.48,Lisa OED,02 JAN 1999,GER,2,Rostock (GER),28 JUL 2018,1034
38,739,6:38.53,Veronika POHL,10 JUL 1985,GER,2,Pliezhausen (GER),22 MAY 2011,1034
39,739,6:38.53,Paula SCHNEIDERS,20 FEB 2001,GER,10f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1034
40,741,6:38.54,Amy MCCORMICK,07 JUL 1996,AUS,1,Perth (AUS),01 FEB 2013,1034
41,742,6:38.55,Olena ROZHKO,30 JAN 1973,UKR,4,Kyiv (UKR),14 JUN 1995,1034
42,743,6:38.56,Melanie VERON,15 FEB 1984,FRA,6h1,Tampere (FIN),25 JUL 2003,1034
43,744,6:38.57,Nancy CHEPTEGEI,12 DEC 1994,UGA,5h1,Lille (FRA),08 JUL 2011,1034
44,745,6:38.6h,Yelena STARIKOVA,1971,RUS,1,Voronezh (RUS),13 AUG 1993,1034
45,745,6:38.60,Julia HILLER,24 JUL 1987,GER,3,Pliezhausen (GER),12 MAY 2013,1034
46,747,6:38.63,Biljana JOVIĆ,02 MAR 1985,SCG,1,Banja Luka (BIH),24 JUL 2004,1034
47,748,6:38.64,Irina ORLOVA,28 DEC 1985,RUS,3,Kazan (RUS),03 JUL 2003,1034
48,749,6:38.68,Samantha CARBERRY,25 APR 1991,AUS,9,Ostrava (CZE),14 JUL 2007,1034
49,749,6:38.68,Nicole Svetlana REINA,25 SEP 1997,ITA,4f1,"Olympic Stadium, Nanjing (CHN)",25 AUG 2014,1034
50,749,6:38.68,Linda PALUMBO,12 FEB 1999,ITA,3,"Arena Civica, Milano (ITA)",04 SEP 2021,1034
51,752,6:38.70,Svetlana FURAYEVA,1972,RUS,2,Bryansk (RUS),05 JUN 1992,1034
52,753,6:38.72,Anzhelika AVERKOVA,13 MAR 1969,UKR,3,Kyiv (UKR),30 MAY 1992,1034
53,753,6:38.72,Valentyna HORPYNYCH,12 MAR 1983,UKR,3,Belaya Tserkva (UKR),17 MAY 2002,1034
54,755,6:38.76,Jade WILLIAMS,07 SEP 1992,IRL,1,Solihull (GBR),13 MAY 2017,1033
55,756,6:38.78,Holly PAGE,17 AUG 2000,GBR,2,"Birmingham University Athletics Track, Birmingham (GBR)",21 APR 2021,1033
56,757,6:38.79,Taylor EWERT,21 NOV 2001,USA,1f2,"Greensboro, NC (USA)",16 JUN 2018,1033
57,758,6:38.8h,Marina PLUZHNIKOVA,25 FEB 1963,RUS,1,Dzerzhinsk (RUS),29 MAY 1999,1033
58,758,6:38.80,Xenia KAZIMIROVA,17 SEP 1984,GRE,1h2,Tampere (FIN),25 JUL 2003,1033
59,758,6:38.80,Brianna NERUD,16 SEP 1994,USA,6h1,Lille (FRA),08 JUL 2011,1033
60,761,6:38.81,Lina ALAINENTALO,16 SEP 1992,SWE,2h2,Bressanone (ITA),08 JUL 2009,1033
61,761,6:38.81,Lena ÖRN,20 JAN 1988,SWE,1,Jönköping (SWE),25 MAY 2010,1033
62,761,6:38.81,Regan YEE,04 JUL 1995,CAN,1,Sainte-Therese (CAN),04 JUL 2014,1033
63,764,6:38.83,Cătălina OPREA,11 APR 1986,ROU,1,Bucureşti (ROU),21 JUN 2003,1033
64,764,6:38.83,Julia KORALEWSKA,17 FEB 2002,POL,2,"Stadion Miejski, Walcz (POL)",10 AUG 2022,1033
65,766,6:38.88,Daria MICHEL,18 SEP 2001,GER,4f1,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,1033
66,767,6:38.90,Urszula NĘCKA,28 JUN 1984,POL,1,Koper (SLO),20 SEP 2003,1033
67,768,6:38.93,Anella GARGIULO,1975,ITA,2,Ancona (ITA),15 JUL 2001,1033
68,769,6:38.95,Kriszta KÓSZÁS,26 AUG 1994,HUN,3,Debrecen (HUN),20 MAY 2017,1033
69,769,6:38.95,Nadia BATTOCLETTI,12 APR 2000,ITA,2,Cles (ITA),24 AUG 2017,1033
70,771,6:38.96,Natalya CHEREPANOVA,09 MAR 1967,RUS,1,Voronezh (RUS),15 AUG 1992,1033
71,772,6:39.0h,Natalya CHEREPANOVA,09 MAR 1967,RUS,1,Sochi (RUS),17 SEP 1999,1032
72,773,6:39.02,Blanka DÖRFEL,24 APR 2002,GER,1,Baku (AZE),25 JUL 2019,1032
73,774,6:39.03,Renata KRASNOVA,21 DEC 1990,RUS,10,Ostrava (CZE),14 JUL 2007,1032
74,775,6:39.07,Valentina SERTUKOVA,1963,URS,7,Gorkiy (URS),23 JUL 1989,1032
75,776,6:39.09,Veronika SADEK,21 JAN 2003,SLO,1,Celje (SLO),05 JUN 2022,1032
76,777,6:39.13,Alyssa KULIK,02 FEB 1990,USA,1,"Clemson, SC (USA)",14 MAY 2011,1032
77,778,6:39.19,Verena DREIER,15 JAN 1985,GER,7,Tampere (FIN),27 JUL 2003,1032
78,779,6:39.20,Regula WYTTENBACH,20 APR 1991,SUI,3,Pliezhausen (GER),22 MAY 2011,1032
79,779,6:39.20,Claire PALOU,26 DEC 2001,FRA,2,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,1032
80,781,6:39.23,Zenaide VIEIRA,25 JUN 1985,BRA,1,São Paulo (BRA),23 FEB 2008,1032
81,782,6:39.26,Svetlana PRÉTOT,03 JUL 1971,RUS,7,Moskva (RUS),11 JUN 1992,1031
82,782,6:39.26,Barbara PARKER,08 NOV 1982,GBR,1,Ashford (GBR),02 AUG 2003,1031
83,784,6:39.28,Urszula NĘCKA,28 JUN 1984,POL,1,Besancon (FRA),10 AUG 2002,1031
84,784,6:39.28,Anastasiya PUZAKOVA,12 DEC 1993,BLR,4,Dubnica nad Váhom (SVK),21 AUG 2013,1031
85,786,6:39.29,Urszula NĘCKA,28 JUN 1984,POL,8,Tampere (FIN),27 JUL 2003,1031
86,787,6:39.32,Rachel GREEN,15 JUL 1989,AUS,1,Sydney (AUS),09 DEC 2006,1031
87,788,6:39.35,Caryl JONES,04 APR 1987,GBR,1,Swansea (GBR),28 JUL 2012,1031
88,789,6:39.36,Jessica FURLAN,15 MAR 1990,CAN,2,Abbotsford (CAN),29 JUL 2007,1031
89,790,6:39.40,Jessica GILFILLAN,10 FEB 1992,AUS,1,Gold Coast (AUS),15 SEP 2006,1031
90,791,6:39.42,Sigrid ALVIK,30 MAY 2003,NOR,1,"Bislett Stadion, Oslo (NOR)",29 MAY 2021,1031
91,792,6:39.45,Jessica GILFILLAN,10 FEB 1992,AUS,1,Gold Coast (AUS),11 AUG 2006,1031
92,793,6:39.46,Alexa LEMITRE,10 APR 1998,FRA,1,Dreux (FRA),30 JUN 2017,1031
93,794,6:39.47,Tatsiana SHABANAVA,20 MAR 1998,BLR,1,Grodno (BLR),17 JUN 2015,1031
94,795,6:39.48,Urszula NĘCKA,28 JUN 1984,POL,1,Bielsko-Biala (POL),30 JUN 2002,1031
95,796,6:39.49,Varvara SHESTOK,17 DEC 1974,UKR,3,Kyiv (UKR),02 AUG 1998,1031
96,797,6:39.50,Lyudmila KUROPATKINA,1966,RUS,2,Voronezh (RUS),15 AUG 1992,1031
97,797,6:39.50,Maruša MIŠMAŠ,24 OCT 1994,SLO,1,Ljubljana (SLO),12 MAY 2013,1031
98,797,6:39.50,Asenath ETILE,21 MAY 1990,FRA,3,"Stade L. Lagrange, Toulon (FRA)",12 MAY 2023,1031
99,800,6:39.51,Alondra NEGRON,31 MAY 1998,PUR,4,"Pascual Guerrero Stadium, Cali (COL)",17 JUL 2015,1030
0,801,6:39.54,Aimee PRATT,03 OCT 1997,GBR,2,Manchester (GBR),17 AUG 2016,1030
1,802,6:39.58,Amy MCCORMICK,07 JUL 1996,AUS,1,Perth (AUS),12 MAR 2013,1030
2,802,6:39.58,Carolina JOHNSON,15 APR 1996,SWE,1,Gävle (SWE),08 AUG 2014,1030
3,804,6:39.60,Lindsey FERGUSON,12 AUG 1988,USA,1,"Greensboro, NC (USA)",18 JUN 2005,1030
4,804,6:39.6h,Winfred Mutile YAVI,31 DEC 1999,KEN,4,Nairobi (KEN),01 APR 2015,1030
5,806,6:39.61,Regina NEUMEYER,24 JUL 1992,GER,1,Jena (GER),05 AUG 2011,1030
6,807,6:39.62,Yamilka GONZÁLEZ,23 JAN 1972,ESP,1,Alicante (ESP),22 APR 2006,1030
7,807,6:39.62,Jamie HISCOCK,15 APR 2001,AUS,5h1,Buenos Aires (ARG),12 OCT 2018,1030
8,809,6:39.63,Minttu HUKKA,31 MAR 1995,FIN,2,Espoo (FIN),18 AUG 2013,1030
9,810,6:39.66,Sarah CORNELSEN,07 JUL 1990,GER,2,Rhede (GER),08 AUG 2009,1030
10,811,6:39.70,Lera MILLER,20 MAR 2007,GER,1,"Auestadion, Kassel (GER)",10 JUN 2023,1030
11,812,6:39.72,Caitlin ADAMS,07 JUL 1997,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",18 DEC 2020,1030
12,813,6:39.78,Lucinda CROUCH,29 JAN 2000,AUS,1,"USF Track Complex, Tampa, FL (USA)",18 MAR 2023,1029
13,814,6:39.80,Svetlana PRÉTOT,03 JUL 1971,RUS,1,Sochi (RUS),25 APR 1992,1029
14,814,6:39.8h,Buzuayehu MOHAMED,04 JAN 1996,ETH,1,Addis Abeba (ETH),24 MAY 2013,1029
15,814,6:39.8h,Antonia CHEROTICH,01 SEP 1998,KEN,5,Nairobi (KEN),01 APR 2015,1029
16,817,6:39.83,Urszula NĘCKA,28 JUN 1984,POL,2h2,Tampere (FIN),25 JUL 2003,1029
17,817,6:39.83,Amy MCCORMICK,07 JUL 1996,AUS,1,Perth (AUS),01 MAR 2013,1029
18,817,6:39.83,Isavella KOTSACHEILI,18 SEP 1997,GRE,1,"Municipal Stadium, Chalkida (GRE)",12 JUN 2022,1029
19,820,6:39.85,Gesa Felicitas KRAUSE,03 AUG 1992,GER,7,Bressanone (ITA),10 JUL 2009,1029
20,821,6:39.91,Rimma ULYANOVA,10 JAN 1974,RUS,6,Moskva (RUS),17 JUN 1995,1029
21,821,6:39.91,Ophélie CLAUDE-BOXBERGER,18 OCT 1988,FRA,4,Rehlingen (GER),16 MAY 2016,1029
22,823,6:39.97,Cătălina OPREA,11 APR 1986,ROU,3h2,Tampere (FIN),25 JUL 2003,1029
23,824,6:39.99,Chikako MORI,25 NOV 1992,JPN,4,Abashiri (JPN),04 JUL 2018,1029
24,825,6:40.0h,Jebet RUTO,,KEN,2,Nairobi (KEN),26 JUN 1999,1029
25,825,6:40.00,Tara KRZYWICKI,09 MAR 1974,GBR,1,London (GBR),02 JUL 2005,1029
26,825,6:40.00,Lenka PTÁCKOVÁ,14 JAN 1985,CZE,1,Pliezhausen (GER),13 MAY 2007,1029
27,825,6:40.0h,Celestine KIPTALANG,,KEN,3,Nairobi (KEN),16 JUN 2010,1029
28,825,6:40.00,Lili Anna TÓTH,17 SEP 1998,HUN,3h,"Olympic Stadium, Nanjing (CHN)",21 AUG 2014,1029
29,825,6:40.00,Paula SCHNEIDERS,20 FEB 2001,GER,3,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,1029
30,825,6:40.00,Clara LIBERMAN,05 APR 2000,FRA,4,"Stade L. Lagrange, Toulon (FRA)",12 MAY 2023,1029
