"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
80,81,2:49:45,Li MA,15 JAN 2000,CHN,7.0,Dudince (SVK),25 MAR 2023,1147
81,82,2:49:49,Darya GOLUBECHKOVA,10 SEP 2000,ANA,2.0,Cheboksary (RUS),21 MAY 2022,1146
82,83,2:49:50,Darya GOLUBECHKOVA,10 SEP 2000,ANA,3.0,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",27 AUG 2022,1146
83,84,2:49:55,Antigoni NTRISMPIOTI,21 MAR 1984,GRE,1.0,Poděbrady (CZE),16 MAY 2021,1145
84,85,2:49:58,Viktória MADARÁSZ,12 MAY 1985,HUN,3.0,"Odeonplatz, München (GER)",16 AUG 2022,1145
85,86,2:50:01,Aleksandra BUSHKOVA,13 JAN 1997,RUS,3.0,Sochi (RUS),18 FEB 2019,1144
86,87,2:50:04,Antigoni NTRISMPIOTI,21 MAR 1984,GRE,1.0,Megara (GRE),28 FEB 2021,1144
87,88,2:50:05,Nadezhda MOKEYEVA,10 JAN 1996,RUS,4.0,Sochi (RUS),18 FEB 2019,1144
88,89,2:50:10,Faying MA,30 AUG 1993,CHN,5.0,Nanjing (CHN),22 JAN 2022,1143
89,90,2:50:11,Cristina MONTESINOS,12 JUL 1994,ESP,2.0,Cieza (ESP),26 FEB 2023,1143
90,91,2:50:14,Hang YIN,07 FEB 1997,CHN,2.0,Huangshan (CHN),04 MAR 2018,1142
91,92,2:50:23,Allanah PITCHER,19 SEP 2003,AUS,,"Wajima Race Walk Course, Wajima (JPN)",16 APR 2023,1141
92,93,2:50:26,Maocuo LI,20 OCT 1992,CHN,2.0,Muscat (OMA),05 MAR 2022,1141
93,94,2:50:29,Viktória MADARÁSZ,12 MAY 1985,HUN,6.0,Dudince (SVK),23 APR 2022,1140
94,95,2:50:31,Kang ZHOU,24 DEC 1989,CHN,3.0,Huangshan (CHN),04 MAR 2018,1140
95,96,2:50:39,Magaly BONILLA,08 FEB 1992,ECU,12.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022,1139
96,97,2:50:54,Katarzyna ZDZIEBŁO,28 NOV 1996,POL,,Ivano-Frankivsk (UKR),24 OCT 2021,1136
97,98,2:50:57,Viviane LYRA,29 JUL 1993,BRA,1.0,Asunción (PAR),14 OCT 2022,1136
98,99,2:51:01,Laura GARCÍA-CARO,16 APR 1995,ESP,3.0,Sevilla (ESP),14 FEB 2021,1135
99,100,2:51:05,Eleonora Anna GIORGI,14 SEP 1989,ITA,2.0,Poděbrady (CZE),16 MAY 2021,1135
0,100,2:51:05,Kristina LYUBUSHKINA,19 SEP 1995,RUS,3.0,"Avtodrom, Sochi (RUS)",13 FEB 2023,1135
1,102,2:51:11,Erica SENA,03 MAY 1985,BRA,,Macas (ECU),13 MAR 2021,1134
2,103,2:51:12,Inês HENRIQUES,01 MAY 1980,POR,13.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022,1134
3,104,2:51:20,Xiangkun CHANG,06 JUN 1998,CHN,1.0,Taicang (CHN),09 APR 2023,1133
4,105,2:51:23,Olga CHOJECKA,30 JUN 1997,POL,8.0,Dudince (SVK),25 MAR 2023,1132
5,106,2:51:38,Viviane LYRA,29 JUL 1993,BRA,1.0,"Rua, Brasilia (BRA)",05 MAR 2023,1130
6,107,2:51:41,Kristina LYUBUSHKINA,19 SEP 1995,RUS,2.0,Saransk (RUS),20 MAY 2023,1129
7,108,2:51:42,Anastasiya KALASHNIKOVA,29 JUN 1997,RUS,4.0,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",27 AUG 2022,1129
8,109,2:51:43,Wenjing HU,16 SEP 2002,CHN,6.0,Huangshan (CHN),04 MAR 2023,1129
9,110,2:51:48,Katarzyna ZDZIEBŁO,28 NOV 1996,POL,3.0,Muscat (OMA),05 MAR 2022,1128
10,111,2:51:50,Lidia BARCELLA,21 APR 1997,ITA,3.0,Poděbrady (CZE),16 MAY 2021,1128
11,111,2:51:50,Tereza ĎURDIAKOVÁ,20 FEB 1991,CZE,1.0,Banská Bystrica (SVK),17 OCT 2021,1128
12,113,2:51:51,Kyriaki FILTISAKOU,14 AUG 2000,GRE,2.0,Megara (GRE),23 JAN 2022,1128
13,114,2:51:53,Evelyn INGA,16 APR 1998,PER,4.0,Lima (PER),06 FEB 2022,1128
14,114,2:51:53,Sandra Viviana GALVIS,28 JUN 1986,COL,7.0,Dudince (SVK),23 APR 2022,1128
15,116,2:51:58,Nastassia YATSEVICH,18 JAN 1985,BLR,1.0,Gomel (BLR),04 APR 2018,1127
16,117,2:51:59,Nadiya BOROVSKA,25 FEB 1981,UKR,1.0,Ivano-Frankivsk (UKR),24 OCT 2021,1127
17,118,2:52:05,Faying MA,30 AUG 1993,CHN,4.0,Huangshan (CHN),04 MAR 2018,1126
18,119,2:52:06,Nadia Lizeth GONZALEZ MANJARREZ,21 MAR 1997,MEX,14.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022,1126
19,119,2:52:06,Federica CURIAZZI,14 AUG 1992,ITA,4.0,"Odeonplatz, München (GER)",16 AUG 2022,1126
20,121,2:52:07,Mirna ORTÍZ,28 FEB 1987,GUA,1.0,San Jerónimo (GUA),08 MAY 2022,1126
21,122,2:52:10,Laura GARCÍA-CARO,16 APR 1995,ESP,4.0,Muscat (OMA),05 MAR 2022,1125
22,123,2:52:13,Nicole COLOMBI,29 DEC 1995,ITA,5.0,Poděbrady (CZE),21 MAY 2023,1125
23,124,2:52:14,Xiangkun CHANG,06 JUN 1998,CHN,7.0,Huangshan (CHN),04 MAR 2023,1124
24,125,2:52:15,Mengyuan CHEN,04 NOV 2003,CHN,8.0,Huangshan (CHN),04 MAR 2023,1124
25,126,2:52:17,Maocuo LI,20 OCT 1992,CHN,5.0,Huangshan (CHN),04 MAR 2018,1124
26,127,2:52:21,Viktória MADARÁSZ,12 MAY 1985,HUN,,Banská Bystrica (SVK),17 OCT 2021,1123
27,128,2:52:23,Xiangkun CHANG,06 JUN 1998,CHN,3.0,Huangshan (CHN),23 APR 2022,1123
28,129,2:52:24,Tamara HAVRYLYUK,14 DEC 1995,UKR,2.0,Ivano-Frankivsk (UKR),24 OCT 2021,1123
29,129,2:52:24,Federica CURIAZZI,14 AUG 1992,ITA,1.0,Pescara (ITA),16 JAN 2022,1123
30,131,2:52:44,Mar JUÁREZ,27 SEP 1993,ESP,4.0,Poděbrady (CZE),16 MAY 2021,1120
31,131,2:52:44,Li MA,15 JAN 2000,CHN,4.0,Huangshan (CHN),23 APR 2022,1120
32,131,2:52:44,Quanming WU,16 NOV 2001,CHN,5.0,Huangshan (CHN),23 APR 2022,1120
33,134,2:52:50,Jinyu WAN,28 JUN 2002,CHN,9.0,Huangshan (CHN),04 MAR 2023,1119
34,135,2:52:59,Nadzeya DARAZHUK,23 JAN 1990,BLR,5.0,Poděbrady (CZE),16 MAY 2021,1118
35,135,2:52:59,Nathaly LEON,03 JUN 1998,ECU,9.0,Dudince (SVK),25 MAR 2023,1118
36,137,2:53:01,Alejandra ORTEGA,08 JUL 1994,MEX,8.0,Dudince (SVK),23 APR 2022,1117
37,138,2:53:03,Yasury PALACIOS,26 OCT 1999,GUA,1.0,San Jerónimo (GUA),23 JAN 2022,1117
38,139,2:53:12,Olga NIEDZIAŁEK,30 JUN 1997,POL,5.0,"Odeonplatz, München (GER)",16 AUG 2022,1116
39,140,2:53:14,Inês HENRIQUES,01 MAY 1980,POR,6.0,Poděbrady (CZE),21 MAY 2023,1116
40,141,2:53:15,Anabelly ORJUELA,24 JUL 1988,COL,9.0,Dudince (SVK),23 APR 2022,1115
41,142,2:53:18,Antia CHAMOSA,07 OCT 1999,ESP,10.0,Dudince (SVK),23 APR 2022,1115
42,143,2:53:23,Yuliya TUROVA,09 JUN 1997,ANA,3.0,Cheboksary (RUS),21 MAY 2022,1114
43,144,2:53:26,Xiaole ZHANG,17 JAN 2000,CHN,10.0,Huangshan (CHN),04 MAR 2023,1114
44,145,2:53:33,Inna LOSEVA,27 SEP 1991,UKR,3.0,Ivano-Frankivsk (UKR),24 OCT 2021,1113
45,145,2:53:33,Antia CHAMOSA,07 OCT 1999,ESP,3.0,Cieza (ESP),26 FEB 2023,1113
46,147,2:53:35,Nadezhda MOKEYEVA,10 JAN 1996,RUS,2.0,Sochi (RUS),19 FEB 2018,1112
47,148,2:53:40,Mar JUÁREZ,27 SEP 1993,ESP,3.0,Lepe (ESP),30 JAN 2022,1112
48,149,2:53:43,Ainhoa PINEDO,17 FEB 1983,ESP,1.0,Algeciras (ESP),03 FEB 2018,1111
49,150,2:53:46,Kristina LYUBUSHKINA,19 SEP 1995,RUS,4.0,Cheboksary (RUS),21 MAY 2022,1111
50,151,2:53:48,Magaly BONILLA,08 FEB 1992,ECU,1.0,Machala (ECU),08 JAN 2022,1111
51,151,2:53:48,Ilse GUERRERO,24 MAR 1993,MEX,1.0,Coatzacoalcos (MEX),30 JAN 2022,1111
52,153,2:53:49,Pengqin JIANG,05 SEP 1995,CHN,11.0,Huangshan (CHN),04 MAR 2023,1110
53,154,2:53:51,Mar JUÁREZ,27 SEP 1993,ESP,11.0,Dudince (SVK),23 APR 2022,1110
54,155,2:53:53,Hang YIN,07 FEB 1997,CHN,6.0,Huangshan (CHN),23 APR 2022,1110
55,156,2:53:58,Paola PÉREZ,21 DEC 1989,ECU,5.0,Muscat (OMA),05 MAR 2022,1109
56,157,2:54:00,Mirna ORTÍZ,28 FEB 1987,GUA,15.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022,1109
57,158,2:54:01,Karla JARAMILLO,21 JAN 1997,ECU,2.0,Asunción (PAR),14 OCT 2022,1109
58,159,2:54:06,Anastasiya KALASHNIKOVA,29 JUN 1997,RUS,5.0,Cheboksary (RUS),21 MAY 2022,1108
59,159,2:54:06,Sara VITIELLO,06 AUG 1996,ITA,1.0,Milazzo (ITA),29 JAN 2023,1108
60,161,2:54:08,Nadia Lizeth GONZALEZ MANJARREZ,21 MAR 1997,MEX,12.0,Dudince (SVK),23 APR 2022,1108
61,162,2:54:12,Nicole COLOMBI,29 DEC 1995,ITA,2.0,Grosseto (ITA),26 JAN 2020,1107
62,163,2:54:15,Paola PÉREZ,21 DEC 1989,ECU,16.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022,1107
63,164,2:54:16,Xue ZHAO,12 NOV 1999,CHN,6.0,Nanjing (CHN),22 JAN 2022,1106
64,165,2:54:17,Magaly BONILLA,08 FEB 1992,ECU,13.0,Dudince (SVK),23 APR 2022,1106
65,166,2:54:23,Han XIAO,12 NOV 1998,CHN,6.0,Huangshan (CHN),04 MAR 2018,1105
66,166,2:54:23,Olena SOBCHUK,23 NOV 1995,UKR,1.0,Ivano-Frankivsk (UKR),23 MAR 2019,1105
67,168,2:54:25,Kaori KAWAZOE,30 SEP 1995,JPN,2.0,Wajima (JPN),17 APR 2022,1105
68,169,2:54:29,Masumi FUCHISE,02 SEP 1986,JPN,2.0,"Albert Park, Melbourne (AUS)",21 MAY 2023,1104
69,170,2:54:31,Fei LEI,08 AUG 1997,CHN,2.0,Taicang (CHN),09 APR 2023,1104
70,171,2:54:32,Nicole COLOMBI,29 DEC 1995,ITA,2.0,Pescara (ITA),16 JAN 2022,1104
71,172,2:54:35,Wenjing HU,16 SEP 2002,CHN,3.0,Xi'an (CHN),24 SEP 2022,1104
72,172,2:54:35,Vasylyna SYDORCHUK,30 APR 1990,UKR,7.0,Poděbrady (CZE),21 MAY 2023,1104
73,174,2:54:36,Mar JUÁREZ,27 SEP 1993,ESP,4.0,Sevilla (ESP),14 FEB 2021,1103
74,175,2:54:39,Magaly BONILLA,08 FEB 1992,ECU,6.0,Muscat (OMA),05 MAR 2022,1103
75,176,2:54:42,Mar JUÁREZ,27 SEP 1993,ESP,4.0,Cieza (ESP),26 FEB 2023,1103
76,177,2:54:45,Nathaly LEON,03 JUN 1998,ECU,1.0,Guayaquil (ECU),07 MAY 2021,1102
77,178,2:54:46,Inês HENRIQUES,01 MAY 1980,POR,4.0,Lepe (ESP),30 JAN 2022,1102
78,179,2:54:50,Galina YAKUSHEVA,14 JUL 1988,KAZ,17.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022,1101
79,180,2:54:54,Evelyn INGA,16 APR 1998,PER,3.0,Asunción (PAR),14 OCT 2022,1101
80,181,2:54:55,Lidia BARCELLA,21 APR 1997,ITA,2.0,Milazzo (ITA),29 JAN 2023,1101
81,182,2:55:00,Kyriaki FILTISAKOU,14 AUG 2000,GRE,8.0,Poděbrady (CZE),21 MAY 2023,1100
82,183,2:55:03,Viviane LYRA,29 JUL 1993,BRA,1.0,Managua (NCA),16 APR 2023,1099
83,184,2:55:04,Lidia BARCELLA,21 APR 1997,ITA,6.0,"Odeonplatz, München (GER)",16 AUG 2022,1099
84,185,2:55:06,Nastassia YATSEVICH,18 JAN 1985,BLR,1.0,Brest (BLR),27 APR 2019,1099
85,185,2:55:06,Kristina LYUBUSHKINA,19 SEP 1995,RUS,4.0,Sochi (RUS),19 FEB 2021,1099
86,187,2:55:07,Anastasiya RODZKINA,29 AUG 1994,BLR,6.0,Poděbrady (CZE),16 MAY 2021,1099
87,188,2:55:10,Kyriaki FILTISAKOU,14 AUG 2000,GRE,7.0,Poděbrady (CZE),16 MAY 2021,1098
88,189,2:55:14,Paula JUAREZ,30 OCT 2000,ESP,9.0,Poděbrady (CZE),21 MAY 2023,1098
89,190,2:55:15,Kyriaki FILTISAKOU,14 AUG 2000,GRE,2.0,Megara (GRE),28 FEB 2021,1098
90,191,2:55:16,Kristina LYUBUSHKINA,19 SEP 1995,RUS,5.0,Sochi (RUS),18 FEB 2019,1098
91,192,2:55:17,Mirna ORTÍZ,28 FEB 1987,GUA,14.0,Dudince (SVK),23 APR 2022,1097
92,193,2:55:20,Magaly BONILLA,08 FEB 1992,ECU,1.0,Sucúa (ECU),09 MAR 2019,1097
93,194,2:55:26,Inês HENRIQUES,01 MAY 1980,POR,1.0,"Circuito Urbano, Porto de Mos (POR)",15 JAN 2023,1096
94,195,2:55:27,Inês HENRIQUES,01 MAY 1980,POR,1.0,Leiria (POR),07 NOV 2021,1096
95,195,2:55:27,Mar JUÁREZ,27 SEP 1993,ESP,7.0,"Odeonplatz, München (GER)",16 AUG 2022,1096
96,197,2:55:39,Alina TSVILII,18 SEP 1994,UKR,10.0,Poděbrady (CZE),21 MAY 2023,1094
97,198,2:55:49,Mirna ORTÍZ,28 FEB 1987,GUA,10.0,Dudince (SVK),25 MAR 2023,1093
98,199,2:55:55,Maika YAGI,21 JAN 1999,JPN,3.0,Wajima (JPN),17 APR 2022,1092
99,200,2:56:02,Federica CURIAZZI,14 AUG 1992,ITA,8.0,Poděbrady (CZE),16 MAY 2021,1091
0,201,2:56:03,Tiantian BAI,14 AUG 1998,CHN,7.0,Huangshan (CHN),04 MAR 2018,1091
1,202,2:56:04,Evelyn INGA,16 APR 1998,PER,18.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022,1090
2,203,2:56:07,Huimin ZHAO,12 OCT 1993,CHN,8.0,Huangshan (CHN),04 MAR 2018,1090
3,204,2:56:09,Anastasiya KALASHNIKOVA,29 JUN 1997,RUS,6.0,Sochi (RUS),18 FEB 2019,1090
4,205,2:56:14,Karla JARAMILLO,21 JAN 1997,ECU,7.0,Muscat (OMA),05 MAR 2022,1089
5,206,2:56:20,Anastasiya TAUSHKANOVA,25 MAR 1996,RUS,5.0,Sochi (RUS),31 JAN 2022,1088
6,207,2:56:29,Kristina KUDINOVA,25 OCT 1998,RUS,7.0,Sochi (RUS),18 FEB 2019,1087
7,208,2:56:30,Yasury PALACIOS,26 OCT 1999,GUA,2.0,San Jerónimo (GUA),08 MAY 2022,1087
8,209,2:56:34,Valentyna MYRONCHUK,10 AUG 1994,UKR,1.0,Ivano-Frankivsk (UKR),14 MAR 2020,1086
9,210,2:56:35,Nadzeya DARAZHUK,23 JAN 1990,BLR,2.0,Gomel (BLR),04 APR 2018,1086
10,211,2:56:38,Johana ORDÓŇEZ,12 DEC 1987,ECU,2.0,Machala (ECU),08 JAN 2022,1086
11,212,2:56:47,Paula JUAREZ,30 OCT 2000,ESP,5.0,Cieza (ESP),26 FEB 2023,1084
12,213,2:56:55,Vitória OLIVEIRA,30 AUG 1992,POR,15.0,Dudince (SVK),23 APR 2022,1083
13,214,2:56:58,Magaly BONILLA,08 FEB 1992,ECU,4.0,Asunción (PAR),14 OCT 2022,1083
14,214,2:56:58,Cuihong XIONG,01 MAY 1998,CHN,3.0,Taicang (CHN),09 APR 2023,1083
15,216,2:56:59,Kyriaki FILTISAKOU,14 AUG 2000,GRE,1.0,"Olympic Rowing – Canoeing – Kayak Centre, Sxinias (GRE)",22 JAN 2023,1082
16,217,2:57:08,Tereza ĎURDIAKOVÁ,20 FEB 1991,CZE,9.0,Poděbrady (CZE),16 MAY 2021,1081
17,218,2:57:22,Miranda MELVILLE,20 MAR 1989,USA,1.0,"Santee, CA (USA)",15 JAN 2023,1079
18,219,2:57:23,Laura Cristina MOJICA CHALARCA,26 FEB 2000,COL,11.0,Dudince (SVK),25 MAR 2023,1079
19,220,2:57:25,Darya GOLUBECHKOVA,10 SEP 2000,RUS,3.0,Saransk (RUS),20 MAY 2023,1079
20,221,2:57:26,Tamara HAVRYLYUK,14 DEC 1995,UKR,1.0,Lutsk (UKR),20 MAR 2021,1078
21,222,2:57:27,Inês HENRIQUES,01 MAY 1980,POR,1.0,"Circuito Urbano, Porto de Mos (POR)",16 JAN 2022,1078
22,223,2:57:29,Christina PAPADOPOULOU,05 SEP 1996,GRE,10.0,Poděbrady (CZE),16 MAY 2021,1078
