"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
46,46,1:26.21,Laura BUENO,25 MAY 1993,ESP,1,Barcelona (ESP),11 JUL 2018,1134
47,48,1:26.25,Angelika ZAUBER,05 NOV 1958,GDR,1,Cottbus (GER),30 MAY 1981,1133
48,48,1:26.25,Dörte BEHRENDT,12 JAN 1962,GDR,2,Neubrandenburg (GDR),07 JUN 1985,1133
49,50,1:26.26,Anita HORVAT,07 SEP 1996,SLO,1f1,"Arena Civica, Milano (ITA)",29 APR 2023,1133
50,51,1:26.27,Angelika SARNA,01 OCT 1997,POL,1,"Stadion Zygmunta Szelesta, Warszawa (POL)",23 JUL 2022,1133
51,52,1:26.28,Tamsyn MANOU,20 JUL 1978,AUS,2,Turku (FIN),13 JUN 2012,1133
52,52,1:26.28,Nina VUKOVIĆ,03 JUN 2002,CRO,1,"Stadion ŠC Sloboda, Varaždin (CRO)",31 MAY 2023,1133
53,54,1:26.30,Fabienne KOHLMANN,06 NOV 1989,GER,1f2,Pliezhausen (GER),16 MAY 2010,1132
54,55,1:26.32,Lisneidy VEITÍA,29 APR 1994,CUB,1,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",01 APR 2023,1132
55,56,1:26.38,Lore HOFFMANN,25 JUL 1996,SUI,1,"Stade Pierre de Coubertin, Lausanne (SUI)",30 AUG 2020,1130
56,57,1:26.39,Patrycja WYCISZKIEWICZ,08 JAN 1994,POL,1,Bern (SUI),03 AUG 2019,1130
57,58,1:26.45,Hanna GREEN,16 OCT 1994,USA,2,Barcelona (ESP),11 JUL 2018,1128
58,59,1:26.50,Aurora RYNDA,26 OCT 2000,CAN,1f2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA)",26 FEB 2022,1127
59,60,1:26.53,Habitam ALEMU,09 JUL 1997,ETH,1,"Stade L. Lagrange, Toulon (FRA)",12 MAY 2023,1127
60,61,1:26.54,Rachel PELLAUD,08 MAR 1995,SUI,2f1,"Stadion Hard, Langenthal (SUI)",18 MAY 2023,1126
61,62,1:26.57,Vanja PERIŠIĆ,05 JUL 1985,CRO,2,Ljubljana (SLO),03 JUN 2007,1126
62,63,1:26.60,Aimee TETERIS,24 JUN 1979,CAN,4,Naimette-Xhovémont (BEL),03 AUG 2004,1125
63,63,1:26.60,Brigita LANGERHOLC,23 JUL 1976,SLO,1,Celje (SLO),18 JUN 2008,1125
64,63,1:26.60,Daily COOPER GASPAR,11 MAR 2002,CUB,2,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",01 APR 2023,1125
65,66,1:26.61,Christina HERING,09 OCT 1994,GER,1f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1125
66,66,1:26.61,Audrey WERRO,27 MAR 2004,SUI,1f1,"Stadion Hard, Langenthal (SUI)",13 MAY 2021,1125
67,66,1:26.61,Gabriela GAJANOVÁ,12 OCT 1999,SVK,3f1,"Stadion Hard, Langenthal (SUI)",18 MAY 2023,1125
68,69,1:26.62,Rose Mary ALMANZA,13 JUL 1992,CUB,1,"Estadio D. Guamuch Flores, Ciudad de Guatemala (GUA)",28 FEB 2021,1124
69,70,1:26.63,Delia SCLABAS,08 NOV 2000,SUI,2,Bern (SUI),03 AUG 2019,1124
70,71,1:26.64,Alice NWOSU,24 DEC 1984,NGR,5,Naimette-Xhovémont (BEL),03 AUG 2004,1124
71,72,1:26.68,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,1f1,Sosnowiec (POL),10 MAY 2014,1123
72,73,1:26.69,Mari SMITH,14 NOV 1996,GBR,3,Bern (SUI),03 AUG 2019,1123
73,74,1:26.70,Sadi HENDERSON,12 APR 1996,USA,7,"Franklin Field, Philadelphia, PA (USA)",30 APR 2022,1122
74,74,1:26.70,Audrey WERRO,27 MAR 2004,SUI,1f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1122
75,76,1:26.72,Angela PETTY,16 AUG 1991,NZL,4,Liège (BEL),05 JUL 2012,1122
76,77,1:26.74,Joanna JÓŹWIK,30 JAN 1991,POL,1,Bydgoszcz (POL),02 JUN 2017,1121
77,78,1:26.75,Tina PAULINO,07 JUL 1973,MOZ,4,Naimette-Xhovémont (BEL),02 SEP 2003,1121
78,78,1:26.75,Christina HERING,09 OCT 1994,GER,2f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2022,1121
79,80,1:26.76,Jemma REEKIE,06 MAR 1998,GBR,1,"McArthur Stadium, Potchefstroom (RSA)",01 FEB 2022,1121
80,81,1:26.79,Barbora MALÍKOVÁ,30 DEC 2001,CZE,1,"Tyršův stadion, Opava (CZE)",23 JUN 2020,1120
81,81,1:26.79,Valentina ROSAMILIA,27 JAN 2003,SUI,4f1,"Stadion Hard, Langenthal (SUI)",18 MAY 2023,1120
82,83,1:26.80,Joanna JÓŹWIK,30 JAN 1991,POL,2f2,Pliezhausen (GER),18 MAY 2014,1120
83,84,1:26.82,Ilinca OPRITA,24 JAN 1964,ROU,1,Bucureşti (ROU),13 MAY 1989,1120
84,85,1:26.84,Adrianna TOPOLNICKA,04 JUL 1999,POL,1f2,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,1119
85,86,1:26.85,Annina FAHR,06 APR 1993,SUI,5f1,"Stadion Hard, Langenthal (SUI)",18 MAY 2023,1119
86,87,1:26.86,Natalya DEDKOVA,12 FEB 1979,BLR,3,Liège (BEL),27 AUG 2002,1119
87,88,1:26.89,Laura MUIR,09 MAY 1993,GBR,1,"McArthur Stadium, Potchefstroom (RSA)",25 JAN 2022,1118
88,89,1:26.90,Hedda HYNNE,13 MAR 1990,NOR,1,"Trondheim Stadion, Trondheim (NOR)",28 SEP 2020,1118
89,90,1:26.95,Jemma REEKIE,06 MAR 1998,GBR,2,"McArthur Stadium, Potchefstroom (RSA)",25 JAN 2022,1116
90,91,1:26.96,Lucia KLOCOVÁ,20 NOV 1983,SVK,1,Dubnica nad Váhom (SVK),07 SEP 2008,1116
91,92,1:26.98,Hedda HYNNE,13 MAR 1990,NOR,1,"Fana Stadion, Bergen (NOR)",18 SEP 2021,1116
92,93,1:26.99,Sandra MYERS,09 JAN 1961,ESP,1,Andújar (ESP),06 SEP 1993,1115
93,94,1:27.01,Letitia VRIESDE,05 OCT 1964,SUR,5,Naimette-Xhovémont (BEL),02 SEP 2003,1115
94,95,1:27.02,Alethia MARRERO,13 MAY 1995,PUR,1,"Nashville, TN (USA)",31 MAY 2019,1115
95,95,1:27.02,Angelika SARNA,01 OCT 1997,POL,1,"Forest Stadium, Sopot (POL)",30 AUG 2021,1115
96,97,1:27.03,Letitia VRIESDE,05 OCT 1964,SUR,4,Liège (BEL),27 AUG 2002,1115
97,97,1:27.03,Christina HERING,09 OCT 1994,GER,2f2,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023,1115
98,99,1:27.04,Lovisa LINDH,09 JUL 1991,SWE,2f1,"Stadion Hard, Langenthal (SUI)",13 MAY 2021,1114
99,100,1:27.05,Marina ARZAMASOVA,17 DEC 1987,BLR,5,"Olympiastadion, Berlin (GER)",27 AUG 2017,1114
0,101,1:27.11,Sandra STALS,05 JUN 1975,BEL,6,Naimette-Xhovémont (BEL),02 SEP 2003,1113
1,101,1:27.11,Christina HERING,09 OCT 1994,GER,1f2,Pliezhausen (GER),08 MAY 2016,1113
2,103,1:27.12,Christina HERING,09 OCT 1994,GER,3f2,Pliezhausen (GER),18 MAY 2014,1112
3,103,1:27.12,Selina BÜCHEL,26 JUL 1991,SUI,2f2,Pliezhausen (GER),08 MAY 2016,1112
4,103,1:27.12,Eveliina MÄÄTTÄNEN,01 SEP 1995,FIN,1f2,"Harjun stadion, Jyväskylä (FIN)",23 MAY 2023,1112
5,106,1:27.19,Abigail SCHAAFFE,10 DEC 2000,JAM,2f2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA)",26 FEB 2022,1111
6,107,1:27.20,Lore HENNIG,16 JUN 1953,GDR,3,Karl Marx Stadt (GDR),03 JUN 1978,1110
7,107,1:27.20,Nia AKINS,07 JUL 1998,USA,1,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1110
8,109,1:27.23,Sophia GORRIARAN,20 JUN 2005,USA,5,"Franklin Field, Philadelphia, PA (USA)",29 APR 2023,1110
9,109,1:27.23,Margarita KOCZANOWA,01 FEB 1999,POL,1,"Stadion WKS, Kraków (POL)",14 MAY 2023,1110
10,111,1:27.24,Olivia BAKER,12 JUN 1996,USA,1,"PVAMU Track Stadium, Prairie View, TX (USA)",30 JUL 2020,1109
11,112,1:27.25,Letitia VRIESDE,05 OCT 1964,SUR,6,Naimette-Xhovémont (BEL),03 AUG 2004,1109
12,113,1:27.28,Jazmine FRAY,06 JUN 1997,JAM,8,"Franklin Field, Philadelphia, PA (USA)",30 APR 2022,1109
13,114,1:27.30,Angelika SARNA,01 OCT 1997,POL,2f1,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1108
14,114,1:27.30,Aurora RYNDA,26 OCT 2000,CAN,1f2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA)",25 FEB 2023,1108
15,116,1:27.31,Lore HOFFMANN,25 JUL 1996,SUI,3f1,"Stadion Hard, Langenthal (SUI)",13 MAY 2021,1108
16,117,1:27.34,Patrycja WYCISZKIEWICZ,08 JAN 1994,POL,1f3,Poznan (POL),08 SEP 2012,1107
17,118,1:27.38,Hannah SEGRAVE,14 APR 1995,GBR,3,Barcelona (ESP),11 JUL 2018,1106
18,119,1:27.40,Gabriela GAJANOVÁ,12 OCT 1999,SVK,1,"Slottsskogsvallen, Göteborg (SWE)",30 JUL 2022,1106
19,120,1:27.42,Karen SHINKINS,15 OCT 1976,IRL,2,Dubnica nad Váhom (SVK),07 SEP 2008,1105
20,121,1:27.43,Angelika SARNA,01 OCT 1997,POL,1,Warszawa (POL),10 AUG 2019,1105
21,121,1:27.43,Sadi HENDERSON,12 APR 1996,USA,2,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1105
22,123,1:27.45,Kendra CHAMBERS,11 SEP 1990,USA,6,"Olympiastadion, Berlin (GER)",27 AUG 2017,1104
23,124,1:27.47,Paulina MIKIEWICZ-ŁAPIŃSKA,13 JUL 1992,POL,2,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",09 AUG 2015,1104
24,125,1:27.49,Chanelle PRICE,22 AUG 1990,USA,3,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1103
25,126,1:27.51,Tara BIRD,22 JUL 1987,GBR,3,Dubnica nad Váhom (SVK),07 SEP 2008,1103
26,127,1:27.53,Lovisa LINDH,09 JUL 1991,SWE,2,"Slottsskogsvallen, Göteborg (SWE)",30 JUL 2022,1103
27,128,1:27.56,Omolara OMOTOSHO,24 MAY 1993,NGR,1f2,Ijebu Ode (NGR),15 FEB 2014,1102
28,128,1:27.56,Madeline KOPP,04 APR 1995,USA,2,"Nashville, TN (USA)",31 MAY 2019,1102
29,130,1:27.57,Lovisa LINDH,09 JUL 1991,SWE,2,"Fana Stadion, Bergen (NOR)",18 SEP 2021,1102
30,131,1:27.60,Carolin WALTER,29 FEB 1988,GER,1f2,Pliezhausen (GER),06 MAY 2012,1101
31,132,1:27.63,Anneliese RUBIE-RENSHAW,22 APR 1992,AUS,1,Sydney (AUS),27 JUN 2015,1100
32,133,1:27.68,Christina HERING,09 OCT 1994,GER,1f2,Pliezhausen (GER),14 MAY 2017,1099
33,133,1:27.68,Sahily DIAGO MESA,26 AUG 1995,CUB,2,"Estadio D. Guamuch Flores, Ciudad de Guatemala (GUA)",28 FEB 2021,1099
34,135,1:27.69,Martyna GALANT,26 JAN 1995,POL,2,"Forest Stadium, Sopot (POL)",30 AUG 2021,1099
35,136,1:27.70,Adrianna TOPOLNICKA,04 JUL 1999,POL,1,"Stadion MOSiR, Stalowa Wola (POL)",08 MAY 2022,1098
36,137,1:27.72,Bianka BARTHA-KÉRI,19 APR 1994,HUN,3,"Fana Stadion, Bergen (NOR)",18 SEP 2021,1098
37,138,1:27.75,Kendra CHAMBERS,11 SEP 1990,USA,6,"Franklin Field, Philadelphia, PA (USA)",29 APR 2023,1097
38,139,1:27.76,Yvonne HARRISON,12 FEB 1975,PUR,1,"Houston, TX (USA)",27 MAR 2004,1097
39,139,1:27.76,Justyna ŚWIĘTY-ERSETIC,03 DEC 1992,POL,1,Sosnowiec (POL),03 MAY 2012,1097
40,141,1:27.77,Tamsyn MANOU,20 JUL 1978,AUS,1,Melbourne (AUS),09 DEC 2010,1097
41,142,1:27.78,Andrea BLACK,,USA,2,"Houston, TX (USA)",27 MAR 2004,1097
42,143,1:27.79,Fabienne KOHLMANN,06 NOV 1989,GER,3f2,Pliezhausen (GER),08 MAY 2016,1096
43,143,1:27.79,Angelika SARNA,01 OCT 1997,POL,1,"Uniwersytetu Warmińsko-Mazurskiego, Olsztyn (POL)",04 SEP 2022,1096
44,145,1:27.80,Sandra STALS,05 JUN 1975,BEL,7,Naimette-Xhovémont (BEL),03 AUG 2004,1096
45,146,1:27.81,Assia RAZIKI,04 OCT 1996,MAR,2,"Stade L. Lagrange, Toulon (FRA)",12 MAY 2023,1096
46,147,1:27.82,Paulina MIKIEWICZ-ŁAPIŃSKA,13 JUL 1992,POL,2,Bydgoszcz (POL),02 JUN 2017,1096
47,148,1:27.84,Georganne MOLINE,06 MAR 1990,USA,1,"Tucson, AZ (USA)",09 DEC 2017,1095
48,149,1:27.86,Erin WALLACE,18 MAY 2000,GBR,3,"McArthur Stadium, Potchefstroom (RSA)",25 JAN 2022,1095
49,150,1:27.87,Eglė BALČIŪNAITĖ,31 OCT 1988,LTU,4,Bern (SUI),03 AUG 2019,1094
50,151,1:27.88,Monika GRADZKI-MERL,21 SEP 1979,GER,8,Naimette-Xhovémont (BEL),03 AUG 2004,1094
51,152,1:27.90,Alejandra RAMOS,08 DEC 1959,CHI,1,Salamanca (ESP),08 SEP 1988,1094
52,152,1:27.90,Joanna JÓŹWIK,30 JAN 1991,POL,1,"Stadion Śląski, Chorzów (POL)",20 JUN 2020,1094
53,152,1:27.90,Veera MATTILA,21 JAN 2003,FIN,2f2,"Harjun stadion, Jyväskylä (FIN)",23 MAY 2023,1094
54,155,1:27.92,Alexandra ŠTUKOVÁ,02 JUL 1990,SVK,1,"Sportovní areál Krajinka, Cheb (CZE)",02 AUG 2016,1093
55,156,1:27.96,Ewelina SĘTOWSKA-DRYK,05 MAR 1980,POL,1,Warszawa (POL),15 JUL 2006,1092
56,156,1:27.96,Ewa JACNIAK,27 NOV 1990,POL,3,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",09 AUG 2015,1092
57,158,1:27.98,Elena BELLÒ,18 JAN 1997,ITA,1f1,"Arena Civica, Milano (ITA)",24 APR 2021,1092
58,159,1:28.00,Josephine EHIGIE,01 DEC 1985,NGR,2f2,Ijebu Ode (NGR),15 FEB 2014,1091
