"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
59,59,1:55.84,Caster SEMENYA,07 JAN 1991,RSA,1,"Letzigrund, Zürich (SUI)",24 AUG 2017,1238
60,61,1:55.86,Christine WACHTEL,06 JAN 1965,GDR,1,Potsdam (GDR),21 AUG 1987,1237
61,61,1:55.86,Francine NIYONSABA,05 MAY 1993,BDI,2,"Stade Charléty, Paris (FRA)",30 JUN 2018,1237
62,63,1:55.87,Sigrun WODARS,07 NOV 1965,GDR,1,"Poljud Stadion, Split (CRO)",29 AUG 1990,1237
63,63,1:55.87,Svetlana MASTERKOVA,17 JAN 1968,RUS,1,Moskva (RUS),18 JUN 1999,1237
64,65,1:55.88,Keely HODGKINSON,03 MAR 2002,GBR,2,"National Stadium, Tokyo (JPN)",03 AUG 2021,1237
65,66,1:55.91,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,1,Moskva (URS),17 AUG 1985,1237
66,67,1:55.92,Francine NIYONSABA,05 MAY 1993,BDI,2,"Olympic Stadium, London (GBR)",13 AUG 2017,1236
67,67,1:55.92,Caster SEMENYA,07 JAN 1991,RSA,1,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1236
68,69,1:55.93,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1f1,Zürich (SUI),16 AUG 1995,1236
69,70,1:55.96,Lyudmila VESELKOVA,25 OCT 1950,URS,2,"Olympic Stadium, Athina (GRE)",08 SEP 1982,1236
70,70,1:55.96,Yekaterina PODKOPAYEVA,11 JUN 1952,URS,1,Leningrad (URS),27 JUL 1983,1236
71,70,1:55.96,Francine NIYONSABA,05 MAY 1993,BDI,2,"Stade Louis II, Monaco (MON)",20 JUL 2018,1236
72,73,1:55.99,Liliya NURUTDINOVA,15 DEC 1963,EUN,2,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,1235
73,74,1:56.00,Tatyana ANDRIANOVA,10 DEC 1979,RUS,1,Kazan (RUS),18 JUL 2008,1235
74,75,1:56.03,Nadezhda OLIZARENKO,28 NOV 1953,URS,1,Kiev (URS),01 AUG 1988,1234
75,76,1:56.04,Svetlana MASTERKOVA,17 JAN 1968,RUS,1,Monaco (MON),10 AUG 1996,1234
76,76,1:56.04,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Zürich (SUI),11 AUG 1999,1234
77,76,1:56.04,Janeth JEPKOSGEI,13 DEC 1983,KEN,1,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1234
78,79,1:56.07,Tatyana ANDRIANOVA,10 DEC 1979,RUS,1,Tula (RUS),11 JUL 2005,1234
79,79,1:56.07,Janeth JEPKOSGEI,13 DEC 1983,KEN,2,"National Stadium, Beijing (CHN)",18 AUG 2008,1234
80,79,1:56.07,Athing MU,08 JUN 2002,USA,1,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1234
81,82,1:56.09,Nadezhda OLIZARENKO,28 NOV 1953,URS,2,Kiev (URS),22 JUN 1984,1233
82,82,1:56.09,Zulia CALATAYUD,09 NOV 1979,CUB,1,"Stade Louis II, Monaco (MON)",19 JUL 2002,1233
83,84,1:56.10,Sigrun WODARS,07 NOV 1965,GDR,1,"Olympic Stadium, Jamsil, Seoul (KOR)",26 SEP 1988,1233
84,85,1:56.11,Lyubov GURINA,06 AUG 1957,URS,2,"Olympiastadion, Helsinki (FIN)",09 AUG 1983,1233
85,85,1:56.11,Christine WACHTEL,06 JAN 1965,GDR,2,"Poljud Stadion, Split (CRO)",29 AUG 1990,1233
86,85,1:56.11,Ana Fidelia QUIROT,23 MAR 1963,CUB,1,"Ullevi Stadium, Göteborg (SWE)",13 AUG 1995,1233
87,85,1:56.11,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Zürich (SUI),12 AUG 1998,1233
88,89,1:56.15,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,1232
89,89,1:56.15,Natoya GOULE,30 MAR 1991,JAM,3,"Stade Louis II, Monaco (MON)",20 JUL 2018,1232
90,91,1:56.16,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,2,"Stade Louis II, Monaco (MON)",19 JUL 2002,1232
91,92,1:56.17,Janeth JEPKOSGEI,13 DEC 1983,KEN,1sf3,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007,1232
92,93,1:56.21,Martina KÄMPFERT-STEUK,11 NOV 1959,GDR,4,"Lenin Stadium, Moskva (URS)",27 JUL 1980,1231
93,93,1:56.21,Zamira ZAYTSEVA,16 FEB 1953,URS,2,Leningrad (URS),27 JUL 1983,1231
94,93,1:56.21,Kelly HOLMES,19 APR 1970,GBR,2,"Stade Louis II, Monaco (MON)",09 SEP 1995,1231
95,96,1:56.23,Tatyana ANDRIANOVA,10 DEC 1979,RUS,1,Tula (RUS),31 JUL 2004,1231
96,96,1:56.23,Pamela JELIMO,05 DEC 1989,KEN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 SEP 2008,1231
97,98,1:56.24,Ravilya AGLETDINOVA,10 FEB 1960,URS,1,Leningrad (URS),01 AUG 1985,1230
98,98,1:56.24,Yunxia QU,25 DEC 1972,CHN,2,Beijing (CHN),09 SEP 1993,1230
99,98,1:56.24,Francine NIYONSABA,05 MAY 1993,BDI,2,"Stade Louis II, Monaco (MON)",15 JUL 2016,1230
0,101,1:56.25,Nadezhda OLIZARENKO,28 NOV 1953,URS,2,Leningrad (URS),01 AUG 1985,1230
1,101,1:56.25,Dong LIU,24 DEC 1973,CHN,1h3,Beijing (CHN),08 SEP 1993,1230
2,101,1:56.25,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002,1230
3,104,1:56.26,Lyubov GURINA,06 AUG 1957,URS,1,Moskva (URS),19 JUL 1984,1230
4,105,1:56.27,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,1,Praha (TCH),11 AUG 1985,1230
5,106,1:56.28,Rose Mary ALMANZA,13 JUL 1992,CUB,1,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1230
6,107,1:56.29,Nikolina SHTEREVA,21 JAN 1955,BUL,1,Torino (ITA),04 AUG 1979,1230
7,107,1:56.29,Ana Fidelia QUIROT,23 MAR 1963,CUB,2,Monaco (MON),10 AUG 1996,1230
8,107,1:56.29,Janeth JEPKOSGEI,13 DEC 1983,KEN,1f1,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007,1230
9,110,1:56.30,Athing MU,08 JUN 2002,USA,1,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1229
10,111,1:56.35,Caster SEMENYA,07 JAN 1991,RSA,1,"DS, Daegu (KOR)",04 SEP 2011,1228
11,112,1:56.36,Ana Fidelia QUIROT,23 MAR 1963,CUB,1,Villeneuve d'Ascq (FRA),27 JUN 1988,1228
12,112,1:56.36,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Durban (RSA),27 JUN 1993,1228
13,112,1:56.36,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Zürich (SUI),13 AUG 1997,1228
14,115,1:56.37,Nadezhda OLIZARENKO,28 NOV 1953,URS,1,Potsdam (GDR),21 JUL 1984,1228
15,115,1:56.37,Svetlana MASTERKOVA,17 JAN 1968,RUS,2,Zürich (SUI),11 AUG 1999,1228
16,117,1:56.38,Kelly HOLMES,19 APR 1970,GBR,1,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1228
17,117,1:56.38,Keely HODGKINSON,03 MAR 2002,GBR,2,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1228
18,119,1:56.40,Jearl MILES-CLARK,04 SEP 1966,USA,3,Zürich (SUI),11 AUG 1999,1228
19,120,1:56.42,Paula IVAN,20 JUL 1963,ROU,1,Ankara (TUR),16 JUL 1988,1227
20,120,1:56.42,Rose Mary ALMANZA,13 JUL 1992,CUB,1f1,"Altamira estadioa, Ordizia (ESP)",19 JUN 2021,1227
21,122,1:56.43,Jearl MILES-CLARK,04 SEP 1966,USA,2,Zürich (SUI),12 AUG 1998,1227
22,122,1:56.43,Hasna BENHASSI,01 JUN 1978,MAR,2,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1227
23,122,1:56.43,Jolanda ČEPLAK,12 SEP 1976,SLO,3,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1227
24,125,1:56.44,Svetlana STYRKINA,1949,URS,5,"Olympic Stadium, Montréal (CAN)",26 JUL 1976,1227
25,125,1:56.44,Caster SEMENYA,07 JAN 1991,RSA,1,"Letzigrund, Zürich (SUI)",01 SEP 2016,1227
26,125,1:56.44,Natoya GOULE,30 MAR 1991,JAM,2,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1227
27,128,1:56.45,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Bruxelles (BEL),22 AUG 1997,1227
28,128,1:56.45,Ajee WILSON,08 MAY 1994,USA,4,"Stade Louis II, Monaco (MON)",20 JUL 2018,1227
29,130,1:56.47,Sigrun WODARS,07 NOV 1965,GDR,2,Potsdam (GDR),21 AUG 1987,1226
30,130,1:56.47,Ana Fidelia QUIROT,23 MAR 1963,CUB,2,Zürich (SUI),13 AUG 1997,1226
31,132,1:56.49,Francine NIYONSABA,05 MAY 1993,BDI,2,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1226
32,133,1:56.51,Slobodanka ČOLOVIĆ,10 JAN 1965,YUG,1,Beograd (SRB),17 JUN 1987,1225
33,133,1:56.51,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Oslo (NOR),10 JUL 1993,1225
34,133,1:56.51,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,4,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1225
35,136,1:56.53,Anita WEIß,16 JUL 1955,GDR,1sf1,"Olympic Stadium, Montréal (CAN)",24 JUL 1976,1225
36,136,1:56.53,Doina MELINTE,27 DEC 1956,ROU,1,Bucureşti (ROU),11 JUL 1984,1225
37,136,1:56.53,Lyubov GURINA,06 AUG 1957,RUS,1,Hechtel (BEL),30 JUL 1994,1225
38,136,1:56.53,Patricia DJATÉ-TAILLARD,03 JAN 1971,FRA,3,"Stade Louis II, Monaco (MON)",09 SEP 1995,1225
39,136,1:56.53,Ana Fidelia QUIROT,23 MAR 1963,CUB,1,Fukuoka (JPN),13 SEP 1997,1225
40,141,1:56.55,Doina MELINTE,27 DEC 1956,ROU,3,"Estadio Olímpico, Barcelona (ESP)",09 SEP 1989,1225
41,142,1:56.56,Ana Fidelia QUIROT,23 MAR 1963,CUB,1f1,"Olympiastadion, Berlin (GER)",21 AUG 1987,1225
42,142,1:56.56,Lyubov GURINA,06 AUG 1957,URS,1,Vladivostok (URS),14 SEP 1988,1225
43,142,1:56.56,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,"New York, NY (USA)",22 MAY 1993,1225
44,142,1:56.56,Ludmila FORMANOVÁ,02 JAN 1974,CZE,4,Zürich (SUI),11 AUG 1999,1225
45,146,1:56.57,Zoya RIGEL,15 OCT 1952,URS,3,"Stadion Evžena Rošického, Praha (TCH)",31 AUG 1978,1224
46,146,1:56.57,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,1,Praha (TCH),22 JUN 1985,1224
47,146,1:56.57,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",01 JUL 2003,1224
48,149,1:56.58,Ella KOVÁCS,11 DEC 1964,ROU,1,Bucureşti (ROU),30 MAY 1993,1224
49,150,1:56.59,Totka PETROVA,17 DEC 1956,BUL,4,"Stadion Evžena Rošického, Praha (TCH)",31 AUG 1978,1224
50,150,1:56.59,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,1,Praha (TCH),18 SEP 1982,1224
51,150,1:56.59,Natalya KHRUSHCHELYOVA,20 MAY 1973,RUS,2,Tula (RUS),31 JUL 2004,1224
52,150,1:56.59,Francine NIYONSABA,05 MAY 1993,BDI,1,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1224
53,154,1:56.60,Natalya TSYGANOVA,07 FEB 1971,RUS,1,Tula (RUS),25 JUL 2000,1224
54,155,1:56.61,Ella KOVÁCS,11 DEC 1964,ROU,1,Hengelo (NED),20 JUN 1993,1224
55,155,1:56.61,Yelena AFANASYEVA,01 MAR 1967,RUS,3,Zürich (SUI),13 AUG 1997,1224
56,155,1:56.61,Ana Fidelia QUIROT,23 MAR 1963,CUB,2,Bruxelles (BEL),22 AUG 1997,1224
57,155,1:56.61,Caster SEMENYA,07 JAN 1991,RSA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1224
58,159,1:56.62,Tina PAULINO,07 JUL 1973,MOZ,2,"New York, NY (USA)",22 MAY 1993,1223
59,159,1:56.62,Ana Fidelia QUIROT,23 MAR 1963,CUB,2f1,Zürich (SUI),16 AUG 1995,1223
60,161,1:56.63,Nadezhda OLIZARENKO,28 NOV 1953,URS,2,Moskva (URS),17 AUG 1985,1223
61,161,1:56.63,Yelena AFANASYEVA,01 MAR 1967,RUS,1,"Stade Louis II, Monaco (MON)",08 AUG 1998,1223
62,163,1:56.64,Christine WACHTEL,06 JAN 1965,GDR,2,"Olympic Stadium, Jamsil, Seoul (KOR)",26 SEP 1988,1223
63,163,1:56.64,Nadezhda LOBOYKO,07 SEP 1961,URS,1,Kiev (URS),07 JUL 1990,1223
64,163,1:56.64,Stephanie GRAF,26 APR 1973,AUT,2,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,1223
65,163,1:56.64,Svetlana KLYUKA,27 DEC 1978,RUS,2,Kazan (RUS),18 JUL 2008,1223
66,163,1:56.64,Caster SEMENYA,07 JAN 1991,RSA,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1223
67,163,1:56.64,Caster SEMENYA,07 JAN 1991,RSA,1f1,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1223
68,169,1:56.65,Yekaterina PODKOPAYEVA,11 JUN 1952,URS,3,Leningrad (URS),01 AUG 1985,1223
69,169,1:56.65,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,2,"Stade Louis II, Monaco (MON)",08 AUG 1998,1223
70,169,1:56.65,Ajee WILSON,08 MAY 1994,USA,3,"Olympic Stadium, London (GBR)",13 AUG 2017,1223
71,172,1:56.66,Ellen VAN LANGEN,09 FEB 1966,NED,1,Hengelo (NED),28 JUN 1992,1223
72,172,1:56.66,Janeth JEPKOSGEI,13 DEC 1983,KEN,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1223
73,174,1:56.67,Fita LOVIN,14 JAN 1951,ROU,2f1,Moskva (URS),12 JUN 1980,1223
74,174,1:56.67,Yekaterina KOSTETSKAYA,31 DEC 1986,RUS,3,Kazan (RUS),18 JUL 2008,1223
75,174,1:56.67,Werkuha GETACHEW,07 DEC 1995,ETH,1,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1223
76,177,1:56.68,Letitia VRIESDE,05 OCT 1964,SUR,2,"Ullevi Stadium, Göteborg (SWE)",13 AUG 1995,1222
77,177,1:56.68,Ludmila FORMANOVÁ,02 JAN 1974,CZE,1,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1222
78,177,1:56.68,Caster SEMENYA,07 JAN 1991,RSA,1,Gold Coast (AUS),13 APR 2018,1222
79,180,1:56.71,Christine WACHTEL,06 JAN 1965,GDR,3,Moskva (URS),17 AUG 1985,1222
80,180,1:56.71,Fita LOVIN,14 JAN 1951,ROU,1,"Letzigrund, Zürich (SUI)",21 AUG 1985,1222
81,180,1:56.71,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Stockholm (SWE),05 AUG 1998,1222
82,180,1:56.71,Francine NIYONSABA,05 MAY 1993,BDI,2,"Letzigrund, Zürich (SUI)",24 AUG 2017,1222
83,180,1:56.71,Habitam ALEMU,09 JUL 1997,ETH,5,"Stade Louis II, Monaco (MON)",20 JUL 2018,1222
84,180,1:56.71,Mary MORAA,15 JUN 2000,KEN,3,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1222
85,186,1:56.72,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,2,"Letzigrund, Zürich (SUI)",21 AUG 1985,1222
86,186,1:56.72,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,2,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1222
87,186,1:56.72,Caster SEMENYA,07 JAN 1991,RSA,1,Bambous (MRI),31 JUL 2009,1222
88,186,1:56.72,Francine NIYONSABA,05 MAY 1993,BDI,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1222
89,190,1:56.73,Hasna BENHASSI,01 JUN 1978,MAR,3,"National Stadium, Beijing (CHN)",18 AUG 2008,1221
90,190,1:56.73,Laura MUIR,09 MAY 1993,GBR,1,"Stade Louis II, Monaco (MON)",09 JUL 2021,1221
91,192,1:56.76,Ella KOVÁCS,11 DEC 1964,ROU,1,Poiana Brasov (ROU),20 SEP 1987,1221
92,192,1:56.76,Svetlana MASTERKOVA,17 JAN 1968,RUS,2f1,Zürich (SUI),04 AUG 1993,1221
93,192,1:56.76,Pamela JELIMO,05 DEC 1989,KEN,1f1,Heusden-Zolder (BEL),07 JUL 2012,1221
94,192,1:56.76,Francine NIYONSABA,05 MAY 1993,BDI,2,"Letzigrund, Zürich (SUI)",01 SEP 2016,1221
95,196,1:56.77,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,2f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1221
96,197,1:56.78,Lyudmila BORISOVA,30 JUL 1959,URS,3,Kiev (URS),22 JUN 1984,1221
97,197,1:56.78,Jearl MILES-CLARK,04 SEP 1966,USA,3,Bruxelles (BEL),22 AUG 1997,1221
98,199,1:56.79,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,"Stade Louis II, Monaco (MON)",16 AUG 1997,1220
99,200,1:56.80,Ana Fidelia QUIROT,23 MAR 1963,CUB,3,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,1220
0,200,1:56.80,Kelly HOLMES,19 APR 1970,GBR,3,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,1220
1,202,1:56.81,Anita WEIß,16 JUL 1955,GDR,1,Warszawa (POL),19 AUG 1976,1220
2,202,1:56.81,Tatyana PROVIDOKHINA,26 MAR 1953,URS,3,Leningrad (URS),27 JUL 1983,1220
3,202,1:56.81,Doina MELINTE,27 DEC 1956,ROU,1,Budapest (HUN),04 AUG 1985,1220
4,202,1:56.81,Sifan HASSAN,01 JAN 1993,NED,4,"Stade Louis II, Monaco (MON)",21 JUL 2017,1220
5,202,1:56.81,Raevyn ROGERS,07 SEP 1996,USA,3,"National Stadium, Tokyo (JPN)",03 AUG 2021,1220
6,207,1:56.82,Lyubov GURINA,06 AUG 1957,URS,4,Kiev (URS),22 JUN 1984,1220
7,207,1:56.82,Lyudmila ROGACHOVA,30 OCT 1966,URS,1,Pärnu (EST),13 JUL 1988,1220
8,207,1:56.82,Sigrun WODARS,07 NOV 1965,GDR,1,Neubrandenburg (GDR),23 JUN 1989,1220
9,207,1:56.82,Francine NIYONSABA,05 MAY 1993,BDI,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1220
10,211,1:56.83,Liliya NURUTDINOVA,15 DEC 1963,RUS,2,Hengelo (NED),28 JUN 1992,1220
11,212,1:56.84,Nina RUCHAYEVA,17 APR 1956,URS,2,Moskva (URS),19 JUL 1984,1219
12,212,1:56.84,Hasna BENHASSI,01 JUN 1978,MAR,2sf3,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007,1219
13,214,1:56.85,Olga RASPOPOVA,27 DEC 1978,RUS,2,Tula (RUS),25 JUL 2000,1219
