"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
33,534,1:57.67,Lyubov GURINA,06 AUG 1957,URS,1f2,Donetsk (URS),08 SEP 1984,1204
34,534,1:57.67,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Johannesburg (RSA),24 SEP 1995,1204
35,534,1:57.67,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,2,Bruxelles (BEL),03 SEP 1999,1204
36,534,1:57.67,Caster SEMENYA,07 JAN 1991,RSA,1sf2,"Olympic Stadium, London (GBR)",09 AUG 2012,1204
37,534,1:57.67,Ajee WILSON,08 MAY 1994,USA,1,"Stade Louis II, Monaco (MON)",18 JUL 2014,1204
38,539,1:57.68,Lyudmila VESELKOVA,25 OCT 1950,URS,1,Moskva (URS),17 SEP 1981,1204
39,539,1:57.68,Ravilya AGLETDINOVA,10 FEB 1960,URS,2,Kiev (URS),27 JUL 1982,1204
40,539,1:57.68,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,1,Zürich (SUI),22 AUG 1984,1204
41,539,1:57.68,Mary SLANEY,04 AUG 1958,USA,1,Cork (IRL),09 JUL 1985,1204
42,539,1:57.68,Ana Fidelia QUIROT,23 MAR 1963,CUB,1,Jerez de la Frontera (ESP),03 SEP 1990,1204
43,539,1:57.68,Yelena AFANASYEVA,01 MAR 1967,RUS,1,"Stadio Olimpico, Roma (ITA)",14 JUL 1998,1204
44,539,1:57.68,Natalya TSYGANOVA,07 FEB 1971,RUS,1,Moskva (RUS),11 JUL 2000,1204
45,539,1:57.68,Jolanda ČEPLAK,12 SEP 1976,SLO,1f1,"Stadio Olimpico, Roma (ITA)",02 JUL 2004,1204
46,539,1:57.68,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,5,"National Stadium, Beijing (CHN)",18 AUG 2008,1204
47,539,1:57.68,Molly LUDLOW,04 AUG 1987,USA,4,"Stade Louis II, Monaco (MON)",15 JUL 2016,1204
48,539,1:57.68,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,5,"Olympic Stadium, London (GBR)",13 AUG 2017,1204
49,539,1:57.68,Faith KIPYEGON,10 JAN 1994,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1204
50,539,1:57.68,Mary MORAA,15 JUN 2000,KEN,1,"Olympiastadion, Stockholm (SWE)",30 JUN 2022,1204
51,552,1:57.69,Anita WEIß,16 JUL 1955,GDR,1,Dresden (GER),19 MAY 1976,1204
52,552,1:57.69,Nadezhda OLIZARENKO,28 NOV 1953,URS,1sf2,"Lenin Stadium, Moskva (URS)",25 JUL 1980,1204
53,552,1:57.69,Fita LOVIN,14 JAN 1951,ROU,1,Rovereto (ITA),13 SEP 1981,1204
54,552,1:57.69,Ana Fidelia QUIROT,23 MAR 1963,CUB,2,"Stade Louis II, Monaco (MON)",25 JUL 1995,1204
55,552,1:57.69,Lynsey SHARP,11 JUL 1990,GBR,6,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1204
56,552,1:57.69,Natoya GOULE,30 MAR 1991,JAM,5,"Stade Charléty, Paris (FRA)",30 JUN 2018,1204
57,552,1:57.69,Raevyn ROGERS,07 SEP 1996,USA,7,"Stade Louis II, Monaco (MON)",20 JUL 2018,1204
58,559,1:57.70,Larisa MIKHAYLOVA,03 JAN 1969,RUS,1,Athina (GRE),16 JUN 1999,1204
59,559,1:57.70,Olga RASPOPOVA,27 DEC 1978,RUS,3,Stockholm (SWE),01 AUG 2000,1204
60,559,1:57.70,Rose Mary ALMANZA,13 JUL 1992,CUB,2,Paris (FRA),04 JUL 2015,1204
61,562,1:57.71,Anita WEIß,16 JUL 1955,GDR,6,"Stadion Evžena Rošického, Praha (TCH)",31 AUG 1978,1204
62,562,1:57.71,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Rieti (ITA),30 AUG 1998,1204
63,562,1:57.71,Tatyana ANDRIANOVA,10 DEC 1979,RUS,1f3,Kazan (RUS),09 JUL 2004,1204
64,562,1:57.71,Olga KOTLYAROVA,12 APR 1976,RUS,5,Tula (RUS),11 JUL 2005,1204
65,562,1:57.71,Pamela JELIMO,05 DEC 1989,KEN,1,Nairobi (KEN),05 JUL 2008,1204
66,562,1:57.71,Lynsey SHARP,11 JUL 1990,GBR,1,"Olympiastadion, Berlin (GER)",06 SEP 2015,1204
67,562,1:57.71,Francine NIYONSABA,05 MAY 1993,BDI,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1204
68,562,1:57.71,Habitam ALEMU,09 JUL 1997,ETH,5,"Stade Louis II, Monaco (MON)",09 JUL 2021,1204
69,562,1:57.71,Natoya GOULE,30 MAR 1991,JAM,3,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1204
70,562,1:57.71,Keely HODGKINSON,03 MAR 2002,GBR,1,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1204
71,572,1:57.72,Nadezhda LOBOYKO,07 SEP 1961,URS,1h,Sochi (URS),26 MAY 1984,1203
72,572,1:57.72,Ana Fidelia QUIROT,23 MAR 1963,CUB,1,Andújar (ESP),05 SEP 1996,1203
73,572,1:57.72,Ludmila FORMANOVÁ,02 JAN 1974,CZE,4,Stockholm (SWE),01 AUG 2000,1203
74,572,1:57.72,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Ostrava (CZE),08 JUN 2004,1203
75,572,1:57.72,Ajee WILSON,08 MAY 1994,USA,1,"Sports Park Mladost, Zagreb (CRO)",29 AUG 2017,1203
76,572,1:57.72,Ajee WILSON,08 MAY 1994,USA,1,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1203
77,572,1:57.72,Keely HODGKINSON,03 MAR 2002,GBR,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1203
78,579,1:57.73,Fita LOVIN,14 JAN 1951,ROU,1,Budapest (HUN),29 JUL 1981,1203
79,579,1:57.73,Lyubov GURINA,06 AUG 1957,URS,3,"Neckarstadion, Stuttgart (GER)",28 AUG 1986,1203
80,579,1:57.73,Andrea LANGE-HAHMANN,03 JUN 1966,GDR,3,Potsdam (GDR),05 JUN 1987,1203
81,579,1:57.73,Christine WACHTEL,06 JAN 1965,GDR,1,Potsdam (GDR),08 JUN 1988,1203
82,579,1:57.73,Svetlana MASTERKOVA,17 JAN 1968,RUS,1,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1203
83,579,1:57.73,Ajee WILSON,08 MAY 1994,USA,1,"Stade Louis II, Monaco (MON)",12 JUL 2019,1203
84,579,1:57.73,Athing MU,08 JUN 2002,USA,1f5,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",17 APR 2021,1203
85,586,1:57.74,Nadezhda LOBOYKO,07 SEP 1961,URS,4,Leningrad (URS),01 AUG 1985,1203
86,586,1:57.74,Sahily DIAGO MESA,26 AUG 1995,CUB,1,La Habana (CUB),25 MAY 2014,1203
87,586,1:57.74,Francine NIYONSABA,05 MAY 1993,BDI,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1203
88,589,1:57.75,Valentina LASTOVKA,1958,URS,1,Sochi (URS),06 OCT 1985,1203
89,589,1:57.75,Lyubov GURINA,06 AUG 1957,RUS,1,Padova (ITA),29 AUG 1993,1203
90,589,1:57.75,Nancy Jebet LANGAT,22 AUG 1981,KEN,2,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1203
91,589,1:57.75,Alysia MONTAÑO,23 APR 1986,USA,3,Paris (FRA),06 JUL 2013,1203
92,589,1:57.75,Lynsey SHARP,11 JUL 1990,GBR,5,"Stade Louis II, Monaco (MON)",15 JUL 2016,1203
93,594,1:57.76,Lyubov GURINA,06 AUG 1957,RUS,1,Hechtel (BEL),22 JUL 1995,1203
94,594,1:57.76,Jolanda ČEPLAK,12 SEP 1976,SLO,1,Ostrava (CZE),12 JUN 2003,1203
95,596,1:57.77,Hildegard ULLRICH-KÖRNER,20 DEC 1959,GDR,4,Potsdam (GDR),21 JUL 1984,1202
96,596,1:57.77,Yelena AFANASYEVA,01 MAR 1967,URS,4,Pärnu (EST),13 JUL 1988,1202
97,596,1:57.77,Yi LU,10 APR 1974,CHN,4,Beijing (CHN),09 SEP 1993,1202
98,596,1:57.77,Yelena AFANASYEVA,01 MAR 1967,RUS,2sf2,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,1202
99,596,1:57.77,Yelena KOFANOVA,08 AUG 1988,RUS,1h3,Cheboksary (RUS),03 JUL 2012,1202
0,601,1:57.78,Ana Fidelia QUIROT,23 MAR 1963,CUB,1,Celje (SLO),16 JUN 1989,1202
1,601,1:57.78,Jolanda ČEPLAK,12 SEP 1976,SLO,2,Zürich (SUI),16 AUG 2002,1202
2,601,1:57.78,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1202
3,601,1:57.78,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,"Eugene, OR (USA)",19 JUN 2004,1202
4,601,1:57.78,Caster SEMENYA,07 JAN 1991,RSA,1,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1202
5,601,1:57.78,Ajee WILSON,08 MAY 1994,USA,1,"Sacramento, CA (USA)",25 JUN 2017,1202
6,601,1:57.78,Eunice Jepkoech SUM,10 APR 1988,KEN,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1202
7,601,1:57.78,Habitam ALEMU,09 JUL 1997,ETH,4,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1202
8,609,1:57.79,Meredith RAINEY-VALMON,15 OCT 1968,USA,5,Monaco (MON),10 AUG 1996,1202
9,609,1:57.79,Jolanda ČEPLAK,12 SEP 1976,SLO,1,Trikala (GRE),24 JUN 2003,1202
10,609,1:57.79,Janeth JEPKOSGEI,13 DEC 1983,KEN,1,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1202
11,612,1:57.80,Tudorita CHIDU,17 OCT 1967,ROU,1,Pitesti (ROU),12 AUG 1988,1202
12,612,1:57.80,Delisa WALTON-FLOYD,28 JUL 1961,USA,5,"Olympic Stadium, Jamsil, Seoul (KOR)",26 SEP 1988,1202
13,612,1:57.80,Tatyana ANDRIANOVA,10 DEC 1979,RUS,1,Stockholm (SWE),26 JUL 2005,1202
14,612,1:57.80,Maryam Yusuf JAMAL,16 SEP 1984,BRN,2,"Letzigrund, Zürich (SUI)",29 AUG 2008,1202
15,612,1:57.80,Caster SEMENYA,07 JAN 1991,RSA,1,Pretoria (RSA),17 MAR 2018,1202
16,612,1:57.80,Francine NIYONSABA,05 MAY 1993,BDI,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1202
17,618,1:57.81,Doina MELINTE,27 DEC 1956,ROU,1,Bucureşti (ROU),26 JUL 1981,1202
18,618,1:57.81,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,5,"Stadio Olimpico, Roma (ITA)",31 AUG 1987,1202
19,618,1:57.81,Sigrun WODARS,07 NOV 1965,GDR,2,Potsdam (GDR),08 JUN 1988,1202
20,618,1:57.81,Natalya TSYGANOVA,07 FEB 1971,RUS,5,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1202
21,622,1:57.82,Sigrun WODARS,07 NOV 1965,GDR,2,Jena (GDR),06 JUN 1990,1202
22,622,1:57.82,Julie JENKINS,12 AUG 1964,USA,4f1,Zürich (SUI),15 AUG 1990,1202
23,622,1:57.82,Lyubov GURINA,06 AUG 1957,RUS,4sf2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",15 AUG 1993,1202
24,622,1:57.82,Stephanie GRAF,26 APR 1973,AUT,1,Linz (AUT),26 JUL 1999,1202
25,622,1:57.82,Mina AIT HAMMOU,18 JUL 1978,MAR,3,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1202
26,622,1:57.82,Janeth JEPKOSGEI,13 DEC 1983,KEN,1,Rovereto (ITA),31 AUG 2005,1202
27,622,1:57.82,Irina MARACHEVA,24 SEP 1984,RUS,1,Sochi (RUS),27 MAY 2012,1202
28,622,1:57.82,Eunice Jepkoech SUM,10 APR 1988,KEN,1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1202
29,630,1:57.83,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,1,Köln (GER),25 AUG 1985,1201
30,630,1:57.83,Natalya TSYGANOVA,07 FEB 1971,RUS,4,Zürich (SUI),11 AUG 2000,1201
31,632,1:57.84,Irina PODYALOVSKAYA,19 OCT 1959,URS,1sf,Kiev (URS),21 JUN 1984,1201
32,632,1:57.84,Kelly HOLMES,19 APR 1970,GBR,1,Birmingham (GBR),15 JUN 1996,1201
33,632,1:57.84,Joetta CLARK,01 AUG 1962,USA,3,"Stade Louis II, Monaco (MON)",08 AUG 1998,1201
34,632,1:57.84,Jolanda ČEPLAK,12 SEP 1976,SLO,2,Paris (FRA),04 JUL 2003,1201
35,632,1:57.84,Maggie VESSEY,23 DEC 1981,USA,1,"Stade Louis II, Monaco (MON)",28 JUL 2009,1201
36,632,1:57.84,Janeth JEPKOSGEI,13 DEC 1983,KEN,3,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1201
37,632,1:57.84,Natoya GOULE,30 MAR 1991,JAM,1,"National Stadium, Kingston (JAM)",26 JUN 2021,1201
38,632,1:57.84,Rénelle LAMOTE,26 DEC 1993,FRA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1201
39,640,1:57.85,Lyudmila VESELKOVA,25 OCT 1950,URS,3,Kiev (URS),27 JUL 1982,1201
40,640,1:57.85,Christine WACHTEL,06 JAN 1965,GDR,1,Oslo (NOR),14 JUL 1990,1201
41,640,1:57.85,Alysia MONTAÑO,23 APR 1986,USA,1f2,Lignano Sabbiadoro (ITA),18 JUL 2010,1201
42,640,1:57.85,Sage HURTA,23 JUN 1998,USA,2,"Stade Louis II, Monaco (MON)",10 AUG 2022,1201
43,640,1:57.85,Natoya GOULE,30 MAR 1991,JAM,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,1201
44,645,1:57.86,Katrin WÜHN,19 NOV 1965,GDR,1,Celje (SLO),05 MAY 1984,1201
45,645,1:57.86,Irina PODYALOVSKAYA,19 OCT 1959,URS,2,Kiev (URS),16 JUL 1986,1201
46,645,1:57.86,Letitia VRIESDE,05 OCT 1964,SUR,4,"Stade Louis II, Monaco (MON)",16 AUG 1997,1201
47,645,1:57.86,Svetlana CHERKASOVA,20 MAY 1978,RUS,3,Oslo (NOR),29 JUL 2005,1201
48,645,1:57.86,Olga KOTLYAROVA,12 APR 1976,RUS,1,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1201
49,645,1:57.86,Ajee WILSON,08 MAY 1994,USA,2,"Letzigrund, Zürich (SUI)",30 AUG 2018,1201
50,651,1:57.87,Svetlana STYRKINA,1949,URS,3,Warszawa (POL),19 AUG 1976,1201
51,651,1:57.87,Valentina PARKHUTA-ZHUKOVA,27 OCT 1959,URS,3,Moskva (URS),16 JUL 1984,1201
52,651,1:57.87,Valentina PARKHUTA-ZHUKOVA,27 OCT 1959,URS,3,Moskva (URS),19 JUL 1984,1201
53,651,1:57.87,Mitica CONSTANTIN,18 AUG 1962,ROU,3,Moskva (URS),06 JUL 1986,1201
54,651,1:57.87,Natalya DUKHNOVA,16 JUL 1966,BLR,2,Zürich (SUI),17 AUG 1994,1201
55,651,1:57.87,Svetlana MASTERKOVA,17 JAN 1968,RUS,1,"Estadio de la Comunidad, Madrid (ESP)",01 JUN 1996,1201
56,651,1:57.87,Natalya TSYGANOVA,07 FEB 1971,RUS,1,Moskva (RUS),05 JUN 1999,1201
57,651,1:57.87,Janeth JEPKOSGEI,13 DEC 1983,KEN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",23 SEP 2007,1201
58,651,1:57.87,Ajee WILSON,08 MAY 1994,USA,2,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1201
59,651,1:57.87,Laura MUIR,09 MAY 1993,GBR,3,"Alexander Stadium, Birmingham (GBR)",06 AUG 2022,1201
60,661,1:57.88,Kirsty WADE,06 AUG 1962,GBR,2,Cork (IRL),09 JUL 1985,1200
61,661,1:57.88,Lyubov GURINA,06 AUG 1957,URS,1,Moskva (URS),04 SEP 1988,1200
62,661,1:57.88,Ella KOVÁCS,11 DEC 1964,ROU,1,Bucureşti (ROU),12 JUN 1992,1200
63,661,1:57.88,Kelly HOLMES,19 APR 1970,GBR,2,"Letzigrund, Zürich (SUI)",17 AUG 2001,1200
64,661,1:57.88,Janeth JEPKOSGEI,13 DEC 1983,KEN,1,Melbourne (AUS),24 MAR 2006,1200
65,661,1:57.88,Kenia SINCLAIR,14 JUL 1980,JAM,2,Rethymno (GRE),21 JUL 2006,1200
66,661,1:57.88,Janeth JEPKOSGEI,13 DEC 1983,KEN,1,"Poljud Stadion, Split (CRO)",04 SEP 2010,1200
67,661,1:57.88,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,2,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1200
68,661,1:57.88,Natoya GOULE,30 MAR 1991,JAM,4,"Alexander Stadium, Birmingham (GBR)",06 AUG 2022,1200
69,670,1:57.89,Hildegard ULLRICH-KÖRNER,20 DEC 1959,GDR,1,Potsdam (GDR),25 MAY 1984,1200
70,670,1:57.89,Tatyana GREBENCHUK,22 NOV 1962,URS,2,Bryansk (URS),17 JUL 1987,1200
71,670,1:57.89,Doina MELINTE,27 DEC 1956,ROU,3f1,"Olympiastadion, Berlin (GER)",21 AUG 1987,1200
72,670,1:57.89,Patricia DJATÉ-TAILLARD,03 JAN 1971,FRA,4f1,Zürich (SUI),16 AUG 1995,1200
73,674,1:57.90,Yelena MEDVEDYEVA,14 JUL 1959,URS,1h,Sochi (URS),09 JUN 1984,1200
74,674,1:57.90,Doina MELINTE,27 DEC 1956,ROU,2,Köln (GER),25 AUG 1985,1200
75,674,1:57.90,Milena STRNADOVÁ,23 MAY 1961,TCH,4,Moskva (URS),06 JUL 1986,1200
76,674,1:57.90,Katrin WÜHN,19 NOV 1965,GDR,4,Neubrandenburg (GDR),10 JUN 1987,1200
77,674,1:57.90,Dalia MATUSEVIČIENĖ,12 NOV 1962,URS,1sf1,Kiev (URS),31 JUL 1988,1200
78,674,1:57.90,Ana Fidelia QUIROT,23 MAR 1963,CUB,1,"Olympiastadion, Berlin (GER)",18 AUG 1989,1200
79,674,1:57.90,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Bruxelles (BEL),03 SEP 1993,1200
80,674,1:57.90,Natalya GORELOVA,18 APR 1973,RUS,6,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1200
81,674,1:57.90,Kelly HOLMES,19 APR 1970,GBR,2,Bruxelles (BEL),24 AUG 2001,1200
82,674,1:57.90,Mariya ZHURAVLYOVA,07 NOV 1986,RUS,1f3,Tula (RUS),05 JUL 2008,1200
83,674,1:57.90,Mariya SAVINOVA,13 AUG 1985,RUS,1,Moskva (RUS),01 JUL 2009,1200
84,674,1:57.90,Janeth JEPKOSGEI,13 DEC 1983,KEN,2,"Olympiastadion, Berlin (GER)",19 AUG 2009,1200
85,674,1:57.90,Fantu MAGISO,09 JUN 1992,ETH,2,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012,1200
86,674,1:57.90,Francine NIYONSABA,05 MAY 1993,BDI,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1200
87,674,1:57.90,Natoya GOULE,30 MAR 1991,JAM,2,"Stade Louis II, Monaco (MON)",12 JUL 2019,1200
88,674,1:57.90,Natoya GOULE,30 MAR 1991,JAM,5,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1200
89,690,1:57.91,Ana Fidelia QUIROT,23 MAR 1963,CUB,1,Helsinki (FIN),27 JUN 1991,1200
90,690,1:57.91,Ludmila FORMANOVÁ,02 JAN 1974,CZE,3,Bruxelles (BEL),03 SEP 1999,1200
91,690,1:57.91,Tetyana PETLYUK,22 FEB 1982,UKR,2,"Meteor, Zhukovskiy (RUS)",24 JUN 2006,1200
92,690,1:57.91,Brenda MARTINEZ,08 SEP 1987,USA,2,"Luzhniki Stadion, Moskva (RUS)",18 AUG 2013,1200
93,694,1:57.92,Anita WEIß,16 JUL 1955,GDR,3,Torino (ITA),04 AUG 1979,1200
94,694,1:57.92,Jolanta JANUCHTA,16 JAN 1955,POL,4,"Olympic Stadium, Athina (GRE)",08 SEP 1982,1200
95,694,1:57.92,Milena STRNADOVÁ,23 MAY 1961,TCH,1,Ostrava (TCH),11 JUN 1986,1200
96,694,1:57.92,Ella KOVÁCS,11 DEC 1964,ROU,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",17 AUG 1993,1200
97,694,1:57.92,Stephanie GRAF,26 APR 1973,AUT,7,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1200
98,694,1:57.92,Zulia CALATAYUD,09 NOV 1979,CUB,1sf2,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1200
99,694,1:57.92,Eunice Jepkoech SUM,10 APR 1988,KEN,2,"Stade Louis II, Monaco (MON)",18 JUL 2014,1200
0,701,1:57.93,Svetla ZLATEVA-KOLEVA,25 FEB 1952,BUL,3sf1,"Olympic Stadium, Montréal (CAN)",24 JUL 1976,1200
1,701,1:57.93,Anita WEIß,16 JUL 1955,GDR,1,Warszawa (POL),29 JUL 1979,1200
2,701,1:57.93,Irina PODYALOVSKAYA,19 OCT 1959,URS,1,Sochi (URS),10 JUN 1984,1200
3,701,1:57.93,Lyubov GURINA,06 AUG 1957,URS,1,Bucureşti (ROU),16 SEP 1984,1200
4,701,1:57.93,Slobodanka ČOLOVIĆ,10 JAN 1965,YUG,1,Sarajevo (BIH),04 SEP 1988,1200
5,701,1:57.93,Ella KOVÁCS,11 DEC 1964,ROU,2,Nice (FRA),15 JUL 1991,1200
6,701,1:57.93,Lyudmila ROGACHOVA,30 OCT 1966,RUS,1,Moskva (RUS),24 JUN 1992,1200
7,701,1:57.93,Patricia DJATÉ-TAILLARD,03 JAN 1971,FRA,3sf2,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,1200
8,701,1:57.93,Tetyana PETLYUK,22 FEB 1982,UKR,2,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1200
9,701,1:57.93,Jennifer MEADOWS,17 APR 1981,GBR,3,"Olympiastadion, Berlin (GER)",19 AUG 2009,1200
10,701,1:57.93,Yekaterina ZAVYALOVA,01 MAR 1991,RUS,1f2,Moskva (RUS),13 JUN 2012,1200
11,701,1:57.93,Alysia MONTAÑO,23 APR 1986,USA,4,"Olympic Stadium, London (GBR)",11 AUG 2012,1200
12,713,1:57.94,Doina MELINTE,27 DEC 1956,ROU,1,Oslo (NOR),04 JUL 1987,1199
13,713,1:57.94,Zulia CALATAYUD,09 NOV 1979,CUB,3,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1199
14,713,1:57.94,Tatyana ANDRIANOVA,10 DEC 1979,RUS,1h5,Kazan (RUS),17 JUL 2008,1199
15,716,1:57.95,Ana Fidelia QUIROT,23 MAR 1963,CUB,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",27 JUN 1989,1199
16,716,1:57.95,Doina MELINTE,27 DEC 1956,ROU,1,Barcelona (ESP),12 JUL 1989,1199
17,716,1:57.95,Ella KOVÁCS,11 DEC 1964,ROU,6,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992,1199
18,716,1:57.95,Svetlana MASTERKOVA,17 JAN 1968,RUS,1sf1,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,1199
19,716,1:57.95,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,Dakar (SEN),20 AUG 1998,1199
20,716,1:57.95,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,3,Bruxelles (BEL),24 AUG 2001,1199
21,716,1:57.95,Alysia MONTAÑO,23 APR 1986,USA,3,"Luzhniki Stadion, Moskva (RUS)",18 AUG 2013,1199
22,716,1:57.95,Selina BÜCHEL,26 JUL 1991,SUI,3,Paris (FRA),04 JUL 2015,1199
23,716,1:57.95,Eunice Jepkoech SUM,10 APR 1988,KEN,3,"Olympiastadion, Berlin (GER)",03 SEP 2016,1199
24,716,1:57.95,Natoya GOULE,30 MAR 1991,JAM,2,Toronto (CAN),11 AUG 2018,1199
25,726,1:57.96,Ana Fidelia QUIROT,23 MAR 1963,CUB,1sf1,"Stadio Olimpico, Roma (ITA)",30 AUG 1987,1199
26,726,1:57.96,Letitia VRIESDE,05 OCT 1964,SUR,5,Hengelo (NED),28 JUN 1992,1199
27,726,1:57.96,Olga KOTLYAROVA,12 APR 1976,RUS,2f3,Kazan (RUS),09 JUL 2004,1199
28,726,1:57.96,Raevyn ROGERS,07 SEP 1996,USA,3,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1199
29,730,1:57.97,Doina MELINTE,27 DEC 1956,ROU,1,Firenze (ITA),13 JUN 1984,1199
30,730,1:57.97,Nadezhda OLIZARENKO,28 NOV 1953,URS,1h,Kiev (URS),20 JUN 1984,1199
31,730,1:57.97,Stephanie GRAF,26 APR 1973,AUT,2,Zagreb (CRO),07 JUL 1998,1199
32,730,1:57.97,Stephanie GRAF,26 APR 1973,AUT,3,Zürich (SUI),12 AUG 1998,1199
33,730,1:57.97,Natalya TSYGANOVA,07 FEB 1971,RUS,2,Tula (RUS),15 JUL 2001,1199
34,730,1:57.97,Nicole TETER,08 NOV 1973,USA,2f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002,1199
35,736,1:57.98,Lyubov GURINA,06 AUG 1957,URS,sf,Kiev (URS),21 JUN 1984,1199
36,736,1:57.98,Sigrun LUDWIGS,07 NOV 1965,GDR,1,Tallinn (EST),22 JUN 1986,1199
37,736,1:57.98,Sigrun WODARS,07 NOV 1965,GDR,2,Berlin (GER),08 JUL 1987,1199
38,736,1:57.98,Jearl MILES-CLARK,04 SEP 1966,USA,2,"Eugene, OR (USA)",25 MAY 1997,1199
39,736,1:57.98,Letitia VRIESDE,05 OCT 1964,SUR,2,Nice (FRA),16 JUL 1997,1199
40,736,1:57.98,Olga RASPOPOVA,27 DEC 1978,RUS,5,Zürich (SUI),11 AUG 2000,1199
41,736,1:57.98,Stephanie GRAF,26 APR 1973,AUT,3,"Letzigrund, Zürich (SUI)",17 AUG 2001,1199
42,736,1:57.98,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,"Eugene, OR (USA)",24 MAY 2003,1199
43,736,1:57.98,Kelly HOLMES,19 APR 1970,GBR,1sf1,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1199
44,736,1:57.98,Rénelle LAMOTE,26 DEC 1993,FRA,6,"Stade Louis II, Monaco (MON)",09 JUL 2021,1199
45,736,1:57.98,Keely HODGKINSON,03 MAR 2002,GBR,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,1199
46,747,1:57.99,Irina PODYALOVSKAYA,19 OCT 1959,URS,1,Moskva (URS),29 MAY 1983,1198
47,747,1:57.99,Ana Fidelia QUIROT,23 MAR 1963,CUB,1,Formia (ITA),19 JUN 1988,1198
48,747,1:57.99,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,"Olympiastadion, Berlin (GER)",27 AUG 1993,1198
49,747,1:57.99,Ana Fidelia QUIROT,23 MAR 1963,CUB,2sf1,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996,1198
50,747,1:57.99,Stephanie GRAF,26 APR 1973,AUT,4,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1198
