"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
51,152,30:41.68,Senbere TEFERI,03 MAY 1995,ETH,2,"FBK Stadium, Hengelo (NED)",10 JUN 2017,1209
52,153,30:41.85,Pauline KAMULU,30 DEC 1994,KEN,1f1,Fukagawa (JPN),11 JUL 2018,1209
53,154,30:41.93,Francine NIYONSABA,05 MAY 1993,BDI,5,"National Stadium, Tokyo (JPN)",07 AUG 2021,1209
54,155,30:42.26,Sally KIPYEGO,19 DEC 1985,KEN,1f1,"Palo Alto, CA (USA)",04 MAY 2014,1209
55,156,30:42.75,Paula RADCLIFFE,17 DEC 1973,GBR,9,"Olympiastadion, Helsinki (FIN)",06 AUG 2005,1208
56,157,30:43.35,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1208
57,158,30:43.39,Ejegayehu DIBABA,21 MAR 1982,ETH,1,Barakaldo (ESP),10 JUL 2004,1208
58,159,30:44.00,Irine Chepet CHEPTAI,04 FEB 1992,KEN,6,"National Stadium, Tokyo (JPN)",07 AUG 2021,1207
59,160,30:44.23,Senbere TEFERI,03 MAY 1995,ETH,6,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1207
60,161,30:44.27,Letesenbet GIDEY,20 MAR 1998,ETH,2,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1207
61,162,30:44.57,Belaynesh OLJIRA,26 JUN 1990,ETH,3,"FBK Stadium, Hengelo (NED)",10 JUN 2017,1207
62,163,30:44.68,Ejgayehu TAYE,10 FEB 2000,ETH,3,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1207
63,164,30:45.00,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,4,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1206
64,165,30:45.14,Senbere TEFERI,03 MAY 1995,ETH,3,Hengelo (NED),17 JUL 2019,1206
65,166,30:45.17,Gladys CHERONO,12 MAY 1983,KEN,2,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1206
66,167,30:45.21,Seira FUWA,25 MAR 2003,JPN,1,"Municipal Nishikyogoku Stadium, Kyoto (JPN)",11 DEC 2021,1206
67,168,30:45.56,Belaynesh OLJIRA,26 JUN 1990,ETH,5,"Olympic Stadium, London (GBR)",03 AUG 2012,1206
68,169,30:45.81,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1206
69,170,30:46.24,Zeineba YIMER,17 JUN 1998,ETH,4,Hengelo (NED),17 JUL 2019,1205
70,171,30:46.37,Lonah Chemtai SALPETER,12 DEC 1988,ISR,3,"Olympiastadion, München (GER)",15 AUG 2022,1205
71,172,30:46.48,Galina BOGOMOLOVA,15 OCT 1977,RUS,1,Tula (RUS),03 AUG 2003,1205
72,173,30:46.51,Joan Chelimo MELLY,10 NOV 1990,KEN,2,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1205
73,174,30:46.70,Inga ABITOVA,06 MAR 1982,RUS,1,Kazan (RUS),17 JUL 2008,1205
74,175,30:46.98,Belaynesh OLJIRA,26 JUN 1990,ETH,3,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1204
75,176,30:47.02,Emily CHEBET,18 FEB 1986,KEN,4,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1204
76,177,30:47.20,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,4,Utrecht (NED),14 JUN 2009,1204
77,178,30:47.22,Zhaoxia DONG,13 NOV 1974,CHN,4,Shanghai (CHN),19 OCT 1997,1204
78,179,30:47.25,Shitaye ESHETE,21 MAY 1990,BRN,6,"Olympic Stadium, London (GBR)",03 AUG 2012,1204
79,180,30:47.42,Elise CRANNY,09 MAY 1996,USA,1,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",20 FEB 2021,1204
80,181,30:47.55,Bosena MULATIE,21 NOV 2001,ETH,5,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1204
81,182,30:47.59,Sonia O'SULLIVAN,28 NOV 1969,IRL,2,"Olympiastadion, München (GER)",06 AUG 2002,1204
82,182,30:47.59,Molly HUDDLE,31 AUG 1984,USA,2f1,"Palo Alto, CA (USA)",04 MAY 2014,1204
83,184,30:47.72,Dongmei WANG,03 DEC 1972,CHN,5,Shanghai (CHN),19 OCT 1997,1204
84,184,30:47.72,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,6,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1204
85,186,30:47.99,Karissa SCHWEIZER,04 MAY 1996,USA,2,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",20 FEB 2021,1204
86,187,30:48.06,Fernanda RIBEIRO,23 JUN 1969,POR,1,Lisboa (POR),04 APR 1998,1204
87,188,30:48.26,Aberu KEBEDE,12 SEP 1986,ETH,5,Utrecht (NED),14 JUN 2009,1203
88,188,30:48.26,Elly HENES,13 OCT 1998,USA,3,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023,1203
89,190,30:48.48,Almaz AYANA,21 NOV 1991,ETH,7,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1203
90,191,30:48.51,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,Oslo (NOR),01 JUL 1989,1203
91,192,30:48.58,Paula RADCLIFFE,17 DEC 1973,GBR,2,Lisboa (POR),04 APR 1998,1203
92,193,30:48.60,Eilish MCCOLGAN,25 NOV 1990,GBR,1,"Alexander Stadium, Birmingham (GBR)",03 AUG 2022,1203
93,194,30:48.69,Natosha ROGERS,07 MAY 1991,USA,4,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023,1203
94,195,30:48.89,Yoko SHIBUI,14 MAR 1979,JPN,1,"Palo Alto, CA (USA)",03 MAY 2002,1203
95,196,30:48.98,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,"DS, Daegu (KOR)",27 AUG 2011,1203
96,197,30:49.23,Eva CHERONO,15 AUG 1996,KEN,3,"Olympiastadion, Stockholm (SWE)",04 MAY 2021,1202
97,198,30:49.30,Junxia WANG,09 JAN 1973,CHN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993,1202
98,199,30:49.48,Fotyen TESFAY,17 FEB 1998,ETH,7,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023,1202
99,200,30:49.52,Irine Chepet CHEPTAI,04 FEB 1992,KEN,2,"Alexander Stadium, Birmingham (GBR)",03 AUG 2022,1202
0,201,30:49.56,Karissa SCHWEIZER,04 MAY 1996,USA,1,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1202
1,202,30:49.57,Emily SISSON,12 OCT 1991,USA,1,"Palo Alto, CA (USA)",29 MAR 2019,1202
2,203,30:49.68,Gelete BURKA,23 JAN 1986,ETH,1,Hengelo (NED),17 JUN 2015,1202
3,204,30:50.04,Sally KIPYEGO,19 DEC 1985,KEN,2,"DS, Daegu (KOR)",27 AUG 2011,1202
4,205,30:50.16,Werknesh KIDANE,07 JAN 1981,ETH,4,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1202
5,206,30:50.25,Belaynesh OLJIRA,26 JUN 1990,ETH,7,Hengelo (NED),29 JUN 2016,1202
6,207,30:50.32,Deena KASTOR,14 FEB 1973,USA,2,"Palo Alto, CA (USA)",03 MAY 2002,1201
7,208,30:50.34,Junxia WANG,09 JAN 1973,CHN,1,Hiroshima (JPN),15 OCT 1994,1201
8,209,30:50.83,Alemitu HAROYE,09 MAY 1995,ETH,2,Hengelo (NED),17 JUN 2015,1201
